"EG04_006 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG04_006.tcf]","Time (h)","Q ds1 [EG04_006]","Q ds2 [EG04_006]","Q ds3 [EG04_006]","Q ds4 [EG04_006]","Q ds5 [EG04_006]","Q ds_weir [EG04_006]","Q FC01.01 [EG04_006]","Q FC01.02 [EG04_006]","Q FC01.03 [EG04_006]","Q FC01.04 [EG04_006]","Q FC01.05 [EG04_006]","Q FC01.06 [EG04_006]","Q FC01.07 [EG04_006]","Q FC01.08 [EG04_006]","Q FC01.09 [EG04_006]","Q FC01.12 [EG04_006]","Q FC01.13 [EG04_006]","Q FC01.14 [EG04_006]","Q FC01.15 [EG04_006]","Q FC01.16 [EG04_006]","Q FC01.17 [EG04_006]","Q FC01.18 [EG04_006]","Q FC01.19 [EG04_006]","Q FC01.1_R [EG04_006]","Q FC01.20 [EG04_006]","Q FC01.21 [EG04_006]","Q FC01.22 [EG04_006]","Q FC01.23 [EG04_006]","Q FC01.24 [EG04_006]","Q FC01.25 [EG04_006]","Q FC01.26 [EG04_006]","Q FC01.27 [EG04_006]","Q FC01.28A [EG04_006]","Q FC01.28B [EG04_006]","Q FC01.29 [EG04_006]","Q FC01.2_R [EG04_006]","Q FC01.30 [EG04_006]","Q FC01.31 [EG04_006]","Q FC01.32 [EG04_006]","Q FC01.33 [EG04_006]","Q FC01.34 [EG04_006]","Q FC01.36 [EG04_006]","Q FC01.37 [EG04_006]","Q FC01.38 [EG04_006]","Q FC01.39 [EG04_006]","Q FC01.40 [EG04_006]","Q FC02.01 [EG04_006]","Q FC02.02 [EG04_006]","Q FC02.03 [EG04_006]","Q FC02.04 [EG04_006]","Q FC02.05 [EG04_006]","Q FC02.06 [EG04_006]","Q FC_weir1 [EG04_006]","Q RD_weir [EG04_006]"
     136,          2.250000,          20.523,          20.856,          21.276,          21.780,          22.977,          24.175,          20.165,          19.984,          19.893,          19.768,          19.546,          19.235,          18.993,          18.813,          18.435,          18.069,          17.862,          17.667,          17.527,          17.292,          16.253,          16.608,          16.462,          12.806,          16.294,          16.088,          15.898,          15.799,          14.078,          14.010,          13.920,          13.855,          13.796,          13.686,          13.501,          18.211,          13.293,          13.145,          13.044,           0.000,          12.849,          12.763,          12.643,          12.474,          12.219,          11.998,           1.585,           1.415,           1.269,           1.222,           1.200,           1.155,          12.911,           0.000
     137,          2.266667,          19.997,          20.310,          20.717,          21.218,          22.315,          23.359,          19.644,          19.465,          19.376,          19.254,          19.036,          18.728,          18.485,          18.307,          17.932,          17.568,          17.361,          17.169,          17.035,          16.812,          15.870,          16.138,          15.995,          12.566,          15.828,          15.627,          15.444,          15.348,          13.672,          13.608,          13.528,          13.472,          13.421,          13.326,          13.164,          17.715,          12.985,          12.860,          12.772,           0.000,          12.603,          12.526,          12.422,          12.267,          12.025,          11.772,           1.546,           1.383,           1.242,           1.199,           1.180,           1.132,          12.658,           0.000
     138,          2.283334,          19.492,          19.789,          20.184,          20.681,          21.714,          22.643,          19.148,          18.965,          18.873,          18.749,          18.534,          18.230,          17.989,          17.809,          17.433,          17.079,          16.878,          16.692,          16.559,          16.347,          15.504,          15.705,          15.566,          12.342,          15.407,          15.212,          15.034,          14.942,          13.319,          13.260,          13.188,          13.138,          13.092,          13.010,          12.870,          17.222,          12.717,          12.607,          12.529,           0.000,          12.379,          12.304,          12.200,          12.047,          11.793,          11.508,           1.499,           1.348,           1.216,           1.177,           1.158,           1.108,          12.428,           0.000
     139,          2.300000,          18.996,          19.279,          19.668,          20.165,          21.151,          21.999,          18.655,          18.473,          18.383,          18.260,          18.045,          17.738,          17.501,          17.323,          16.948,          16.602,          16.408,          16.228,          16.099,          15.896,          15.158,          15.301,          15.168,          12.114,          15.015,          14.833,          14.663,          14.577,          13.008,          12.952,          12.888,          12.843,          12.802,          12.729,          12.610,          16.749,          12.472,          12.372,          12.299,           0.000,          12.151,          12.074,          11.965,          11.805,          11.542,          11.243,           1.455,           1.313,           1.190,           1.155,           1.135,           1.083,          12.201,           0.000
     140,          2.316667,          18.512,          18.760,          19.159,          19.669,          20.616,          21.407,          18.167,          17.983,          17.894,          17.773,          17.562,          17.260,          17.023,          16.847,          16.474,          16.138,          15.957,          15.786,          15.666,          15.473,          14.837,          14.934,          14.806,          11.872,          14.659,          14.486,          14.326,          14.246,          12.730,          12.679,          12.621,          12.579,          12.542,          12.475,          12.365,          16.270,          12.232,          12.134,          12.063,           0.000,          11.912,          11.830,          11.719,          11.554,          11.284,          10.978,           1.410,           1.279,           1.165,           1.132,           1.110,           1.058,          11.966,           0.000
     141,          2.333333,          18.023,          18.257,          18.647,          19.183,          20.108,          20.857,          17.687,          17.504,          17.416,          17.298,          17.093,          16.796,          16.566,          16.393,          16.029,          15.717,          15.554,          15.378,          15.266,          15.090,          14.532,          14.592,          14.471,          11.624,          14.335,          14.171,          14.021,          13.945,          12.476,          12.428,          12.372,          12.332,          12.295,          12.228,          12.122,          15.841,          11.989,          11.891,          11.819,           0.000,          11.666,          11.581,          11.469,          11.301,          11.022,          10.718,           1.368,           1.244,           1.139,           1.109,           1.086,           1.033,          11.720,           0.000
     142,          2.350000,          17.546,          17.768,          18.149,          18.700,          19.610,          20.326,          17.220,          17.042,          16.956,          16.840,          16.644,          16.358,          16.136,          15.970,          15.626,          15.329,          15.170,          15.005,          14.899,          14.730,          14.240,          14.274,          14.158,          11.373,          14.027,          13.872,          13.728,          13.655,          12.224,          12.179,          12.122,          12.082,          12.044,          11.976,          11.865,          15.448,          11.735,          11.639,          11.568,           0.000,          11.415,          11.330,          11.219,          11.053,          10.787,          10.538,           1.336,           1.216,           1.114,           1.087,           1.065,           1.017,          11.472,           0.000
     143,          2.366667,          17.097,          17.306,          17.671,          18.223,          19.121,          19.826,          16.783,          16.607,          16.522,          16.411,          16.221,          15.945,          15.733,          15.574,          15.239,          14.953,          14.810,          14.653,          14.552,          14.394,          13.961,          13.965,          13.853,          11.130,          13.730,          13.576,          13.437,          13.366,          11.968,          11.922,          11.866,          11.826,          11.787,          11.719,          11.612,          15.067,          11.484,          11.389,          11.318,           0.000,          11.170,          11.091,          10.991,          10.840,          10.602,          10.389,           1.305,           1.191,           1.092,           1.066,           1.047,           1.002,          11.227,           0.000
     144,          2.383333,          16.618,          16.844,          17.215,          17.768,          18.648,          19.333,          16.368,          16.195,          16.114,          16.004,          15.823,          15.556,          15.348,          15.192,          14.868,          14.595,          14.463,          14.313,          14.215,          14.065,          13.684,          13.668,          13.562,          10.913,          13.440,          13.290,          13.152,          13.082,          11.712,          11.668,          11.612,          11.572,          11.534,          11.468,          11.365,          14.706,          11.241,          11.149,          11.080,           0.000,          10.948,          10.877,          10.788,          10.654,          10.438,          10.242,           1.278,           1.165,           1.069,           1.045,           1.028,           0.987,          10.999,           0.000
     145,          2.400000,          16.183,          16.386,          16.748,          17.331,          18.200,          18.849,          15.942,          15.783,          15.707,          15.606,          15.427,          15.173,          14.977,          14.827,          14.511,          14.250,          14.135,          13.988,          13.892,          13.747,          13.419,          13.377,          13.271,          10.718,          13.150,          13.005,          12.872,          12.805,          11.465,          11.421,          11.368,          11.328,          11.292,          11.228,          11.133,          14.355,          11.015,          10.928,          10.865,           0.000,          10.750,          10.685,          10.606,          10.483,          10.285,          10.096,           1.252,           1.144,           1.052,           1.029,           1.012,           0.972,          10.796,           0.000
     146,          2.416667,          15.775,          15.968,          16.313,          16.912,          17.773,          18.393,          15.543,          15.388,          15.315,          15.218,          15.049,          14.809,          14.617,          14.471,          14.170,          13.917,          13.815,          13.674,          13.583,          13.443,          13.163,          13.094,          12.992,          10.541,          12.876,          12.735,          12.605,          12.539,          11.228,          11.187,          11.137,          11.100,          11.066,          11.007,          10.921,          14.024,          10.810,          10.731,          10.673,           0.000,          10.570,          10.511,          10.437,          10.320,          10.134,           9.947,           1.227,           1.122,           1.034,           1.012,           0.997,           0.958,          10.613,           0.000
     147,          2.433333,          15.393,          15.575,          15.906,          16.511,          17.361,          17.955,          15.165,          15.011,          14.940,          14.848,          14.688,          14.455,          14.272,          14.132,          13.842,          13.602,          13.511,          13.374,          13.286,          13.151,          12.912,          12.828,          12.729,          10.373,          12.615,          12.478,          12.351,          12.287,          11.007,          10.968,          10.920,          10.884,          10.851,          10.795,          10.712,          13.699,          10.617,          10.547,          10.494,           0.000,          10.401,          10.344,          10.272,          10.158,           9.973,           9.756,           1.199,           1.100,           1.016,           0.996,           0.979,           0.937,          10.443,           0.000
     148,          2.450000,          15.032,          15.205,          15.522,          16.140,          16.970,          17.545,          14.804,          14.657,          14.589,          14.500,          14.343,          14.120,          13.943,          13.808,          13.528,          13.304,          13.211,          13.084,          13.003,          12.873,          12.671,          12.572,          12.474,          10.207,          12.364,          12.233,          12.111,          12.049,          10.798,          10.761,          10.716,          10.683,          10.653,          10.602,          10.527,          13.398,          10.439,          10.373,          10.322,           0.000,          10.235,          10.177,          10.102,           9.980,           9.770,           9.509,           1.173,           1.076,           0.995,           0.976,           0.958,           0.912,          10.276,           0.000
     149,          2.466667,          14.689,          14.854,          15.164,          15.798,          16.604,          17.144,          14.465,          14.318,          14.250,          14.162,          14.012,          13.796,          13.628,          13.500,          13.232,          13.027,          12.946,          12.811,          12.731,          12.609,          12.436,          12.328,          12.234,          10.027,          12.128,          12.001,          11.883,          11.823,          10.605,          10.570,          10.527,          10.496,          10.468,          10.418,          10.347,          13.107,          10.261,          10.195,          10.143,           0.000,          10.058,           9.994,           9.910,           9.774,           9.540,           9.252,           1.143,           1.050,           0.973,           0.956,           0.938,           0.887,          10.100,           0.000
     150,          2.483333,          14.373,          14.526,          14.824,          15.487,          16.265,          16.773,          14.153,          14.002,          13.935,          13.850,          13.703,          13.497,          13.336,          13.212,          12.956,          12.759,          12.689,          12.554,          12.477,          12.359,          12.201,          12.092,          12.003,           9.826,          11.902,          11.778,          11.663,          11.606,          10.420,          10.386,          10.344,          10.313,          10.285,          10.234,          10.164,          12.842,          10.074,          10.003,           9.948,           0.000,           9.861,           9.791,           9.700,           9.551,           9.298,           8.999,           1.113,           1.025,           0.952,           0.936,           0.913,           0.863,           9.908,           0.000
     151,          2.500000,          14.070,          14.218,          14.509,          15.216,          15.868,          16.408,          13.849,          13.701,          13.634,          13.551,          13.410,          13.211,          13.056,          12.937,          12.690,          12.500,          12.437,          12.306,          12.230,          12.118,          11.977,          11.868,          11.779,           9.609,          11.678,          11.558,          11.446,          11.390,          10.233,          10.199,          10.157,          10.125,          10.095,          10.043,           9.969,          12.578,           9.872,           9.795,           9.736,           0.000,           9.647,           9.569,           9.471,           9.317,           9.051,           8.745,           1.087,           1.000,           0.928,           0.913,           0.891,           0.838,           9.697,           0.000
     152,          2.516667,          13.784,          13.927,          14.219,          14.995,          15.467,          16.017,          13.563,          13.415,          13.349,          13.267,          13.133,          12.942,          12.792,          12.676,          12.440,          12.257,          12.196,          12.071,          11.996,          11.889,          11.752,          11.646,          11.560,           9.378,          11.461,          11.340,          11.229,          11.173,          10.039,          10.005,           9.960,           9.926,           9.893,           9.835,           9.752,          12.334,           9.651,           9.570,           9.506,           0.000,           9.417,           9.337,           9.236,           9.075,           8.801,           8.484,           1.063,           0.976,           0.904,           0.889,           0.866,           0.813,           9.472,           0.000
     153,          2.533334,          13.513,          13.648,          13.943,          14.800,          15.160,          15.646,          13.288,          13.141,          13.077,          12.997,          12.869,          12.681,          12.537,          12.426,          12.198,          12.022,          11.964,          11.840,          11.769,          11.663,          11.527,          11.419,          11.331,           9.140,          11.232,          11.111,          11.001,          10.943,           9.828,           9.791,           9.741,           9.703,           9.667,           9.604,           9.518,          12.096,           9.413,           9.332,           9.266,           0.000,           9.180,           9.098,           8.994,           8.829,           8.544,           8.219,           1.042,           0.951,           0.881,           0.865,           0.841,           0.788,           9.237,           0.000
     154,          2.550000,          13.252,          13.384,          13.686,          14.625,          14.917,          15.329,          13.029,          12.883,          12.819,          12.741,          12.615,          12.436,          12.294,          12.186,          11.966,          11.794,          11.737,          11.613,          11.543,          11.436,          11.298,          11.189,          11.100,           8.896,          10.998,          10.873,          10.758,          10.699,           9.599,           9.562,           9.509,           9.469,           9.431,           9.365,           9.279,          11.871,           9.173,           9.087,           9.019,           0.000,           8.937,           8.853,           8.747,           8.576,           8.283,           7.954,           1.023,           0.930,           0.857,           0.841,           0.819,           0.763,           8.994,           0.000
     155,          2.566667,          12.986,          13.130,          13.441,          14.441,          14.713,          15.061,          12.767,          12.630,          12.571,          12.495,          12.371,          12.195,          12.056,          11.948,          11.733,          11.563,          11.513,          11.386,          11.312,          11.204,          11.063,          10.951,          10.858,           8.648,          10.755,          10.625,          10.506,          10.444,           9.363,           9.324,           9.271,           9.231,           9.192,           9.126,           9.040,          11.634,           8.935,           8.846,           8.777,           0.000,           8.690,           8.604,           8.496,           8.322,           8.024,           7.690,           1.003,           0.907,           0.834,           0.818,           0.795,           0.738,           8.751,           0.000
     156,          2.583333,          12.665,          12.814,          13.163,          13.991,          14.443,          14.814,          12.499,          12.372,          12.316,          12.249,          12.127,          11.959,          11.824,          11.719,          11.508,          11.338,          11.284,          11.154,          11.080,          10.968,          10.825,          10.709,          10.615,           8.398,          10.508,          10.376,          10.252,          10.190,           9.129,           9.089,           9.035,           8.993,           8.954,           8.888,           8.801,          11.414,           8.691,           8.600,           8.529,           0.000,           8.441,           8.354,           8.244,           8.067,           7.766,           7.432,           0.981,           0.885,           0.811,           0.795,           0.772,           0.714,           8.502,           0.000
     157,          2.600000,          12.398,          12.533,          12.853,          13.558,          14.084,          14.526,          12.251,          12.125,          12.070,          12.003,          11.884,          11.721,          11.590,          11.485,          11.277,          11.106,          11.050,          10.917,          10.842,          10.726,          10.582,          10.464,          10.367,           8.146,          10.256,          10.122,           9.995,           9.931,           8.889,           8.848,           8.791,           8.748,           8.706,           8.636,           8.546,          11.181,           8.440,           8.349,           8.277,           0.000,           8.189,           8.101,           7.993,           7.818,           7.529,           7.247,           0.961,           0.863,           0.788,           0.773,           0.751,           0.697,           8.250,           0.000
     158,          2.616667,          12.152,          12.277,          12.565,          13.160,          13.693,          14.192,          12.017,          11.885,          11.829,          11.761,          11.647,          11.484,          11.350,          11.246,          11.039,          10.852,          10.779,          10.669,          10.595,          10.480,          10.331,          10.212,          10.113,           7.903,          10.001,           9.863,           9.732,           9.666,           8.640,           8.598,           8.541,           8.497,           8.455,           8.385,           8.297,          10.934,           8.192,           8.103,           8.031,           0.000,           7.944,           7.861,           7.758,           7.597,           7.336,           7.098,           0.943,           0.842,           0.768,           0.754,           0.732,           0.682,           8.005,           0.000
     159,          2.633333,          11.916,          12.033,          12.299,          12.806,          13.307,          13.830,          11.791,          11.651,          11.591,          11.517,          11.402,          11.234,          11.097,          10.991,          10.772,          10.589,          10.517,          10.411,          10.342,          10.228,          10.079,           9.958,           9.856,           7.680,           9.742,           9.599,           9.468,           9.402,           8.393,           8.351,           8.295,           8.251,           8.210,           8.141,           8.056,          10.667,           7.955,           7.868,           7.799,           0.000,           7.718,           7.642,           7.549,           7.405,           7.170,           6.954,           0.925,           0.824,           0.750,           0.736,           0.716,           0.668,           7.774,           0.000
     160,          2.650000,          11.686,          11.799,          12.047,          12.492,          12.946,          13.466,          11.569,          11.416,          11.350,          11.271,          11.148,          10.971,          10.831,          10.722,          10.507,          10.347,          10.273,          10.159,          10.087,           9.973,           9.823,           9.702,           9.598,           7.481,           9.482,           9.341,           9.210,           9.142,           8.154,           8.112,           8.057,           8.015,           7.975,           7.908,           7.827,          10.418,           7.734,           7.653,           7.588,           0.000,           7.515,           7.446,           7.361,           7.230,           7.015,           6.807,           0.904,           0.804,           0.732,           0.719,           0.702,           0.653,           7.565,           0.000
     161,          2.666667,          11.461,          11.570,          11.802,          12.213,          12.618,          13.110,          11.351,          11.188,          11.118,          11.033,          10.907,          10.730,          10.591,          10.482,          10.271,          10.114,          10.037,           9.911,           9.838,           9.720,           9.572,           9.449,           9.346,           7.300,           9.230,           9.087,           8.954,           8.888,           7.924,           7.883,           7.831,           7.791,           7.753,           7.692,           7.616,          10.185,           7.531,           7.456,           7.399,           0.000,           7.331,           7.268,           7.189,           7.066,           6.864,           6.660,           0.883,           0.784,           0.714,           0.702,           0.683,           0.638,           7.377,           0.000
     162,          2.683333,          11.180,          11.311,          11.555,          11.951,          12.319,          12.777,          11.049,          10.923,          10.866,          10.796,          10.675,          10.497,          10.355,          10.243,          10.033,           9.865,           9.818,           9.670,           9.592,           9.475,           9.326,           9.203,           9.101,           7.131,           8.985,           8.845,           8.714,           8.649,           7.709,           7.671,           7.622,           7.585,           7.551,           7.494,           7.425,           9.986,           7.346,           7.277,           7.224,           0.000,           7.160,           7.101,           7.025,           6.908,           6.706,           6.473,           0.859,           0.762,           0.696,           0.685,           0.664,           0.619,           7.204,           0.000
     163,          2.700000,          10.913,          11.037,          11.285,          11.702,          12.048,          12.470,          10.796,          10.675,          10.621,          10.555,          10.436,          10.263,          10.123,          10.015,           9.805,           9.648,           9.600,           9.437,           9.357,           9.237,           9.091,           8.971,           8.868,           6.966,           8.754,           8.615,           8.486,           8.423,           7.513,           7.477,           7.432,           7.397,           7.365,           7.312,           7.248,           9.720,           7.174,           7.109,           7.057,           0.000,           6.994,           6.936,           6.859,           6.733,           6.512,           6.228,           0.834,           0.741,           0.679,           0.668,           0.647,           0.596,           7.038,           0.000
     164,          2.716667,          10.664,          10.782,          11.024,          11.454,          11.790,          12.183,          10.557,          10.442,          10.387,          10.320,          10.210,          10.039,           9.906,           9.798,           9.594,           9.442,           9.390,           9.211,           9.128,           9.010,           8.865,           8.747,           8.647,           6.792,           8.534,           8.399,           8.275,           8.213,           7.332,           7.297,           7.254,           7.221,           7.190,           7.139,           7.076,           9.511,           7.004,           6.939,           6.886,           0.000,           6.823,           6.760,           6.674,           6.535,           6.289,           5.973,           0.807,           0.718,           0.659,           0.648,           0.626,           0.573,           6.867,           0.000
     165,          2.733334,          10.426,          10.538,          10.776,          11.206,          11.540,          11.920,          10.327,          10.214,          10.160,          10.093,           9.986,           9.819,           9.688,           9.586,           9.391,           9.245,           9.193,           8.994,           8.909,           8.792,           8.649,           8.533,           8.436,           6.602,           8.326,           8.194,           8.071,           8.010,           7.156,           7.123,           7.081,           7.048,           7.018,           6.967,           6.903,           9.313,           6.828,           6.760,           6.705,           0.000,           6.636,           6.566,           6.471,           6.318,           6.050,           5.717,           0.781,           0.694,           0.637,           0.628,           0.606,           0.551,           6.685,           0.000
     166,          2.750000,          10.197,          10.305,          10.536,          10.963,          11.295,          11.662,          10.107,           9.998,           9.944,           9.876,           9.772,           9.614,           9.487,           9.387,           9.195,           9.034,           8.955,           8.784,           8.700,           8.581,           8.440,           8.326,           8.229,           6.394,           8.122,           7.992,           7.870,           7.810,           6.982,           6.949,           6.906,           6.873,           6.841,           6.787,           6.719,           9.102,           6.639,           6.566,           6.507,           0.000,           6.431,           6.355,           6.253,           6.089,           5.804,           5.462,           0.757,           0.673,           0.618,           0.609,           0.585,           0.528,           6.484,           0.000
     167,          2.766667,           9.980,          10.085,          10.309,          10.728,          11.057,          11.408,           9.898,           9.790,           9.734,           9.663,           9.554,           9.393,           9.261,           9.155,           8.957,           8.783,           8.704,           8.564,           8.491,           8.377,           8.237,           8.123,           8.026,           6.174,           7.919,           7.791,           7.668,           7.609,           6.803,           6.769,           6.724,           6.689,           6.655,           6.595,           6.523,           8.865,           6.438,           6.359,           6.295,           0.000,           6.213,           6.134,           6.026,           5.854,           5.555,           5.198,           0.735,           0.652,           0.598,           0.589,           0.564,           0.502,           6.271,           0.000
     168,          2.783334,           9.742,           9.858,          10.087,          10.500,          10.826,          11.174,           9.653,           9.556,           9.501,           9.432,           9.324,           9.163,           9.029,           8.924,           8.730,           8.559,           8.479,           8.350,           8.278,           8.169,           8.033,           7.921,           7.824,           5.947,           7.716,           7.585,           7.463,           7.402,           6.613,           6.578,           6.530,           6.492,           6.456,           6.393,           6.316,           8.638,           6.223,           6.140,           6.073,           0.000,           5.986,           5.904,           5.791,           5.610,           5.297,           4.923,           0.716,           0.630,           0.576,           0.567,           0.539,           0.475,           6.048,           0.000
     169,          2.800000,           9.494,           9.609,           9.849,          10.279,          10.601,          10.945,           9.413,           9.324,           9.270,           9.202,           9.097,           8.935,           8.803,           8.696,           8.501,           8.329,           8.270,           8.141,           8.070,           7.962,           7.823,           7.709,           7.612,           5.711,           7.504,           7.374,           7.247,           7.185,           6.414,           6.377,           6.326,           6.285,           6.247,           6.181,           6.099,           8.407,           6.002,           5.914,           5.842,           0.000,           5.753,           5.666,           5.549,           5.360,           5.033,           4.648,           0.696,           0.608,           0.553,           0.544,           0.514,           0.449,           5.815,           0.000
     170,          2.816667,           9.250,           9.363,           9.608,          10.055,          10.381,          10.719,           9.176,           9.093,           9.039,           8.971,           8.871,           8.710,           8.575,           8.469,           8.277,           8.123,           8.065,           7.934,           7.863,           7.752,           7.613,           7.497,           7.398,           5.468,           7.287,           7.151,           7.022,           6.958,           6.204,           6.166,           6.113,           6.070,           6.029,           5.958,           5.872,           8.191,           5.771,           5.679,           5.606,           0.000,           5.511,           5.422,           5.300,           5.104,           4.767,           4.374,           0.677,           0.586,           0.530,           0.522,           0.493,           0.422,           5.578,           0.000
     171,          2.833333,           9.013,           9.126,           9.368,           9.832,          10.165,          10.496,           8.941,           8.863,           8.810,           8.742,           8.644,           8.485,           8.352,           8.246,           8.061,           7.915,           7.856,           7.725,           7.652,           7.540,           7.398,           7.280,           7.178,           5.221,           7.064,           6.925,           6.791,           6.725,           5.988,           5.948,           5.892,           5.847,           5.804,           5.731,           5.641,           7.980,           5.535,           5.439,           5.361,           0.000,           5.265,           5.174,           5.048,           4.846,           4.500,           4.103,           0.658,           0.564,           0.507,           0.499,           0.469,           0.395,           5.332,           0.000
     172,          2.850000,           8.781,           8.893,           9.133,           9.606,           9.946,          10.275,           8.710,           8.640,           8.587,           8.520,           8.424,           8.268,           8.137,           8.032,           7.850,           7.704,           7.645,           7.512,           7.438,           7.324,           7.178,           7.057,           6.951,           4.969,           6.834,           6.689,           6.551,           6.483,           5.762,           5.721,           5.663,           5.616,           5.571,           5.495,           5.402,           7.768,           5.293,           5.194,           5.114,           0.000,           5.014,           4.922,           4.793,           4.588,           4.241,           3.867,           0.637,           0.543,           0.485,           0.478,           0.447,           0.374,           5.085,           0.000
     173,          2.866667,           8.557,           8.664,           8.907,           9.381,           9.727,          10.056,           8.487,           8.420,           8.370,           8.303,           8.210,           8.053,           7.923,           7.818,           7.638,           7.492,           7.432,           7.296,           7.221,           7.104,           6.952,           6.827,           6.719,           4.719,           6.599,           6.447,           6.306,           6.236,           5.531,           5.489,           5.429,           5.381,           5.334,           5.255,           5.160,           7.554,           5.048,           4.946,           4.865,           0.000,           4.764,           4.672,           4.545,           4.342,           4.002,           3.651,           0.619,           0.521,           0.464,           0.457,           0.427,           0.354,           4.835,           0.000
     174,          2.883333,           8.335,           8.440,           8.684,           9.163,           9.512,           9.839,           8.267,           8.203,           8.153,           8.090,           7.997,           7.841,           7.710,           7.603,           7.424,           7.272,           7.210,           7.077,           7.000,           6.879,           6.724,           6.593,           6.481,           4.477,           6.357,           6.202,           6.055,           5.983,           5.295,           5.252,           5.191,           5.142,           5.095,           5.014,           4.917,           7.337,           4.803,           4.700,           4.619,           0.000,           4.520,           4.430,           4.305,           4.108,           3.779,           3.442,           0.600,           0.500,           0.443,           0.436,           0.406,           0.333,           4.589,           0.000
     175,          2.900000,           8.117,           8.222,           8.466,           8.946,           9.295,           9.625,           8.050,           7.988,           7.939,           7.875,           7.784,           7.629,           7.494,           7.384,           7.205,           7.048,           6.984,           6.855,           6.776,           6.650,           6.491,           6.357,           6.242,           4.244,           6.113,           5.954,           5.803,           5.728,           5.060,           5.016,           4.953,           4.904,           4.855,           4.775,           4.678,           7.111,           4.566,           4.464,           4.384,           0.000,           4.286,           4.199,           4.077,           3.883,           3.563,           3.232,           0.580,           0.479,           0.422,           0.416,           0.386,           0.312,           4.355,           0.000
     176,          2.916667,           7.903,           8.008,           8.252,           8.737,           9.086,           9.407,           7.836,           7.775,           7.725,           7.661,           7.572,           7.414,           7.278,           7.166,           6.983,           6.819,           6.755,           6.629,           6.548,           6.419,           6.257,           6.120,           6.001,           4.021,           5.869,           5.705,           5.552,           5.475,           4.826,           4.782,           4.720,           4.670,           4.623,           4.543,           4.447,           6.894,           4.336,           4.236,           4.157,           0.000,           4.062,           3.978,           3.858,           3.669,           3.355,           3.021,           0.559,           0.457,           0.400,           0.394,           0.365,           0.292,           4.129,           0.000
     177,          2.933333,           7.688,           7.792,           8.038,           8.531,           8.881,           9.197,           7.620,           7.560,           7.509,           7.442,           7.348,           7.194,           7.057,           6.942,           6.755,           6.587,           6.521,           6.401,           6.317,           6.186,           6.021,           5.880,           5.760,           3.806,           5.623,           5.458,           5.301,           5.223,           4.597,           4.554,           4.492,           4.443,           4.396,           4.317,           4.222,           6.653,           4.112,           4.014,           3.937,           0.000,           3.846,           3.764,           3.645,           3.460,           3.149,           2.829,           0.536,           0.435,           0.380,           0.375,           0.347,           0.275,           3.909,           0.000
     178,          2.950000,           7.467,           7.575,           7.825,           8.330,           8.680,           8.990,           7.397,           7.336,           7.283,           7.214,           7.119,           6.964,           6.825,           6.711,           6.525,           6.350,           6.285,           6.170,           6.087,           5.954,           5.786,           5.643,           5.520,           3.600,           5.384,           5.216,           5.057,           4.979,           4.375,           4.332,           4.271,           4.223,           4.176,           4.098,           4.005,           6.421,           3.899,           3.802,           3.727,           0.000,           3.637,           3.559,           3.442,           3.259,           2.961,           2.672,           0.515,           0.414,           0.361,           0.357,           0.330,           0.260,           3.700,           0.000
     179,          2.966667,           7.242,           7.350,           7.608,           8.130,           8.479,           8.784,           7.170,           7.108,           7.055,           6.986,           6.890,           6.733,           6.593,           6.476,           6.290,           6.112,           6.047,           5.938,           5.855,           5.721,           5.552,           5.409,           5.284,           3.400,           5.146,           4.978,           4.818,           4.740,           4.158,           4.116,           4.057,           4.010,           3.964,           3.888,           3.796,           6.179,           3.692,           3.598,           3.526,           0.000,           3.436,           3.360,           3.247,           3.073,           2.791,           2.527,           0.493,           0.393,           0.342,           0.339,           0.313,           0.245,           3.499,           0.000
     180,          2.983334,           7.016,           7.126,           7.392,           7.935,           8.285,           8.583,           6.944,           6.881,           6.826,           6.756,           6.660,           6.502,           6.360,           6.241,           6.056,           5.880,           5.816,           5.713,           5.629,           5.494,           5.323,           5.178,           5.054,           3.214,           4.916,           4.749,           4.587,           4.509,           3.952,           3.911,           3.853,           3.806,           3.761,           3.687,           3.598,           5.945,           3.496,           3.405,           3.333,           0.000,           3.248,           3.176,           3.068,           2.902,           2.635,           2.386,           0.469,           0.372,           0.324,           0.321,           0.295,           0.231,           3.308,           0.000
     181,          3.000000,           6.789,           6.900,           7.173,           7.740,           8.094,           8.382,           6.716,           6.653,           6.597,           6.526,           6.429,           6.272,           6.130,           6.011,           5.826,           5.651,           5.589,           5.486,           5.402,           5.268,           5.098,           4.955,           4.829,           3.038,           4.690,           4.521,           4.361,           4.282,           3.751,           3.712,           3.655,           3.609,           3.566,           3.493,           3.406,           5.715,           3.307,           3.218,           3.151,           0.000,           3.070,           3.003,           2.900,           2.742,           2.486,           2.243,           0.447,           0.352,           0.307,           0.305,           0.279,           0.216,           3.126,           0.000
