"EG04_004 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG04_004.tcf]","Time (h)","H ds1.1 [EG04_004]","H ds1.2 [EG04_004]","H ds2.2 [EG04_004]","H ds3.2 [EG04_004]","H ds4.2 [EG04_004]","H ds5.2 [EG04_004]","H ds6.2 [EG04_004]","H FC01.01.1 [EG04_004]","H FC01.02.1 [EG04_004]","H FC01.03.1 [EG04_004]","H FC01.04.1 [EG04_004]","H FC01.05.1 [EG04_004]","H FC01.06.1 [EG04_004]","H FC01.07.1 [EG04_004]","H FC01.08.1 [EG04_004]","H FC01.09.1 [EG04_004]","H FC01.12.1 [EG04_004]","H FC01.12.2 [EG04_004]","H FC01.13.1 [EG04_004]","H FC01.14.1 [EG04_004]","H FC01.15.1 [EG04_004]","H FC01.16.1 [EG04_004]","H FC01.17.1 [EG04_004]","H FC01.18.1 [EG04_004]","H FC01.19.1 [EG04_004]","H FC01.1_R.1 [EG04_004]","H FC01.1_R.2 [EG04_004]","H FC01.20.1 [EG04_004]","H FC01.21.1 [EG04_004]","H FC01.22.1 [EG04_004]","H FC01.23.1 [EG04_004]","H FC01.24.1 [EG04_004]","H FC01.25.1 [EG04_004]","H FC01.26.1 [EG04_004]","H FC01.27.1 [EG04_004]","H FC01.28A.1 [EG04_004]","H FC01.28B.1 [EG04_004]","H FC01.29.1 [EG04_004]","H FC01.30.1 [EG04_004]","H FC01.31.1 [EG04_004]","H FC01.32.1 [EG04_004]","H FC01.33.1 [EG04_004]","H FC01.36.1 [EG04_004]","H FC01.37.1 [EG04_004]","H FC01.38.1 [EG04_004]","H FC01.39.1 [EG04_004]","H FC01.40.1 [EG04_004]","H FC02.01.1 [EG04_004]","H FC02.02.1 [EG04_004]","H FC02.03.1 [EG04_004]","H FC02.04.1 [EG04_004]","H FC02.05.1 [EG04_004]","H FC02.06.1 [EG04_004]"
     115,          1.900000,     38.8480,     38.7507,     38.2742,     37.2891,     35.6578,     34.7584,     34.5888,     38.9866,     39.0221,     39.0856,     39.4742,     39.8022,     39.9787,     40.0089,     40.0992,     40.3845,     40.6632,     40.5724,     41.0182,     41.3243,     41.5868,     41.7888,     41.8788,     41.8928,     41.9028,     46.4564,     45.8804,     42.0103,     42.0332,     42.0560,     42.1245,     42.2302,     42.6120,     43.0782,     43.4500,     44.1836,     44.5748,     45.0109,     45.2096,     45.3991,     45.5111,     45.5877,     47.0482,     47.3552,     47.5946,     48.2053,     49.8790,     42.1256,     42.1291,     42.1336,     43.0866,     43.0869,     44.0618
     116,          1.916667,     38.8263,     38.7264,     38.2510,     37.2772,     35.6459,     34.7498,     34.5810,     38.9668,     39.0019,     39.0645,     39.4470,     39.7675,     39.9328,     39.9593,     40.0385,     40.2941,     40.4380,     40.3425,     40.9033,     41.2382,     41.5204,     41.7382,     41.8329,     41.8474,     41.8574,     46.4277,     45.8612,     41.9691,     41.9923,     42.0158,     42.0872,     42.1967,     42.5881,     43.0584,     43.4307,     44.1639,     44.5563,     44.9954,     45.1896,     45.3758,     45.4864,     45.5687,     47.0227,     47.3307,     47.5706,     48.1848,     49.8662,     42.0885,     42.0922,     42.0972,     43.0838,     43.0841,     44.0593
     117,          1.933333,     38.7899,     38.6876,     38.2196,     37.2621,     35.6316,     34.7398,     34.5720,     38.9279,     38.9610,     39.0194,     39.3805,     39.6847,     39.8408,     39.8658,     39.9406,     40.1887,     40.3244,     40.2238,     40.8304,     41.1690,     41.4595,     41.6899,     41.7895,     41.8043,     41.8143,     46.4013,     45.8445,     41.9301,     41.9538,     41.9779,     42.0522,     42.1656,     42.5666,     43.0408,     43.4135,     44.1462,     44.5398,     44.9812,     45.1720,     45.3555,     45.4650,     45.5530,     47.0008,     47.3089,     47.5490,     48.1656,     49.8545,     42.0536,     42.0573,     42.0627,     43.0810,     43.0813,     44.0572
     118,          1.950000,     38.7311,     38.6214,     38.1673,     37.2392,     35.6132,     34.7278,     34.5614,     38.8744,     38.9068,     38.9632,     39.3111,     39.6032,     39.7518,     39.7753,     39.8465,     40.0919,     40.2361,     40.1216,     40.7792,     41.1159,     41.4076,     41.6450,     41.7489,     41.7641,     41.7742,     46.3785,     45.8301,     41.8937,     41.9178,     41.9425,     42.0198,     42.1368,     42.5471,     43.0249,     43.3980,     44.1299,     44.5247,     44.9680,     45.1559,     45.3373,     45.4459,     45.5397,     46.9810,     47.2893,     47.5296,     48.1485,     49.8438,     42.0210,     42.0249,     42.0307,     43.0783,     43.0786,     44.0551
     119,          1.966667,     38.6568,     38.5341,     38.1029,     37.2067,     35.5872,     34.7124,     34.5480,     38.8111,     38.8435,     38.8993,     39.2424,     39.5246,     39.6669,     39.6890,     39.7572,     40.0012,     40.1583,     40.0269,     40.7374,     41.0713,     41.3631,     41.6049,     41.7125,     41.7278,     41.7380,     46.3583,     45.8175,     41.8605,     41.8851,     41.9103,     41.9901,     42.1107,     42.5294,     43.0103,     43.3837,     44.1145,     44.5103,     44.9551,     45.1411,     45.3209,     45.4287,     45.5284,     46.9628,     47.2714,     47.5118,     48.1324,     49.8329,     41.9912,     41.9952,     42.0013,     43.0756,     43.0758,     44.0531
     120,          1.983333,     38.5726,     38.4303,     38.0241,     37.1679,     35.5528,     34.6918,     34.5307,     38.7418,     38.7743,     38.8296,     39.1752,     39.4497,     39.5867,     39.6079,     39.6737,     39.9184,     40.0909,     39.9409,     40.7033,     41.0331,     41.3240,     41.5686,     41.6793,     41.6949,     41.7050,     46.3400,     45.8063,     41.8303,     41.8552,     41.8808,     41.9630,     42.0869,     42.5132,     42.9965,     43.3699,     44.0992,     44.4959,     44.9423,     45.1270,     45.3055,     45.4128,     45.5185,     46.9459,     47.2546,     47.4951,     48.1167,     49.8218,     41.9642,     41.9682,     41.9747,     43.0730,     43.0732,     44.0511
     121,          2.000000,     38.4950,     38.3328,     37.9240,     37.1190,     35.5093,     34.6650,     34.5088,     38.6771,     38.7088,     38.7623,     39.1113,     39.3799,     39.5126,     39.5329,     39.5971,     39.8450,     40.0340,     39.8650,     40.6741,     41.0003,     41.2898,     41.5356,     41.6494,     41.6651,     41.6754,     46.3228,     45.7960,     41.8027,     41.8279,     41.8539,     41.9383,     42.0650,     42.4978,     42.9830,     43.3563,     44.0838,     44.4814,     44.9295,     45.1134,     45.2910,     45.3979,     45.5099,     46.9294,     47.2384,     47.4790,     48.1013,     49.8104,     41.9395,     41.9435,     41.9504,     43.0707,     43.0710,     44.0491
     122,          2.016667,     38.4217,     38.2376,     37.8229,     37.0642,     35.4558,     34.6292,     34.4774,     38.6176,     38.6485,     38.7006,     39.0517,     39.3153,     39.4448,     39.4646,     39.5274,     39.7796,     39.9861,     39.7976,     40.6498,     40.9714,     41.2589,     41.5049,     41.6214,     41.6372,     41.6474,     46.3051,     45.7857,     41.7769,     41.8023,     41.8288,     41.9151,     42.0445,     42.4829,     42.9695,     43.3425,     44.0684,     44.4664,     44.9159,     45.0994,     45.2763,     45.3829,     45.5015,     46.9142,     47.2224,     47.4625,     48.0840,     49.7921,     41.9164,     41.9205,     41.9278,     43.0681,     43.0683,     44.0458
     123,          2.033334,     38.3564,     38.1498,     37.7324,     37.0088,     35.3955,     34.5808,     34.4365,     38.5647,     38.5949,     38.6457,     38.9960,     39.2571,     39.3840,     39.4033,     39.4652,     39.7227,     39.9463,     39.7391,     40.6288,     40.9462,     41.2320,     41.4774,     41.5959,     41.6118,     41.6220,     46.2873,     45.7756,     41.7533,     41.7788,     41.8055,     41.8935,     42.0251,     42.4681,     42.9557,     43.3282,     44.0524,     44.4506,     44.9015,     45.0849,     45.2612,     45.3674,     45.4934,     46.8981,     47.2051,     47.4439,     48.0623,     49.7708,     41.8947,     41.8989,     41.9065,     43.0650,     43.0653,     44.0420
     124,          2.050000,     38.2996,     38.0708,     37.6508,     36.9577,     35.3319,     34.5212,     34.3775,     38.5169,     38.5464,     38.5961,     38.9443,     39.2040,     39.3291,     39.3480,     39.4093,     39.6734,     39.9132,     39.6885,     40.6101,     40.9235,     41.2073,     41.4520,     41.5725,     41.5883,     41.5986,     46.2671,     45.7645,     41.7311,     41.7569,     41.7837,     41.8731,     42.0064,     42.4531,     42.9413,     43.3132,     44.0354,     44.4343,     44.8864,     45.0694,     45.2451,     45.3510,     45.4850,     46.8792,     47.1855,     47.4229,     48.0384,     49.7495,     41.8743,     41.8785,     41.8865,     43.0616,     43.0618,     44.0382
     125,          2.066667,     38.2485,     37.9984,     37.5785,     36.9127,     35.2680,     34.4559,     34.3113,     38.4743,     38.5032,     38.5517,     38.8980,     39.1567,     39.2802,     39.2988,     39.3598,     39.6302,     39.8848,     39.6442,     40.5936,     40.9031,     41.1850,     41.4291,     41.5509,     41.5668,     41.5771,     46.2450,     45.7524,     41.7101,     41.7359,     41.7629,     41.8534,     41.9883,     42.4382,     42.9266,     43.2977,     44.0175,     44.4170,     44.8702,     45.0526,     45.2276,     45.3331,     45.4762,     46.8576,     47.1636,     47.3998,     48.0131,     49.7283,     41.8546,     41.8588,     41.8671,     43.0581,     43.0583,     44.0342
     126,          2.083333,     38.2046,     37.9369,     37.5124,     36.8734,     35.2067,     34.3892,     34.2444,     38.4371,     38.4654,     38.5129,     38.8571,     39.1149,     39.2371,     39.2555,     39.3163,     39.5926,     39.8599,     39.6057,     40.5792,     40.8849,     41.1647,     41.4080,     41.5308,     41.5466,     41.5569,     46.2218,     45.7397,     41.6902,     41.7160,     41.7430,     41.8344,     41.9704,     42.4228,     42.9112,     43.2812,     43.9982,     44.3981,     44.8524,     45.0343,     45.2085,     45.3135,     45.4669,     46.8336,     47.1398,     47.3752,     47.9872,     49.7070,     41.8356,     41.8398,     41.8483,     43.0540,     43.0542,     44.0302
     127,          2.100000,     38.1672,     37.8828,     37.4531,     36.8381,     35.1486,     34.3253,     34.1815,     38.4046,     38.4324,     38.4789,     38.8206,     39.0774,     39.1986,     39.2168,     39.2774,     39.5596,     39.8382,     39.5719,     40.5661,     40.8679,     41.1458,     41.3877,     41.5114,     41.5270,     41.5371,     46.1955,     45.7255,     41.6701,     41.6962,     41.7234,     41.8155,     41.9524,     42.4066,     42.8945,     43.2633,     43.9769,     44.3770,     44.8329,     45.0144,     45.1876,     45.2920,     45.4570,     46.8090,     47.1143,     47.3487,     47.9589,     49.6809,     41.8167,     41.8209,     41.8297,     43.0499,     43.0500,     44.0254
     128,          2.116667,     38.1337,     37.8357,     37.4014,     36.8067,     35.0952,     34.2665,     34.1245,     38.3761,     38.4033,     38.4490,     38.7883,     39.0443,     39.1643,     39.1823,     39.2425,     39.5303,     39.8190,     39.5420,     40.5530,     40.8516,     41.1278,     41.3681,     41.4923,     41.5079,     41.5180,     46.1683,     45.7106,     41.6510,     41.6767,     41.7036,     41.7963,     41.9338,     42.3892,     42.8762,     43.2437,     43.9539,     44.3537,     44.8116,     44.9924,     45.1646,     45.2686,     45.4468,     46.7825,     47.0869,     47.3197,     47.9274,     49.6534,     41.7974,     41.8017,     41.8108,     43.0453,     43.0454,     44.0201
     129,          2.133333,     38.1037,     37.7945,     37.3562,     36.7811,     35.0452,     34.2134,     34.0738,     38.3501,     38.3769,     38.4219,     38.7592,     39.0147,     39.1335,     39.1514,     39.2113,     39.5042,     39.8012,     39.5153,     40.5403,     40.8356,     41.1099,     41.3487,     41.4733,     41.4887,     41.4987,     46.1395,     45.6949,     41.6309,     41.6565,     41.6830,     41.7764,     41.9142,     42.3706,     42.8565,     43.2225,     43.9291,     44.3291,     44.7884,     44.9686,     45.1399,     45.2433,     45.4361,     46.7532,     47.0568,     47.2885,     47.8939,     49.6260,     41.7777,     41.7821,     41.7915,     43.0405,     43.0406,     44.0148
     130,          2.150000,     38.0769,     37.7574,     37.3166,     36.7622,     34.9977,     34.1655,     34.0289,     38.3268,     38.3531,     38.3975,     38.7326,     38.9876,     39.1055,     39.1231,     39.1828,     39.4803,     39.7845,     39.4909,     40.5278,     40.8198,     41.0921,     41.3290,     41.4537,     41.4690,     41.4789,     46.1087,     45.6781,     41.6106,     41.6359,     41.6624,     41.7557,     41.8939,     42.3508,     42.8355,     43.2000,     43.9024,     44.3026,     44.7633,     44.9428,     45.1132,     45.2162,     45.4248,     46.7212,     47.0241,     47.2551,     47.8590,     49.5985,     41.7569,     41.7613,     41.7710,     43.0354,     43.0355,     44.0093
     131,          2.166667,     38.0528,     37.7240,     37.2823,     36.7476,     34.9547,     34.1227,     33.9874,     38.3057,     38.3317,     38.3754,     38.7084,     38.9626,     39.0797,     39.0972,     39.1566,     39.4573,     39.7682,     39.4674,     40.5153,     40.8038,     41.0740,     41.3092,     41.4339,     41.4491,     41.4589,     46.0759,     45.6600,     41.5896,     41.6147,     41.6410,     41.7344,     41.8728,     42.3302,     42.8136,     43.1763,     43.8737,     44.2736,     44.7358,     44.9149,     45.0841,     45.1865,     45.4128,     46.6883,     46.9899,     47.2201,     47.8229,     49.5706,     41.7357,     41.7400,     41.7502,     43.0300,     43.0301,     44.0038
     132,          2.183333,     38.0313,     37.6939,     37.2521,     36.7355,     34.9165,     34.0821,     33.9449,     38.2864,     38.3120,     38.3551,     38.6860,     38.9393,     39.0555,     39.0728,     39.1316,     39.4339,     39.7529,     39.4439,     40.5028,     40.7878,     41.0557,     41.2889,     41.4134,     41.4283,     41.4380,     46.0418,     45.6411,     41.5677,     41.5925,     41.6185,     41.7118,     41.8502,     42.3077,     42.7895,     43.1502,     43.8424,     44.2418,     44.7064,     44.8847,     45.0527,     45.1546,     45.4003,     46.6533,     46.9547,     47.1840,     47.7880,     49.5543,     41.7132,     41.7177,     41.7283,     43.0248,     43.0249,     44.0002
     133,          2.200000,     38.0117,     37.6667,     37.2256,     36.7250,     34.8828,     34.0439,     33.9050,     38.2683,     38.2935,     38.3360,     38.6644,     38.9166,     39.0317,     39.0488,     39.1073,     39.4130,     39.7363,     39.4227,     40.4902,     40.7712,     41.0368,     41.2673,     41.3917,     41.4064,     41.4160,     46.0084,     45.6223,     41.5447,     41.5692,     41.5950,     41.6881,     41.8264,     42.2837,     42.7638,     43.1225,     43.8096,     44.2085,     44.6746,     44.8522,     45.0195,     45.1210,     45.3877,     46.6191,     46.9209,     47.1513,     47.7630,     49.5498,     41.6895,     41.6941,     41.7054,     43.0204,     43.0206,     43.9982
     134,          2.216667,     37.9936,     37.6411,     37.2023,     36.7149,     34.8541,     34.0086,     33.8684,     38.2512,     38.2760,     38.3179,     38.6437,     38.8946,     39.0087,     39.0256,     39.0835,     39.3911,     39.7205,     39.4007,     40.4771,     40.7541,     41.0172,     41.2451,     41.3691,     41.3836,     41.3931,     45.9796,     45.6052,     41.5206,     41.5448,     41.5704,     41.6633,     41.8015,     42.2588,     42.7372,     43.0939,     43.7755,     44.1737,     44.6414,     44.8188,     44.9858,     45.0873,     45.3761,     46.5901,     46.8924,     47.1243,     47.7441,     49.5445,     41.6648,     41.6697,     41.6819,     43.0168,     43.0169,     43.9963
     135,          2.233333,     37.9751,     37.6177,     37.1811,     36.7047,     34.8304,     33.9764,     33.8354,     38.2346,     38.2591,     38.3003,     38.6231,     38.8729,     38.9858,     39.0024,     39.0599,     39.3695,     39.7047,     39.3789,     40.4628,     40.7363,     40.9970,     41.2222,     41.3457,     41.3600,     41.3693,     45.9562,     45.5911,     41.4956,     41.5195,     41.5449,     41.6377,     41.7761,     42.2334,     42.7101,     43.0649,     43.7411,     44.1384,     44.6094,     44.7870,     44.9541,     45.0559,     45.3665,     46.5663,     46.8687,     47.1018,     47.7279,     49.5379,     41.6392,     41.6444,     41.6577,     43.0136,     43.0137,     43.9944
     136,          2.250000,     37.9569,     37.5950,     37.1610,     36.6946,     34.8102,     33.9479,     33.8063,     38.2181,     38.2422,     38.2828,     38.6029,     38.8514,     38.9630,     38.9794,     39.0363,     39.3477,     39.6886,     39.3569,     40.4481,     40.7181,     40.9761,     41.1987,     41.3218,     41.3359,     41.3451,     45.9368,     45.5795,     41.4703,     41.4939,     41.5190,     41.6120,     41.7507,     42.2086,     42.6842,     43.0374,     43.7095,     44.1065,     44.5798,     44.7578,     44.9257,     45.0282,     45.3586,     46.5463,     46.8485,     47.0826,     47.7131,     49.5303,     41.6135,     41.6189,     41.6334,     43.0108,     43.0109,     43.9925
     137,          2.266667,     37.9381,     37.5722,     37.1411,     36.6839,     34.7918,     33.9228,     33.7809,     38.2016,     38.2253,     38.2653,     38.5825,     38.8298,     38.9401,     38.9563,     39.0125,     39.3255,     39.6718,     39.3345,     40.4333,     40.6994,     40.9548,     41.1747,     41.2975,     41.3115,     41.3205,     45.9200,     45.5694,     41.4448,     41.4682,     41.4932,     41.5866,     41.7263,     42.1859,     42.6610,     43.0130,     43.6817,     44.0778,     44.5529,     44.7316,     44.9004,     45.0035,     45.3519,     46.5288,     46.8305,     47.0651,     47.6978,     49.5179,     41.5882,     41.5937,     41.6095,     43.0080,     43.0082,     43.9899
     138,          2.283334,     37.9193,     37.5496,     37.1215,     36.6728,     34.7746,     33.9009,     33.7590,     38.1848,     38.2082,     38.2477,     38.5620,     38.8079,     38.9168,     38.9328,     38.9884,     39.3032,     39.6550,     39.3121,     40.4188,     40.6811,     40.9339,     41.1510,     41.2736,     41.2874,     41.2964,     45.9043,     45.5602,     41.4201,     41.4434,     41.4684,     41.5624,     41.7034,     42.1656,     42.6404,     42.9914,     43.6569,     44.0518,     44.5298,     44.7088,     44.8782,     44.9818,     45.3458,     46.5124,     46.8129,     47.0475,     47.6800,     49.5030,     41.5639,     41.5696,     41.5868,     43.0053,     43.0054,     43.9870
     139,          2.300000,     37.9002,     37.5269,     37.1019,     36.6611,     34.7579,     33.8815,     33.7396,     38.1678,     38.1908,     38.2297,     38.5413,     38.7859,     38.8935,     38.9093,     38.9644,     39.2808,     39.6385,     39.2895,     40.4047,     40.6630,     40.9133,     41.1279,     41.2505,     41.2641,     41.2730,     45.8882,     45.5508,     41.3965,     41.4197,     41.4447,     41.5394,     41.6820,     42.1473,     42.6219,     42.9720,     43.6348,     44.0291,     44.5086,     44.6879,     44.8576,     44.9614,     45.3397,     46.4953,     46.7946,     47.0287,     47.6607,     49.4884,     41.5409,     41.5467,     41.5653,     43.0025,     43.0026,     43.9839
     140,          2.316667,     37.8808,     37.5041,     37.0823,     36.6490,     34.7415,     33.8641,     33.7224,     38.1506,     38.1733,     38.2116,     38.5202,     38.7635,     38.8701,     38.8857,     38.9401,     39.2583,     39.6220,     39.2668,     40.3911,     40.6455,     40.8934,     41.1056,     41.2282,     41.2418,     41.2507,     45.8710,     45.5409,     41.3740,     41.3971,     41.4221,     41.5178,     41.6622,     42.1308,     42.6051,     42.9545,     43.6147,     44.0084,     44.4885,     44.6677,     44.8375,     44.9415,     45.3333,     46.4770,     46.7757,     47.0090,     47.6406,     49.4739,     41.5192,     41.5251,     41.5451,     42.9998,     42.9999,     43.9809
     141,          2.333333,     37.8608,     37.4823,     37.0621,     36.6365,     34.7248,     33.8482,     33.7067,     38.1335,     38.1559,     38.1937,     38.4995,     38.7412,     38.8467,     38.8621,     38.9161,     39.2363,     39.6066,     39.2447,     40.3776,     40.6290,     40.8745,     41.0846,     41.2070,     41.2205,     41.2293,     45.8532,     45.5306,     41.3526,     41.3757,     41.4008,     41.4975,     41.6437,     42.1154,     42.5894,     42.9379,     43.5955,     43.9881,     44.4682,     44.6471,     44.8169,     44.9210,     45.3265,     46.4581,     46.7561,     46.9889,     47.6202,     49.4598,     41.4990,     41.5049,     41.5262,     42.9968,     42.9969,     43.9779
     142,          2.350000,     37.8405,     37.4615,     37.0416,     36.6233,     34.7077,     33.8333,     33.6921,     38.1164,     38.1384,     38.1756,     38.4789,     38.7191,     38.8238,     38.8390,     38.8926,     39.2153,     39.5916,     39.2236,     40.3642,     40.6130,     40.8564,     41.0644,     41.1867,     41.2001,     41.2090,     45.8351,     45.5199,     41.3323,     41.3553,     41.3804,     41.4779,     41.6258,     42.1002,     42.5736,     42.9211,     43.5758,     43.9670,     44.4474,     44.6261,     44.7957,     44.8998,     45.3197,     46.4388,     46.7360,     46.9684,     47.6014,     49.4519,     41.4794,     41.4855,     41.5083,     42.9941,     42.9942,     43.9758
     143,          2.366667,     37.8201,     37.4411,     37.0212,     36.6096,     34.6903,     33.8191,     33.6784,     38.0994,     38.1212,     38.1579,     38.4589,     38.6976,     38.8013,     38.8163,     38.8695,     39.1947,     39.5771,     39.2029,     40.3514,     40.5977,     40.8389,     41.0450,     41.1671,     41.1805,     41.1892,     45.8175,     45.5094,     41.3124,     41.3353,     41.3605,     41.4587,     41.6080,     42.0846,     42.5572,     42.9037,     43.5554,     43.9451,     44.4263,     44.6049,     44.7743,     44.8783,     45.3128,     46.4200,     46.7168,     46.9495,     47.5859,     49.4453,     41.4602,     41.4666,     41.4910,     42.9913,     42.9914,     43.9739
     144,          2.383333,     37.8004,     37.4211,     37.0014,     36.5958,     34.6726,     33.8054,     33.6651,     38.0822,     38.1038,     38.1401,     38.4390,     38.6763,     38.7792,     38.7941,     38.8469,     39.1746,     39.5632,     39.1826,     40.3391,     40.5827,     40.8220,     41.0261,     41.1481,     41.1613,     41.1700,     45.8016,     45.4997,     41.2931,     41.3159,     41.3411,     41.4399,     41.5905,     42.0690,     42.5408,     42.8862,     43.5351,     43.9238,     44.4051,     44.5835,     44.7528,     44.8570,     45.3064,     46.4031,     46.6994,     46.9323,     47.5720,     49.4382,     41.4415,     41.4479,     41.4740,     42.9887,     42.9887,     43.9720
     145,          2.400000,     37.7843,     37.4001,     36.9804,     36.5812,     34.6548,     33.7923,     33.6526,     38.0660,     38.0871,     38.1230,     38.4192,     38.6555,     38.7574,     38.7721,     38.8246,     39.1547,     39.5500,     39.1626,     40.3272,     40.5682,     40.8055,     41.0077,     41.1295,     41.1426,     41.1512,     45.7872,     45.4909,     41.2741,     41.2968,     41.3220,     41.4214,     41.5733,     42.0539,     42.5249,     42.8692,     43.5152,     43.9030,     44.3842,     44.5625,     44.7322,     44.8368,     45.3006,     46.3877,     46.6835,     46.9166,     47.5590,     49.4306,     41.4230,     41.4296,     41.4577,     42.9866,     42.9867,     43.9700
     146,          2.416667,     37.7683,     37.3804,     36.9600,     36.5660,     34.6370,     33.7795,     33.6404,     38.0504,     38.0712,     38.1066,     38.4002,     38.6353,     38.7361,     38.7507,     38.8028,     39.1352,     39.5373,     39.1430,     40.3156,     40.5538,     40.7892,     40.9897,     41.1112,     41.1242,     41.1328,     45.7741,     45.4829,     41.2555,     41.2782,     41.3034,     41.4034,     41.5567,     42.0393,     42.5095,     42.8529,     43.4965,     43.8834,     44.3641,     44.5424,     44.7128,     44.8179,     45.2953,     46.3736,     46.6687,     46.9018,     47.5462,     49.4226,     41.4050,     41.4119,     41.4418,     42.9843,     42.9844,     43.9682
     147,          2.433333,     37.7522,     37.3616,     36.9400,     36.5502,     34.6191,     33.7671,     33.6286,     38.0352,     38.0558,     38.0906,     38.3817,     38.6155,     38.7153,     38.7298,     38.7816,     39.1161,     39.5255,     39.1238,     40.3044,     40.5400,     40.7733,     40.9720,     41.0933,     41.1062,     41.1148,     45.7616,     45.4753,     41.2375,     41.2601,     41.2853,     41.3861,     41.5407,     42.0255,     42.4950,     42.8375,     43.4785,     43.8644,     44.3456,     44.5242,     44.6949,     44.8002,     45.2904,     46.3601,     46.6542,     46.8874,     47.5326,     49.4110,     41.3876,     41.3947,     41.4265,     42.9822,     42.9823,     43.9655
     148,          2.450000,     37.7358,     37.3433,     36.9204,     36.5340,     34.6017,     33.7551,     33.6173,     38.0202,     38.0405,     38.0749,     38.3637,     38.5962,     38.6951,     38.7094,     38.7610,     39.0979,     39.5127,     39.1055,     40.2936,     40.5267,     40.7579,     40.9548,     41.0758,     41.0887,     41.0972,     45.7492,     45.4677,     41.2198,     41.2424,     41.2676,     41.3692,     41.5254,     42.0123,     42.4812,     42.8229,     43.4617,     43.8466,     44.3286,     44.5073,     44.6780,     44.7836,     45.2856,     46.3464,     46.6393,     46.8720,     47.5158,     49.3952,     41.3708,     41.3779,     41.4115,     42.9794,     42.9795,     43.9621
     149,          2.466667,     37.7188,     37.3256,     36.9010,     36.5173,     34.5845,     33.7435,     33.6066,     38.0053,     38.0254,     38.0593,     38.3458,     38.5772,     38.6753,     38.6895,     38.7409,     39.0805,     39.5007,     39.0880,     40.2825,     40.5136,     40.7430,     40.9381,     41.0588,     41.0715,     41.0800,     45.7356,     45.4597,     41.2027,     41.2252,     41.2505,     41.3530,     41.5108,     42.0000,     42.4683,     42.8092,     43.4458,     43.8300,     44.3117,     44.4903,     44.6610,     44.7666,     45.2804,     46.3313,     46.6225,     46.8545,     47.4965,     49.3795,     41.3545,     41.3618,     41.3970,     42.9767,     42.9768,     43.9587
     150,          2.483333,     37.7017,     37.3087,     36.8820,     36.4999,     34.5678,     33.7325,     33.5964,     37.9902,     38.0100,     38.0437,     38.3282,     38.5587,     38.6561,     38.6703,     38.7214,     39.0637,     39.4892,     39.0711,     40.2713,     40.5007,     40.7284,     40.9221,     41.0423,     41.0550,     41.0635,     45.7204,     45.4507,     41.1861,     41.2087,     41.2340,     41.3372,     41.4967,     41.9881,     42.4557,     42.7957,     43.4300,     43.8132,     44.2943,     44.4725,     44.6430,     44.7485,     45.2747,     46.3144,     46.6037,     46.8351,     47.4758,     49.3642,     41.3387,     41.3460,     41.3833,     42.9739,     42.9740,     43.9552
     151,          2.500000,     37.6840,     37.2925,     36.8631,     36.4816,     34.5517,     33.7220,     33.5867,     37.9749,     37.9946,     38.0280,     38.3109,     38.5405,     38.6374,     38.6514,     38.7024,     39.0472,     39.4782,     39.0545,     40.2602,     40.4880,     40.7143,     40.9065,     41.0262,     41.0388,     41.0473,     45.7038,     45.4408,     41.1699,     41.1924,     41.2177,     41.3217,     41.4827,     41.9760,     42.4426,     42.7817,     43.4135,     43.7956,     44.2752,     44.4528,     44.6234,     44.7289,     45.2684,     46.2959,     46.5833,     46.8140,     47.4542,     49.3490,     41.3232,     41.3307,     41.3697,     42.9707,     42.9708,     43.9516
     152,          2.516667,     37.6657,     37.2767,     36.8446,     36.4624,     34.5364,     33.7122,     33.5776,     37.9597,     37.9793,     38.0124,     38.2941,     38.5228,     38.6191,     38.6330,     38.6838,     39.0312,     39.4678,     39.0384,     40.2493,     40.4757,     40.7005,     40.8914,     41.0104,     41.0230,     41.0314,     45.6861,     45.4301,     41.1540,     41.1764,     41.2017,     41.3063,     41.4686,     41.9634,     42.4290,     42.7669,     43.3958,     43.7763,     44.2540,     44.4312,     44.6017,     44.7072,     45.2616,     46.2760,     46.5621,     46.7921,     47.4320,     49.3330,     41.3079,     41.3154,     41.3562,     42.9674,     42.9674,     43.9481
     153,          2.533334,     37.6466,     37.2615,     36.8260,     36.4419,     34.5222,     33.7029,     33.5692,     37.9443,     37.9638,     37.9968,     38.2778,     38.5055,     38.6013,     38.6151,     38.6657,     39.0154,     39.4577,     39.0225,     40.2386,     40.4634,     40.6869,     40.8764,     40.9947,     41.0072,     41.0155,     45.6676,     45.4190,     41.1378,     41.1600,     41.1853,     41.2905,     41.4537,     41.9496,     42.4137,     42.7502,     43.3757,     43.7544,     44.2317,     44.4084,     44.5787,     44.6841,     45.2545,     46.2553,     46.5398,     46.7690,     47.4088,     49.3166,     41.2921,     41.2997,     41.3425,     42.9640,     42.9640,     43.9444
