"EG04_005 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG04_005.tcf]","Time (h)","Q ds1 [EG04_005]","Q ds2 [EG04_005]","Q ds3 [EG04_005]","Q ds4 [EG04_005]","Q ds5 [EG04_005]","Q ds_weir [EG04_005]","Q FC01.01 [EG04_005]","Q FC01.02 [EG04_005]","Q FC01.03 [EG04_005]","Q FC01.04 [EG04_005]","Q FC01.05 [EG04_005]","Q FC01.06 [EG04_005]","Q FC01.07 [EG04_005]","Q FC01.08 [EG04_005]","Q FC01.09 [EG04_005]","Q FC01.12 [EG04_005]","Q FC01.13 [EG04_005]","Q FC01.14 [EG04_005]","Q FC01.15 [EG04_005]","Q FC01.16 [EG04_005]","Q FC01.17 [EG04_005]","Q FC01.18 [EG04_005]","Q FC01.19 [EG04_005]","Q FC01.1_R [EG04_005]","Q FC01.20 [EG04_005]","Q FC01.21 [EG04_005]","Q FC01.22 [EG04_005]","Q FC01.23 [EG04_005]","Q FC01.24 [EG04_005]","Q FC01.25 [EG04_005]","Q FC01.26 [EG04_005]","Q FC01.27 [EG04_005]","Q FC01.28A [EG04_005]","Q FC01.28B [EG04_005]","Q FC01.29 [EG04_005]","Q FC01.2_R [EG04_005]","Q FC01.30 [EG04_005]","Q FC01.31 [EG04_005]","Q FC01.32 [EG04_005]","Q FC01.33 [EG04_005]","Q FC01.34 [EG04_005]","Q FC01.36 [EG04_005]","Q FC01.37 [EG04_005]","Q FC01.38 [EG04_005]","Q FC01.39 [EG04_005]","Q FC01.40 [EG04_005]","Q FC02.01 [EG04_005]","Q FC02.02 [EG04_005]","Q FC02.03 [EG04_005]","Q FC02.04 [EG04_005]","Q FC02.05 [EG04_005]","Q FC02.06 [EG04_005]","Q FC_weir1 [EG04_005]","Q RD_weir [EG04_005]"
      47,          0.766667,          26.289,          24.707,          21.958,          15.859,          13.279,           9.191,          28.084,          29.095,          29.584,          30.277,          31.494,          33.102,          34.321,          35.187,          36.901,          36.335,          41.017,          41.974,          42.206,          34.917,          27.831,          31.115,          33.162,          52.267,          28.103,          28.065,          27.980,          27.251,          30.548,          30.709,          30.948,          31.148,          31.392,          30.054,          30.148,          38.505,          58.691,          64.849,          66.332,           0.000,          69.166,          42.451,          57.383,          73.062,          86.074,          88.152,          -1.033,          -0.531,          -0.146,           0.000,           0.000,           0.000,          69.561,           7.984
      48,          0.783333,          29.094,          28.035,          25.259,          18.127,          15.204,          11.748,          31.034,          32.184,          32.620,          33.253,          34.364,          35.890,          37.056,          37.878,          39.508,          38.339,          43.868,          44.767,          44.611,          36.240,          29.486,          33.008,          35.657,          52.540,          29.244,          29.072,          28.652,          27.911,          32.005,          32.217,          32.503,          32.783,          33.084,          31.087,          31.303,          41.327,          64.715,          70.011,          71.000,           0.000,          72.924,          44.245,          58.132,          73.684,          87.474,          88.905,          -1.421,          -0.707,          -0.208,           0.000,           0.000,           0.000,          73.385,           9.549
      49,          0.800000,          31.605,          31.303,          28.395,          21.951,          17.640,          14.162,          33.726,          35.192,          35.599,          36.206,          37.280,          38.797,          39.957,          40.769,          42.378,          40.690,          47.334,          48.201,          47.859,          38.414,          31.454,          35.216,          38.594,          52.706,          30.651,          30.595,          29.547,          28.771,          33.515,          33.728,          33.982,          34.359,          34.606,          31.599,          31.865,          44.524,          68.436,          72.956,          73.880,           0.000,          74.866,          45.526,          58.690,          74.228,          88.627,          89.643,          -1.632,          -0.824,          -0.252,           0.000,           0.000,           0.000,          76.233,          10.543
      50,          0.816667,          33.845,          34.470,          31.653,          27.001,          20.210,          16.608,          36.511,          38.348,          38.760,          39.387,          40.401,          41.956,          43.186,          44.047,          45.775,          43.838,          51.759,          52.396,          51.704,          40.817,          33.121,          37.186,          41.364,          52.810,          32.074,          32.086,          30.320,          29.478,          34.510,          34.698,          34.899,          35.436,          35.592,          31.954,          32.244,          48.642,          71.069,          74.945,          75.850,           0.000,          76.135,          46.309,          59.182,          74.749,          89.610,          90.375,          -1.595,          -0.765,          -0.215,           0.000,           0.000,           0.000,          78.121,          11.187
      51,          0.833333,          36.006,          37.634,          35.057,          32.230,          23.928,          19.478,          39.489,          41.814,          42.242,          42.899,          43.999,          45.689,          46.976,          47.844,          49.451,          47.225,          56.510,          56.431,          55.253,          42.722,          34.445,          38.805,          43.645,          52.881,          33.145,          33.349,          30.920,          29.991,          35.065,          35.218,          35.363,          36.079,          36.179,          32.237,          32.536,          52.648,          72.869,          76.334,          77.259,           0.000,          77.120,          46.851,          59.560,          75.246,          90.478,          91.071,          -1.374,          -0.633,          -0.187,           0.000,           0.000,           0.000,          79.513,          11.633
      52,          0.850000,          38.217,          41.195,          38.573,          36.117,          28.200,          23.000,          42.503,          45.371,          45.852,          46.447,          47.334,          48.690,          49.713,          50.416,          51.774,          48.892,          60.477,          59.858,          58.050,          44.098,          35.341,          40.114,          45.429,          52.929,          33.977,          34.383,          31.390,          30.354,          35.396,          35.519,          35.629,          36.515,          36.584,          32.441,          32.755,          55.162,          74.127,          77.305,          78.242,           0.000,          77.753,          47.220,          60.004,          75.524,          91.014,          91.317,          -1.143,          -0.506,          -0.146,           0.000,           0.000,           0.000,          80.470,          11.943
      53,          0.866667,          39.963,          44.734,          42.185,          39.681,          32.513,          26.937,          44.906,          48.189,          48.819,          49.389,          50.163,          51.344,          52.244,          52.865,          54.063,          50.053,          62.994,          62.506,          60.319,          45.185,          35.991,          41.137,          46.652,          52.962,          34.645,          35.220,          31.764,          30.653,          35.607,          35.696,          35.781,          36.804,          36.851,          32.589,          32.922,          57.891,          75.023,          77.996,          78.952,           0.000,          78.194,          47.442,          60.236,          75.657,          91.300,          91.531,          -0.929,          -0.383,          -0.111,           0.000,           0.000,           0.000,          81.161,          12.152
      54,          0.883333,          41.378,          47.768,          45.464,          43.017,          36.617,          31.047,          46.966,          50.657,          51.452,          52.046,          52.737,          53.788,          54.583,          55.129,          56.075,          51.121,          64.028,          64.130,          61.878,          45.946,          36.590,          41.936,          47.662,          52.982,          35.125,          35.845,          32.055,          30.874,          35.745,          35.809,          35.874,          37.003,          37.034,          32.688,          33.029,          60.450,          75.618,          78.442,          79.392,           0.000,          78.465,          47.593,          60.361,          75.791,          91.558,          91.739,          -0.742,          -0.299,          -0.083,           0.000,           0.000,           0.000,          81.573,          12.284
      55,          0.900000,          42.633,          50.557,          48.416,          46.151,          40.117,          34.987,          48.717,          52.719,          53.665,          54.411,          55.015,          55.925,          56.610,          57.080,          57.746,          52.060,          63.731,          64.783,          62.756,          46.424,          37.004,          42.535,          48.459,          52.997,          35.505,          36.326,          32.269,          31.045,          35.829,          35.879,          35.922,          37.128,          37.150,          32.750,          33.095,          62.728,          75.988,          78.723,          79.674,           0.000,          78.647,          47.722,          60.467,          75.914,          91.789,          91.944,          -0.587,          -0.220,          -0.065,           0.000,           0.000,           0.000,          81.846,          12.379
      56,          0.916667,          43.650,          53.001,          50.990,          49.038,          43.478,          38.673,          50.176,          54.431,          55.530,          56.472,          56.984,          57.751,          58.323,          58.714,          59.057,          52.910,          62.265,          64.616,          63.075,          46.641,          37.230,          42.903,          49.061,          53.008,          35.743,          36.648,          32.424,          31.168,          35.883,          35.918,          35.952,          37.211,          37.225,          32.793,          33.142,          64.635,          76.240,          78.922,          79.882,           0.000,          78.785,          47.824,          60.564,          76.035,          92.004,          92.150,          -0.460,          -0.162,          -0.044,           0.000,           0.000,           0.000,          82.050,          12.453
      57,          0.933333,          44.454,          55.083,          53.258,          51.567,          46.623,          42.143,          51.345,          55.833,          57.063,          58.189,          58.613,          59.243,          59.714,          60.035,          60.056,          53.551,          60.151,          63.810,          62.952,          46.634,          37.329,          43.108,          49.389,          53.018,          35.891,          36.867,          32.519,          31.240,          35.916,          35.944,          35.968,          37.268,          37.279,          32.824,          33.178,          66.189,          76.436,          79.084,          80.049,           0.000,          78.901,          47.910,          60.653,          76.134,          92.151,          92.177,          -0.375,          -0.122,          -0.039,           0.000,           0.000,           0.000,          82.217,          12.513
      58,          0.950000,          45.065,          56.878,          55.286,          53.794,          49.485,          45.371,          52.261,          56.953,          58.301,          59.604,          59.951,          60.463,          60.844,          61.102,          60.818,          53.652,          57.675,          62.632,          62.545,          46.476,          37.355,          43.231,          49.635,          53.023,          35.948,          36.994,          32.564,          31.272,          35.940,          35.962,          35.981,          37.313,          37.322,          32.853,          33.208,          67.483,          76.585,          79.205,          80.173,           0.000,          78.977,          47.957,          60.663,          76.114,          92.105,          92.084,          -0.331,          -0.103,          -0.027,           0.000,           0.000,           0.000,          82.340,          12.552
      59,          0.966667,          45.395,          58.012,          56.940,          55.727,          52.037,          48.324,          52.950,          57.834,          59.281,          60.746,          61.031,          61.447,          61.758,          61.967,          61.423,          53.442,          55.098,          61.228,          61.911,          46.234,          37.309,          43.249,          49.723,          53.024,          35.977,          37.071,          32.570,          31.274,          35.954,          35.973,          35.990,          37.347,          37.353,          32.868,          33.226,          68.571,          76.676,          79.270,          80.231,           0.000,          78.994,          47.961,          60.629,          76.057,          92.023,          91.988,          -0.305,          -0.088,          -0.027,           0.000,           0.000,           0.000,          82.382,          12.559
