"EG04_005 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG04_005.tcf]","Time (h)","Q ds1 [EG04_005]","Q ds2 [EG04_005]","Q ds3 [EG04_005]","Q ds4 [EG04_005]","Q ds5 [EG04_005]","Q ds_weir [EG04_005]","Q FC01.01 [EG04_005]","Q FC01.02 [EG04_005]","Q FC01.03 [EG04_005]","Q FC01.04 [EG04_005]","Q FC01.05 [EG04_005]","Q FC01.06 [EG04_005]","Q FC01.07 [EG04_005]","Q FC01.08 [EG04_005]","Q FC01.09 [EG04_005]","Q FC01.12 [EG04_005]","Q FC01.13 [EG04_005]","Q FC01.14 [EG04_005]","Q FC01.15 [EG04_005]","Q FC01.16 [EG04_005]","Q FC01.17 [EG04_005]","Q FC01.18 [EG04_005]","Q FC01.19 [EG04_005]","Q FC01.1_R [EG04_005]","Q FC01.20 [EG04_005]","Q FC01.21 [EG04_005]","Q FC01.22 [EG04_005]","Q FC01.23 [EG04_005]","Q FC01.24 [EG04_005]","Q FC01.25 [EG04_005]","Q FC01.26 [EG04_005]","Q FC01.27 [EG04_005]","Q FC01.28A [EG04_005]","Q FC01.28B [EG04_005]","Q FC01.29 [EG04_005]","Q FC01.2_R [EG04_005]","Q FC01.30 [EG04_005]","Q FC01.31 [EG04_005]","Q FC01.32 [EG04_005]","Q FC01.33 [EG04_005]","Q FC01.34 [EG04_005]","Q FC01.36 [EG04_005]","Q FC01.37 [EG04_005]","Q FC01.38 [EG04_005]","Q FC01.39 [EG04_005]","Q FC01.40 [EG04_005]","Q FC02.01 [EG04_005]","Q FC02.02 [EG04_005]","Q FC02.03 [EG04_005]","Q FC02.04 [EG04_005]","Q FC02.05 [EG04_005]","Q FC02.06 [EG04_005]","Q FC_weir1 [EG04_005]","Q RD_weir [EG04_005]"
     152,          2.516667,          12.697,          12.860,          13.238,          14.212,          14.610,          14.985,          12.516,          12.376,          12.315,          12.241,          12.109,          11.930,          11.789,          11.678,          11.452,          11.282,          11.230,          11.108,          11.041,          10.939,          10.809,          10.706,          10.623,           9.378,          10.529,          10.415,          10.310,          10.257,          10.036,          10.004,           9.960,           9.926,           9.894,           9.835,           9.752,          11.356,           9.651,           9.570,           9.507,           0.000,           9.417,           9.337,           9.236,           9.076,           8.802,           8.484,           0.156,           0.075,           0.014,           0.000,           0.000,           0.000,           9.472,           0.000
     153,          2.533334,          12.403,          12.551,          12.908,          13.732,          14.265,          14.701,          12.248,          12.114,          12.056,          11.985,          11.860,          11.690,          11.553,          11.449,          11.237,          11.074,          11.022,          10.901,          10.833,          10.732,          10.603,          10.501,          10.417,           9.140,          10.324,          10.210,          10.105,          10.051,           9.824,           9.789,           9.741,           9.703,           9.667,           9.604,           9.518,          11.144,           9.413,           9.332,           9.266,           0.000,           9.180,           9.098,           8.994,           8.829,           8.544,           8.219,           0.158,           0.076,           0.014,           0.000,           0.000,           0.000,           9.237,           0.000
     154,          2.550000,          12.143,          12.276,          12.595,          13.285,          13.858,          14.365,          12.006,          11.871,          11.812,          11.740,          11.627,          11.460,          11.326,          11.224,          11.019,          10.844,          10.780,          10.686,          10.623,          10.522,          10.395,          10.293,          10.210,           8.896,          10.112,           9.994,           9.885,           9.829,           9.596,           9.560,           9.509,           9.469,           9.431,           9.365,           9.279,          10.921,           9.173,           9.088,           9.019,           0.000,           8.937,           8.853,           8.747,           8.576,           8.283,           7.954,           0.163,           0.078,           0.014,           0.000,           0.000,           0.000,           8.994,           0.000
     155,          2.566667,          11.902,          12.025,          12.311,          12.888,          13.442,          13.988,          11.779,          11.635,          11.575,          11.502,          11.388,          11.223,          11.091,          10.989,          10.783,          10.618,          10.556,          10.467,          10.407,          10.307,          10.180,          10.075,           9.989,           8.648,           9.892,           9.769,           9.655,           9.599,           9.360,           9.324,           9.271,           9.231,           9.192,           9.126,           9.040,          10.691,           8.935,           8.846,           8.777,           0.000,           8.690,           8.604,           8.496,           8.322,           8.024,           7.690,           0.168,           0.079,           0.014,           0.000,           0.000,           0.000,           8.751,           0.000
     156,          2.583333,          11.676,          11.792,          12.052,          12.541,          13.046,          13.604,          11.562,          11.410,          11.347,          11.271,          11.153,          10.988,          10.857,          10.756,          10.553,          10.410,          10.347,          10.250,          10.188,          10.090,           9.959,           9.855,           9.766,           8.398,           9.665,           9.542,           9.425,           9.366,           9.125,           9.087,           9.035,           8.993,           8.954,           8.888,           8.801,          10.475,           8.691,           8.600,           8.529,           0.000,           8.441,           8.354,           8.244,           8.067,           7.766,           7.432,           0.168,           0.079,           0.014,           0.000,           0.000,           0.000,           8.502,           0.000
     157,          2.600000,          11.460,          11.568,          11.803,          12.235,          12.682,          13.224,          11.353,          11.197,          11.129,          11.051,          10.931,          10.769,          10.640,          10.540,          10.345,          10.204,          10.137,          10.033,           9.970,           9.868,           9.733,           9.625,           9.536,           8.146,           9.433,           9.306,           9.189,           9.128,           8.884,           8.846,           8.791,           8.748,           8.706,           8.636,           8.546,          10.272,           8.440,           8.349,           8.277,           0.000,           8.189,           8.101,           7.993,           7.818,           7.529,           7.247,           0.169,           0.078,           0.014,           0.000,           0.000,           0.000,           8.250,           0.000
     158,          2.616667,          11.193,          11.319,          11.558,          11.961,          12.357,          12.858,          11.071,          10.952,          10.900,          10.836,          10.723,          10.559,          10.432,          10.332,          10.135,           9.983,           9.939,           9.816,           9.748,           9.644,           9.510,           9.398,           9.305,           7.903,           9.200,           9.069,           8.947,           8.886,           8.636,           8.597,           8.541,           8.497,           8.455,           8.385,           8.297,          10.050,           8.192,           8.103,           8.031,           0.000,           7.944,           7.861,           7.758,           7.597,           7.336,           7.098,           0.173,           0.080,           0.014,           0.000,           0.000,           0.000,           8.005,           0.000
     159,          2.633333,          10.945,          11.060,          11.297,          11.707,          12.066,          12.523,          10.838,          10.727,          10.677,          10.617,          10.507,          10.345,          10.220,          10.122,           9.929,           9.786,           9.741,           9.601,           9.530,           9.419,           9.281,           9.167,           9.071,           7.680,           8.963,           8.827,           8.702,           8.640,           8.389,           8.350,           8.295,           8.251,           8.210,           8.141,           8.056,           9.852,           7.955,           7.868,           7.799,           0.000,           7.718,           7.642,           7.549,           7.405,           7.170,           6.954,           0.172,           0.078,           0.014,           0.000,           0.000,           0.000,           7.774,           0.000
     160,          2.650000,          10.717,          10.825,          11.053,          11.460,          11.803,          12.219,          10.619,          10.513,          10.463,          10.402,          10.297,          10.138,          10.014,           9.917,           9.729,           9.588,           9.542,           9.384,           9.307,           9.193,           9.050,           8.931,           8.834,           7.481,           8.723,           8.588,           8.461,           8.397,           8.150,           8.112,           8.056,           8.015,           7.974,           7.908,           7.827,           9.653,           7.734,           7.653,           7.588,           0.000,           7.515,           7.446,           7.361,           7.230,           7.015,           6.807,           0.170,           0.077,           0.013,           0.000,           0.000,           0.000,           7.565,           0.000
     161,          2.666667,          10.497,          10.600,          10.822,          11.224,          11.554,          11.940,          10.405,          10.299,          10.250,          10.189,          10.089,           9.936,           9.814,           9.718,           9.535,           9.394,           9.345,           9.167,           9.086,           8.968,           8.824,           8.705,           8.605,           7.300,           8.493,           8.357,           8.229,           8.166,           7.920,           7.882,           7.831,           7.791,           7.753,           7.691,           7.616,           9.458,           7.531,           7.456,           7.399,           0.000,           7.331,           7.268,           7.189,           7.066,           6.864,           6.660,           0.169,           0.075,           0.012,           0.000,           0.000,           0.000,           7.377,           0.000
     162,          2.683333,          10.283,          10.384,          10.600,          10.996,          11.319,          11.679,          10.197,          10.096,          10.046,           9.984,           9.887,           9.737,           9.616,           9.522,           9.345,           9.205,           9.154,           8.950,           8.866,           8.746,           8.602,           8.484,           8.384,           7.131,           8.271,           8.133,           8.005,           7.943,           7.705,           7.670,           7.622,           7.585,           7.550,           7.493,           7.424,           9.272,           7.346,           7.277,           7.224,           0.000,           7.160,           7.101,           7.025,           6.908,           6.706,           6.473,           0.161,           0.070,           0.011,           0.000,           0.000,           0.000,           7.204,           0.000
     163,          2.700000,          10.079,          10.177,          10.385,          10.776,          11.092,          11.440,          10.000,           9.899,           9.849,           9.786,           9.691,           9.544,           9.424,           9.329,           9.145,           8.978,           8.898,           8.734,           8.652,           8.532,           8.385,           8.268,           8.168,           6.966,           8.055,           7.922,           7.796,           7.735,           7.509,           7.475,           7.432,           7.397,           7.365,           7.312,           7.248,           9.056,           7.174,           7.109,           7.057,           0.000,           6.994,           6.936,           6.859,           6.733,           6.512,           6.228,           0.153,           0.067,           0.011,           0.000,           0.000,           0.000,           7.038,           0.000
     164,          2.716667,           9.877,           9.974,          10.181,          10.567,          10.874,          11.208,           9.795,           9.699,           9.646,           9.578,           9.475,           9.320,           9.192,           9.093,           8.904,           8.732,           8.650,           8.509,           8.434,           8.318,           8.176,           8.061,           7.964,           6.792,           7.855,           7.724,           7.602,           7.542,           7.327,           7.296,           7.254,           7.221,           7.190,           7.139,           7.076,           8.809,           7.004,           6.938,           6.886,           0.000,           6.823,           6.760,           6.674,           6.535,           6.289,           5.973,           0.146,           0.063,           0.010,           0.000,           0.000,           0.000,           6.867,           0.000
     165,          2.733334,           9.640,           9.751,           9.970,          10.359,          10.664,          10.979,           9.560,           9.470,           9.419,           9.354,           9.252,           9.094,           8.964,           8.863,           8.673,           8.493,           8.425,           8.293,           8.221,           8.112,           7.974,           7.863,           7.768,           6.602,           7.661,           7.535,           7.416,           7.359,           7.152,           7.121,           7.081,           7.048,           7.018,           6.967,           6.903,           8.575,           6.828,           6.760,           6.705,           0.000,           6.636,           6.566,           6.471,           6.318,           6.050,           5.717,           0.140,           0.059,           0.009,           0.000,           0.000,           0.000,           6.685,           0.000
     166,          2.750000,           9.405,           9.514,           9.743,          10.151,          10.457,          10.766,           9.329,           9.244,           9.192,           9.126,           9.027,           8.868,           8.736,           8.632,           8.443,           8.274,           8.217,           8.087,           8.018,           7.910,           7.777,           7.668,           7.577,           6.394,           7.474,           7.352,           7.237,           7.180,           6.979,           6.948,           6.906,           6.873,           6.841,           6.787,           6.719,           8.346,           6.639,           6.566,           6.507,           0.000,           6.431,           6.355,           6.253,           6.089,           5.804,           5.462,           0.135,           0.057,           0.008,           0.000,           0.000,           0.000,           6.484,           0.000
     167,          2.766667,           9.168,           9.277,           9.511,           9.941,          10.251,          10.560,           9.096,           9.016,           8.965,           8.897,           8.801,           8.641,           8.509,           8.405,           8.217,           8.070,           8.014,           7.890,           7.823,           7.718,           7.587,           7.482,           7.390,           6.174,           7.288,           7.167,           7.054,           6.998,           6.800,           6.769,           6.724,           6.689,           6.654,           6.595,           6.523,           8.135,           6.438,           6.359,           6.295,           0.000,           6.213,           6.134,           6.026,           5.854,           5.555,           5.198,           0.133,           0.056,           0.008,           0.000,           0.000,           0.000,           6.271,           0.000
     168,          2.783334,           8.935,           9.042,           9.280,           9.727,          10.045,          10.352,           8.864,           8.792,           8.740,           8.674,           8.580,           8.421,           8.293,           8.191,           8.011,           7.872,           7.817,           7.696,           7.629,           7.528,           7.400,           7.295,           7.204,           5.947,           7.102,           6.981,           6.867,           6.811,           6.610,           6.578,           6.530,           6.492,           6.456,           6.393,           6.316,           7.933,           6.223,           6.140,           6.073,           0.000,           5.986,           5.904,           5.791,           5.610,           5.297,           4.923,           0.133,           0.055,           0.008,           0.000,           0.000,           0.000,           6.048,           0.000
     169,          2.800000,           8.710,           8.816,           9.054,           9.512,           9.839,          10.143,           8.642,           8.574,           8.524,           8.460,           8.367,           8.215,           8.088,           7.987,           7.814,           7.678,           7.625,           7.506,           7.440,           7.340,           7.213,           7.107,           7.016,           5.711,           6.914,           6.789,           6.673,           6.615,           6.410,           6.377,           6.326,           6.286,           6.247,           6.181,           6.099,           7.739,           6.002,           5.914,           5.842,           0.000,           5.753,           5.666,           5.549,           5.360,           5.033,           4.648,           0.137,           0.058,           0.008,           0.000,           0.000,           0.000,           5.815,           0.000
     170,          2.816667,           8.495,           8.599,           8.836,           9.298,           9.629,           9.931,           8.427,           8.364,           8.315,           8.252,           8.163,           8.014,           7.889,           7.789,           7.621,           7.486,           7.434,           7.318,           7.253,           7.151,           7.020,           6.913,           6.821,           5.468,           6.718,           6.590,           6.470,           6.410,           6.202,           6.166,           6.113,           6.070,           6.029,           5.958,           5.872,           7.546,           5.771,           5.679,           5.606,           0.000,           5.511,           5.422,           5.300,           5.104,           4.767,           4.374,           0.139,           0.057,           0.008,           0.000,           0.000,           0.000,           5.578,           0.000
     171,          2.833333,           8.285,           8.386,           8.622,           9.088,           9.424,           9.723,           8.220,           8.160,           8.112,           8.051,           7.965,           7.818,           7.695,           7.596,           7.432,           7.295,           7.243,           7.130,           7.063,           6.959,           6.828,           6.717,           6.621,           5.221,           6.516,           6.384,           6.261,           6.200,           5.985,           5.947,           5.892,           5.847,           5.804,           5.731,           5.641,           7.358,           5.535,           5.439,           5.361,           0.000,           5.265,           5.174,           5.048,           4.846,           4.500,           4.103,           0.143,           0.058,           0.007,           0.000,           0.000,           0.000,           5.332,           0.000
     172,          2.850000,           8.081,           8.180,           8.414,           8.880,           9.217,           9.514,           8.017,           7.960,           7.913,           7.853,           7.769,           7.625,           7.503,           7.405,           7.242,           7.105,           7.051,           6.939,           6.872,           6.764,           6.630,           6.516,           6.418,           4.969,           6.308,           6.171,           6.043,           5.980,           5.760,           5.721,           5.663,           5.616,           5.571,           5.495,           5.402,           7.162,           5.293,           5.194,           5.114,           0.000,           5.014,           4.922,           4.793,           4.588,           4.241,           3.867,           0.145,           0.058,           0.007,           0.000,           0.000,           0.000,           5.085,           0.000
     173,          2.866667,           7.882,           7.980,           8.212,           8.679,           9.016,           9.311,           7.819,           7.764,           7.719,           7.660,           7.577,           7.437,           7.313,           7.213,           7.049,           6.909,           6.855,           6.745,           6.676,           6.565,           6.427,           6.308,           6.207,           4.719,           6.094,           5.954,           5.821,           5.755,           5.528,           5.488,           5.429,           5.381,           5.334,           5.255,           5.160,           6.967,           5.048,           4.946,           4.865,           0.000,           4.764,           4.672,           4.545,           4.342,           4.002,           3.651,           0.148,           0.058,           0.006,           0.000,           0.000,           0.000,           4.835,           0.000
     174,          2.883333,           7.687,           7.782,           8.012,           8.484,           8.821,           9.113,           7.624,           7.571,           7.524,           7.464,           7.379,           7.243,           7.122,           7.021,           6.855,           6.710,           6.654,           6.548,           6.476,           6.363,           6.219,           6.098,           5.993,           4.477,           5.874,           5.730,           5.593,           5.524,           5.293,           5.252,           5.191,           5.142,           5.094,           5.014,           4.917,           6.768,           4.803,           4.700,           4.619,           0.000,           4.520,           4.430,           4.305,           4.108,           3.779,           3.442,           0.150,           0.057,           0.006,           0.000,           0.000,           0.000,           4.589,           0.000
     175,          2.900000,           7.487,           7.584,           7.815,           8.293,           8.630,           8.920,           7.424,           7.371,           7.323,           7.262,           7.178,           7.043,           6.920,           6.819,           6.656,           6.506,           6.449,           6.345,           6.271,           6.155,           6.007,           5.882,           5.773,           4.244,           5.652,           5.502,           5.359,           5.289,           5.057,           5.016,           4.953,           4.904,           4.855,           4.775,           4.678,           6.562,           4.566,           4.464,           4.385,           0.000,           4.286,           4.199,           4.077,           3.883,           3.563,           3.232,           0.150,           0.057,           0.005,           0.000,           0.000,           0.000,           4.356,           0.000
     176,          2.916667,           7.289,           7.386,           7.621,           8.107,           8.440,           8.730,           7.226,           7.171,           7.124,           7.063,           6.979,           6.841,           6.719,           6.618,           6.453,           6.299,           6.242,           6.140,           6.066,           5.946,           5.793,           5.662,           5.551,           4.021,           5.428,           5.273,           5.127,           5.055,           4.823,           4.782,           4.720,           4.670,           4.623,           4.542,           4.446,           6.357,           4.336,           4.236,           4.157,           0.000,           4.062,           3.978,           3.858,           3.669,           3.355,           3.021,           0.150,           0.056,           0.004,           0.000,           0.000,           0.000,           4.128,           0.000
     177,          2.933333,           7.089,           7.186,           7.425,           7.924,           8.255,           8.541,           7.026,           6.971,           6.923,           6.861,           6.777,           6.636,           6.512,           6.409,           6.244,           6.087,           6.028,           5.933,           5.855,           5.732,           5.577,           5.446,           5.331,           3.806,           5.203,           5.049,           4.899,           4.825,           4.594,           4.554,           4.491,           4.443,           4.395,           4.316,           4.222,           6.145,           4.112,           4.014,           3.937,           0.000,           3.846,           3.764,           3.645,           3.460,           3.150,           2.829,           0.147,           0.053,           0.003,           0.000,           0.000,           0.000,           3.909,           0.000
     178,          2.950000,           6.889,           6.987,           7.231,           7.745,           8.074,           8.357,           6.825,           6.769,           6.720,           6.657,           6.572,           6.431,           6.304,           6.198,           6.034,           5.875,           5.816,           5.722,           5.646,           5.521,           5.363,           5.229,           5.112,           3.600,           4.981,           4.823,           4.671,           4.597,           4.372,           4.332,           4.271,           4.223,           4.176,           4.098,           4.005,           5.933,           3.899,           3.802,           3.727,           0.000,           3.637,           3.559,           3.442,           3.259,           2.961,           2.672,           0.142,           0.049,           0.001,           0.000,           0.000,           0.000,           3.700,           0.000
     179,          2.966667,           6.686,           6.786,           7.036,           7.569,           7.897,           8.178,           6.621,           6.565,           6.516,           6.452,           6.365,           6.225,           6.097,           5.989,           5.824,           5.665,           5.608,           5.512,           5.433,           5.307,           5.147,           5.011,           4.894,           3.400,           4.763,           4.602,           4.450,           4.375,           4.155,           4.116,           4.057,           4.009,           3.964,           3.888,           3.796,           5.725,           3.692,           3.598,           3.526,           0.000,           3.436,           3.360,           3.247,           3.073,           2.791,           2.527,           0.138,           0.046,           0.000,           0.000,           0.000,           0.000,           3.499,           0.000
     180,          2.983334,           6.486,           6.585,           6.841,           7.398,           7.726,           8.003,           6.420,           6.363,           6.313,           6.248,           6.161,           6.020,           5.891,           5.783,           5.617,           5.456,           5.398,           5.302,           5.225,           5.098,           4.937,           4.801,           4.682,           3.214,           4.550,           4.390,           4.238,           4.163,           3.950,           3.912,           3.853,           3.806,           3.761,           3.686,           3.598,           5.515,           3.496,           3.405,           3.333,           0.000,           3.248,           3.176,           3.068,           2.902,           2.635,           2.386,           0.133,           0.042,           0.000,           0.000,           0.000,           0.000,           3.308,           0.000
     181,          3.000000,           6.284,           6.383,           6.646,           7.228,           7.558,           7.822,           6.218,           6.161,           6.110,           6.045,           5.956,           5.814,           5.683,           5.574,           5.409,           5.247,           5.191,           5.095,           5.017,           4.889,           4.728,           4.591,           4.473,           3.038,           4.342,           4.182,           4.029,           3.954,           3.749,           3.712,           3.655,           3.609,           3.566,           3.493,           3.406,           5.307,           3.307,           3.218,           3.151,           0.000,           3.070,           3.003,           2.900,           2.742,           2.486,           2.243,           0.127,           0.039,           0.000,           0.000,           0.000,           0.000,           3.126,           0.000
