"EG15_002 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG15_002.tcf]","Time (h)","SQ Pipe7 [EG15_002]","SQ Pipe6 [EG15_002]","SQ Pipe5 [EG15_002]","SQ Pipe19 [EG15_002]","SQ Pipe3 [EG15_002]","SQ Pipe2 [EG15_002]","SQ Pipe1 [EG15_002]","SQ Pipe0 [EG15_002]","SQ Pipe17 [EG15_002]","SQ Pipe16 [EG15_002]","SQ Pipe15 [EG15_002]","SQ Pipe14 [EG15_002]","SQ Pipe13 [EG15_002]","SQ Pipe12 [EG15_002]","SQ Pipe11 [EG15_002]","SQ Pipe10 [EG15_002]","SQ Pipe9 [EG15_002]","SQ Pipe8 [EG15_002]","SQ Pipe4 [EG15_002]","SQ FC04.1_C [EG15_002]","SQ FC01.2_R [EG15_002]","SQ FC01.1_R [EG15_002]"
      13,          0.200000,      0.0310,      0.0847,      0.0913,      0.1026,      0.0287,      0.0359,      0.0675,      0.0196,      0.0513,     -0.0052,      0.0129,     -0.0553,      0.0012,      0.0777,      0.0106,      0.0812,      0.0873,      0.0532,      0.0387,      0.0005,      0.0103,      0.3997
      14,          0.216667,      0.0399,     -0.0819,     -0.0530,      0.1291,      0.0362,      0.0437,      0.0816,      0.0217,      0.0656,      0.0154,     -0.0615,      0.0478,      0.0213,     -0.0797,     -0.0526,     -0.0578,      0.0936,      0.0667,      0.0574,      0.0059,      1.1346,      1.4453
      15,          0.233333,     -0.0220,     -0.1531,     -0.1516,     -0.1362,      0.0440,      0.0082,     -0.0403,     -0.0167,      0.1373,      0.0166,     -0.1316,      0.1191,      0.0906,     -0.0123,      0.0125,     -0.0038,      0.0072,      0.0040,     -0.0504,      0.0170,      0.1431,      2.2749
      16,          0.250000,      0.0842,      0.1801,      0.1674,      0.1664,      0.0405,      0.0638,      0.0843,      0.0198,     -0.1079,      0.0002,      0.1308,     -0.0444,      0.0630,      0.2336,      0.1870,      0.2313,      0.2272,      0.1442,      0.0748,      0.0348,      0.7178,      2.9403
      17,          0.266667,      0.1095,      0.2201,      0.2182,      0.2181,      0.0628,      0.0264,      0.1110,      0.0371,     -0.0952,      0.0004,      0.1386,     -0.0211,      0.0649,      0.2502,      0.1695,      0.2635,      0.2576,      0.1963,      0.1061,      0.0599,      0.4786,      3.4594
      18,          0.283333,      0.1117,      0.2129,      0.2279,      0.2185,      0.0660,      0.0213,      0.1015,      0.0387,     -0.0523,      0.0006,      0.1179,      0.0044,      0.0618,      0.2408,      0.1371,      0.2662,      0.2584,      0.2015,      0.1165,      0.0911,      0.9364,      3.9161
      19,          0.300000,      0.1116,      0.1949,      0.2248,      0.2244,      0.0846,      0.0166,      0.0908,      0.0337,     -0.0344,      0.0008,      0.1024,      0.0100,      0.0565,      0.2271,      0.1211,      0.2657,      0.2576,      0.2053,      0.1307,      0.1271,      0.4929,      4.3885
      20,          0.316667,      0.1117,      0.1718,      0.2260,      0.2178,      0.0841,      0.0161,      0.0762,      0.0282,     -0.0342,      0.0009,      0.0922,      0.0048,      0.0496,      0.2115,      0.1121,      0.2615,      0.2557,      0.2055,      0.1445,      0.1666,     -0.0873,      4.8806
      21,          0.333333,      0.1177,      0.1466,      0.2202,      0.2167,      0.0886,      0.0160,      0.0699,      0.0317,     -0.0236,      0.0008,      0.0761,      0.0097,      0.0476,      0.1933,      0.1047,      0.2557,      0.2530,      0.2069,      0.1455,      0.2057,      0.2985,      5.3733
      22,          0.350000,      0.1170,      0.1198,      0.2122,      0.2101,      0.0824,      0.0169,      0.0551,      0.0204,     -0.0175,      0.0009,      0.0599,      0.0096,      0.0425,      0.1736,      0.0943,      0.2477,      0.2492,      0.2057,      0.1616,      0.2437,      1.1138,      5.8728
      23,          0.366667,      0.1165,      0.1048,      0.1973,      0.2077,      0.0799,      0.0177,      0.0409,      0.0166,     -0.0163,      0.0006,      0.0502,      0.0055,      0.0336,      0.1517,      0.0801,      0.2390,      0.2455,      0.2045,      0.1648,      0.2797,      0.6823,      6.4042
      24,          0.383333,      0.1158,      0.0972,      0.1794,      0.2101,      0.0771,      0.0181,      0.0320,      0.0140,     -0.0148,      0.0006,      0.0460,      0.0036,      0.0274,      0.1303,      0.0667,      0.2265,      0.2417,      0.2028,      0.1547,      0.3132,      1.2450,      7.0597
      25,          0.400000,      0.1150,      0.0852,      0.1591,      0.2061,      0.0754,      0.0180,      0.0252,      0.0107,     -0.0132,      0.0008,      0.0399,      0.0023,      0.0222,      0.1154,      0.0566,      0.2109,      0.2367,      0.2009,      0.1532,      0.3446,      2.0861,      7.8426
      26,          0.416667,      0.1141,      0.0744,      0.1404,      0.2005,      0.0735,      0.0177,      0.0209,      0.0086,     -0.0117,      0.0006,      0.0339,      0.0015,      0.0189,      0.1043,      0.0498,      0.1945,      0.2307,      0.1989,      0.1484,      0.3722,      2.7391,      8.7541
      27,          0.433333,      0.1133,      0.0617,      0.1204,      0.1910,      0.0719,      0.0167,      0.0171,      0.0068,     -0.0086,      0.0006,      0.0278,      0.0015,      0.0165,      0.0940,      0.0433,      0.1757,      0.2251,      0.1966,      0.1482,      0.3974,      2.7835,      9.8079
      28,          0.450000,      0.1125,      0.0514,      0.1008,      0.1833,      0.0697,      0.0149,      0.0118,      0.0047,     -0.0066,      0.0006,      0.0223,      0.0016,      0.0141,      0.0853,      0.0384,      0.1577,      0.2191,      0.1949,      0.1444,      0.4213,     -0.3675,     10.9635
      29,          0.466667,      0.1116,      0.0459,      0.0917,      0.1706,      0.0672,      0.0130,      0.0055,      0.0022,     -0.0051,      0.0005,      0.0195,      0.0017,      0.0125,      0.0743,      0.0328,      0.1408,      0.2118,      0.1926,      0.1396,      0.4427,      5.7592,     12.4207
      30,          0.483333,      0.1105,      0.0389,      0.0830,      0.1559,      0.0649,      0.0109,      0.0006,      0.0009,     -0.0044,      0.0005,      0.0162,      0.0011,      0.0102,      0.0655,      0.0281,      0.1250,      0.2040,      0.1900,      0.1353,      0.4605,      7.4036,     14.1092
      31,          0.500000,      0.1094,      0.0337,      0.0739,      0.1396,      0.0628,      0.0080,     -0.0004,      0.0004,     -0.0038,      0.0005,      0.0138,      0.0004,      0.0081,      0.0574,      0.0240,      0.1140,      0.1939,      0.1872,      0.1313,      0.4762,      8.6654,     15.9267
      32,          0.516667,      0.1080,      0.0287,      0.0641,      0.1239,      0.0600,      0.0048,     -0.0055,      0.0001,     -0.0028,      0.0004,      0.0111,      0.0008,      0.0073,      0.0517,      0.0214,      0.1038,      0.1834,      0.1840,      0.1262,      0.4910,      6.2685,     17.8159
      33,          0.533333,      0.1065,      0.0229,      0.0530,      0.1081,      0.0575,      0.0015,     -0.0097,     -0.0012,     -0.0019,      0.0004,      0.0086,      0.0006,      0.0061,      0.0464,      0.0188,      0.0972,      0.1706,      0.1804,      0.1209,      0.5035,      7.1104,     20.4574
      34,          0.550000,      0.1047,      0.0182,      0.0441,      0.0931,      0.0547,     -0.0002,     -0.0122,     -0.0025,     -0.0010,      0.0003,      0.0065,      0.0007,      0.0057,      0.0421,      0.0169,      0.0894,      0.1590,      0.1764,      0.1151,      0.5147,      8.2447,     24.2058
      35,          0.566667,      0.1029,      0.0142,      0.0357,      0.0762,      0.0523,     -0.0035,     -0.0144,     -0.0037,     -0.0007,      0.0004,      0.0048,      0.0004,      0.0044,      0.0366,      0.0141,      0.0808,      0.1464,      0.1720,      0.1097,      0.5244,      9.3177,     28.4598
      36,          0.583333,      0.1011,      0.0087,      0.0248,      0.0580,      0.0482,     -0.0072,     -0.0167,     -0.0050,      0.0000,      0.0003,      0.0025,      0.0005,      0.0038,      0.0322,      0.0123,      0.0720,      0.1336,      0.1677,      0.1006,      0.5328,     10.7410,     31.4772
      37,          0.600000,      0.0990,      0.0048,      0.0157,      0.0402,      0.0421,     -0.0105,     -0.0168,     -0.0053,      0.0000,      0.0003,      0.0011,      0.0002,      0.0029,      0.0274,      0.0099,      0.0630,      0.1206,      0.1629,      0.0880,      0.5393,     12.2148,     34.2757
      38,          0.616667,      0.0965,      0.0025,      0.0095,      0.0267,      0.0345,     -0.0129,     -0.0143,     -0.0043,      0.0000,      0.0003,      0.0004,      0.0000,      0.0020,      0.0234,      0.0082,      0.0547,      0.1086,      0.1572,      0.0701,      0.5450,     13.8314,     36.7033
      39,          0.633333,      0.0939,      0.0010,      0.0055,      0.0172,      0.0264,     -0.0147,     -0.0104,     -0.0026,      0.0000,      0.0003,      0.0000,      0.0000,      0.0014,      0.0191,      0.0063,      0.0473,      0.0977,      0.1509,      0.0514,      0.5484,     16.0624,     38.7999
      40,          0.650000,      0.0907,      0.0003,      0.0032,      0.0118,      0.0195,     -0.0157,     -0.0065,     -0.0015,      0.0000,      0.0002,      0.0000,      0.0000,      0.0011,      0.0164,      0.0052,      0.0412,      0.0872,      0.1437,      0.0359,      0.5506,     18.5766,     40.6856
      41,          0.666667,      0.0873,      0.0000,      0.0017,      0.0071,      0.0142,     -0.0161,     -0.0045,     -0.0010,      0.0000,      0.0003,      0.0000,      0.0000,      0.0007,      0.0138,      0.0041,      0.0361,      0.0784,      0.1357,      0.0246,      0.5522,     21.4771,     42.4257
      42,          0.683333,      0.0833,      0.0000,      0.0009,      0.0047,      0.0102,     -0.0161,     -0.0025,     -0.0001,      0.0000,      0.0002,      0.0000,      0.0000,      0.0004,      0.0116,      0.0031,      0.0312,      0.0694,      0.1264,      0.0168,      0.5522,     24.2753,     44.0427
      43,          0.700000,      0.0780,      0.0000,      0.0004,      0.0029,      0.0074,     -0.0161,     -0.0012,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0002,      0.0090,      0.0022,      0.0254,      0.0587,      0.1148,      0.0115,      0.5512,     26.8132,     45.2932
      44,          0.716667,      0.0727,      0.0000,      0.0002,      0.0021,      0.0055,     -0.0155,     -0.0008,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0000,      0.0070,      0.0015,      0.0212,      0.0503,      0.1040,      0.0083,      0.5493,     29.3572,     46.1095
      45,          0.733333,      0.0671,      0.0000,      0.0001,      0.0018,      0.0039,     -0.0145,     -0.0004,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0000,      0.0055,      0.0010,      0.0173,      0.0425,      0.0930,      0.0060,      0.5467,     31.6757,     46.6172
      46,          0.750000,      0.0600,      0.0000,      0.0000,      0.0011,      0.0032,     -0.0123,     -0.0003,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0000,      0.0040,      0.0006,      0.0137,      0.0351,      0.0793,      0.0047,      0.5434,     34.0174,     46.9292
      47,          0.766667,      0.0534,      0.0000,      0.0000,      0.0006,      0.0020,     -0.0103,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0000,      0.0026,      0.0002,      0.0104,      0.0284,      0.0672,      0.0038,      0.5388,     36.5766,     47.1262
      48,          0.783333,      0.0468,      0.0000,      0.0000,      0.0005,      0.0018,     -0.0088,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0000,      0.0018,      0.0000,      0.0078,      0.0228,      0.0561,      0.0029,      0.5332,     39.5961,     47.2381
      49,          0.800000,      0.0402,      0.0000,      0.0000,      0.0000,      0.0011,     -0.0068,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0000,      0.0011,      0.0000,      0.0059,      0.0182,      0.0462,      0.0017,      0.5272,     43.2302,     47.3054
      50,          0.816667,      0.0338,      0.0000,      0.0000,      0.0002,      0.0007,     -0.0052,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0000,      0.0006,      0.0000,      0.0042,      0.0144,      0.0377,      0.0011,      0.5204,     47.3427,     47.3557
      51,          0.833333,      0.0281,      0.0000,      0.0000,      0.0000,      0.0002,     -0.0039,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.0029,      0.0112,      0.0306,      0.0009,      0.5134,     51.0924,     47.3923
      52,          0.850000,      0.0229,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0027,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0020,      0.0086,      0.0242,      0.0012,      0.5051,     54.2308,     47.4203
      53,          0.866667,      0.0185,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0019,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0013,      0.0064,      0.0191,      0.0005,      0.4965,     56.7279,     47.4376
      54,          0.883333,      0.0149,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0014,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0007,      0.0048,      0.0150,      0.0007,      0.4875,     58.7652,     47.4500
      55,          0.900000,      0.0115,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0007,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0003,      0.0036,      0.0117,      0.0005,      0.4780,     60.4754,     47.4599
      56,          0.916667,      0.0090,      0.0000,      0.0000,      0.0000,      0.0004,     -0.0002,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0028,      0.0091,      0.0000,      0.4683,     61.9663,     47.4686
      57,          0.933333,      0.0071,      0.0000,      0.0000,      0.0000,      0.0002,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0021,      0.0075,      0.0000,      0.4582,     63.2605,     47.4754
      58,          0.950000,      0.0049,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0013,      0.0053,      0.0004,      0.4477,     64.4252,     47.4766
      59,          0.966667,      0.0036,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0008,      0.0040,      0.0004,      0.4371,     65.4692,     47.4754
      60,          0.983333,      0.0027,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0006,      0.0031,      0.0001,      0.4262,     66.4122,     47.4730
      61,          1.000000,      0.0022,      0.0000,      0.0000,      0.0000,      0.0007,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0005,      0.0026,      0.0000,      0.4160,     67.2741,     47.4699
      62,          1.016667,      0.0016,      0.0000,      0.0000,      0.0000,      0.0008,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0019,      0.0000,      0.4036,     68.0615,     47.4648
      63,          1.033333,      0.0010,      0.0000,      0.0000,      0.0000,      0.0009,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0013,      0.0000,      0.3933,     68.7823,     47.4526
      64,          1.050000,      0.0006,      0.0000,      0.0000,      0.0000,      0.0009,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0010,      0.0000,      0.3820,     69.4299,     47.4374
      65,          1.066667,      0.0004,      0.0000,      0.0000,      0.0000,      0.0010,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0007,      0.0000,      0.3710,     70.0015,     47.4205
      66,          1.083333,      0.0003,      0.0000,      0.0000,      0.0000,      0.0010,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0006,      0.0000,      0.3603,     70.4463,     47.4026
      67,          1.100000,      0.0002,      0.0000,      0.0000,      0.0000,      0.0004,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0003,      0.0000,      0.3495,     70.7469,     47.3813
      68,          1.116667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.3389,     70.9229,     47.3429
      69,          1.133333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0003,      0.0000,      0.3281,     71.0172,     47.2993
      70,          1.150000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0003,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0001,      0.3181,     71.0594,     47.2452
      71,          1.166667,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0005,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0003,      0.3082,     71.0725,     47.1891
      72,          1.183333,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.2984,     71.0668,     47.1305
      73,          1.200000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0003,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0001,      0.2889,     71.0513,     47.0664
      74,          1.216667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0005,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.2798,     71.0301,     46.9997
      75,          1.233333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.2709,     71.0081,     46.9302
      76,          1.250000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0003,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0004,      0.2624,     70.9872,     46.8586
      77,          1.266667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.2541,     70.9663,     46.7835
      78,          1.283333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0004,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0002,      0.2461,     70.9460,     46.6955
      79,          1.300000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.2385,     70.9257,     46.5987
      80,          1.316667,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0002,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.2313,     70.9049,     46.4946
      81,          1.333333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.2244,     70.8771,     46.3843
      82,          1.350000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.2178,     70.8428,     46.2681
      83,          1.366667,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0002,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.2115,     70.8001,     46.1470
      84,          1.383333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.2053,     70.7457,     46.0187
      85,          1.400000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.1994,     70.6842,     45.8827
      86,          1.416667,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.1937,     70.6091,     45.7397
      87,          1.433333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0003,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.1883,     70.5193,     45.5849
      88,          1.450000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0002,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.1831,     70.4086,     45.4281
      89,          1.466667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.1782,     70.2673,     45.2592
      90,          1.483333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.1735,     70.0834,     45.0771
      91,          1.500000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.1691,     69.8489,     44.8815
      92,          1.516667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.1648,     69.5415,     44.6676
