"EG15_004 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG15_004.tcf]","Time (h)","SQ Pipe7 [EG15_004]","SQ Pipe6 [EG15_004]","SQ Pipe5 [EG15_004]","SQ Pipe19 [EG15_004]","SQ Pipe3 [EG15_004]","SQ Pipe2 [EG15_004]","SQ Pipe1 [EG15_004]","SQ Pipe0 [EG15_004]","SQ Pipe17 [EG15_004]","SQ Pipe16 [EG15_004]","SQ Pipe15 [EG15_004]","SQ Pipe14 [EG15_004]","SQ Pipe13 [EG15_004]","SQ Pipe12 [EG15_004]","SQ Pipe11 [EG15_004]","SQ Pipe10 [EG15_004]","SQ Pipe9 [EG15_004]","SQ Pipe8 [EG15_004]","SQ Pipe4 [EG15_004]","SQ FC04.1_C [EG15_004]","SQ FC01.2_R [EG15_004]","SQ FC01.1_R [EG15_004]"
      12,          0.183333,      0.0152,      0.0114,      0.0131,      0.0251,      0.0221,      0.0263,      0.0599,      0.0261,      0.1050,      0.1014,      0.0340,      0.0737,      0.0000,      0.0007,      0.0000,      0.0341,      0.0446,      0.0421,      0.0165,      0.0000,      0.1044,      0.0000
      13,          0.200000,      0.0283,      0.0281,      0.0409,      0.0695,      0.0150,      0.0368,      0.0687,      0.0081,      0.1296,      0.1411,      0.0483,      0.0918,      0.0016,     -0.0043,      0.0189,      0.0304,      0.0706,      0.0479,      0.0411,      0.0005,      0.0103,      0.3997
      14,          0.216667,      0.0376,      0.0683,      0.0880,      0.1138,      0.0282,      0.0468,      0.0863,      0.0211,      0.1175,      0.0068,      0.0831,      0.1069,      0.0363,      0.0482,      0.0843,      0.0590,      0.0979,      0.0697,      0.0592,      0.0059,      1.1346,      1.4453
      15,          0.233333,      0.0543,      0.0074,      0.1357,      0.1535,      0.0384,      0.0597,      0.1012,      0.0257,      0.2779,      0.0146,     -0.0595,      0.2356,      0.1267,      0.1249,      0.1687,      0.1152,      0.1335,      0.0982,      0.0750,      0.0170,      0.1431,      2.2749
      16,          0.250000,      0.0798,     -0.0620,     -0.0640,     -0.0504,     -0.0286,      0.0568,      0.1019,      0.0249,      0.0942,      0.0132,     -0.0244,      0.0470,     -0.0692,     -0.0465,     -0.0157,     -0.0417,     -0.0405,      0.1367,      0.0013,      0.0348,      0.7178,      2.9403
      17,          0.266667,      0.1123,      0.1686,      0.1508,      0.1569,      0.0525,      0.0766,      0.1084,      0.0263,     -0.0964,      0.0011,      0.1026,      0.0011,      0.1273,      0.2274,      0.1322,      0.2426,      0.2317,      0.2048,      0.0889,      0.0599,      0.4786,      3.4594
      18,          0.283333,      0.1125,      0.2078,      0.2154,      0.2144,      0.0655,      0.0405,      0.1034,      0.0344,     -0.0960,      0.0005,      0.0977,      0.0070,      0.1122,      0.2305,      0.1140,      0.2573,      0.2419,      0.2029,      0.1135,      0.0911,     -0.0595,      3.9161
      19,          0.300000,      0.1121,      0.1957,      0.2216,      0.2178,      0.0812,      0.0361,      0.0872,      0.0334,     -0.0697,      0.0008,      0.0730,      0.0117,      0.0950,      0.2233,      0.0971,      0.2607,      0.2410,      0.2060,      0.1307,      0.1271,      0.0889,      4.3885
      20,          0.316667,      0.1117,      0.1713,      0.2222,      0.2151,      0.0863,      0.0349,      0.0788,      0.0314,     -0.0598,      0.0008,      0.0633,      0.0110,      0.0854,      0.2091,      0.0898,      0.2577,      0.2393,      0.2054,      0.1372,      0.1666,     -0.0478,      4.8806
      21,          0.333333,      0.1172,      0.1468,      0.2177,      0.2124,      0.0870,      0.0323,      0.0707,      0.0286,     -0.0477,      0.0008,      0.0511,      0.0139,      0.0800,      0.1937,      0.0824,      0.2529,      0.2373,      0.2056,      0.1425,      0.2057,      0.3778,      5.3733
      22,          0.350000,      0.1162,      0.1194,      0.2117,      0.2106,      0.0811,      0.0312,      0.0594,      0.0252,     -0.0366,      0.0008,      0.0401,      0.0153,      0.0727,      0.1744,      0.0754,      0.2451,      0.2343,      0.2036,      0.1521,      0.2437,      1.0445,      5.8728
      23,          0.366667,      0.1153,      0.0988,      0.2000,      0.2064,      0.0786,      0.0305,      0.0512,      0.0219,     -0.0293,      0.0008,      0.0326,      0.0111,      0.0598,      0.1512,      0.0621,      0.2363,      0.2316,      0.2015,      0.1558,      0.2797,      1.3556,      6.4042
      24,          0.383333,      0.1145,      0.0907,      0.1811,      0.2009,      0.0774,      0.0296,      0.0454,      0.0192,     -0.0253,      0.0008,      0.0288,      0.0082,      0.0484,      0.1282,      0.0507,      0.2252,      0.2287,      0.1995,      0.1560,      0.3132,      1.2338,      7.0597
      25,          0.400000,      0.1135,      0.0778,      0.1611,      0.1952,      0.0760,      0.0282,      0.0407,      0.0169,     -0.0224,      0.0006,      0.0252,      0.0053,      0.0397,      0.1118,      0.0417,      0.2106,      0.2251,      0.1971,      0.1551,      0.3446,     -1.3169,      7.8426
      26,          0.416667,      0.1125,      0.0701,      0.1374,      0.1898,      0.0747,      0.0265,      0.0365,      0.0149,     -0.0185,      0.0007,      0.0215,      0.0043,      0.0327,      0.0996,      0.0348,      0.1947,      0.2205,      0.1949,      0.1534,      0.3722,      2.6727,      8.7541
      27,          0.433333,      0.1115,      0.0558,      0.1174,      0.1822,      0.0729,      0.0242,      0.0317,      0.0127,     -0.0138,      0.0005,      0.0163,      0.0044,      0.0287,      0.0898,      0.0305,      0.1762,      0.2159,      0.1924,      0.1512,      0.3974,      1.8703,      9.8079
      28,          0.450000,      0.1104,      0.0454,      0.0992,      0.1739,      0.0711,      0.0215,      0.0265,      0.0104,     -0.0098,      0.0006,      0.0123,      0.0046,      0.0250,      0.0804,      0.0269,      0.1572,      0.2110,      0.1898,      0.1479,      0.4213,      4.2135,     10.9635
      29,          0.466667,      0.1093,      0.0388,      0.0875,      0.1626,      0.0688,      0.0183,      0.0195,      0.0075,     -0.0080,      0.0005,      0.0101,      0.0037,      0.0203,      0.0703,      0.0219,      0.1398,      0.2050,      0.1870,      0.1436,      0.4427,     -0.1679,     12.4207
      30,          0.483333,      0.1080,      0.0346,      0.0795,      0.1496,      0.0661,      0.0144,      0.0120,      0.0045,     -0.0073,      0.0005,      0.0094,      0.0022,      0.0169,      0.0612,      0.0184,      0.1246,      0.1981,      0.1840,      0.1384,      0.4605,      0.0193,     14.1092
      31,          0.500000,      0.1066,      0.0301,      0.0714,      0.1364,      0.0631,      0.0097,      0.0045,      0.0020,     -0.0059,      0.0005,      0.0080,      0.0021,      0.0140,      0.0533,      0.0154,      0.1123,      0.1899,      0.1805,      0.1325,      0.4762,      8.8613,     15.9267
      32,          0.516667,      0.1049,      0.0263,      0.0625,      0.1233,      0.0596,      0.0045,     -0.0010,      0.0000,     -0.0049,      0.0004,      0.0068,      0.0014,      0.0120,      0.0475,      0.0133,      0.1030,      0.1805,      0.1764,      0.1251,      0.4910,      6.4070,     17.8159
      33,          0.533333,      0.1029,      0.0214,      0.0537,      0.1102,      0.0565,      0.0000,     -0.0079,     -0.0007,     -0.0035,      0.0004,      0.0052,      0.0014,      0.0109,      0.0434,      0.0121,      0.0955,      0.1709,      0.1717,      0.1187,      0.5035,      7.1110,     20.4574
      34,          0.550000,      0.1006,      0.0175,      0.0453,      0.0964,      0.0533,     -0.0051,     -0.0153,     -0.0033,     -0.0022,      0.0004,      0.0038,      0.0017,      0.0096,      0.0393,      0.0109,      0.0884,      0.1610,      0.1664,      0.1123,      0.5147,      8.2452,     24.2059
      35,          0.566667,      0.0986,      0.0140,      0.0371,      0.0825,      0.0499,     -0.0110,     -0.0218,     -0.0060,     -0.0015,      0.0004,      0.0031,      0.0015,      0.0085,      0.0360,      0.0097,      0.0823,      0.1502,      0.1616,      0.1049,      0.5244,      9.3167,     28.4598
      36,          0.583333,      0.0964,      0.0110,      0.0304,      0.0694,      0.0456,     -0.0169,     -0.0259,     -0.0081,     -0.0007,      0.0003,      0.0021,      0.0016,      0.0074,      0.0318,      0.0084,      0.0751,      0.1392,      0.1565,      0.0961,      0.5328,     10.7413,     31.4772
      37,          0.600000,      0.0940,      0.0080,      0.0238,      0.0567,      0.0403,     -0.0223,     -0.0277,     -0.0092,     -0.0001,      0.0003,      0.0015,      0.0012,      0.0062,      0.0279,      0.0071,      0.0673,      0.1282,      0.1508,      0.0846,      0.5393,     12.2149,     34.2756
      38,          0.616667,      0.0914,      0.0052,      0.0166,      0.0432,      0.0328,     -0.0267,     -0.0257,     -0.0092,      0.0000,      0.0003,      0.0012,      0.0010,      0.0053,      0.0245,      0.0061,      0.0601,      0.1176,      0.1447,      0.0673,      0.5450,     13.8313,     36.7033
      39,          0.633333,      0.0887,      0.0031,      0.0106,      0.0277,      0.0250,     -0.0296,     -0.0200,     -0.0065,      0.0000,      0.0003,      0.0011,      0.0005,      0.0039,      0.0213,      0.0048,      0.0538,      0.1081,      0.1382,      0.0486,      0.5484,     16.0630,     38.7999
      40,          0.650000,      0.0859,      0.0015,      0.0064,      0.0189,      0.0184,     -0.0312,     -0.0136,     -0.0039,      0.0002,      0.0003,      0.0009,      0.0004,      0.0033,      0.0186,      0.0041,      0.0477,      0.0991,      0.1308,      0.0333,      0.5507,     18.5762,     40.6856
      41,          0.666667,      0.0824,      0.0008,      0.0038,      0.0127,      0.0132,     -0.0313,     -0.0083,     -0.0022,      0.0003,      0.0002,      0.0007,      0.0002,      0.0025,      0.0161,      0.0032,      0.0423,      0.0908,      0.1226,      0.0219,      0.5522,     21.4770,     42.4257
      42,          0.683333,      0.0786,      0.0002,      0.0021,      0.0082,      0.0094,     -0.0306,     -0.0055,     -0.0012,      0.0004,      0.0002,      0.0006,      0.0001,      0.0019,      0.0139,      0.0027,      0.0377,      0.0828,      0.1139,      0.0145,      0.5522,     24.2753,     44.0427
      43,          0.700000,      0.0743,      0.0000,      0.0010,      0.0054,      0.0069,     -0.0287,     -0.0034,     -0.0005,      0.0004,      0.0002,      0.0005,      0.0000,      0.0016,      0.0122,      0.0022,      0.0338,      0.0753,      0.1045,      0.0097,      0.5512,     26.8132,     45.2932
      44,          0.716667,      0.0697,      0.0000,      0.0004,      0.0035,      0.0051,     -0.0260,     -0.0025,     -0.0004,      0.0004,      0.0002,      0.0005,      0.0000,      0.0012,      0.0108,      0.0018,      0.0302,      0.0686,      0.0951,      0.0068,      0.5493,     29.3571,     46.1095
      45,          0.733333,      0.0641,      0.0000,      0.0003,      0.0027,      0.0036,     -0.0241,     -0.0014,      0.0000,      0.0004,      0.0002,      0.0005,      0.0000,      0.0008,      0.0087,      0.0014,      0.0254,      0.0590,      0.0838,      0.0048,      0.5467,     31.6756,     46.6173
      46,          0.750000,      0.0575,      0.0000,      0.0000,      0.0020,      0.0028,     -0.0207,     -0.0007,      0.0000,      0.0004,      0.0002,      0.0005,      0.0000,      0.0004,      0.0071,      0.0009,      0.0215,      0.0506,      0.0709,      0.0035,      0.5434,     34.0175,     46.9292
      47,          0.766667,      0.0514,      0.0000,      0.0000,      0.0011,      0.0021,     -0.0180,     -0.0009,      0.0000,      0.0004,      0.0002,      0.0004,      0.0000,      0.0000,      0.0054,      0.0006,      0.0173,      0.0403,      0.0601,      0.0029,      0.5388,     36.5765,     47.1262
      48,          0.783333,      0.0452,      0.0000,      0.0000,      0.0010,      0.0016,     -0.0153,     -0.0004,      0.0000,      0.0003,      0.0002,      0.0004,      0.0000,      0.0000,      0.0038,      0.0005,      0.0134,      0.0342,      0.0500,      0.0019,      0.5332,     39.5963,     47.2381
      49,          0.800000,      0.0385,      0.0000,      0.0000,      0.0005,      0.0010,     -0.0124,     -0.0005,      0.0000,      0.0003,      0.0002,      0.0004,      0.0000,      0.0000,      0.0029,      0.0005,      0.0105,      0.0281,      0.0404,      0.0015,      0.5272,     43.2304,     47.3054
      50,          0.816667,      0.0326,      0.0000,      0.0000,      0.0002,      0.0008,     -0.0102,      0.0000,      0.0000,      0.0003,      0.0002,      0.0004,      0.0000,      0.0000,      0.0020,      0.0005,      0.0080,      0.0222,      0.0328,      0.0010,      0.5204,     47.3427,     47.3556
      51,          0.833333,      0.0272,      0.0000,      0.0000,      0.0003,      0.0004,     -0.0082,      0.0000,      0.0000,      0.0003,      0.0002,      0.0003,      0.0000,     -0.0000,      0.0013,      0.0004,      0.0060,      0.0178,      0.0263,      0.0008,      0.5134,     51.0925,     47.3923
      52,          0.850000,      0.0222,      0.0000,      0.0000,      0.0000,      0.0005,     -0.0062,      0.0000,      0.0000,      0.0003,      0.0001,      0.0003,      0.0000,     -0.0001,      0.0007,      0.0003,      0.0042,      0.0140,      0.0206,      0.0009,      0.5052,     54.2307,     47.4203
      53,          0.866667,      0.0180,      0.0000,      0.0000,      0.0000,      0.0004,     -0.0050,      0.0000,      0.0000,      0.0003,      0.0001,      0.0003,      0.0000,     -0.0002,      0.0003,      0.0003,      0.0028,      0.0106,      0.0160,      0.0002,      0.4965,     56.7279,     47.4376
      54,          0.883333,      0.0142,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0037,      0.0000,      0.0000,      0.0003,      0.0001,      0.0003,      0.0000,     -0.0002,      0.0000,      0.0002,      0.0017,      0.0083,      0.0124,      0.0006,      0.4875,     58.7651,     47.4500
      55,          0.900000,      0.0111,      0.0000,      0.0000,      0.0000,      0.0006,     -0.0025,      0.0000,      0.0000,      0.0002,      0.0001,      0.0004,      0.0000,     -0.0002,      0.0000,      0.0002,      0.0012,      0.0062,      0.0092,      0.0002,      0.4780,     60.4754,     47.4599
      56,          0.916667,      0.0085,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0018,      0.0000,      0.0000,      0.0002,      0.0001,      0.0003,      0.0000,     -0.0002,      0.0000,      0.0002,      0.0007,      0.0048,      0.0071,      0.0004,      0.4683,     61.9664,     47.4686
      57,          0.933333,      0.0066,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0013,      0.0000,      0.0000,      0.0002,      0.0001,      0.0003,      0.0000,     -0.0002,      0.0000,      0.0001,      0.0003,      0.0036,      0.0053,      0.0012,      0.4582,     63.2604,     47.4754
      58,          0.950000,      0.0048,      0.0000,      0.0000,      0.0000,      0.0001,     -0.0008,      0.0000,      0.0000,      0.0002,      0.0001,      0.0002,      0.0000,     -0.0002,      0.0000,      0.0002,      0.0001,      0.0027,      0.0039,      0.0000,      0.4477,     64.4252,     47.4767
      59,          0.966667,      0.0034,      0.0000,      0.0000,      0.0000,      0.0003,     -0.0006,      0.0000,      0.0000,      0.0002,      0.0001,      0.0002,      0.0000,     -0.0002,      0.0000,      0.0001,      0.0000,      0.0018,      0.0027,      0.0000,      0.4371,     65.4692,     47.4754
      60,          0.983333,      0.0024,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0002,      0.0000,      0.0000,      0.0002,      0.0001,      0.0002,      0.0000,     -0.0002,      0.0000,      0.0001,      0.0000,      0.0014,      0.0020,      0.0000,      0.4262,     66.4123,     47.4730
      61,          1.000000,      0.0020,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0002,      0.0001,      0.0002,      0.0000,     -0.0002,      0.0000,      0.0001,      0.0000,      0.0011,      0.0015,      0.0003,      0.4160,     67.2741,     47.4699
      62,          1.016667,      0.0014,      0.0000,      0.0000,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0002,      0.0001,      0.0002,      0.0000,     -0.0002,      0.0000,      0.0001,      0.0000,      0.0008,      0.0011,      0.0008,      0.4036,     68.0615,     47.4648
      63,          1.033333,      0.0009,      0.0000,      0.0000,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0002,      0.0001,      0.0002,      0.0000,     -0.0002,      0.0000,      0.0001,      0.0000,      0.0004,      0.0007,      0.0011,      0.3933,     68.7825,     47.4526
      64,          1.050000,      0.0005,      0.0000,      0.0000,      0.0000,     -0.0002,      0.0000,      0.0000,      0.0000,      0.0002,      0.0001,      0.0002,      0.0000,     -0.0002,      0.0000,      0.0001,      0.0000,      0.0002,      0.0005,      0.0012,      0.3820,     69.4299,     47.4374
      65,          1.066667,      0.0003,      0.0000,      0.0000,      0.0000,     -0.0004,      0.0000,      0.0000,      0.0000,      0.0002,      0.0001,      0.0002,      0.0000,     -0.0002,      0.0000,      0.0001,      0.0000,      0.0001,      0.0004,      0.0013,      0.3710,     70.0015,     47.4205
      66,          1.083333,      0.0002,      0.0000,      0.0000,      0.0000,     -0.0006,      0.0000,      0.0000,      0.0000,      0.0002,      0.0001,      0.0002,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0003,      0.0011,      0.3603,     70.4463,     47.4026
      67,          1.100000,      0.0001,      0.0000,      0.0000,      0.0000,     -0.0005,      0.0000,      0.0000,      0.0000,      0.0002,      0.0001,      0.0002,      0.0000,     -0.0002,      0.0000,      0.0001,      0.0000,      0.0000,      0.0002,      0.0009,      0.3495,     70.7470,     47.3813
      68,          1.116667,      0.0001,      0.0000,      0.0000,      0.0000,     -0.0002,      0.0000,      0.0000,      0.0000,      0.0001,      0.0001,      0.0002,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0003,      0.0008,      0.3389,     70.9229,     47.3429
      69,          1.133333,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0001,      0.0002,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0003,      0.0003,      0.3281,     71.0172,     47.2993
      70,          1.150000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0001,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0002,      0.0000,      0.3181,     71.0595,     47.2452
      71,          1.166667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0003,      0.0000,      0.0000,      0.0000,      0.0002,      0.0001,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0002,      0.0000,      0.3082,     71.0723,     47.1892
      72,          1.183333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0006,      0.0000,      0.0000,      0.0000,      0.0001,      0.0001,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0003,     -0.0000,      0.2984,     71.0669,     47.1305
      73,          1.200000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0003,      0.0000,      0.2889,     71.0513,     47.0664
      74,          1.216667,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0002,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0002,      0.0006,      0.2798,     71.0301,     46.9997
      75,          1.233333,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0002,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0002,      0.0006,      0.2709,     71.0081,     46.9302
      76,          1.250000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.2624,     70.9871,     46.8586
      77,          1.266667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0004,      0.0001,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,     -0.0000,      0.2541,     70.9663,     46.7835
      78,          1.283333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0002,      0.0000,      0.2461,     70.9460,     46.6954
      79,          1.300000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0002,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,     -0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0001,      0.0006,      0.2385,     70.9257,     46.5987
      80,          1.316667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.2313,     70.9050,     46.4945
      81,          1.333333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.2244,     70.8770,     46.3843
      82,          1.350000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0001,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0001,      0.0006,      0.2178,     70.8429,     46.2681
      83,          1.366667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0001,      0.0000,      0.2115,     70.8001,     46.1470
      84,          1.383333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0003,      0.0001,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.2053,     70.7458,     46.0187
      85,          1.400000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0001,      0.0005,      0.1994,     70.6842,     45.8827
      86,          1.416667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.1937,     70.6090,     45.7397
      87,          1.433333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.1883,     70.5194,     45.5851
      88,          1.450000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0003,      0.0005,      0.1831,     70.4086,     45.4282
      89,          1.466667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.1782,     70.2674,     45.2593
      90,          1.483333,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0001,      0.0000,      0.1735,     70.0833,     45.0770
      91,          1.500000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0001,      0.1691,     69.8489,     44.8815
