"EG15_000 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG15_000.tcf]","Time (h)","SQ Pipe7 [EG15_000]","SQ Pipe6 [EG15_000]","SQ Pipe5 [EG15_000]","SQ Pipe19 [EG15_000]","SQ Pipe3 [EG15_000]","SQ Pipe2 [EG15_000]","SQ Pipe1 [EG15_000]","SQ Pipe0 [EG15_000]","SQ Pipe17 [EG15_000]","SQ Pipe16 [EG15_000]","SQ Pipe15 [EG15_000]","SQ Pipe14 [EG15_000]","SQ Pipe13 [EG15_000]","SQ Pipe12 [EG15_000]","SQ Pipe11 [EG15_000]","SQ Pipe10 [EG15_000]","SQ Pipe9 [EG15_000]","SQ Pipe8 [EG15_000]","SQ Pipe4 [EG15_000]","SQ FC04.1_C [EG15_000]","SQ FC01.2_R [EG15_000]","SQ FC01.1_R [EG15_000]"
      11,          0.166667,      0.1073,      0.1558,      0.2332,      0.2349,      0.0725,      0.0095,      0.0313,      0.0186,     -0.0324,      0.0010,      0.0857,      0.0029,      0.0453,      0.2117,      0.1072,      0.2580,      0.2522,      0.2097,      0.1345,      0.0000,      0.0000,      0.0000
      12,          0.183333,      0.1083,      0.1304,      0.2223,      0.2331,      0.0697,      0.0076,      0.0289,      0.0171,     -0.0225,      0.0008,      0.0673,      0.0057,      0.0410,      0.1862,      0.0938,      0.2507,      0.2510,      0.2121,      0.1351,      0.0000,      0.0000,      0.0000
      13,          0.200000,      0.1074,      0.1106,      0.2105,      0.2285,      0.0695,      0.0089,      0.0238,      0.0143,     -0.0162,      0.0008,      0.0521,      0.0073,      0.0362,      0.1594,      0.0854,      0.2420,      0.2474,      0.2101,      0.1364,      0.0000,      0.0000,      0.0000
      14,          0.216667,      0.1064,      0.1000,      0.1896,      0.2233,      0.0680,      0.0093,      0.0206,      0.0116,     -0.0151,      0.0006,      0.0472,      0.0038,      0.0287,      0.1376,      0.0708,      0.2296,      0.2432,      0.2078,      0.1369,      0.0000,      0.0000,      0.8724
      15,          0.233333,      0.1055,      0.0898,      0.1684,      0.2174,      0.0659,      0.0093,      0.0195,      0.0120,     -0.0148,      0.0007,      0.0428,      0.0015,      0.0222,      0.1201,      0.0586,      0.2142,      0.2385,      0.2054,      0.1355,      0.0000,      0.0000,      1.8008
      16,          0.250000,      0.1046,      0.0804,      0.1492,      0.2105,      0.0641,      0.0087,      0.0173,      0.0105,     -0.0131,      0.0006,      0.0371,      0.0011,      0.0194,      0.1078,      0.0515,      0.1963,      0.2332,      0.2032,      0.1335,      0.0000,      0.0000,      2.4688
      17,          0.266667,      0.1043,      0.0676,      0.1306,      0.2032,      0.0622,      0.0073,      0.0164,      0.0100,     -0.0099,      0.0006,      0.0307,      0.0018,      0.0172,      0.0975,      0.0455,      0.1785,      0.2285,      0.2026,      0.1305,      0.0000,      0.0000,      2.9900
      18,          0.283333,      0.1034,      0.0573,      0.1139,      0.1937,      0.0614,      0.0063,      0.0145,      0.0087,     -0.0076,      0.0005,      0.0252,      0.0019,      0.0154,      0.0895,      0.0411,      0.1615,      0.2220,      0.2003,      0.1279,      0.0000,      0.0000,      3.4291
      19,          0.300000,      0.1024,      0.0499,      0.1022,      0.1813,      0.0596,      0.0050,      0.0110,      0.0070,     -0.0063,      0.0005,      0.0216,      0.0013,      0.0126,      0.0793,      0.0351,      0.1458,      0.2151,      0.1978,      0.1249,      0.0000,      0.0000,      3.7830
      20,          0.316667,      0.1013,      0.0450,      0.0931,      0.1678,      0.0576,      0.0031,      0.0076,      0.0053,     -0.0056,      0.0004,      0.0192,      0.0010,      0.0105,      0.0687,      0.0299,      0.1303,      0.2068,      0.1950,      0.1209,      0.0000,      0.0000,      4.2773
      21,          0.333333,      0.1000,      0.0380,      0.0839,      0.1538,      0.0554,      0.0009,      0.0044,      0.0039,     -0.0045,      0.0004,      0.0158,      0.0006,      0.0087,      0.0603,      0.0256,      0.1179,      0.1970,      0.1919,      0.1164,      0.0000,      0.0000,      4.7758
      22,          0.350000,      0.0985,      0.0344,      0.0749,      0.1394,      0.0531,     -0.0002,      0.0009,      0.0024,     -0.0039,      0.0004,      0.0140,      0.0003,      0.0072,      0.0535,      0.0222,      0.1081,      0.1864,      0.1880,      0.1116,      0.0000,      0.0000,      5.2782
      23,          0.366667,      0.0970,      0.0287,      0.0644,      0.1242,      0.0503,     -0.0020,     -0.0010,      0.0016,     -0.0029,      0.0004,      0.0114,      0.0005,      0.0066,      0.0489,      0.0201,      0.1023,      0.1739,      0.1842,      0.1059,      0.0000,      0.0000,      5.8236
      24,          0.383333,      0.0958,      0.0229,      0.0536,      0.1080,      0.0477,     -0.0061,     -0.0048,      0.0002,     -0.0019,      0.0004,      0.0086,      0.0005,      0.0055,      0.0430,      0.0172,      0.0917,      0.1629,      0.1814,      0.1003,      0.0000,      0.0000,      6.5092
      25,          0.400000,      0.0944,      0.0177,      0.0432,      0.0920,      0.0446,     -0.0094,     -0.0073,      0.0000,     -0.0011,      0.0004,      0.0063,      0.0006,      0.0048,      0.0389,      0.0153,      0.0842,      0.1507,      0.1779,      0.0941,      0.0000,      0.0000,      7.2117
      26,          0.416667,      0.0928,      0.0132,      0.0343,      0.0760,      0.0413,     -0.0126,     -0.0089,     -0.0008,     -0.0005,      0.0003,      0.0043,      0.0005,      0.0040,      0.0348,      0.0135,      0.0754,      0.1384,      0.1740,      0.0868,      0.0000,      0.0000,      8.0269
      27,          0.433333,      0.0911,      0.0097,      0.0266,      0.0597,      0.0370,     -0.0158,     -0.0089,     -0.0011,     -0.0001,      0.0003,      0.0029,      0.0003,      0.0032,      0.0299,      0.0111,      0.0674,      0.1258,      0.1698,      0.0761,      0.0000,      0.0000,      8.9891
      28,          0.450000,      0.0901,      0.0051,      0.0158,      0.0400,      0.0297,     -0.0172,     -0.0084,     -0.0013,      0.0000,      0.0003,      0.0012,      0.0003,      0.0027,      0.0270,      0.0099,      0.0620,      0.1198,      0.1676,      0.0588,      0.0000,      0.0000,     10.1407
      29,          0.466667,      0.0876,      0.0025,      0.0097,      0.0270,      0.0236,     -0.0183,     -0.0065,     -0.0009,      0.0000,      0.0003,      0.0004,      0.0000,      0.0021,      0.0234,      0.0082,      0.0549,      0.1061,      0.1617,      0.0442,      0.0000,      0.0000,     11.3503
      30,          0.483333,      0.0840,      0.0012,      0.0059,      0.0183,      0.0179,     -0.0195,     -0.0042,     -0.0004,      0.0000,      0.0003,      0.0000,      0.0000,      0.0014,      0.0193,      0.0064,      0.0469,      0.0940,      0.1539,      0.0317,      0.0000,      0.0000,     13.1022
      31,          0.500000,      0.0804,      0.0005,      0.0036,      0.0125,      0.0133,     -0.0195,     -0.0022,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0011,      0.0173,      0.0056,      0.0430,      0.0862,      0.1467,      0.0219,      0.0000,      0.0000,     14.9184
      32,          0.516667,      0.0752,      0.0000,      0.0020,      0.0083,      0.0097,     -0.0196,     -0.0013,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0007,      0.0144,      0.0043,      0.0370,      0.0776,      0.1362,      0.0151,      0.0000,      0.0000,     16.8542
      33,          0.533333,      0.0695,      0.0000,      0.0011,      0.0057,      0.0068,     -0.0195,     -0.0003,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0003,      0.0108,      0.0029,      0.0294,      0.0660,      0.1242,      0.0098,      0.0000,      2.6206,     19.5766
      34,          0.550000,      0.0646,      0.0000,      0.0008,      0.0044,      0.0054,     -0.0188,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0001,      0.0090,      0.0022,      0.0254,      0.0576,      0.1143,      0.0073,      0.0000,      3.6561,     23.3379
      35,          0.566667,      0.0598,      0.0000,      0.0005,      0.0036,      0.0044,     -0.0175,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0000,      0.0073,      0.0016,      0.0216,      0.0505,      0.1044,      0.0060,      0.0000,      4.7953,     27.8980
      36,          0.583333,      0.0551,      0.0000,      0.0003,      0.0028,      0.0036,     -0.0161,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0060,      0.0012,      0.0183,      0.0442,      0.0944,      0.0048,      0.0000,      5.4861,     30.9843
      37,          0.600000,      0.0449,      0.0000,      0.0000,      0.0016,      0.0021,     -0.0130,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0000,      0.0026,      0.0001,      0.0108,      0.0311,      0.0735,      0.0033,      0.0000,      6.7880,     33.8573
      38,          0.616667,      0.0389,      0.0000,      0.0000,      0.0004,      0.0013,     -0.0112,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0000,      0.0020,      0.0000,      0.0087,      0.0252,      0.0621,      0.0007,      0.0000,      8.1484,     36.3338
      39,          0.633333,      0.0335,      0.0000,      0.0000,      0.0012,      0.0014,     -0.0091,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0000,      0.0017,      0.0000,      0.0076,      0.0218,      0.0532,      0.0019,      0.0000,     10.1345,     38.4640
      40,          0.650000,      0.0290,      0.0000,      0.0000,      0.0011,      0.0015,     -0.0071,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0000,      0.0016,      0.0000,      0.0069,      0.0194,      0.0459,      0.0018,      0.0000,     12.2032,     40.3588
      41,          0.666667,      0.0257,      0.0000,      0.0000,      0.0009,      0.0009,     -0.0062,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0000,      0.0010,      0.0000,      0.0052,      0.0164,      0.0405,      0.0011,      0.0000,     14.7682,     42.1248
      42,          0.683333,      0.0182,      0.0000,      0.0000,      0.0001,      0.0002,     -0.0042,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0015,      0.0093,      0.0277,      0.0006,      0.0000,     17.7377,     43.7717
      43,          0.700000,      0.0154,      0.0000,      0.0000,      0.0000,      0.0002,     -0.0038,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0014,      0.0076,      0.0236,      0.0000,      0.0000,     20.7403,     45.0704
      44,          0.716667,      0.0135,      0.0000,      0.0000,      0.0004,      0.0005,     -0.0026,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0019,      0.0077,      0.0208,      0.0008,      0.0000,     23.7989,     45.9538
      45,          0.733333,      0.0119,      0.0000,      0.0000,      0.0005,      0.0004,     -0.0019,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0021,      0.0076,      0.0187,      0.0005,      0.0000,     26.4491,     46.5136
      46,          0.750000,      0.0109,      0.0000,      0.0000,      0.0003,      0.0000,     -0.0019,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0011,      0.0061,      0.0170,      0.0002,      0.0000,     28.9550,     46.8591
      47,          0.766667,      0.0053,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0008,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0003,      0.0011,      0.0073,      0.0000,      0.0000,     31.5910,     47.0775
      48,          0.783333,      0.0048,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0009,      0.0001,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0016,      0.0079,     -0.0001,      0.0000,     34.5437,     47.2012
      49,          0.800000,      0.0044,      0.0000,      0.0000,      0.0006,      0.0004,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0006,      0.0029,      0.0072,      0.0011,      0.0000,     38.1620,     47.2760
      50,          0.816667,      0.0047,      0.0000,      0.0001,      0.0004,      0.0000,     -0.0003,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0010,      0.0035,      0.0079,      0.0000,      0.0000,     42.2836,     47.3293
      51,          0.833333,      0.0039,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0002,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0014,      0.0062,      0.0000,      0.0000,     46.6653,     47.3690
      52,          0.850000,      0.0006,      0.0000,     -0.0002,     -0.0005,      0.0000,      0.0000,      0.0000,     -0.0002,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,     -0.0003,      0.0000,     -0.0011,     -0.0008,      0.0007,      0.0000,      0.0000,     50.6181,     47.3989
      53,          0.866667,      0.0017,      0.0000,      0.0000,     -0.0003,      0.0000,     -0.0003,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0027,     -0.0001,      0.0000,     53.7512,     47.4174
      54,          0.883333,      0.0011,      0.0000,      0.0002,      0.0012,      0.0009,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0005,      0.0015,      0.0024,      0.0019,      0.0000,     56.2017,     47.4306
      55,          0.900000,      0.0022,      0.0000,      0.0001,      0.0005,      0.0000,      0.0000,      0.0004,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0004,      0.0019,      0.0040,      0.0000,      0.0000,     58.1432,     47.4414
      56,          0.916667,      0.0006,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0001,      0.0000,      0.0014,      0.0000,      0.0000,     59.7291,     47.4505
      57,          0.933333,      0.0000,      0.0000,     -0.0001,     -0.0006,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,     -0.0001,      0.0000,     -0.0010,     -0.0009,      0.0000,     -0.0001,      0.0000,     61.0814,     47.4586
      58,          0.950000,      0.0006,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0003,      0.0014,      0.0000,      0.0000,     62.2545,     47.4606
      59,          0.966667,      0.0001,      0.0000,      0.0004,      0.0016,      0.0004,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0005,      0.0010,      0.0008,      0.0014,      0.0000,     63.2911,     47.4600
      60,          0.983333,      0.0010,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0007,      0.0020,      0.0000,      0.0000,     64.2245,     47.4580
      61,          1.000000,      0.0000,      0.0000,     -0.0001,     -0.0002,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0003,     -0.0005,      0.0000,      0.0000,      0.0000,     65.0886,     47.4553
      62,          1.016667,      0.0003,      0.0000,      0.0000,     -0.0003,     -0.0003,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,     -0.0007,     -0.0008,      0.0000,     -0.0000,      0.0000,     65.8661,     47.4512
      63,          1.033333,      0.0001,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0003,      0.0005,      0.0000,      0.0000,     66.5754,     47.4397
      64,          1.050000,      0.0000,      0.0000,      0.0001,      0.0009,      0.0002,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0003,      0.0007,      0.0007,      0.0008,      0.0000,     67.2392,     47.4249
      65,          1.066667,      0.0004,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0010,      0.0000,      0.0000,     67.9296,     47.4084
      66,          1.083333,     -0.0002,      0.0000,     -0.0001,     -0.0002,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0003,     -0.0009,     -0.0011,      0.0000,      0.0000,     68.5846,     47.3910
      67,          1.100000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,     69.1538,     47.3702
      68,          1.116667,      0.0000,      0.0000,      0.0000,      0.0001,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0004,      0.0000,      0.0002,      0.0000,     69.6766,     47.3323
      69,          1.133333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0000,     70.1274,     47.2872
      70,          1.150000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     70.4757,     47.2341
      71,          1.166667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,     70.7022,     47.1787
      72,          1.183333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     70.8413,     47.1213
      73,          1.200000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     70.9162,     47.0573
      74,          1.216667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     70.9469,     46.9908
      75,          1.233333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     70.9525,     46.9213
      76,          1.250000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     70.9435,     46.8497
      77,          1.266667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     70.9268,     46.7743
      78,          1.283333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     70.9057,     46.6856
      79,          1.300000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     70.8814,     46.5880
      80,          1.316667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     70.8533,     46.4831
      81,          1.333333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     70.8194,     46.3730
      82,          1.350000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     70.7797,     46.2575
      83,          1.366667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     70.7321,     46.1361
      84,          1.383333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     70.6743,     46.0077
      85,          1.400000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     70.6037,     45.8722
      86,          1.416667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     70.5149,     45.7282
      87,          1.433333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     70.4027,     45.5737
      88,          1.450000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     70.2609,     45.4136
      89,          1.466667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     70.0789,     45.2438
      90,          1.483333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     69.8403,     45.0595
      91,          1.500000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     69.5317,     44.8611
      92,          1.516667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     69.1681,     44.6435
