"EG15_003 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG15_003.tcf]","Time (h)","H FC01.1_R.1 [EG15_003]","H FC01.1_R.2 [EG15_003]","H FC01.2_R.1 [EG15_003]","H FC01.2_R.2 [EG15_003]","H FC04.1_C.1 [EG15_003]","H FC04.1_C.2 [EG15_003]","H Pipe16.2 [EG15_003]","H Pit1 [EG15_003]","H Pit1.1 [EG15_003]","H Pit10 [EG15_003]","H Pit10.1 [EG15_003]","H Pit11 [EG15_003]","H Pit11.1 [EG15_003]","H Pit12 [EG15_003]","H Pit12.1 [EG15_003]","H Pit13 [EG15_003]","H Pit13.1 [EG15_003]","H Pit14 [EG15_003]","H Pit14.1 [EG15_003]","H Pit15 [EG15_003]","H Pit15.1 [EG15_003]","H Pit16 [EG15_003]","H Pit16.1 [EG15_003]","H Pit17 [EG15_003]","H Pit17.1 [EG15_003]","H Pit18 [EG15_003]","H Pit18.1 [EG15_003]","H Pit19 [EG15_003]","H Pit19.1 [EG15_003]","H Pit2 [EG15_003]","H Pit2.1 [EG15_003]","H Pit3 [EG15_003]","H Pit3.1 [EG15_003]","H Pit4 [EG15_003]","H Pit4.1 [EG15_003]","H Pit5 [EG15_003]","H Pit5.1 [EG15_003]","H Pit6 [EG15_003]","H Pit6.1 [EG15_003]","H Pit7 [EG15_003]","H Pit7.1 [EG15_003]","H Pit8 [EG15_003]","H Pit8.1 [EG15_003]","H Pit9 [EG15_003]","H Pit9.1 [EG15_003]"
      31,          0.500000,     46.9455,     45.6558,     38.3102,     38.2590,     43.6444,     42.9743,     43.2490,     43.3199,     43.3208,     43.2514,     43.2467,     43.2490,     43.2467,     43.2481,     43.2468,     43.2496,     43.2469,     43.2528,     43.2468,     43.2586,     43.2465,     43.2700,     43.2472,     43.3573,     43.3649,     43.4034,     43.4265,     43.4202,     43.4604,     43.3197,     43.3191,     43.3185,     43.3240,     43.3431,     43.3651,     43.3518,     43.3714,     43.3685,     43.3728,     43.3005,     43.2621,     43.2565,     43.2460,     43.2564,     43.2463
      32,          0.516667,     47.0669,     45.7503,     38.3577,     38.3233,     43.6491,     42.9773,     43.2647,     43.3224,     43.3224,     43.2669,     43.2627,     43.2646,     43.2627,     43.2638,     43.2628,     43.2652,     43.2627,     43.2683,     43.2628,     43.2737,     43.2628,     43.2836,     43.2635,     43.3640,     43.3660,     43.4046,     43.4270,     43.4210,     43.4606,     43.3224,     43.3213,     43.3238,     43.3281,     43.3459,     43.3666,     43.3544,     43.3727,     43.3703,     43.3739,     43.3032,     43.2719,     43.2752,     43.2620,     43.2714,     43.2624
      33,          0.533333,     47.2253,     45.8589,     38.4426,     38.4077,     43.6531,     42.9798,     43.2794,     43.3248,     43.3246,     43.2815,     43.2778,     43.2794,     43.2777,     43.2788,     43.2781,     43.2800,     43.2781,     43.2826,     43.2780,     43.2874,     43.2778,     43.2962,     43.2779,     43.3666,     43.3670,     43.4059,     43.4274,     43.4219,     43.4609,     43.3257,     43.3233,     43.3279,     43.3307,     43.3483,     43.3679,     43.3566,     43.3739,     43.3722,     43.3750,     43.3140,     43.2832,     43.2885,     43.2773,     43.2856,     43.2775
      34,          0.550000,     47.4490,     45.9931,     38.5464,     38.5088,     43.6566,     42.9821,     43.2930,     43.3277,     43.3269,     43.2954,     43.2921,     43.2934,     43.2921,     43.2926,     43.2920,     43.2936,     43.2921,     43.2958,     43.2920,     43.3001,     43.2919,     43.3079,     43.2921,     43.3700,     43.3681,     43.4070,     43.4279,     43.4227,     43.4611,     43.3291,     43.3258,     43.3322,     43.3336,     43.3509,     43.3694,     43.3589,     43.3751,     43.3743,     43.3761,     43.3235,     43.2953,     43.3023,     43.2913,     43.2992,     43.2919
      35,          0.566667,     47.7019,     46.1415,     38.6553,     38.6148,     43.6596,     42.9840,     43.3062,     43.3312,     43.3299,     43.3085,     43.3055,     43.3067,     43.3055,     43.3060,     43.3057,     43.3068,     43.3057,     43.3087,     43.3057,     43.3123,     43.3056,     43.3193,     43.3055,     43.3727,     43.3690,     43.4083,     43.4283,     43.4235,     43.4614,     43.3329,     43.3289,     43.3363,     43.3361,     43.3534,     43.3706,     43.3612,     43.3762,     43.3762,     43.3771,     43.3333,     43.3075,     43.3152,     43.3049,     43.3120,     43.3053
      36,          0.583333,     47.9728,     46.2587,     38.7785,     38.7329,     43.6622,     42.9857,     43.3185,     43.3356,     43.3341,     43.3209,     43.3182,     43.3192,     43.3182,     43.3185,     43.3183,     43.3191,     43.3183,     43.3206,     43.3182,     43.3237,     43.3180,     43.3298,     43.3177,     43.3766,     43.3704,     43.4094,     43.4286,     43.4242,     43.4613,     43.3374,     43.3334,     43.3402,     43.3383,     43.3560,     43.3718,     43.3635,     43.3774,     43.3782,     43.3783,     43.3418,     43.3195,     43.3284,     43.3180,     43.3242,     43.3180
      37,          0.600000,     48.2480,     46.3593,     38.9098,     38.8486,     43.6642,     42.9868,     43.3300,     43.3417,     43.3403,     43.3323,     43.3302,     43.3309,     43.3301,     43.3303,     43.3303,     43.3306,     43.3302,     43.3317,     43.3302,     43.3340,     43.3300,     43.3385,     43.3298,     43.3810,     43.3716,     43.4108,     43.4289,     43.4251,     43.4614,     43.3435,     43.3402,     43.3470,     43.3406,     43.3592,     43.3730,     43.3661,     43.3785,     43.3800,     43.3794,     43.3495,     43.3309,     43.3404,     43.3297,     43.3352,     43.3299
      38,          0.616667,     48.5045,     46.4430,     39.0423,     38.9645,     43.6658,     42.9878,     43.3407,     43.3488,     43.3478,     43.3430,     43.3412,     43.3417,     43.3412,     43.3412,     43.3412,     43.3412,     43.3412,     43.3420,     43.3412,     43.3436,     43.3410,     43.3470,     43.3409,     43.3841,     43.3735,     43.4121,     43.4290,     43.4258,     43.4613,     43.3503,     43.3472,     43.3535,     43.3455,     43.3631,     43.3747,     43.3694,     43.3801,     43.3824,     43.3810,     43.3586,     43.3415,     43.3503,     43.3408,     43.3456,     43.3410
      39,          0.633333,     48.7415,     46.5125,     39.1934,     39.0896,     43.6670,     42.9884,     43.3510,     43.3566,     43.3559,     43.3531,     43.3516,     43.3520,     43.3516,     43.3516,     43.3517,     43.3516,     43.3518,     43.3521,     43.3517,     43.3532,     43.3516,     43.3556,     43.3515,     43.3876,     43.3761,     43.4136,     43.4292,     43.4266,     43.4610,     43.3578,     43.3557,     43.3604,     43.3527,     43.3685,     43.3771,     43.3739,     43.3822,     43.3855,     43.3832,     43.3670,     43.3514,     43.3594,     43.3511,     43.3553,     43.3514
      40,          0.650000,     48.9653,     46.5711,     39.3606,     39.2218,     43.6677,     42.9889,     43.3607,     43.3649,     43.3645,     43.3626,     43.3614,     43.3616,     43.3613,     43.3614,     43.3615,     43.3613,     43.3615,     43.3615,     43.3614,     43.3623,     43.3613,     43.3640,     43.3611,     43.3915,     43.3794,     43.4153,     43.4295,     43.4276,     43.4609,     43.3658,     43.3646,     43.3678,     43.3615,     43.3742,     43.3802,     43.3788,     43.3851,     43.3890,     43.3862,     43.3751,     43.3610,     43.3683,     43.3610,     43.3645,     43.3612
      41,          0.666667,     49.1819,     46.6225,     39.5426,     39.3571,     43.6681,     42.9892,     43.3699,     43.3733,     43.3732,     43.3715,     43.3706,     43.3707,     43.3706,     43.3706,     43.3707,     43.3705,     43.3707,     43.3706,     43.3707,     43.3711,     43.3706,     43.3724,     43.3705,     43.3958,     43.3837,     43.4173,     43.4300,     43.4288,     43.4609,     43.3738,     43.3733,     43.3753,     43.3705,     43.3803,     43.3842,     43.3841,     43.3885,     43.3932,     43.3899,     43.3830,     43.3700,     43.3766,     43.3702,     43.3733,     43.3704
      42,          0.683333,     49.3904,     46.6658,     39.7191,     39.4826,     43.6681,     42.9891,     43.3786,     43.3810,     43.3810,     43.3800,     43.3792,     43.3792,     43.3792,     43.3792,     43.3793,     43.3791,     43.3793,     43.3792,     43.3793,     43.3795,     43.3793,     43.3804,     43.3792,     43.3992,     43.3883,     43.4194,     43.4306,     43.4301,     43.4607,     43.3814,     43.3811,     43.3825,     43.3789,     43.3864,     43.3890,     43.3895,     43.3927,     43.3977,     43.3941,     43.3913,     43.3785,     43.3845,     43.3788,     43.3815,     43.3790
      43,          0.700000,     49.5581,     46.7716,     39.8829,     39.5937,     43.6678,     42.9888,     43.3866,     43.3889,     43.3889,     43.3879,     43.3873,     43.3873,     43.3872,     43.3873,     43.3873,     43.3872,     43.3874,     43.3872,     43.3873,     43.3873,     43.3872,     43.3880,     43.3872,     43.4060,     43.3942,     43.4218,     43.4315,     43.4317,     43.4606,     43.3887,     43.3884,     43.3897,     43.3872,     43.3928,     43.3944,     43.3953,     43.3976,     43.4030,     43.3991,     43.3969,     43.3865,     43.3918,     43.3870,     43.3892,     43.3871
      44,          0.716667,     49.6729,     46.9152,     40.0368,     39.6909,     43.6672,     42.9884,     43.3944,     43.3961,     43.3962,     43.3953,     43.3949,     43.3949,     43.3949,     43.3950,     43.3951,     43.3950,     43.3951,     43.3951,     43.3951,     43.3951,     43.3951,     43.3956,     43.3950,     43.4115,     43.4003,     43.4246,     43.4328,     43.4341,     43.4607,     43.3964,     43.3964,     43.3969,     43.3950,     43.3995,     43.4006,     43.4015,     43.4031,     43.4085,     43.4045,     43.4033,     43.3941,     43.3987,     43.3946,     43.3964,     43.3948
