"EG15_003 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG15_003.tcf]","Time (h)","SQ Pipe7 [EG15_003]","SQ Pipe6 [EG15_003]","SQ Pipe5 [EG15_003]","SQ Pipe19 [EG15_003]","SQ Pipe3 [EG15_003]","SQ Pipe2 [EG15_003]","SQ Pipe1 [EG15_003]","SQ Pipe0 [EG15_003]","SQ Pipe17 [EG15_003]","SQ Pipe16 [EG15_003]","SQ Pipe15 [EG15_003]","SQ Pipe14 [EG15_003]","SQ Pipe13 [EG15_003]","SQ Pipe12 [EG15_003]","SQ Pipe11 [EG15_003]","SQ Pipe10 [EG15_003]","SQ Pipe9 [EG15_003]","SQ Pipe8 [EG15_003]","SQ Pipe4 [EG15_003]","SQ FC04.1_C [EG15_003]","SQ FC01.2_R [EG15_003]","SQ FC01.1_R [EG15_003]"
      20,          0.316667,      0.1277,      0.1818,      0.2196,      0.2167,      0.0952,      0.0149,      0.0722,     -0.0018,     -0.0358,      0.0009,      0.0962,      0.0072,      0.0543,      0.2207,      0.1175,      0.2675,      0.2533,      0.2066,      0.1338,      0.1654,      0.2188,      4.8963
      21,          0.333333,      0.1225,      0.1553,      0.2148,      0.2130,      0.0999,      0.0165,      0.0648,      0.0044,     -0.0283,      0.0006,      0.0819,      0.0061,      0.0466,      0.2052,      0.1034,      0.2602,      0.2519,      0.2034,      0.1429,      0.2048,     -0.0037,      5.4041
      22,          0.350000,      0.1201,      0.1304,      0.2140,      0.2171,      0.0869,      0.0188,      0.0478,      0.0093,     -0.0197,      0.0010,      0.0643,      0.0097,      0.0443,      0.1821,      0.0977,      0.2540,      0.2468,      0.2018,      0.1468,      0.2430,      1.2346,      5.9096
      23,          0.366667,      0.1201,      0.1078,      0.2059,      0.2103,      0.0814,      0.0203,      0.0414,      0.0135,     -0.0163,      0.0007,      0.0522,      0.0068,      0.0365,      0.1598,      0.0848,      0.2458,      0.2436,      0.2003,      0.1554,      0.2792,      1.4575,      6.4491
      24,          0.383333,      0.1191,      0.0980,      0.1872,      0.2023,      0.0801,      0.0211,      0.0422,      0.0168,     -0.0149,      0.0007,      0.0473,      0.0043,      0.0288,      0.1366,      0.0703,      0.2350,      0.2399,      0.1987,      0.1580,      0.3129,     -0.5777,      7.1114
      25,          0.400000,      0.1183,      0.0902,      0.1668,      0.1975,      0.0779,      0.0213,      0.0383,      0.0162,     -0.0139,      0.0007,      0.0427,      0.0027,      0.0238,      0.1211,      0.0596,      0.2204,      0.2351,      0.1968,      0.1582,      0.3443,     -1.1504,      7.9048
      26,          0.416667,      0.1173,      0.0799,      0.1418,      0.1983,      0.0736,      0.0214,      0.0251,      0.0137,     -0.0120,      0.0008,      0.0376,      0.0015,      0.0197,      0.1098,      0.0520,      0.2016,      0.2325,      0.1949,      0.1513,      0.3721,      1.5733,      8.7993
      27,          0.433333,      0.1162,      0.0677,      0.1303,      0.1925,      0.0714,      0.0212,      0.0207,      0.0086,     -0.0096,      0.0006,      0.0307,      0.0017,      0.0176,      0.0998,      0.0465,      0.1872,      0.2235,      0.1924,      0.1482,      0.3972,     -0.8606,      9.8329
      28,          0.450000,      0.1153,      0.0553,      0.1068,      0.1861,      0.0700,      0.0203,      0.0174,      0.0073,     -0.0069,      0.0006,      0.0242,      0.0018,      0.0155,      0.0910,      0.0415,      0.1676,      0.2188,      0.1902,      0.1458,      0.4208,      4.5811,     10.9910
      29,          0.466667,      0.1144,      0.0470,      0.0918,      0.1761,      0.0675,      0.0191,      0.0121,      0.0050,     -0.0055,      0.0005,      0.0199,      0.0023,      0.0139,      0.0817,      0.0366,      0.1508,      0.2125,      0.1880,      0.1411,      0.4420,      0.2060,     12.3982
      30,          0.483333,      0.1134,      0.0422,      0.0874,      0.1616,      0.0648,      0.0174,      0.0061,      0.0027,     -0.0051,      0.0004,      0.0176,      0.0012,      0.0112,      0.0707,      0.0309,      0.1342,      0.2052,      0.1858,      0.1354,      0.4602,      0.3416,     14.0939
      31,          0.500000,      0.1123,      0.0356,      0.0785,      0.1485,      0.0622,      0.0153,      0.0001,      0.0013,     -0.0039,      0.0005,      0.0146,      0.0009,      0.0091,      0.0615,      0.0262,      0.1134,      0.1999,      0.1832,      0.1305,      0.4760,      8.3813,     15.9093
      32,          0.516667,      0.1109,      0.0322,      0.0707,      0.1344,      0.0591,      0.0126,     -0.0039,      0.0000,     -0.0033,      0.0004,      0.0130,      0.0007,      0.0077,      0.0541,      0.0228,      0.1088,      0.1866,      0.1800,      0.1243,      0.4906,      6.4264,     17.8222
      33,          0.533333,      0.1094,      0.0260,      0.0599,      0.1190,      0.0566,      0.0097,     -0.0090,     -0.0009,     -0.0025,      0.0004,      0.0100,      0.0003,      0.0065,      0.0486,      0.0200,      0.0990,      0.1761,      0.1765,      0.1190,      0.5032,      7.1495,     20.4186
      34,          0.550000,      0.1081,      0.0212,      0.0503,      0.1035,      0.0540,      0.0065,     -0.0144,     -0.0028,     -0.0016,      0.0003,      0.0078,      0.0008,      0.0057,      0.0431,      0.0175,      0.0910,      0.1647,      0.1735,      0.1137,      0.5142,      8.2671,     24.2868
      35,          0.566667,      0.1066,      0.0162,      0.0400,      0.0875,      0.0511,      0.0034,     -0.0184,     -0.0045,     -0.0009,      0.0004,      0.0056,      0.0005,      0.0049,      0.0394,      0.0157,      0.0839,      0.1528,      0.1701,      0.1076,      0.5239,      9.4982,     28.5466
      36,          0.583333,      0.1049,      0.0124,      0.0327,      0.0702,      0.0483,      0.0003,     -0.0192,     -0.0052,     -0.0003,      0.0003,      0.0039,      0.0006,      0.0043,      0.0357,      0.0139,      0.0762,      0.1401,      0.1662,      0.1015,      0.5323,     10.8704,     31.5541
      37,          0.600000,      0.1029,      0.0074,      0.0217,      0.0523,      0.0432,     -0.0019,     -0.0165,     -0.0050,      0.0000,      0.0003,      0.0020,      0.0003,      0.0031,      0.0295,      0.0109,      0.0671,      0.1271,      0.1617,      0.0914,      0.5387,     12.3945,     34.3423
      38,          0.616667,      0.1008,      0.0038,      0.0131,      0.0346,      0.0370,     -0.0050,     -0.0144,     -0.0036,      0.0000,      0.0003,      0.0007,      0.0001,      0.0024,      0.0250,      0.0090,      0.0581,      0.1146,      0.1568,      0.0774,      0.5441,     13.9718,     36.7506
      39,          0.633333,      0.0982,      0.0016,      0.0073,      0.0217,      0.0290,     -0.0078,     -0.0100,     -0.0024,      0.0000,      0.0003,      0.0000,      0.0000,      0.0017,      0.0208,      0.0070,      0.0501,      0.1029,      0.1510,      0.0589,      0.5478,     16.1345,     38.8435
      40,          0.650000,      0.0953,      0.0006,      0.0041,      0.0142,      0.0217,     -0.0100,     -0.0059,     -0.0014,      0.0000,      0.0003,      0.0000,      0.0000,      0.0012,      0.0173,      0.0056,      0.0428,      0.0920,      0.1445,      0.0424,      0.5500,     18.6599,     40.7199
      41,          0.666667,      0.0922,      0.0000,      0.0021,      0.0090,      0.0154,     -0.0116,     -0.0028,     -0.0004,      0.0000,      0.0002,      0.0000,      0.0000,      0.0008,      0.0145,      0.0044,      0.0372,      0.0824,      0.1367,      0.0287,      0.5515,     21.5652,     42.4575
      42,          0.683333,      0.0886,      0.0000,      0.0010,      0.0052,      0.0109,     -0.0126,     -0.0015,     -0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0005,      0.0121,      0.0034,      0.0322,      0.0712,      0.1278,      0.0194,      0.5516,     24.3613,     44.0664
      43,          0.700000,      0.0843,      0.0000,      0.0004,      0.0034,      0.0078,     -0.0138,     -0.0010,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0003,      0.0097,      0.0024,      0.0267,      0.0629,      0.1179,      0.0132,      0.5505,     26.9349,     45.3192
      44,          0.716667,      0.0789,      0.0000,      0.0000,      0.0022,      0.0054,     -0.0139,     -0.0001,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0000,      0.0077,      0.0017,      0.0222,      0.0541,      0.1073,      0.0091,      0.5486,     29.4619,     46.1575
      45,          0.733333,      0.0732,      0.0000,      0.0000,      0.0016,      0.0040,     -0.0136,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0000,      0.0059,      0.0012,      0.0184,      0.0463,      0.0968,      0.0068,      0.5459,     31.7918,     46.6881
      46,          0.750000,      0.0665,      0.0000,      0.0000,      0.0011,      0.0029,     -0.0121,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0000,      0.0045,      0.0007,      0.0149,      0.0388,      0.0844,      0.0054,      0.5426,     34.1595,     47.0192
      47,          0.766667,      0.0593,      0.0000,      0.0000,      0.0007,      0.0023,     -0.0102,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0000,      0.0031,      0.0003,      0.0116,      0.0323,      0.0724,      0.0045,      0.5379,     36.7150,     47.2288
      48,          0.783333,      0.0531,      0.0000,      0.0000,      0.0004,      0.0018,     -0.0089,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0000,      0.0023,      0.0001,      0.0093,      0.0270,      0.0616,      0.0038,      0.5322,     39.7273,     47.3465
      49,          0.800000,      0.0465,      0.0000,      0.0000,      0.0005,      0.0012,     -0.0073,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0000,      0.0015,      0.0000,      0.0071,      0.0219,      0.0521,      0.0029,      0.5262,     43.3630,     47.4251
      50,          0.816667,      0.0398,      0.0000,      0.0000,      0.0001,      0.0012,     -0.0057,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0000,      0.0009,      0.0000,      0.0051,      0.0178,      0.0434,      0.0023,      0.5194,     47.4182,     47.4737
      51,          0.833333,      0.0336,      0.0000,      0.0000,      0.0000,      0.0007,     -0.0046,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0004,      0.0000,      0.0037,      0.0142,      0.0360,      0.0014,      0.5123,     51.1398,     47.5137
      52,          0.850000,      0.0281,      0.0000,      0.0000,      0.0000,      0.0004,     -0.0035,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0025,      0.0112,      0.0292,      0.0013,      0.5041,     54.2817,     47.5414
      53,          0.866667,      0.0232,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0028,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0017,      0.0086,      0.0237,      0.0008,      0.4955,     56.8009,     47.5623
      54,          0.883333,      0.0189,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0019,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0010,      0.0069,      0.0193,      0.0006,      0.4864,     58.8408,     47.5735
      55,          0.900000,      0.0153,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0014,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0006,      0.0053,      0.0155,      0.0005,      0.4768,     60.5554,     47.5880
      56,          0.916667,      0.0122,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0010,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0003,      0.0040,      0.0126,      0.0001,      0.4672,     62.0512,     47.5981
      57,          0.933333,      0.0096,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0006,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0029,      0.0100,      0.0002,      0.4570,     63.3566,     47.6057
      58,          0.950000,      0.0074,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0002,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0023,      0.0075,      0.0002,      0.4465,     64.5294,     47.6074
      59,          0.966667,      0.0060,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0014,      0.0065,      0.0002,      0.4360,     65.5737,     47.6063
      60,          0.983333,      0.0044,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0009,      0.0047,      0.0001,      0.4250,     66.5198,     47.6038
      61,          1.000000,      0.0035,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0007,      0.0039,      0.0000,      0.4147,     67.3836,     47.6007
      62,          1.016667,      0.0029,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0004,      0.0034,      0.0000,      0.4026,     68.1758,     47.5954
      63,          1.033333,      0.0021,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0026,      0.0000,      0.3917,     68.8999,     47.5825
      64,          1.050000,      0.0016,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0022,      0.0000,      0.3806,     69.5584,     47.5664
      65,          1.066667,      0.0013,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0020,      0.0000,      0.3696,     70.1332,     47.5484
      66,          1.083333,      0.0009,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0015,      0.0000,      0.3588,     70.6039,     47.5295
      67,          1.100000,      0.0008,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0013,      0.0000,      0.3480,     70.9406,     47.5072
      68,          1.116667,      0.0006,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0010,      0.0000,      0.3373,     71.1288,     47.4623
      69,          1.133333,      0.0005,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0011,      0.0000,      0.3266,     71.2398,     47.4154
      70,          1.150000,      0.0004,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0010,      0.0000,      0.3164,     71.3008,     47.3621
      71,          1.166667,      0.0002,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0007,      0.0000,      0.3065,     71.3261,     47.3026
      72,          1.183333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0006,      0.0000,      0.2967,     71.3275,     47.2451
      73,          1.200000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0006,      0.0000,      0.2871,     71.3174,     47.1787
      74,          1.216667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0003,      0.0000,      0.2780,     71.2998,     47.1048
      75,          1.233333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0005,      0.0000,      0.2690,     71.2810,     47.0353
      76,          1.250000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0003,      0.0000,      0.2604,     71.2602,     46.9639
      77,          1.266667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.2520,     71.2391,     46.8867
      78,          1.283333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.2441,     71.2168,     46.7953
      79,          1.300000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0003,      0.0000,      0.2365,     71.1931,     46.6957
      80,          1.316667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0003,      0.0000,      0.2293,     71.1676,     46.5885
      81,          1.333333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.2224,     71.1370,     46.4748
      82,          1.350000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.2157,     71.0987,     46.3547
      83,          1.366667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0003,      0.0000,      0.2093,     71.0516,     46.2280
      84,          1.383333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0003,      0.0000,      0.2030,     70.9948,     46.0944
      85,          1.400000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.1970,     70.9266,     45.9530
      86,          1.416667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0004,      0.0000,      0.1914,     70.8475,     45.8020
      87,          1.433333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.1859,     70.7522,     45.6439
      88,          1.450000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.1807,     70.6423,     45.4828
      89,          1.466667,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0003,      0.0000,      0.1757,     70.4926,     45.3106
      90,          1.483333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.1710,     70.3007,     45.1293
      91,          1.500000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.1666,     70.0517,     44.9327
      92,          1.516667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.1623,     69.7349,     44.7169
