"EG15_005 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG15_005.tcf]","Time (h)","SQ Pipe7 [EG15_005]","SQ Pipe6 [EG15_005]","SQ Pipe5 [EG15_005]","SQ Pipe19 [EG15_005]","SQ Pipe3 [EG15_005]","SQ Pipe2 [EG15_005]","SQ Pipe1 [EG15_005]","SQ Pipe0 [EG15_005]","SQ Pipe17 [EG15_005]","SQ Pipe16 [EG15_005]","SQ Pipe15 [EG15_005]","SQ Pipe14 [EG15_005]","SQ Pipe13 [EG15_005]","SQ Pipe12 [EG15_005]","SQ Pipe11 [EG15_005]","SQ Pipe10 [EG15_005]","SQ Pipe9 [EG15_005]","SQ Pipe8 [EG15_005]","SQ Pipe4 [EG15_005]","SQ FC04.1_C [EG15_005]","SQ FC01.2_R [EG15_005]","SQ FC01.1_R [EG15_005]"
      41,          0.666667,      0.0939,      0.0010,      0.0044,      0.0134,      0.0132,     -0.0329,     -0.0079,     -0.0019,      0.0006,      0.0002,      0.0004,      0.0016,      0.0063,      0.0253,      0.0070,      0.0587,      0.1141,      0.1473,      0.0223,      0.5522,     21.4769,     42.4257
      42,          0.683333,      0.0885,      0.0002,      0.0024,      0.0088,      0.0095,     -0.0320,     -0.0056,     -0.0013,      0.0007,      0.0002,      0.0003,      0.0012,      0.0050,      0.0216,      0.0057,      0.0518,      0.1040,      0.1363,      0.0151,      0.5522,     24.2751,     44.0427
      43,          0.700000,      0.0823,      0.0000,      0.0012,      0.0059,      0.0070,     -0.0296,     -0.0035,     -0.0005,      0.0006,      0.0002,      0.0003,      0.0008,      0.0039,      0.0182,      0.0046,      0.0448,      0.0927,      0.1225,      0.0102,      0.5512,     26.8134,     45.2932
      44,          0.716667,      0.0750,      0.0000,      0.0006,      0.0040,      0.0052,     -0.0269,     -0.0024,     -0.0003,      0.0004,      0.0002,      0.0005,      0.0002,      0.0026,      0.0147,      0.0032,      0.0373,      0.0791,      0.1065,      0.0073,      0.5493,     29.3572,     46.1095
      45,          0.733333,      0.0679,      0.0000,      0.0005,      0.0031,      0.0039,     -0.0241,     -0.0014,      0.0000,      0.0004,      0.0002,      0.0005,      0.0000,      0.0018,      0.0118,      0.0024,      0.0309,      0.0671,      0.0916,      0.0054,      0.5467,     31.6758,     46.6173
      46,          0.750000,      0.0610,      0.0000,      0.0002,      0.0025,      0.0031,     -0.0209,     -0.0009,      0.0000,      0.0003,      0.0002,      0.0005,      0.0000,      0.0010,      0.0093,      0.0016,      0.0254,      0.0567,      0.0782,      0.0041,      0.5434,     34.0177,     46.9292
      47,          0.766667,      0.0544,      0.0000,      0.0000,      0.0014,      0.0023,     -0.0181,     -0.0010,      0.0000,      0.0003,      0.0002,      0.0005,      0.0000,      0.0005,      0.0070,      0.0010,      0.0204,      0.0474,      0.0661,      0.0032,      0.5388,     36.5767,     47.1262
      48,          0.783333,      0.0479,      0.0000,      0.0000,      0.0012,      0.0016,     -0.0155,     -0.0004,      0.0000,      0.0003,      0.0002,      0.0004,      0.0000,      0.0000,      0.0051,      0.0006,      0.0161,      0.0391,      0.0549,      0.0021,      0.5332,     39.5961,     47.2381
      49,          0.800000,      0.0413,      0.0000,      0.0000,      0.0007,      0.0010,     -0.0128,     -0.0006,      0.0000,      0.0003,      0.0002,      0.0004,      0.0000,      0.0000,      0.0038,      0.0005,      0.0127,      0.0318,      0.0451,      0.0018,      0.5272,     43.2302,     47.3054
      50,          0.816667,      0.0349,      0.0000,      0.0000,      0.0007,      0.0005,     -0.0105,     -0.0000,      0.0000,      0.0003,      0.0002,      0.0004,      0.0000,      0.0000,      0.0028,      0.0005,      0.0097,      0.0257,      0.0367,      0.0018,      0.5204,     47.3428,     47.3556
      51,          0.833333,      0.0291,      0.0000,      0.0000,      0.0003,      0.0006,     -0.0085,      0.0000,      0.0000,      0.0003,      0.0001,      0.0004,      0.0000,      0.0000,      0.0019,      0.0005,      0.0073,      0.0207,      0.0296,      0.0008,      0.5134,     51.0922,     47.3923
      52,          0.850000,      0.0239,      0.0000,      0.0000,      0.0003,      0.0006,     -0.0066,      0.0000,      0.0000,      0.0003,      0.0002,      0.0004,      0.0000,     -0.0000,      0.0011,      0.0004,      0.0053,      0.0164,      0.0234,      0.0010,      0.5051,     54.2308,     47.4203
      53,          0.866667,      0.0193,      0.0000,      0.0000,      0.0000,      0.0007,     -0.0052,      0.0000,      0.0000,      0.0003,      0.0001,      0.0003,      0.0000,     -0.0001,      0.0006,      0.0003,      0.0037,      0.0126,      0.0183,      0.0003,      0.4965,     56.7279,     47.4377
      54,          0.883333,      0.0154,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0039,      0.0000,      0.0000,      0.0003,      0.0001,      0.0003,      0.0000,     -0.0002,      0.0002,      0.0002,      0.0024,      0.0100,      0.0143,      0.0006,      0.4875,     58.7652,     47.4500
      55,          0.900000,      0.0121,      0.0000,      0.0000,      0.0000,      0.0005,     -0.0027,      0.0000,      0.0000,      0.0002,      0.0001,      0.0004,      0.0000,     -0.0002,      0.0000,      0.0002,      0.0017,      0.0076,      0.0108,      0.0003,      0.4780,     60.4755,     47.4599
      56,          0.916667,      0.0093,      0.0000,      0.0000,      0.0000,      0.0001,     -0.0020,      0.0000,      0.0000,      0.0002,      0.0001,      0.0003,      0.0000,     -0.0002,      0.0000,      0.0002,      0.0011,      0.0060,      0.0084,      0.0000,      0.4683,     61.9664,     47.4686
      57,          0.933333,      0.0072,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0015,      0.0000,      0.0000,      0.0002,      0.0001,      0.0003,      0.0000,     -0.0003,      0.0000,      0.0001,      0.0006,      0.0045,      0.0063,      0.0012,      0.4582,     63.2605,     47.4754
      58,          0.950000,      0.0053,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0010,      0.0000,      0.0000,      0.0002,      0.0001,      0.0003,      0.0000,     -0.0002,      0.0000,      0.0002,      0.0003,      0.0034,      0.0047,      0.0007,      0.4477,     64.4252,     47.4767
      59,          0.966667,      0.0038,      0.0000,      0.0000,      0.0000,      0.0002,     -0.0006,      0.0000,      0.0000,      0.0002,      0.0001,      0.0002,      0.0000,     -0.0002,      0.0000,      0.0001,      0.0000,      0.0023,      0.0033,      0.0000,      0.4371,     65.4691,     47.4755
      60,          0.983333,      0.0027,      0.0000,      0.0000,      0.0000,      0.0002,     -0.0002,      0.0000,      0.0000,      0.0002,      0.0001,      0.0002,      0.0000,     -0.0002,      0.0000,      0.0001,      0.0000,      0.0017,      0.0024,      0.0000,      0.4262,     66.4123,     47.4730
      61,          1.000000,      0.0022,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0002,      0.0001,      0.0002,      0.0000,     -0.0002,      0.0000,      0.0001,      0.0000,      0.0014,      0.0019,      0.0000,      0.4160,     67.2742,     47.4699
      62,          1.016667,      0.0015,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0002,      0.0001,      0.0002,      0.0000,     -0.0002,      0.0000,      0.0001,      0.0000,      0.0010,      0.0013,      0.0003,      0.4036,     68.0616,     47.4648
      63,          1.033333,      0.0010,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0001,      0.0002,      0.0000,     -0.0002,      0.0000,      0.0001,      0.0000,      0.0005,      0.0008,      0.0007,      0.3933,     68.7822,     47.4526
      64,          1.050000,      0.0005,      0.0000,      0.0000,      0.0000,     -0.0002,      0.0000,      0.0000,      0.0000,      0.0002,      0.0001,      0.0001,      0.0000,     -0.0002,      0.0000,      0.0001,      0.0000,      0.0002,      0.0005,      0.0009,      0.3820,     69.4299,     47.4374
      65,          1.066667,      0.0004,      0.0000,      0.0000,      0.0000,     -0.0005,      0.0000,      0.0000,      0.0000,      0.0002,      0.0001,      0.0002,      0.0000,     -0.0002,      0.0000,      0.0001,      0.0000,      0.0001,      0.0004,      0.0011,      0.3710,     70.0016,     47.4205
      66,          1.083333,      0.0002,      0.0000,      0.0000,      0.0000,     -0.0005,      0.0000,      0.0000,      0.0000,      0.0001,      0.0001,      0.0002,      0.0000,     -0.0002,      0.0000,      0.0001,      0.0000,      0.0000,      0.0003,      0.0006,      0.3603,     70.4464,     47.4026
      67,          1.100000,      0.0001,      0.0000,      0.0000,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0001,      0.0001,      0.0002,      0.0000,     -0.0002,      0.0000,      0.0001,      0.0000,      0.0000,      0.0002,      0.0005,      0.3495,     70.7470,     47.3812
      68,          1.116667,      0.0001,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0001,      0.0002,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0003,      0.0003,      0.3389,     70.9229,     47.3429
      69,          1.133333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0001,      0.0001,      0.0000,     -0.0002,      0.0000,      0.0001,      0.0000,      0.0000,      0.0003,      0.0000,      0.3281,     71.0172,     47.2994
      70,          1.150000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0000,      0.0002,      0.0001,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0002,      0.0000,      0.3181,     71.0595,     47.2452
      71,          1.166667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0006,      0.0000,      0.0000,      0.0000,      0.0002,      0.0001,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0002,     -0.0000,      0.3082,     71.0724,     47.1892
      72,          1.183333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0003,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0003,      0.0000,      0.2984,     71.0668,     47.1305
      73,          1.200000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0001,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0003,      0.0000,      0.2889,     71.0513,     47.0664
      74,          1.216667,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0003,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0002,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0002,      0.0009,      0.2798,     71.0301,     46.9997
      75,          1.233333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0002,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0002,      0.2709,     71.0081,     46.9302
      76,          1.250000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.2624,     70.9871,     46.8586
      77,          1.266667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0001,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0002,      0.0000,      0.2541,     70.9662,     46.7835
      78,          1.283333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0002,      0.0006,      0.2461,     70.9460,     46.6954
      79,          1.300000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0002,      0.0002,      0.2385,     70.9257,     46.5987
      80,          1.316667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.2313,     70.9050,     46.4946
      81,          1.333333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.2244,     70.8770,     46.3842
      82,          1.350000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0001,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0001,      0.0006,      0.2178,     70.8428,     46.2681
      83,          1.366667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0001,      0.0000,      0.2115,     70.8000,     46.1470
      84,          1.383333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0001,      0.0000,      0.2053,     70.7458,     46.0186
      85,          1.400000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0002,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0005,      0.1994,     70.6841,     45.8827
      86,          1.416667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.1937,     70.6092,     45.7397
      87,          1.433333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0001,      0.0000,      0.1883,     70.5194,     45.5849
      88,          1.450000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0001,      0.0000,      0.0000,      0.0003,      0.0003,      0.1831,     70.4086,     45.4281
      89,          1.466667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.1782,     70.2673,     45.2592
      90,          1.483333,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0001,      0.0000,     -0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0001,      0.0004,      0.1735,     70.0833,     45.0770
      91,          1.500000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.1691,     69.8490,     44.8815
