"EG15_004 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG15_004.tcf]","Time (h)","H FC01.1_R.1 [EG15_004]","H FC01.1_R.2 [EG15_004]","H FC01.2_R.1 [EG15_004]","H FC01.2_R.2 [EG15_004]","H FC04.1_C.1 [EG15_004]","H FC04.1_C.2 [EG15_004]","H mh1 [EG15_004]","H mh2 [EG15_004]","H mh3 [EG15_004]","H mh4 [EG15_004]","H Pipe16.2 [EG15_004]","H Pit1 [EG15_004]","H Pit1.1 [EG15_004]","H Pit11 [EG15_004]","H Pit11.1 [EG15_004]","H Pit12 [EG15_004]","H Pit12.1 [EG15_004]","H Pit14 [EG15_004]","H Pit14.1 [EG15_004]","H Pit15 [EG15_004]","H Pit15.1 [EG15_004]","H Pit16 [EG15_004]","H Pit16.1 [EG15_004]","H Pit18 [EG15_004]","H Pit18.1 [EG15_004]","H Pit19 [EG15_004]","H Pit19.1 [EG15_004]","H Pit2 [EG15_004]","H Pit2.1 [EG15_004]","H Pit4 [EG15_004]","H Pit4.1 [EG15_004]","H Pit5 [EG15_004]","H Pit5.1 [EG15_004]","H Pit6 [EG15_004]","H Pit6.1 [EG15_004]","H Pit7 [EG15_004]","H Pit7.1 [EG15_004]","H Pit8 [EG15_004]","H Pit8.1 [EG15_004]","H Pit9 [EG15_004]","H Pit9.1 [EG15_004]"
      50,          0.816667,     49.8406,     47.3654,     41.0901,     40.1969,     43.6585,     42.9817,     43.4342,     43.4326,     43.4329,     43.4422,     43.4320,     43.4339,     43.4339,     43.4332,     43.4333,     43.4332,     43.4333,     43.4332,     43.4334,     43.4333,     43.4333,     43.4335,     43.4335,     43.4470,     43.4471,     43.4526,     43.4620,     43.4337,     43.4337,     43.4351,     43.4352,     43.4359,     43.4362,     43.4392,     43.4363,     43.4348,     43.4330,     43.4348,     43.4331,     43.4336,     43.4332
      51,          0.833333,     49.8458,     47.3748,     41.3222,     40.2820,     43.6563,     42.9804,     43.4398,     43.4383,     43.4385,     43.4466,     43.4378,     43.4395,     43.4395,     43.4390,     43.4390,     43.4389,     43.4391,     43.4389,     43.4391,     43.4389,     43.4390,     43.4391,     43.4391,     43.4507,     43.4505,     43.4557,     43.4635,     43.4395,     43.4395,     43.4406,     43.4407,     43.4413,     43.4415,     43.4438,     43.4415,     43.4397,     43.4387,     43.4401,     43.4388,     43.4391,     43.4389
      52,          0.850000,     49.8497,     47.3818,     41.5265,     40.3547,     43.6537,     42.9785,     43.4449,     43.4437,     43.4437,     43.4508,     43.4431,     43.4448,     43.4448,     43.4443,     43.4443,     43.4443,     43.4444,     43.4443,     43.4444,     43.4444,     43.4444,     43.4443,     43.4444,     43.4542,     43.4538,     43.4586,     43.4650,     43.4446,     43.4447,     43.4457,     43.4459,     43.4465,     43.4467,     43.4483,     43.4465,     43.4442,     43.4439,     43.4451,     43.4441,     43.4443,     43.4442
      53,          0.866667,     49.8522,     47.3865,     41.6961,     40.4140,     43.6510,     42.9767,     43.4497,     43.4487,     43.4487,     43.4548,     43.4482,     43.4497,     43.4497,     43.4493,     43.4494,     43.4493,     43.4495,     43.4493,     43.4494,     43.4494,     43.4495,     43.4493,     43.4493,     43.4577,     43.4572,     43.4616,     43.4667,     43.4499,     43.4500,     43.4503,     43.4503,     43.4510,     43.4511,     43.4526,     43.4512,     43.4488,     43.4491,     43.4500,     43.4493,     43.4493,     43.4494
      54,          0.883333,     49.8540,     47.3896,     41.8364,     40.4605,     43.6481,     42.9748,     43.4543,     43.4536,     43.4536,     43.4589,     43.4530,     43.4546,     43.4546,     43.4542,     43.4543,     43.4542,     43.4543,     43.4542,     43.4543,     43.4543,     43.4543,     43.4542,     43.4542,     43.4613,     43.4608,     43.4646,     43.4687,     43.4545,     43.4545,     43.4551,     43.4553,     43.4556,     43.4557,     43.4569,     43.4559,     43.4532,     43.4539,     43.4546,     43.4542,     43.4542,     43.4542
      55,          0.900000,     49.8554,     47.3920,     41.9542,     40.4971,     43.6450,     42.9728,     43.4590,     43.4583,     43.4582,     43.4623,     43.4577,     43.4592,     43.4592,     43.4588,     43.4589,     43.4589,     43.4589,     43.4589,     43.4591,     43.4589,     43.4590,     43.4589,     43.4590,     43.4648,     43.4643,     43.4677,     43.4709,     43.4592,     43.4593,     43.4596,     43.4595,     43.4604,     43.4606,     43.4610,     43.4604,     43.4600,     43.4586,     43.4591,     43.4588,     43.4588,     43.4589
      56,          0.916667,     49.8566,     47.3939,     42.0563,     40.5266,     43.6419,     42.9709,     43.4638,     43.4628,     43.4627,     43.4663,     43.4623,     43.4638,     43.4638,     43.4633,     43.4634,     43.4634,     43.4635,     43.4634,     43.4635,     43.4634,     43.4635,     43.4635,     43.4635,     43.4684,     43.4680,     43.4709,     43.4733,     43.4638,     43.4638,     43.4644,     43.4645,     43.4645,     43.4646,     43.4651,     43.4646,     43.4643,     43.4631,     43.4635,     43.4633,     43.4633,     43.4634
      57,          0.933333,     49.8576,     47.3954,     42.1446,     40.5503,     43.6385,     42.9687,     43.4675,     43.4670,     43.4669,     43.4699,     43.4664,     43.4677,     43.4677,     43.4675,     43.4676,     43.4676,     43.4677,     43.4676,     43.4677,     43.4676,     43.4677,     43.4677,     43.4677,     43.4718,     43.4714,     43.4739,     43.4758,     43.4677,     43.4678,     43.4684,     43.4689,     43.4685,     43.4685,     43.4690,     43.4686,     43.4682,     43.4673,     43.4676,     43.4675,     43.4675,     43.4676
      58,          0.950000,     49.8577,     47.3961,     42.2236,     40.5700,     43.6350,     42.9667,     43.4712,     43.4710,     43.4710,     43.4735,     43.4705,     43.4718,     43.4718,     43.4716,     43.4716,     43.4716,     43.4717,     43.4716,     43.4717,     43.4716,     43.4716,     43.4715,     43.4716,     43.4751,     43.4748,     43.4769,     43.4783,     43.4717,     43.4717,     43.4718,     43.4719,     43.4723,     43.4724,     43.4727,     43.4725,     43.4721,     43.4714,     43.4715,     43.4715,     43.4716,     43.4716
      59,          0.966667,     49.8576,     47.3961,     42.2940,     40.5865,     43.6315,     42.9649,     43.4753,     43.4748,     43.4748,     43.4769,     43.4743,     43.4756,     43.4756,     43.4754,     43.4755,     43.4754,     43.4756,     43.4754,     43.4755,     43.4755,     43.4755,     43.4754,     43.4754,     43.4782,     43.4780,     43.4797,     43.4807,     43.4756,     43.4756,     43.4752,     43.4751,     43.4759,     43.4760,     43.4761,     43.4760,     43.4757,     43.4752,     43.4753,     43.4753,     43.4753,     43.4754
      60,          0.983333,     49.8572,     47.3957,     42.3577,     40.6006,     43.6277,     42.9638,     43.4791,     43.4785,     43.4785,     43.4803,     43.4779,     43.4794,     43.4795,     43.4790,     43.4791,     43.4791,     43.4792,     43.4791,     43.4791,     43.4791,     43.4791,     43.4791,     43.4791,     43.4815,     43.4814,     43.4827,     43.4835,     43.4793,     43.4793,     43.4794,     43.4793,     43.4797,     43.4797,     43.4798,     43.4797,     43.4793,     43.4789,     43.4790,     43.4791,     43.4790,     43.4791
      61,          1.000000,     49.8568,     47.3951,     42.4158,     40.6129,     43.6242,     42.9637,     43.4827,     43.4820,     43.4820,     43.4838,     43.4815,     43.4828,     43.4828,     43.4826,     43.4827,     43.4826,     43.4827,     43.4826,     43.4827,     43.4827,     43.4827,     43.4827,     43.4827,     43.4848,     43.4847,     43.4860,     43.4865,     43.4829,     43.4829,     43.4833,     43.4834,     43.4832,     43.4832,     43.4833,     43.4833,     43.4828,     43.4825,     43.4826,     43.4826,     43.4826,     43.4826
      62,          1.016667,     49.8561,     47.3941,     42.4691,     40.6237,     43.6199,     42.9651,     43.4859,     43.4854,     43.4854,     43.4868,     43.4848,     43.4859,     43.4859,     43.4859,     43.4860,     43.4859,     43.4860,     43.4860,     43.4861,     43.4860,     43.4860,     43.4859,     43.4859,     43.4877,     43.4876,     43.4887,     43.4891,     43.4860,     43.4860,     43.4867,     43.4870,     43.4862,     43.4862,     43.4863,     43.4863,     43.4859,     43.4857,     43.4859,     43.4859,     43.4859,     43.4860
      63,          1.033333,     49.8543,     47.3921,     42.5182,     40.6335,     43.6162,     42.9690,     43.4889,     43.4886,     43.4885,     43.4897,     43.4880,     43.4891,     43.4891,     43.4891,     43.4892,     43.4891,     43.4892,     43.4891,     43.4892,     43.4891,     43.4891,     43.4891,     43.4891,     43.4905,     43.4904,     43.4913,     43.4916,     43.4892,     43.4893,     43.4898,     43.4902,     43.4893,     43.4893,     43.4895,     43.4895,     43.4890,     43.4889,     43.4891,     43.4891,     43.4891,     43.4891
      64,          1.050000,     49.8522,     47.3892,     42.5633,     40.6430,     43.6122,     42.9758,     43.4920,     43.4916,     43.4915,     43.4925,     43.4910,     43.4922,     43.4922,     43.4921,     43.4921,     43.4921,     43.4922,     43.4921,     43.4922,     43.4922,     43.4922,     43.4921,     43.4921,     43.4932,     43.4933,     43.4939,     43.4941,     43.4922,     43.4923,     43.4929,     43.4934,     43.4923,     43.4922,     43.4925,     43.4925,     43.4919,     43.4919,     43.4921,     43.4921,     43.4921,     43.4921
      65,          1.066667,     49.8497,     47.3857,     42.6043,     40.6523,     43.6082,     42.9857,     43.4950,     43.4944,     43.4944,     43.4954,     43.4939,     43.4952,     43.4952,     43.4949,     43.4950,     43.4950,     43.4951,     43.4950,     43.4950,     43.4951,     43.4951,     43.4950,     43.4950,     43.4961,     43.4961,     43.4967,     43.4968,     43.4952,     43.4953,     43.4959,     43.4965,     43.4952,     43.4951,     43.4954,     43.4954,     43.4948,     43.4948,     43.4949,     43.4950,     43.4949,     43.4950
      66,          1.083333,     49.8472,     47.3820,     42.6412,     40.6643,     43.6042,     42.9986,     43.4978,     43.4972,     43.4972,     43.4981,     43.4967,     43.4980,     43.4980,     43.4977,     43.4978,     43.4978,     43.4978,     43.4978,     43.4979,     43.4978,     43.4979,     43.4978,     43.4978,     43.4987,     43.4988,     43.4993,     43.4994,     43.4979,     43.4979,     43.4986,     43.4992,     43.4980,     43.4977,     43.4982,     43.4982,     43.4976,     43.4976,     43.4977,     43.4978,     43.4977,     43.4978
      67,          1.100000,     49.8442,     47.3779,     42.6732,     40.6794,     43.6002,     43.0128,     43.5003,     43.4999,     43.4998,     43.5005,     43.4993,     43.5004,     43.5004,     43.5004,     43.5005,     43.5004,     43.5005,     43.5004,     43.5005,     43.5005,     43.5005,     43.5003,     43.5003,     43.5011,     43.5011,     43.5016,     43.5017,     43.5004,     43.5004,     43.5011,     43.5015,     43.5005,     43.5003,     43.5007,     43.5008,     43.5002,     43.5002,     43.5004,     43.5004,     43.5004,     43.5004
      68,          1.116667,     49.8387,     47.3712,     42.7004,     40.6967,     43.5962,     43.0273,     43.5028,     43.5024,     43.5024,     43.5028,     43.5019,     43.5029,     43.5029,     43.5029,     43.5030,     43.5030,     43.5030,     43.5030,     43.5030,     43.5030,     43.5030,     43.5029,     43.5029,     43.5034,     43.5035,     43.5040,     43.5040,     43.5030,     43.5030,     43.5036,     43.5039,     43.5030,     43.5029,     43.5031,     43.5031,     43.5028,     43.5028,     43.5029,     43.5029,     43.5029,     43.5029
      69,          1.133333,     49.8325,     47.3620,     42.7233,     40.7142,     43.5920,     43.0410,     43.5054,     43.5048,     43.5047,     43.5052,     43.5043,     43.5054,     43.5054,     43.5053,     43.5054,     43.5054,     43.5054,     43.5054,     43.5054,     43.5054,     43.5054,     43.5053,     43.5053,     43.5058,     43.5059,     43.5062,     43.5062,     43.5054,     43.5055,     43.5060,     43.5061,     43.5056,     43.5055,     43.5055,     43.5055,     43.5052,     43.5052,     43.5053,     43.5054,     43.5053,     43.5053
      70,          1.150000,     49.8249,     47.3516,     42.7421,     40.7306,     43.5881,     43.0532,     43.5077,     43.5071,     43.5071,     43.5076,     43.5066,     43.5077,     43.5077,     43.5076,     43.5077,     43.5077,     43.5078,     43.5077,     43.5077,     43.5077,     43.5077,     43.5076,     43.5076,     43.5082,     43.5083,     43.5086,     43.5086,     43.5078,     43.5078,     43.5079,     43.5078,     43.5080,     43.5081,     43.5078,     43.5078,     43.5075,     43.5076,     43.5076,     43.5076,     43.5076,     43.5077
      71,          1.166667,     49.8169,     47.3401,     42.7571,     40.7449,     43.5842,     43.0626,     43.5098,     43.5094,     43.5094,     43.5098,     43.5089,     43.5100,     43.5100,     43.5100,     43.5100,     43.5100,     43.5100,     43.5099,     43.5099,     43.5100,     43.5100,     43.5099,     43.5100,     43.5104,     43.5105,     43.5108,     43.5108,     43.5100,     43.5100,     43.5095,     43.5093,     43.5101,     43.5102,     43.5101,     43.5101,     43.5098,     43.5099,     43.5099,     43.5099,     43.5099,     43.5100
      72,          1.183333,     49.8086,     47.3279,     42.7685,     40.7566,     43.5802,     43.0690,     43.5118,     43.5116,     43.5115,     43.5117,     43.5110,     43.5121,     43.5121,     43.5121,     43.5121,     43.5121,     43.5122,     43.5121,     43.5121,     43.5121,     43.5121,     43.5120,     43.5121,     43.5124,     43.5125,     43.5126,     43.5127,     43.5121,     43.5121,     43.5114,     43.5112,     43.5120,     43.5123,     43.5122,     43.5122,     43.5120,     43.5120,     43.5121,     43.5121,     43.5121,     43.5121
      73,          1.200000,     49.7996,     47.3147,     42.7767,     40.7657,     43.5763,     43.0733,     43.5137,     43.5136,     43.5136,     43.5137,     43.5131,     43.5141,     43.5141,     43.5141,     43.5141,     43.5141,     43.5142,     43.5141,     43.5142,     43.5141,     43.5141,     43.5142,     43.5142,     43.5144,     43.5145,     43.5147,     43.5147,     43.5141,     43.5141,     43.5137,     43.5137,     43.5141,     43.5141,     43.5142,     43.5142,     43.5139,     43.5140,     43.5141,     43.5141,     43.5141,     43.5142
      74,          1.216667,     49.7902,     47.3005,     42.7820,     40.7722,     43.5725,     43.0756,     43.5158,     43.5155,     43.5155,     43.5157,     43.5150,     43.5162,     43.5162,     43.5160,     43.5161,     43.5160,     43.5161,     43.5161,     43.5161,     43.5161,     43.5161,     43.5162,     43.5162,     43.5163,     43.5164,     43.5166,     43.5166,     43.5162,     43.5162,     43.5166,     43.5169,     43.5160,     43.5160,     43.5162,     43.5163,     43.5160,     43.5160,     43.5160,     43.5160,     43.5160,     43.5161
      75,          1.233333,     49.7804,     47.2857,     42.7847,     40.7762,     43.5688,     43.0757,     43.5179,     43.5174,     43.5174,     43.5177,     43.5169,     43.5180,     43.5180,     43.5179,     43.5180,     43.5179,     43.5179,     43.5180,     43.5180,     43.5180,     43.5180,     43.5180,     43.5180,     43.5182,     43.5183,     43.5186,     43.5186,     43.5180,     43.5180,     43.5186,     43.5188,     43.5181,     43.5180,     43.5182,     43.5182,     43.5179,     43.5179,     43.5179,     43.5179,     43.5179,     43.5179
      76,          1.250000,     49.7703,     47.2703,     42.7854,     40.7780,     43.5651,     43.0737,     43.5197,     43.5192,     43.5192,     43.5194,     43.5187,     43.5197,     43.5197,     43.5198,     43.5198,     43.5198,     43.5198,     43.5198,     43.5198,     43.5198,     43.5198,     43.5198,     43.5198,     43.5199,     43.5200,     43.5203,     43.5203,     43.5198,     43.5198,     43.5197,     43.5196,     43.5199,     43.5199,     43.5199,     43.5199,     43.5197,     43.5197,     43.5198,     43.5198,     43.5197,     43.5198
      77,          1.266667,     49.7598,     47.2545,     42.7840,     40.7778,     43.5615,     43.0700,     43.5213,     43.5210,     43.5210,     43.5210,     43.5205,     43.5216,     43.5216,     43.5215,     43.5216,     43.5216,     43.5217,     43.5215,     43.5215,     43.5216,     43.5216,     43.5214,     43.5214,     43.5216,     43.5217,     43.5219,     43.5219,     43.5216,     43.5216,     43.5208,     43.5207,     43.5214,     43.5216,     43.5216,     43.5216,     43.5214,     43.5214,     43.5215,     43.5215,     43.5215,     43.5215
      78,          1.283333,     49.7475,     47.2366,     42.7808,     40.7758,     43.5580,     43.0650,     43.5229,     43.5227,     43.5227,     43.5227,     43.5221,     43.5232,     43.5232,     43.5232,     43.5232,     43.5232,     43.5232,     43.5232,     43.5232,     43.5232,     43.5232,     43.5233,     43.5233,     43.5233,     43.5233,     43.5237,     43.5237,     43.5233,     43.5233,     43.5233,     43.5235,     43.5232,     43.5232,     43.5232,     43.5232,     43.5231,     43.5231,     43.5232,     43.5232,     43.5232,     43.5232
      79,          1.300000,     49.7339,     47.2159,     42.7761,     40.7722,     43.5546,     43.0585,     43.5247,     43.5243,     43.5243,     43.5244,     43.5238,     43.5249,     43.5249,     43.5248,     43.5248,     43.5248,     43.5248,     43.5248,     43.5249,     43.5249,     43.5249,     43.5249,     43.5249,     43.5250,     43.5250,     43.5255,     43.5255,     43.5248,     43.5248,     43.5253,     43.5256,     43.5249,     43.5248,     43.5249,     43.5250,     43.5248,     43.5248,     43.5248,     43.5248,     43.5248,     43.5248
      80,          1.316667,     49.7194,     47.1929,     42.7702,     40.7675,     43.5513,     43.0524,     43.5262,     43.5259,     43.5258,     43.5260,     43.5254,     43.5265,     43.5265,     43.5264,     43.5265,     43.5264,     43.5265,     43.5264,     43.5264,     43.5264,     43.5265,     43.5264,     43.5264,     43.5265,     43.5266,     43.5271,     43.5271,     43.5264,     43.5264,     43.5263,     43.5262,     43.5266,     43.5266,     43.5265,     43.5265,     43.5263,     43.5264,     43.5264,     43.5264,     43.5264,     43.5264
      81,          1.333333,     49.7040,     47.1687,     42.7627,     40.7616,     43.5482,     43.0427,     43.5276,     43.5274,     43.5274,     43.5274,     43.5269,     43.5280,     43.5280,     43.5280,     43.5280,     43.5280,     43.5280,     43.5280,     43.5280,     43.5280,     43.5280,     43.5280,     43.5280,     43.5280,     43.5281,     43.5284,     43.5284,     43.5280,     43.5280,     43.5275,     43.5275,     43.5279,     43.5280,     43.5279,     43.5280,     43.5279,     43.5279,     43.5279,     43.5279,     43.5279,     43.5280
      82,          1.350000,     49.6879,     47.1431,     42.7536,     40.7544,     43.5451,     43.0330,     43.5291,     43.5289,     43.5289,     43.5289,     43.5284,     43.5294,     43.5294,     43.5294,     43.5294,     43.5294,     43.5295,     43.5295,     43.5295,     43.5295,     43.5295,     43.5295,     43.5295,     43.5294,     43.5295,     43.5299,     43.5299,     43.5294,     43.5294,     43.5298,     43.5301,     43.5293,     43.5293,     43.5294,     43.5295,     43.5294,     43.5294,     43.5294,     43.5294,     43.5294,     43.5295
      83,          1.366667,     49.6711,     47.1164,     42.7431,     40.7463,     43.5421,     43.0221,     43.5307,     43.5303,     43.5303,     43.5304,     43.5298,     43.5309,     43.5309,     43.5308,     43.5309,     43.5309,     43.5309,     43.5308,     43.5309,     43.5309,     43.5309,     43.5308,     43.5309,     43.5309,     43.5310,     43.5314,     43.5315,     43.5309,     43.5309,     43.5310,     43.5309,     43.5310,     43.5310,     43.5309,     43.5310,     43.5308,     43.5308,     43.5308,     43.5309,     43.5308,     43.5309
      84,          1.383333,     49.6534,     47.0879,     42.7310,     40.7373,     43.5391,     43.0107,     43.5320,     43.5317,     43.5317,     43.5318,     43.5312,     43.5323,     43.5323,     43.5322,     43.5323,     43.5322,     43.5323,     43.5322,     43.5323,     43.5322,     43.5323,     43.5323,     43.5323,     43.5324,     43.5324,     43.5328,     43.5328,     43.5323,     43.5323,     43.5317,     43.5317,     43.5323,     43.5324,     43.5323,     43.5323,     43.5322,     43.5322,     43.5322,     43.5322,     43.5322,     43.5322
      85,          1.400000,     49.6347,     47.0583,     42.7177,     40.7275,     43.5362,     42.9976,     43.5333,     43.5331,     43.5331,     43.5331,     43.5326,     43.5337,     43.5337,     43.5336,     43.5336,     43.5336,     43.5337,     43.5336,     43.5337,     43.5336,     43.5336,     43.5337,     43.5337,     43.5336,     43.5336,     43.5341,     43.5341,     43.5336,     43.5336,     43.5340,     43.5342,     43.5335,     43.5334,     43.5336,     43.5336,     43.5336,     43.5336,     43.5336,     43.5336,     43.5336,     43.5337
      86,          1.416667,     49.6151,     47.0272,     42.7030,     40.7170,     43.5334,     42.9843,     43.5347,     43.5344,     43.5344,     43.5344,     43.5339,     43.5350,     43.5350,     43.5350,     43.5350,     43.5350,     43.5350,     43.5350,     43.5350,     43.5350,     43.5350,     43.5350,     43.5350,     43.5349,     43.5349,     43.5354,     43.5354,     43.5350,     43.5350,     43.5350,     43.5349,     43.5350,     43.5351,     43.5349,     43.5350,     43.5349,     43.5349,     43.5349,     43.5349,     43.5349,     43.5350
      87,          1.433333,     49.5939,     46.9951,     42.6870,     40.7061,     43.5307,     42.9707,     43.5359,     43.5357,     43.5357,     43.5358,     43.5352,     43.5362,     43.5362,     43.5362,     43.5362,     43.5362,     43.5363,     43.5362,     43.5362,     43.5362,     43.5362,     43.5362,     43.5362,     43.5363,     43.5364,     43.5368,     43.5368,     43.5363,     43.5363,     43.5358,     43.5359,     43.5363,     43.5363,     43.5362,     43.5362,     43.5362,     43.5362,     43.5362,     43.5363,     43.5362,     43.5362
      88,          1.450000,     49.5725,     46.9632,     42.6697,     40.6949,     43.5281,     42.9571,     43.5372,     43.5369,     43.5369,     43.5372,     43.5364,     43.5375,     43.5375,     43.5375,     43.5375,     43.5375,     43.5375,     43.5375,     43.5375,     43.5375,     43.5375,     43.5375,     43.5376,     43.5378,     43.5379,     43.5378,     43.5379,     43.5375,     43.5375,     43.5379,     43.5381,     43.5374,     43.5374,     43.5376,     43.5376,     43.5374,     43.5375,     43.5375,     43.5375,     43.5375,     43.5375
      89,          1.466667,     49.5495,     46.9321,     42.6507,     40.6839,     43.5255,     42.9434,     43.5384,     43.5382,     43.5382,     43.5382,     43.5377,     43.5389,     43.5389,     43.5387,     43.5387,     43.5387,     43.5387,     43.5387,     43.5388,     43.5387,     43.5387,     43.5387,     43.5387,     43.5387,     43.5387,     43.5391,     43.5391,     43.5388,     43.5388,     43.5384,     43.5384,     43.5389,     43.5389,     43.5387,     43.5387,     43.5386,     43.5386,     43.5387,     43.5387,     43.5387,     43.5387
      90,          1.483333,     49.5249,     46.9008,     42.6300,     40.6734,     43.5231,     42.9302,     43.5394,     43.5394,     43.5394,     43.5394,     43.5389,     43.5400,     43.5400,     43.5399,     43.5399,     43.5400,     43.5400,     43.5400,     43.5400,     43.5400,     43.5400,     43.5399,     43.5399,     43.5399,     43.5400,     43.5400,     43.5400,     43.5399,     43.5399,     43.5399,     43.5400,     43.5398,     43.5398,     43.5398,     43.5398,     43.5399,     43.5399,     43.5399,     43.5399,     43.5399,     43.5400
      91,          1.500000,     49.4985,     46.8681,     42.6074,     40.6639,     43.5207,     42.9183,     43.5408,     43.5406,     43.5406,     43.5406,     43.5401,     43.5411,     43.5411,     43.5411,     43.5411,     43.5411,     43.5411,     43.5411,     43.5411,     43.5411,     43.5411,     43.5411,     43.5411,     43.5412,     43.5412,     43.5413,     43.5414,     43.5411,     43.5412,     43.5414,     43.5414,     43.5412,     43.5412,     43.5412,     43.5412,     43.5411,     43.5411,     43.5411,     43.5411,     43.5411,     43.5411
      92,          1.516667,     49.4698,     46.8362,     42.5825,     40.6561,     43.5184,     42.9075,     43.5418,     43.5417,     43.5417,     43.5418,     43.5412,     43.5424,     43.5424,     43.5422,     43.5422,     43.5422,     43.5422,     43.5422,     43.5422,     43.5422,     43.5423,     43.5422,     43.5422,     43.5423,     43.5424,     43.5425,     43.5425,     43.5424,     43.5424,     43.5419,     43.5420,     43.5423,     43.5423,     43.5423,     43.5423,     43.5423,     43.5423,     43.5422,     43.5422,     43.5422,     43.5422
      93,          1.533333,     49.4385,     46.8064,     42.5550,     40.6487,     43.5162,     42.8979,     43.5430,     43.5428,     43.5428,     43.5429,     43.5423,     43.5434,     43.5434,     43.5433,     43.5434,     43.5434,     43.5434,     43.5434,     43.5434,     43.5434,     43.5434,     43.5434,     43.5434,     43.5434,     43.5434,     43.5435,     43.5435,     43.5434,     43.5434,     43.5437,     43.5438,     43.5433,     43.5433,     43.5434,     43.5435,     43.5433,     43.5433,     43.5433,     43.5433,     43.5433,     43.5434
      94,          1.550000,     49.4027,     46.7811,     42.5251,     40.6431,     43.5141,     42.8921,     43.5440,     43.5439,     43.5439,     43.5439,     43.5434,     43.5445,     43.5445,     43.5445,     43.5445,     43.5445,     43.5445,     43.5445,     43.5445,     43.5445,     43.5445,     43.5444,     43.5444,     43.5445,     43.5445,     43.5446,     43.5446,     43.5444,     43.5444,     43.5441,     43.5441,     43.5446,     43.5446,     43.5444,     43.5444,     43.5444,     43.5444,     43.5444,     43.5444,     43.5444,     43.5445
      95,          1.566667,     49.3602,     46.7573,     42.4930,     40.6372,     43.5120,     42.8888,     43.5450,     43.5450,     43.5450,     43.5450,     43.5445,     43.5454,     43.5455,     43.5455,     43.5455,     43.5455,     43.5456,     43.5455,     43.5455,     43.5455,     43.5455,     43.5455,     43.5455,     43.5456,     43.5456,     43.5456,     43.5456,     43.5455,     43.5455,     43.5457,     43.5458,     43.5454,     43.5454,     43.5456,     43.5456,     43.5455,     43.5455,     43.5456,     43.5456,     43.5455,     43.5455
      96,          1.583333,     49.3100,     46.7436,     42.4586,     40.6310,     43.5100,     42.8867,     43.5462,     43.5460,     43.5460,     43.5461,     43.5455,     43.5467,     43.5467,     43.5466,     43.5466,     43.5465,     43.5466,     43.5466,     43.5466,     43.5466,     43.5466,     43.5466,     43.5466,     43.5466,     43.5466,     43.5468,     43.5468,     43.5466,     43.5467,     43.5464,     43.5464,     43.5468,     43.5468,     43.5466,     43.5466,     43.5466,     43.5466,     43.5465,     43.5465,     43.5466,     43.5466
      97,          1.600000,     49.2515,     46.7311,     42.4223,     40.6244,     43.5080,     42.8853,     43.5471,     43.5470,     43.5470,     43.5471,     43.5465,     43.5475,     43.5475,     43.5476,     43.5476,     43.5476,     43.5476,     43.5476,     43.5476,     43.5476,     43.5476,     43.5476,     43.5476,     43.5476,     43.5477,     43.5476,     43.5476,     43.5476,     43.5476,     43.5478,     43.5479,     43.5475,     43.5475,     43.5476,     43.5476,     43.5476,     43.5476,     43.5476,     43.5476,     43.5476,     43.5476
      98,          1.616667,     49.1901,     46.7189,     42.3845,     40.6174,     43.5060,     42.8842,     43.5481,     43.5480,     43.5480,     43.5480,     43.5475,     43.5486,     43.5486,     43.5486,     43.5486,     43.5485,     43.5486,     43.5486,     43.5486,     43.5486,     43.5486,     43.5485,     43.5485,     43.5485,     43.5485,     43.5486,     43.5486,     43.5486,     43.5486,     43.5484,     43.5483,     43.5486,     43.5486,     43.5485,     43.5485,     43.5485,     43.5485,     43.5485,     43.5485,     43.5485,     43.5486
      99,          1.633333,     49.1250,     46.7054,     42.3454,     40.6101,     43.5041,     42.8833,     43.5490,     43.5490,     43.5490,     43.5490,     43.5485,     43.5494,     43.5494,     43.5495,     43.5495,     43.5495,     43.5495,     43.5495,     43.5495,     43.5495,     43.5495,     43.5495,     43.5495,     43.5495,     43.5496,     43.5496,     43.5496,     43.5494,     43.5494,     43.5495,     43.5496,     43.5494,     43.5494,     43.5495,     43.5495,     43.5495,     43.5495,     43.5495,     43.5495,     43.5495,     43.5495
     100,          1.650000,     49.0552,     46.6913,     42.3055,     40.6026,     43.5023,     42.8822,     43.5500,     43.5499,     43.5499,     43.5499,     43.5494,     43.5506,     43.5506,     43.5504,     43.5504,     43.5504,     43.5504,     43.5504,     43.5504,     43.5504,     43.5504,     43.5504,     43.5504,     43.5504,     43.5504,     43.5506,     43.5506,     43.5505,     43.5505,     43.5504,     43.5504,     43.5505,     43.5505,     43.5504,     43.5504,     43.5504,     43.5504,     43.5504,     43.5504,     43.5504,     43.5504
     101,          1.666667,     48.9809,     46.6761,     42.2645,     40.5948,     43.5005,     42.8810,     43.5509,     43.5508,     43.5508,     43.5508,     43.5503,     43.5513,     43.5513,     43.5513,     43.5513,     43.5513,     43.5514,     43.5513,     43.5514,     43.5513,     43.5513,     43.5513,     43.5513,     43.5514,     43.5514,     43.5515,     43.5515,     43.5514,     43.5514,     43.5514,     43.5515,     43.5512,     43.5512,     43.5513,     43.5513,     43.5513,     43.5513,     43.5513,     43.5513,     43.5513,     43.5513
