"EG15_000 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG15_000.tcf]","Time (h)","H FC01.1_R.1 [EG15_000]","H FC01.1_R.2 [EG15_000]","H FC01.2_R.1 [EG15_000]","H FC01.2_R.2 [EG15_000]","H FC04.1_C.1 [EG15_000]","H FC04.1_C.2 [EG15_000]","H Pipe16.2 [EG15_000]","H Pit1 [EG15_000]","H Pit1.1 [EG15_000]","H Pit10 [EG15_000]","H Pit10.1 [EG15_000]","H Pit11 [EG15_000]","H Pit11.1 [EG15_000]","H Pit12 [EG15_000]","H Pit12.1 [EG15_000]","H Pit13 [EG15_000]","H Pit13.1 [EG15_000]","H Pit14 [EG15_000]","H Pit14.1 [EG15_000]","H Pit15 [EG15_000]","H Pit15.1 [EG15_000]","H Pit16 [EG15_000]","H Pit16.1 [EG15_000]","H Pit17 [EG15_000]","H Pit17.1 [EG15_000]","H Pit18 [EG15_000]","H Pit18.1 [EG15_000]","H Pit19 [EG15_000]","H Pit19.1 [EG15_000]","H Pit2 [EG15_000]","H Pit2.1 [EG15_000]","H Pit3 [EG15_000]","H Pit3.1 [EG15_000]","H Pit4 [EG15_000]","H Pit4.1 [EG15_000]","H Pit5 [EG15_000]","H Pit5.1 [EG15_000]","H Pit6 [EG15_000]","H Pit6.1 [EG15_000]","H Pit7 [EG15_000]","H Pit7.1 [EG15_000]","H Pit8 [EG15_000]","H Pit8.1 [EG15_000]","H Pit9 [EG15_000]","H Pit9.1 [EG15_000]"
      16,          0.250000,     45.8464,     44.5575,     37.5990,     37.4990,     43.3490,     42.7490,     43.1602,     43.3173,     43.3203,     43.1627,     43.1537,     43.1587,     43.1536,     43.1578,     43.1539,     43.1609,     43.1544,     43.1664,     43.1541,     43.1768,     43.1548,     43.2168,     43.1978,     43.3582,     43.3644,     43.4041,     43.4387,     43.4182,     43.4552,     43.3146,     43.3166,     43.3112,     43.3298,     43.3349,     43.3575,     43.3439,     43.3642,     43.3604,     43.3629,     43.2521,     43.2414,     43.1874,     43.1572,     43.1702,     43.1532
      17,          0.266667,     45.9071,     44.6491,     37.5990,     37.4990,     43.3490,     42.7490,     43.1820,     43.3212,     43.3240,     43.1849,     43.1769,     43.1811,     43.1768,     43.1801,     43.1769,     43.1826,     43.1771,     43.1875,     43.1770,     43.1966,     43.1770,     43.2271,     43.2034,     43.3611,     43.3665,     43.4069,     43.4414,     43.4209,     43.4578,     43.3186,     43.3205,     43.3153,     43.3324,     43.3379,     43.3600,     43.3468,     43.3664,     43.3631,     43.3652,     43.2592,     43.2447,     43.2058,     43.1787,     43.1918,     43.1766
      18,          0.283333,     45.9555,     44.7121,     37.5990,     37.4990,     43.3490,     42.7490,     43.2020,     43.3242,     43.3267,     43.2051,     43.1979,     43.2016,     43.1978,     43.2005,     43.1979,     43.2027,     43.1980,     43.2070,     43.1980,     43.2159,     43.1983,     43.2375,     43.2117,     43.3633,     43.3679,     43.4083,     43.4422,     43.4220,     43.4585,     43.3219,     43.3236,     43.3191,     43.3339,     43.3407,     43.3621,     43.3495,     43.3687,     43.3652,     43.3670,     43.2671,     43.2482,     43.2234,     43.2000,     43.2115,     43.1977
      19,          0.300000,     45.9931,     44.7739,     37.5990,     37.4990,     43.3490,     42.7490,     43.2211,     43.3272,     43.3292,     43.2238,     43.2175,     43.2207,     43.2175,     43.2198,     43.2177,     43.2218,     43.2177,     43.2257,     43.2177,     43.2377,     43.2178,     43.2435,     43.2240,     43.3652,     43.3689,     43.4092,     43.4425,     43.4227,     43.4589,     43.3250,     43.3262,     43.3253,     43.3357,     43.3432,     43.3640,     43.3519,     43.3703,     43.3669,     43.3683,     43.2748,     43.2524,     43.2393,     43.2183,     43.2297,     43.2170
      20,          0.316667,     46.0437,     44.8294,     37.5990,     37.4990,     43.3490,     42.7490,     43.2388,     43.3299,     43.3315,     43.2412,     43.2358,     43.2384,     43.2357,     43.2375,     43.2358,     43.2394,     43.2358,     43.2430,     43.2358,     43.2541,     43.2357,     43.2573,     43.2390,     43.3672,     43.3698,     43.4102,     43.4428,     43.4234,     43.4591,     43.3281,     43.3288,     43.3283,     43.3375,     43.3456,     43.3656,     43.3541,     43.3717,     43.3686,     43.3694,     43.2836,     43.2582,     43.2553,     43.2362,     43.2464,     43.2354
      21,          0.333333,     46.0928,     44.8838,     37.5990,     37.4990,     43.3490,     42.7490,     43.2551,     43.3325,     43.3336,     43.2574,     43.2527,     43.2549,     43.2527,     43.2541,     43.2528,     43.2558,     43.2528,     43.2589,     43.2528,     43.2674,     43.2529,     43.2755,     43.2547,     43.3693,     43.3707,     43.4112,     43.4431,     43.4241,     43.4593,     43.3309,     43.3311,     43.3304,     43.3390,     43.3478,     43.3669,     43.3561,     43.3728,     43.3702,     43.3704,     43.2937,     43.2669,     43.2702,     43.2529,     43.2622,     43.2523
      22,          0.350000,     46.1405,     44.9362,     37.5990,     37.4990,     43.3490,     42.7490,     43.2708,     43.3349,     43.3355,     43.2728,     43.2686,     43.2705,     43.2686,     43.2698,     43.2688,     43.2714,     43.2688,     43.2745,     43.2687,     43.2804,     43.2687,     43.2901,     43.2700,     43.3714,     43.3716,     43.4125,     43.4434,     43.4250,     43.4595,     43.3336,     43.3332,     43.3329,     43.3406,     43.3501,     43.3681,     43.3581,     43.3739,     43.3714,     43.3713,     43.3052,     43.2779,     43.2842,     43.2685,     43.2771,     43.2682
      23,          0.366667,     46.1908,     44.9906,     37.5990,     37.4990,     43.3490,     42.7490,     43.2853,     43.3370,     43.3374,     43.2874,     43.2836,     43.2852,     43.2836,     43.2845,     43.2837,     43.2859,     43.2837,     43.2885,     43.2837,     43.2938,     43.2836,     43.3024,     43.2845,     43.3649,     43.3723,     43.4138,     43.4437,     43.4259,     43.4598,     43.3359,     43.3352,     43.3374,     43.3424,     43.3524,     43.3693,     43.3602,     43.3749,     43.3728,     43.3722,     43.3212,     43.2899,     43.2972,     43.2834,     43.2915,     43.2833
      24,          0.383333,     46.2516,     45.0556,     37.5990,     37.4990,     43.3490,     42.7490,     43.2990,     43.3394,     43.3394,     43.3011,     43.2978,     43.2991,     43.2978,     43.2984,     43.2979,     43.2996,     43.2979,     43.3019,     43.2979,     43.3065,     43.2977,     43.3144,     43.2983,     43.3765,     43.3735,     43.4147,     43.4440,     43.4266,     43.4601,     43.3388,     43.3374,     43.3406,     43.3442,     43.3548,     43.3704,     43.3623,     43.3760,     43.3751,     43.3733,     43.3262,     43.3021,     43.3109,     43.2975,     43.3048,     43.2975
      25,          0.400000,     46.3118,     45.1270,     37.5990,     37.4990,     43.3490,     42.7490,     43.3119,     43.3419,     43.3419,     43.3142,     43.3112,     43.3123,     43.3112,     43.3116,     43.3112,     43.3125,     43.3113,     43.3144,     43.3112,     43.3184,     43.3111,     43.3252,     43.3114,     43.3792,     43.3747,     43.4160,     43.4444,     43.4275,     43.4604,     43.3423,     43.3403,     43.3447,     43.3461,     43.3572,     43.3716,     43.3644,     43.3772,     43.3773,     43.3746,     43.3363,     43.3142,     43.3234,     43.3109,     43.3176,     43.3110
      26,          0.416667,     46.3793,     45.1949,     37.5990,     37.4990,     43.3490,     42.7490,     43.3243,     43.3458,     43.3456,     43.3265,     43.3239,     43.3249,     43.3239,     43.3242,     43.3240,     43.3249,     43.3240,     43.3264,     43.3240,     43.3297,     43.3237,     43.3356,     43.3238,     43.3824,     43.3761,     43.4173,     43.4448,     43.4284,     43.4607,     43.3466,     43.3443,     43.3491,     43.3485,     43.3599,     43.3730,     43.3667,     43.3786,     43.3797,     43.3761,     43.3460,     43.3261,     43.3350,     43.3236,     43.3298,     43.3237
      27,          0.433333,     46.4561,     45.2654,     37.5990,     37.4990,     43.3490,     42.7490,     43.3360,     43.3511,     43.3507,     43.3382,     43.3359,     43.3367,     43.3359,     43.3360,     43.3360,     43.3366,     43.3360,     43.3378,     43.3359,     43.3406,     43.3358,     43.3433,     43.3357,     43.3863,     43.3782,     43.4191,     43.4456,     43.4299,     43.4614,     43.3519,     43.3498,     43.3566,     43.3525,     43.3634,     43.3748,     43.3699,     43.3805,     43.3829,     43.3784,     43.3553,     43.3375,     43.3463,     43.3356,     43.3410,     43.3357
      28,          0.450000,     46.5446,     45.3376,     37.5990,     37.4990,     43.3490,     42.7490,     43.3468,     43.3578,     43.3574,     43.3493,     43.3473,     43.3479,     43.3473,     43.3473,     43.3473,     43.3474,     43.3472,     43.3483,     43.3472,     43.3501,     43.3471,     43.3536,     43.3469,     43.3981,     43.3812,     43.4200,     43.4460,     43.4306,     43.4618,     43.3587,     43.3567,     43.3612,     43.3581,     43.3689,     43.3775,     43.3749,     43.3831,     43.3863,     43.3814,     43.3578,     43.3484,     43.3569,     43.3469,     43.3519,     43.3471
      29,          0.466667,     46.6340,     45.4233,     37.5990,     37.4990,     43.3490,     42.7490,     43.3573,     43.3654,     43.3652,     43.3597,     43.3580,     43.3584,     43.3579,     43.3579,     43.3580,     43.3579,     43.3580,     43.3585,     43.3580,     43.3599,     43.3579,     43.3625,     43.3577,     43.4031,     43.3846,     43.4220,     43.4466,     43.4321,     43.4623,     43.3662,     43.3647,     43.3684,     43.3652,     43.3748,     43.3809,     43.3798,     43.3865,     43.3903,     43.3851,     43.3658,     43.3587,     43.3666,     43.3576,     43.3620,     43.3578
      30,          0.483333,     46.7579,     45.5129,     37.5990,     37.4990,     43.3490,     42.7490,     43.3674,     43.3737,     43.3736,     43.3695,     43.3681,     43.3684,     43.3681,     43.3681,     43.3682,     43.3680,     43.3682,     43.3684,     43.3682,     43.3694,     43.3681,     43.3714,     43.3680,     43.4067,     43.3883,     43.4245,     43.4473,     43.4342,     43.4629,     43.3743,     43.3732,     43.3760,     43.3733,     43.3812,     43.3852,     43.3855,     43.3905,     43.3951,     43.3896,     43.3752,     43.3685,     43.3756,     43.3677,     43.3715,     43.3679
      31,          0.500000,     46.8806,     45.6049,     37.5990,     37.4990,     43.3490,     42.7490,     43.3771,     43.3822,     43.3822,     43.3790,     43.3778,     43.3781,     43.3778,     43.3778,     43.3779,     43.3777,     43.3779,     43.3779,     43.3779,     43.3787,     43.3778,     43.3802,     43.3778,     43.4116,     43.3936,     43.4270,     43.4482,     43.4365,     43.4636,     43.3825,     43.3820,     43.3838,     43.3818,     43.3879,     43.3905,     43.3916,     43.3953,     43.4002,     43.3947,     43.3838,     43.3779,     43.3847,     43.3774,     43.3809,     43.3776
      32,          0.516667,     47.0061,     45.6978,     37.5990,     37.4990,     43.3490,     42.7490,     43.3863,     43.3902,     43.3902,     43.3880,     43.3870,     43.3871,     43.3870,     43.3870,     43.3871,     43.3869,     43.3871,     43.3870,     43.3871,     43.3875,     43.3870,     43.3887,     43.3869,     43.4164,     43.3980,     43.4289,     43.4480,     43.4381,     43.4630,     43.3905,     43.3902,     43.3915,     43.3899,     43.3948,     43.3965,     43.3978,     43.4005,     43.4054,     43.3999,     43.3914,     43.3872,     43.3930,     43.3865,     43.3896,     43.3868
      33,          0.533333,     47.1748,     45.8126,     37.9174,     37.8901,     43.3490,     42.7490,     43.3951,     43.3986,     43.3986,     43.3964,     43.3957,     43.3957,     43.3957,     43.3957,     43.3958,     43.3956,     43.3958,     43.3957,     43.3958,     43.3960,     43.3958,     43.3970,     43.3957,     43.4155,     43.4043,     43.4328,     43.4493,     43.4415,     43.4641,     43.3986,     43.3986,     43.3992,     43.3982,     43.4018,     43.4028,     43.4042,     43.4062,     43.4116,     43.4060,     43.4058,     43.3955,     43.4006,     43.3952,     43.3977,     43.3955
      34,          0.550000,     47.3955,     45.9614,     38.0511,     38.0228,     43.3490,     42.7490,     43.4034,     43.4066,     43.4067,     43.4046,     43.4040,     43.4040,     43.4040,     43.4040,     43.4041,     43.4039,     43.4041,     43.4040,     43.4041,     43.4042,     43.4041,     43.4050,     43.4041,     43.4219,     43.4110,     43.4366,     43.4512,     43.4449,     43.4654,     43.4065,     43.4066,     43.4070,     43.4062,     43.4092,     43.4099,     43.4113,     43.4129,     43.4181,     43.4128,     43.4131,     43.4040,     43.4083,     43.4037,     43.4058,     43.4039
      35,          0.566667,     47.6475,     46.1224,     38.1644,     38.1308,     43.3490,     42.7490,     43.4115,     43.4144,     43.4145,     43.4125,     43.4121,     43.4121,     43.4121,     43.4121,     43.4122,     43.4121,     43.4122,     43.4122,     43.4122,     43.4123,     43.4122,     43.4130,     43.4122,     43.4283,     43.4178,     43.4406,     43.4534,     43.4484,     43.4670,     43.4144,     43.4144,     43.4148,     43.4141,     43.4168,     43.4173,     43.4186,     43.4199,     43.4247,     43.4197,     43.4203,     43.4120,     43.4159,     43.4118,     43.4136,     43.4120
      36,          0.583333,     47.9195,     46.2529,     38.2506,     38.2178,     43.3490,     42.7490,     43.4194,     43.4219,     43.4219,     43.4203,     43.4199,     43.4199,     43.4199,     43.4200,     43.4200,     43.4199,     43.4200,     43.4200,     43.4200,     43.4200,     43.4200,     43.4207,     43.4200,     43.4343,     43.4244,     43.4437,     43.4547,     43.4510,     43.4672,     43.4220,     43.4219,     43.4221,     43.4214,     43.4239,     43.4242,     43.4255,     43.4265,     43.4310,     43.4263,     43.4272,     43.4198,     43.4232,     43.4197,     43.4212,     43.4198
      37,          0.600000,     48.1986,     46.3624,     38.3601,     38.3215,     43.3490,     42.7490,     43.4270,     43.4288,     43.4288,     43.4276,     43.4276,     43.4276,     43.4276,     43.4276,     43.4277,     43.4276,     43.4277,     43.4277,     43.4277,     43.4276,     43.4276,     43.4277,     43.4273,     43.4382,     43.4297,     43.4466,     43.4549,     43.4533,     43.4662,     43.4287,     43.4288,     43.4289,     43.4285,     43.4304,     43.4308,     43.4316,     43.4323,     43.4352,     43.4315,     43.4323,     43.4266,     43.4294,     43.4271,     43.4281,     43.4274
      38,          0.616667,     48.4590,     46.4562,     38.4818,     38.4395,     43.3490,     42.7490,     43.4340,     43.4358,     43.4359,     43.4344,     43.4344,     43.4344,     43.4345,     43.4345,     43.4346,     43.4345,     43.4346,     43.4346,     43.4346,     43.4346,     43.4347,     43.4347,     43.4346,     43.4438,     43.4364,     43.4513,     43.4580,     43.4574,     43.4685,     43.4358,     43.4358,     43.4354,     43.4353,     43.4362,     43.4361,     43.4372,     43.4376,     43.4410,     43.4378,     43.4386,     43.4339,     43.4360,     43.4342,     43.4349,     43.4343
      39,          0.633333,     48.6977,     46.5295,     38.6210,     38.5709,     43.3490,     42.7490,     43.4404,     43.4421,     43.4422,     43.4411,     43.4411,     43.4411,     43.4411,     43.4411,     43.4411,     43.4410,     43.4411,     43.4410,     43.4411,     43.4409,     43.4410,     43.4412,     43.4409,     43.4497,     43.4433,     43.4566,     43.4623,     43.4621,     43.4717,     43.4422,     43.4422,     43.4422,     43.4421,     43.4433,     43.4435,     43.4444,     43.4448,     43.4473,     43.4447,     43.4450,     43.4410,     43.4426,     43.4410,     43.4415,     43.4411
      40,          0.650000,     48.9214,     46.5914,     38.7808,     38.7232,     43.3490,     42.7490,     43.4469,     43.4489,     43.4489,     43.4475,     43.4475,     43.4475,     43.4475,     43.4476,     43.4476,     43.4475,     43.4476,     43.4476,     43.4476,     43.4476,     43.4476,     43.4479,     43.4477,     43.4556,     43.4500,     43.4618,     43.4668,     43.4669,     43.4752,     43.4489,     43.4490,     43.4489,     43.4488,     43.4501,     43.4502,     43.4511,     43.4516,     43.4534,     43.4514,     43.4512,     43.4476,     43.4489,     43.4474,     43.4479,     43.4475
      41,          0.666667,     49.1397,     46.6501,     38.9689,     38.8819,     43.3490,     42.7490,     43.4535,     43.4558,     43.4559,     43.4541,     43.4542,     43.4541,     43.4541,     43.4541,     43.4542,     43.4540,     43.4542,     43.4541,     43.4542,     43.4541,     43.4541,     43.4544,     43.4542,     43.4611,     43.4559,     43.4669,     43.4712,     43.4715,     43.4789,     43.4557,     43.4558,     43.4553,     43.4553,     43.4563,     43.4564,     43.4572,     43.4575,     43.4591,     43.4573,     43.4571,     43.4540,     43.4552,     43.4540,     43.4543,     43.4541
      42,          0.683333,     49.3516,     46.6989,     39.1781,     39.0527,     43.3490,     42.7490,     43.4599,     43.4607,     43.4607,     43.4604,     43.4604,     43.4605,     43.4605,     43.4605,     43.4606,     43.4605,     43.4606,     43.4605,     43.4606,     43.4604,     43.4605,     43.4602,     43.4602,     43.4643,     43.4602,     43.4689,     43.4717,     43.4727,     43.4779,     43.4607,     43.4608,     43.4608,     43.4607,     43.4616,     43.4618,     43.4621,     43.4622,     43.4627,     43.4615,     43.4615,     43.4593,     43.4604,     43.4600,     43.4603,     43.4603
      43,          0.700000,     49.5244,     46.8060,     39.3953,     39.2238,     43.3490,     42.7490,     43.4656,     43.4667,     43.4667,     43.4661,     43.4661,     43.4661,     43.4661,     43.4662,     43.4662,     43.4661,     43.4662,     43.4662,     43.4662,     43.4662,     43.4662,     43.4660,     43.4660,     43.4698,     43.4664,     43.4740,     43.4764,     43.4774,     43.4818,     43.4667,     43.4667,     43.4662,     43.4662,     43.4662,     43.4662,     43.4668,     43.4669,     43.4683,     43.4673,     43.4673,     43.4656,     43.4663,     43.4659,     43.4660,     43.4661
      44,          0.716667,     49.6448,     46.9560,     39.6186,     39.3929,     43.3490,     42.7490,     43.4708,     43.4720,     43.4720,     43.4715,     43.4715,     43.4715,     43.4715,     43.4714,     43.4715,     43.4714,     43.4715,     43.4714,     43.4714,     43.4713,     43.4714,     43.4714,     43.4713,     43.4757,     43.4727,     43.4795,     43.4817,     43.4827,     43.4866,     43.4719,     43.4719,     43.4721,     43.4720,     43.4729,     43.4730,     43.4737,     43.4739,     43.4744,     43.4737,     43.4731,     43.4715,     43.4720,     43.4715,     43.4715,     43.4715
