"EG15_009 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG15_009.tcf]","Time (h)","SQ Pipe7 [EG15_009]","SQ Pipe6 [EG15_009]","SQ Pipe5 [EG15_009]","SQ Pipe19 [EG15_009]","SQ Pipe3 [EG15_009]","SQ Pipe2 [EG15_009]","SQ Pipe1 [EG15_009]","SQ Pipe0 [EG15_009]","SQ Pipe17 [EG15_009]","SQ Pipe16 [EG15_009]","SQ Pipe15 [EG15_009]","SQ Pipe14 [EG15_009]","SQ Pipe13 [EG15_009]","SQ Pipe12 [EG15_009]","SQ Pipe11 [EG15_009]","SQ Pipe10 [EG15_009]","SQ Pipe9 [EG15_009]","SQ Pipe8 [EG15_009]","SQ Pipe4 [EG15_009]","SQ FC04.1_C [EG15_009]","SQ FC01.2_R [EG15_009]","SQ FC01.1_R [EG15_009]"
      40,          0.650000,      0.0923,      0.0020,      0.0050,      0.0146,      0.0228,     -0.0153,     -0.0085,     -0.0021,      0.0000,      0.0003,      0.0000,      0.0000,      0.0013,      0.0177,      0.0057,      0.0439,      0.0924,      0.1473,      0.0434,      0.5506,     18.5762,     40.6856
      41,          0.666667,      0.0889,      0.0014,      0.0028,      0.0094,      0.0168,     -0.0159,     -0.0048,     -0.0007,      0.0000,      0.0003,     -0.0000,      0.0000,      0.0009,      0.0152,      0.0047,      0.0388,      0.0828,      0.1394,      0.0301,      0.5522,     21.4769,     42.4257
      42,          0.683333,      0.0855,      0.0009,      0.0014,      0.0058,      0.0121,     -0.0161,     -0.0036,     -0.0005,      0.0000,      0.0002,     -0.0002,      0.0000,      0.0006,      0.0127,      0.0036,      0.0337,      0.0747,      0.1313,      0.0206,      0.5522,     24.2754,     44.0427
      43,          0.700000,      0.0806,      0.0005,      0.0008,      0.0040,      0.0086,     -0.0164,     -0.0016,      0.0000,      0.0000,      0.0002,     -0.0002,      0.0000,      0.0003,      0.0102,      0.0026,      0.0280,      0.0636,      0.1205,      0.0140,      0.5512,     26.8133,     45.2932
      44,          0.716667,      0.0755,      0.0005,      0.0004,      0.0026,      0.0063,     -0.0159,     -0.0009,      0.0000,      0.0000,      0.0002,     -0.0002,      0.0000,      0.0000,      0.0080,      0.0018,      0.0234,      0.0545,      0.1095,      0.0097,      0.5493,     29.3572,     46.1095
      45,          0.733333,      0.0701,      0.0003,      0.0002,      0.0020,      0.0046,     -0.0151,     -0.0005,      0.0000,      0.0000,      0.0002,     -0.0002,      0.0000,      0.0000,      0.0062,      0.0012,      0.0191,      0.0465,      0.0990,      0.0072,      0.5467,     31.6758,     46.6172
      46,          0.750000,      0.0637,      0.0002,      0.0000,      0.0015,      0.0033,     -0.0135,     -0.0000,      0.0000,      0.0000,      0.0002,     -0.0002,      0.0000,      0.0000,      0.0048,      0.0007,      0.0155,      0.0387,      0.0862,      0.0055,      0.5434,     34.0175,     46.9292
      47,          0.766667,      0.0570,      0.0002,      0.0000,      0.0007,      0.0028,     -0.0114,     -0.0002,      0.0000,      0.0000,      0.0002,     -0.0001,      0.0000,      0.0000,      0.0033,      0.0003,      0.0120,      0.0319,      0.0733,      0.0044,      0.5388,     36.5766,     47.1262
      48,          0.783333,      0.0503,      0.0001,      0.0000,      0.0007,      0.0020,     -0.0096,     -0.0000,      0.0000,      0.0000,      0.0002,     -0.0001,      0.0000,      0.0000,      0.0022,      0.0000,      0.0092,      0.0258,      0.0623,      0.0028,      0.5332,     39.5963,     47.2381
      49,          0.800000,      0.0437,      0.0001,      0.0000,      0.0000,      0.0017,     -0.0077,      0.0000,      0.0000,      0.0000,      0.0002,     -0.0001,      0.0000,      0.0000,      0.0015,      0.0000,      0.0069,      0.0206,      0.0511,      0.0021,      0.5272,     43.2304,     47.3054
      50,          0.816667,      0.0371,      0.0001,      0.0000,      0.0003,      0.0011,     -0.0062,      0.0000,      0.0000,      0.0000,      0.0002,     -0.0001,      0.0000,      0.0000,      0.0008,      0.0000,      0.0050,      0.0163,      0.0420,      0.0014,      0.5204,     47.3428,     47.3556
      51,          0.833333,      0.0311,      0.0001,      0.0000,      0.0001,      0.0006,     -0.0045,      0.0000,      0.0000,      0.0000,      0.0002,     -0.0001,      0.0000,      0.0000,      0.0004,      0.0000,      0.0037,      0.0128,      0.0340,      0.0010,      0.5134,     51.0921,     47.3923
      52,          0.850000,      0.0257,      0.0000,      0.0000,      0.0000,      0.0007,     -0.0035,      0.0000,      0.0000,      0.0000,      0.0001,     -0.0001,      0.0000,      0.0000,      0.0001,      0.0000,      0.0023,      0.0098,      0.0274,      0.0011,      0.5052,     54.2308,     47.4204
      53,          0.866667,      0.0208,      0.0000,      0.0000,      0.0000,      0.0002,     -0.0024,      0.0000,      0.0000,      0.0000,      0.0001,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0015,      0.0075,      0.0218,      0.0004,      0.4965,     56.7279,     47.4376
      54,          0.883333,      0.0167,      0.0000,      0.0000,      0.0000,      0.0004,     -0.0017,      0.0000,      0.0000,      0.0000,      0.0001,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0010,      0.0059,      0.0171,      0.0004,      0.4875,     58.7652,     47.4500
      55,          0.900000,      0.0132,      0.0000,      0.0000,      0.0000,      0.0003,     -0.0009,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0006,      0.0042,      0.0134,      0.0002,      0.4780,     60.4755,     47.4599
      56,          0.916667,      0.0104,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0006,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0032,      0.0105,      0.0008,      0.4683,     61.9663,     47.4686
      57,          0.933333,      0.0078,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0002,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0023,      0.0079,      0.0001,      0.4582,     63.2604,     47.4754
      58,          0.950000,      0.0063,      0.0000,      0.0000,      0.0000,      0.0001,     -0.0001,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0017,      0.0067,      0.0000,      0.4477,     64.4252,     47.4767
      59,          0.966667,      0.0043,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0011,      0.0046,      0.0000,      0.4371,     65.4691,     47.4755
      60,          0.983333,      0.0032,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0007,      0.0036,      0.0003,      0.4262,     66.4124,     47.4730
      61,          1.000000,      0.0025,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0005,      0.0028,      0.0003,      0.4160,     67.2741,     47.4699
      62,          1.016667,      0.0018,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0003,      0.0022,      0.0000,      0.4036,     68.0615,     47.4648
      63,          1.033333,      0.0013,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0016,      0.0000,      0.3933,     68.7823,     47.4527
      64,          1.050000,      0.0007,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0011,      0.0000,      0.3820,     69.4299,     47.4374
      65,          1.066667,      0.0005,      0.0000,      0.0000,      0.0000,      0.0003,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0008,      0.0000,      0.3710,     70.0015,     47.4204
      66,          1.083333,      0.0003,      0.0000,      0.0000,      0.0000,      0.0003,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0007,      0.0000,      0.3603,     70.4464,     47.4026
      67,          1.100000,      0.0002,      0.0000,      0.0000,      0.0000,      0.0002,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0004,      0.0000,      0.3495,     70.7469,     47.3813
      68,          1.116667,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0003,      0.0000,      0.3389,     70.9228,     47.3429
      69,          1.133333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0005,      0.0000,      0.3281,     71.0172,     47.2994
      70,          1.150000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.0001,      0.3181,     71.0594,     47.2452
      71,          1.166667,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0003,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0003,      0.3082,     71.0723,     47.1892
      72,          1.183333,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0003,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.2984,     71.0669,     47.1305
      73,          1.200000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.2889,     71.0513,     47.0664
      74,          1.216667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0006,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.2798,     71.0301,     46.9997
      75,          1.233333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0004,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.2709,     71.0082,     46.9302
      76,          1.250000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.2624,     70.9871,     46.8585
      77,          1.266667,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0003,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0003,      0.2541,     70.9663,     46.7835
      78,          1.283333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.2461,     70.9460,     46.6954
      79,          1.300000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0004,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0001,      0.2385,     70.9257,     46.5987
      80,          1.316667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.2313,     70.9051,     46.4946
      81,          1.333333,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0004,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.2244,     70.8770,     46.3843
      82,          1.350000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.2178,     70.8428,     46.2681
      83,          1.366667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.2115,     70.8000,     46.1470
      84,          1.383333,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0002,      0.0000,      0.0000,      0.0000,      0.0000,      0.0001,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.2053,     70.7458,     46.0187
      85,          1.400000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.1994,     70.6842,     45.8827
      86,          1.416667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.1937,     70.6092,     45.7397
      87,          1.433333,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0003,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0002,      0.1883,     70.5194,     45.5849
      88,          1.450000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.1831,     70.4086,     45.4281
      89,          1.466667,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.1782,     70.2672,     45.2592
      90,          1.483333,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.1735,     70.0835,     45.0771
      91,          1.500000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0003,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.1691,     69.8490,     44.8815
      92,          1.516667,      0.0000,      0.0000,      0.0000,      0.0000,     -0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.1648,     69.5415,     44.6676
