"","Time","DF01 Status","DF01 Trigger","DF01 Breach Depth","DF01 Top Width","DF01 Bottom Width","DF01 Flow Intact","DF01 Flow Failed","DF01 Flow","PF01 Status","PF01 Trigger","PF01 Orifice Height","PF01 Orifice Width","PF01 Flow"
      34,          0.550000,"Opening     ",           0.000000,    4.803,   10.240,    0.633,    0.000,    4.864,              4.864,"Closed      ",           0.550103,    0.000,    0.000,              0.000
      35,          0.566667,"Opening     ",           0.000000,    4.903,   10.456,    0.650,    0.000,    7.910,              7.910,"Closed      ",           0.566766,    0.000,    0.000,              0.000
      36,          0.583333,"Opening     ",           0.000000,    5.003,   10.673,    0.667,    0.000,   11.728,             11.728,"Closed      ",           0.583430,    0.000,    0.000,              0.000
      37,          0.600000,"Opening     ",           0.000000,    5.103,   10.889,    0.683,    0.000,   16.344,             16.344,"Closed      ",           0.600095,    0.000,    0.000,              0.000
      38,          0.616667,"Opening     ",           0.000000,    5.203,   11.106,    0.700,    0.000,   21.384,             21.384,"Closed      ",           0.616760,    0.000,    0.000,              0.000
      39,          0.633333,"Opening     ",           0.000000,    5.303,   11.323,    0.717,    0.000,   26.755,             26.755,"Closed      ",           0.633425,    0.000,    0.000,              0.000
      40,          0.650000,"Opening     ",           0.000000,    5.403,   11.539,    0.733,    0.000,   32.384,             32.384,"Closed      ",           0.650091,    0.000,    0.000,              0.000
      41,          0.666667,"Opening     ",           0.000000,    5.503,   11.756,    0.750,    0.000,   38.254,             38.254,"Closed      ",           0.666756,    0.000,    0.000,              0.000
      42,          0.683333,"Opening     ",           0.000000,    5.603,   11.973,    0.766,    0.000,   44.238,             44.238,"Closed      ",           0.683422,    0.000,    0.000,              0.000
      43,          0.700000,"Opening     ",           0.000000,    5.703,   12.189,    0.783,    0.000,   50.139,             50.139,"Closed      ",           0.700088,    0.000,    0.000,              0.000
      44,          0.716667,"Opening     ",           0.000000,    5.803,   12.406,    0.800,    0.000,   55.898,             55.898,"Closed      ",           0.716753,    0.000,    0.000,              0.000
      45,          0.733333,"Opening     ",           0.000000,    5.903,   12.623,    0.816,    0.000,   61.581,             61.581,"Closed      ",           0.733420,    0.000,    0.000,              0.000
      46,          0.750000,"Opening     ",           0.000000,    6.003,   12.840,    0.833,    0.000,   67.097,             67.097,"Closed      ",           0.750086,    0.000,    0.000,              0.000
      47,          0.766667,"Opening     ",           0.000000,    6.103,   13.056,    0.850,    0.000,   72.417,             72.417,"Closed      ",           0.766753,    0.000,    0.000,              0.000
      48,          0.783333,"Opening     ",           0.000000,    6.203,   13.273,    0.867,    0.000,   77.408,             77.408,"Closed      ",           0.783418,    0.000,    0.000,              0.000
      49,          0.800000,"Opening     ",           0.000000,    6.303,   13.490,    0.883,    0.000,   82.102,             82.102,"Closed      ",           0.800085,    0.000,    0.000,              0.000
      50,          0.816667,"Opening     ",           0.000000,    6.403,   13.707,    0.900,    0.000,   86.495,             86.495,"Closed      ",           0.816752,    0.000,    0.000,              0.000
      51,          0.833333,"Opening     ",           0.000000,    6.503,   13.924,    0.917,    0.000,   90.583,             90.583,"Closed      ",           0.833418,    0.000,    0.000,              0.000
      52,          0.850000,"Opening     ",           0.000000,    6.603,   14.140,    0.934,    0.000,   94.367,             94.367,"Closed      ",           0.850085,    0.000,    0.000,              0.000
      53,          0.866667,"Opening     ",           0.000000,    6.703,   14.357,    0.951,    0.000,   97.803,             97.803,"Closed      ",           0.866752,    0.000,    0.000,              0.000
      54,          0.883333,"Opening     ",           0.000000,    6.803,   14.574,    0.967,    0.000,  100.919,            100.919,"Closed      ",           0.883418,    0.000,    0.000,              0.000
      55,          0.900000,"Opening     ",           0.000000,    6.903,   14.791,    0.984,    0.000,  103.721,            103.721,"Closed      ",           0.900086,    0.000,    0.000,              0.000
      56,          0.916667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,  106.103,            106.103,"Closed      ",           0.916753,    0.000,    0.000,              0.000
      57,          0.933333,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,  104.521,            104.521,"Closed      ",           0.933418,    0.000,    0.000,              0.000
      58,          0.950000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,  103.024,            103.024,"Closed      ",           0.950084,    0.000,    0.000,              0.000
      59,          0.966667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,  101.693,            101.693,"Closed      ",           0.966751,    0.000,    0.000,              0.000
      60,          0.983333,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,  100.510,            100.510,"Closed      ",           0.983418,    0.000,    0.000,              0.000
      61,          1.000000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   99.456,             99.456,"Closed      ",           1.000083,    0.000,    0.000,              0.000
      62,          1.016667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   98.506,             98.506,"Closed      ",           1.016750,    0.000,    0.000,              0.000
      63,          1.033333,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   97.598,             97.598,"Closed      ",           1.033417,    0.000,    0.000,              0.000
      64,          1.050000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   96.739,             96.739,"Closed      ",           1.050084,    0.000,    0.000,              0.000
      65,          1.066667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   95.918,             95.918,"Closed      ",           1.066751,    0.000,    0.000,              0.000
      66,          1.083333,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   95.136,             95.136,"Closed      ",           1.083418,    0.000,    0.000,              0.000
      67,          1.100000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   94.365,             94.365,"Closed      ",           1.100085,    0.000,    0.000,              0.000
      68,          1.116667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   93.483,             93.483,"Closed      ",           1.116753,    0.000,    0.000,              0.000
      69,          1.133333,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   92.532,             92.532,"Closed      ",           1.133420,    0.000,    0.000,              0.000
      70,          1.150000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   91.512,             91.512,"Closed      ",           1.150088,    0.000,    0.000,              0.000
      71,          1.166667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   90.469,             90.469,"Closed      ",           1.166755,    0.000,    0.000,              0.000
      72,          1.183333,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   89.314,             89.314,"Closed      ",           1.183422,    0.000,    0.000,              0.000
      73,          1.200000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   88.105,             88.105,"Closed      ",           1.200089,    0.000,    0.000,              0.000
      74,          1.216667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   86.829,             86.829,"Closed      ",           1.216756,    0.000,    0.000,              0.000
      75,          1.233333,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   85.499,             85.499,"Closed      ",           1.233423,    0.000,    0.000,              0.000
      76,          1.250000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   84.121,             84.121,"Closed      ",           1.250090,    0.000,    0.000,              0.000
      77,          1.266667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   82.692,             82.692,"Closed      ",           1.266756,    0.000,    0.000,              0.000
      78,          1.283333,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   81.150,             81.150,"Closed      ",           1.283424,    0.000,    0.000,              0.000
      79,          1.300000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   79.497,             79.497,"Closed      ",           1.300091,    0.000,    0.000,              0.000
      80,          1.316667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   77.764,             77.764,"Closed      ",           1.316757,    0.000,    0.000,              0.000
      81,          1.333333,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   75.952,             75.952,"Closed      ",           1.333425,    0.000,    0.000,              0.000
      82,          1.350000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   74.069,             74.069,"Closed      ",           1.350092,    0.000,    0.000,              0.000
      83,          1.366667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   72.117,             72.117,"Closed      ",           1.366759,    0.000,    0.000,              0.000
      84,          1.383333,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   70.105,             70.105,"Closed      ",           1.383426,    0.000,    0.000,              0.000
      85,          1.400000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   68.036,             68.036,"Closed      ",           1.400093,    0.000,    0.000,              0.000
      86,          1.416667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   65.924,             65.924,"Closed      ",           1.416759,    0.000,    0.000,              0.000
      87,          1.433333,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   63.758,             63.758,"Closed      ",           1.433426,    0.000,    0.000,              0.000
      88,          1.450000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   61.600,             61.600,"Closed      ",           1.450093,    0.000,    0.000,              0.000
      89,          1.466667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   59.447,             59.447,"Closed      ",           1.466759,    0.000,    0.000,              0.000
      90,          1.483333,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   57.310,             57.310,"Closed      ",           1.483426,    0.000,    0.000,              0.000
      91,          1.500000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   55.183,             55.183,"Closed      ",           1.500093,    0.000,    0.000,              0.000
      92,          1.516667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   53.069,             53.069,"Closed      ",           1.516759,    0.000,    0.000,              0.000
      93,          1.533333,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   50.995,             50.995,"Closed      ",           1.533426,    0.000,    0.000,              0.000
      94,          1.550000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   48.948,             48.948,"Closed      ",           1.550093,    0.000,    0.000,              0.000
      95,          1.566667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   46.918,             46.918,"Closed      ",           1.566759,    0.000,    0.000,              0.000
      96,          1.583333,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   44.909,             44.909,"Closed      ",           1.583426,    0.000,    0.000,              0.000
      97,          1.600000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   42.910,             42.910,"Closed      ",           1.600094,    0.000,    0.000,              0.000
      98,          1.616667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   41.057,             41.057,"Closed      ",           1.616760,    0.000,    0.000,              0.000
      99,          1.633333,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   39.358,             39.358,"Closed      ",           1.633427,    0.000,    0.000,              0.000
     100,          1.650000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   37.775,             37.775,"Closed      ",           1.650094,    0.000,    0.000,              0.000
     101,          1.666667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   36.297,             36.297,"Closed      ",           1.666760,    0.000,    0.000,              0.000
     102,          1.683333,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   34.907,             34.907,"Closed      ",           1.683427,    0.000,    0.000,              0.000
     103,          1.700000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   33.572,             33.572,"Closed      ",           1.700094,    0.000,    0.000,              0.000
     104,          1.716667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   32.270,             32.270,"Closed      ",           1.716760,    0.000,    0.000,              0.000
     105,          1.733333,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   30.993,             30.993,"Closed      ",           1.733427,    0.000,    0.000,              0.000
     106,          1.750000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   29.741,             29.741,"Closed      ",           1.750094,    0.000,    0.000,              0.000
     107,          1.766667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   28.499,             28.499,"Closed      ",           1.766760,    0.000,    0.000,              0.000
     108,          1.783333,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   27.365,             27.365,"Closed      ",           1.783427,    0.000,    0.000,              0.000
     109,          1.800000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   26.364,             26.364,"Closed      ",           1.800094,    0.000,    0.000,              0.000
     110,          1.816667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   25.461,             25.461,"Closed      ",           1.816760,    0.000,    0.000,              0.000
     111,          1.833333,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   24.649,             24.649,"Closed      ",           1.833427,    0.000,    0.000,              0.000
     112,          1.850000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   23.903,             23.903,"Closed      ",           1.850094,    0.000,    0.000,              0.000
     113,          1.866667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   23.227,             23.227,"Closed      ",           1.866761,    0.000,    0.000,              0.000
     114,          1.883333,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   22.609,             22.609,"Closed      ",           1.883428,    0.000,    0.000,              0.000
     115,          1.900000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   22.044,             22.044,"Closed      ",           1.900095,    0.000,    0.000,              0.000
     116,          1.916667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   21.535,             21.535,"Closed      ",           1.916761,    0.000,    0.000,              0.000
     117,          1.933333,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   21.045,             21.045,"Closed      ",           1.933428,    0.000,    0.000,              0.000
     118,          1.950000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   20.589,             20.589,"Closed      ",           1.950095,    0.000,    0.000,              0.000
     119,          1.966667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   20.174,             20.174,"Closed      ",           1.966761,    0.000,    0.000,              0.000
     120,          1.983333,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   19.797,             19.797,"Closed      ",           1.983428,    0.000,    0.000,              0.000
     121,          2.000000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   19.445,             19.445,"Closed      ",           2.000095,    0.000,    0.000,              0.000
     122,          2.016667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   19.112,             19.112,"Closed      ",           2.016856,    0.000,    0.000,              0.000
     123,          2.033334,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   18.773,             18.773,"Closed      ",           2.033523,    0.000,    0.000,              0.000
     124,          2.050000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   18.418,             18.418,"Closed      ",           2.050189,    0.000,    0.000,              0.000
     125,          2.066667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   18.055,             18.055,"Closed      ",           2.066856,    0.000,    0.000,              0.000
     126,          2.083333,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   17.676,             17.676,"Closed      ",           2.083428,    0.000,    0.000,              0.000
     127,          2.100000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   17.285,             17.285,"Closed      ",           2.100095,    0.000,    0.000,              0.000
     128,          2.116667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   16.870,             16.870,"Closed      ",           2.116761,    0.000,    0.000,              0.000
     129,          2.133333,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   16.421,             16.421,"Closed      ",           2.133428,    0.000,    0.000,              0.000
     130,          2.150000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   15.950,             15.950,"Closed      ",           2.150095,    0.000,    0.000,              0.000
     131,          2.166667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   15.453,             15.453,"Closed      ",           2.166761,    0.000,    0.000,              0.000
     132,          2.183333,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   14.938,             14.938,"Closed      ",           2.183428,    0.000,    0.000,              0.000
     133,          2.200000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   14.457,             14.457,"Closed      ",           2.200095,    0.000,    0.000,              0.000
     134,          2.216667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   14.048,             14.048,"Closed      ",           2.216761,    0.000,    0.000,              0.000
     135,          2.233333,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   13.693,             13.693,"Closed      ",           2.233428,    0.000,    0.000,              0.000
     136,          2.250000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   13.376,             13.376,"Closed      ",           2.250095,    0.000,    0.000,              0.000
     137,          2.266667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   13.092,             13.092,"Closed      ",           2.266856,    0.000,    0.000,              0.000
     138,          2.283334,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   12.828,             12.828,"Closed      ",           2.283523,    0.000,    0.000,              0.000
     139,          2.300000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   12.560,             12.560,"Closed      ",           2.300189,    0.000,    0.000,              0.000
     140,          2.316667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   12.294,             12.294,"Closed      ",           2.316856,    0.000,    0.000,              0.000
     141,          2.333333,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   12.033,             12.033,"Closed      ",           2.333428,    0.000,    0.000,              0.000
     142,          2.350000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   11.772,             11.772,"Closed      ",           2.350096,    0.000,    0.000,              0.000
     143,          2.366667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   11.524,             11.524,"Closed      ",           2.366763,    0.000,    0.000,              0.000
     144,          2.383333,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   11.295,             11.295,"Closed      ",           2.383429,    0.000,    0.000,              0.000
     145,          2.400000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   11.085,             11.085,"Closed      ",           2.400096,    0.000,    0.000,              0.000
     146,          2.416667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   10.884,             10.884,"Closed      ",           2.416763,    0.000,    0.000,              0.000
     147,          2.433333,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   10.703,             10.703,"Closed      ",           2.433429,    0.000,    0.000,              0.000
     148,          2.450000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   10.519,             10.519,"Closed      ",           2.450096,    0.000,    0.000,              0.000
     149,          2.466667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   10.319,             10.319,"Closed      ",           2.466763,    0.000,    0.000,              0.000
     150,          2.483333,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,   10.122,             10.122,"Closed      ",           2.483429,    0.000,    0.000,              0.000
     151,          2.500000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    9.899,              9.899,"Closed      ",           2.500192,    0.000,    0.000,              0.000
     152,          2.516667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    9.683,              9.683,"Closed      ",           2.516858,    0.000,    0.000,              0.000
     153,          2.533334,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    9.455,              9.455,"Closed      ",           2.533525,    0.000,    0.000,              0.000
     154,          2.550000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    9.217,              9.217,"Closed      ",           2.550192,    0.000,    0.000,              0.000
     155,          2.566667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    8.974,              8.974,"Closed      ",           2.566858,    0.000,    0.000,              0.000
     156,          2.583333,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    8.728,              8.728,"Closed      ",           2.583429,    0.000,    0.000,              0.000
     157,          2.600000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    8.483,              8.483,"Closed      ",           2.600096,    0.000,    0.000,              0.000
     158,          2.616667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    8.254,              8.254,"Closed      ",           2.616763,    0.000,    0.000,              0.000
     159,          2.633333,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    8.035,              8.035,"Closed      ",           2.633429,    0.000,    0.000,              0.000
     160,          2.650000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    7.824,              7.824,"Closed      ",           2.650096,    0.000,    0.000,              0.000
     161,          2.666667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    7.619,              7.619,"Closed      ",           2.666763,    0.000,    0.000,              0.000
     162,          2.683333,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    7.424,              7.424,"Closed      ",           2.683429,    0.000,    0.000,              0.000
     163,          2.700000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    7.234,              7.234,"Closed      ",           2.700096,    0.000,    0.000,              0.000
     164,          2.716667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    7.043,              7.043,"Closed      ",           2.716763,    0.000,    0.000,              0.000
     165,          2.733334,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    6.865,              6.865,"Closed      ",           2.733525,    0.000,    0.000,              0.000
     166,          2.750000,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    6.651,              6.651,"Closed      ",           2.750192,    0.000,    0.000,              0.000
     167,          2.766667,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    6.445,              6.445,"Closed      ",           2.766858,    0.000,    0.000,              0.000
     168,          2.783334,"Fully Open  ",           0.000000,    7.000,   15.000,    1.000,    0.000,    6.229,              6.229,"Closed      ",           2.783525,    0.000,    0.000,              0.000
