"","Time","OC_001 Status","OC_001 Trigger","OC_001 Gate Opening","OC_001 Flow"
     138,          2.283334,"Steady      ",          43.287415,    0.700,             42.206
     139,          2.300000,"Steady      ",          43.267044,    0.700,             42.018
     140,          2.316667,"Steady      ",          43.246418,    0.700,             41.827
     141,          2.333333,"Steady      ",          43.225655,    0.700,             41.633
     142,          2.350000,"Steady      ",          43.204487,    0.700,             41.434
     143,          2.366667,"Steady      ",          43.183144,    0.700,             41.233
     144,          2.383333,"Steady      ",          43.161591,    0.700,             41.029
     145,          2.400000,"Steady      ",          43.139790,    0.700,             40.822
     146,          2.416667,"Steady      ",          43.117737,    0.700,             40.611
     147,          2.433333,"Steady      ",          43.095520,    0.700,             40.398
     148,          2.450000,"Steady      ",          43.073013,    0.700,             40.180
     149,          2.466667,"Steady      ",          43.050255,    0.700,             39.959
     150,          2.483333,"Steady      ",          43.027184,    0.700,             39.734
     151,          2.500000,"Steady      ",          43.003731,    0.700,             39.503
     152,          2.516667,"Closing     ",          42.988033,    0.644,             36.221
     153,          2.533334,"Closing     ",          42.973576,    0.577,             32.354
     154,          2.550000,"Closing     ",          42.960632,    0.510,             28.526
     155,          2.566667,"Steady      ",          42.943748,    0.500,             27.791
     156,          2.583333,"Steady      ",          42.928253,    0.500,             27.680
     157,          2.600000,"Steady      ",          42.912994,    0.500,             27.570
     158,          2.616667,"Steady      ",          42.897423,    0.500,             27.457
     159,          2.633333,"Steady      ",          42.881645,    0.500,             27.343
     160,          2.650000,"Steady      ",          42.865295,    0.500,             27.224
     161,          2.666667,"Steady      ",          42.848770,    0.500,             27.103
     162,          2.683333,"Steady      ",          42.831875,    0.500,             26.979
     163,          2.700000,"Steady      ",          42.814919,    0.500,             26.854
     164,          2.716667,"Steady      ",          42.797558,    0.500,             26.725
     165,          2.733334,"Steady      ",          42.779743,    0.500,             26.593
     166,          2.750000,"Steady      ",          42.761742,    0.500,             26.458
     167,          2.766667,"Steady      ",          42.743431,    0.500,             26.320
     168,          2.783334,"Steady      ",          42.724815,    0.500,             26.179
     169,          2.800000,"Steady      ",          42.705860,    0.500,             26.035
     170,          2.816667,"Steady      ",          42.686535,    0.500,             25.887
     171,          2.833333,"Steady      ",          42.666988,    0.500,             25.737
     172,          2.850000,"Steady      ",          42.647079,    0.500,             25.582
     173,          2.866667,"Steady      ",          42.626823,    0.500,             25.425
     174,          2.883333,"Steady      ",          42.606209,    0.500,             25.263
     175,          2.900000,"Steady      ",          42.585281,    0.500,             25.098
     176,          2.916667,"Steady      ",          42.563999,    0.500,             24.929
     177,          2.933333,"Steady      ",          42.542366,    0.500,             24.756
     178,          2.950000,"Steady      ",          42.520336,    0.500,             24.579
     179,          2.966667,"Steady      ",          42.497856,    0.500,             24.396
     180,          2.983334,"Steady      ",          42.474915,    0.500,             24.209
     181,          3.000000,"Steady      ",          42.451649,    0.500,             24.017
