"","Time","OC_999 Status","OC_999 Trigger","OC_999 Gate Opening","OC_999 Flow"
      31,          0.500000,"Closed      ",          37.598999,    0.000,              0.000
      32,          0.516667,"Closed      ",          37.598999,    0.000,              0.000
      33,          0.533333,"Closed      ",          38.575752,    0.000,              0.000
      34,          0.550000,"Closed      ",          39.132576,    0.000,              0.000
      35,          0.566667,"Closed      ",          39.524765,    0.000,              0.000
      36,          0.583333,"Closed      ",          39.782799,    0.000,              0.000
      37,          0.600000,"Closed      ",          39.974770,    0.000,              0.000
      38,          0.616667,"Closed      ",          40.171448,    0.000,              0.000
      39,          0.633333,"Closed      ",          40.366245,    0.000,              0.000
      40,          0.650000,"Closed      ",          40.558662,    0.000,              0.000
      41,          0.666667,"Closed      ",          40.756897,    0.000,              0.000
      42,          0.683333,"Closed      ",          40.953205,    0.000,              0.000
      43,          0.700000,"Closed      ",          41.143608,    0.000,              0.000
      44,          0.716667,"Closed      ",          41.310062,    0.000,              0.000
      45,          0.733333,"Closed      ",          41.459831,    0.000,              0.000
      46,          0.750000,"Closed      ",          41.600281,    0.000,              0.000
      47,          0.766667,"Closed      ",          41.735344,    0.000,              0.000
      48,          0.783333,"Closed      ",          41.872242,    0.000,              0.000
      49,          0.800000,"Opening     ",          42.012039,    0.641,              0.387
      50,          0.816667,"Opening     ",          42.146233,    7.307,              4.905
      51,          0.833333,"Opening     ",          42.269062,   13.974,              9.763
      52,          0.850000,"Opening     ",          42.377163,   20.641,             14.484
      53,          0.866667,"Opening     ",          42.470886,   27.308,             19.619
      54,          0.883333,"Steady      ",          42.558193,   30.000,             21.762
      55,          0.900000,"Steady      ",          42.638710,   30.000,             22.094
      56,          0.916667,"Steady      ",          42.713879,   30.000,             22.405
      57,          0.933333,"Steady      ",          42.783588,   30.000,             22.692
      58,          0.950000,"Steady      ",          42.848988,   30.000,             22.962
      59,          0.966667,"Steady      ",          42.910809,   30.000,             23.218
      60,          0.983333,"Steady      ",          42.968292,   30.000,             23.455
      61,          1.000000,"Opening     ",          43.020134,   32.925,             25.971
      62,          1.016667,"Opening     ",          43.071434,   39.592,             31.515
      63,          1.033333,"Opening     ",          43.113197,   46.259,             37.067
      64,          1.050000,"Opening     ",          43.147827,   52.926,             42.732
      65,          1.066667,"Opening     ",          43.175591,   59.593,             48.315
      66,          1.083333,"Opening     ",          43.198563,   66.260,             54.004
      67,          1.100000,"Steady      ",          43.221622,   70.000,             57.277
      68,          1.116667,"Steady      ",          43.247997,   70.000,             57.554
      69,          1.133333,"Steady      ",          43.272102,   70.000,             57.807
      70,          1.150000,"Steady      ",          43.296192,   70.000,             58.060
      71,          1.166667,"Steady      ",          43.318119,   70.000,             58.290
      72,          1.183333,"Steady      ",          43.338890,   70.000,             58.508
      73,          1.200000,"Steady      ",          43.358841,   70.000,             58.718
      74,          1.216667,"Steady      ",          43.377087,   70.000,             58.909
      75,          1.233333,"Steady      ",          43.393951,   70.000,             59.086
      76,          1.250000,"Steady      ",          43.409737,   70.000,             59.252
      77,          1.266667,"Steady      ",          43.423962,   70.000,             59.402
      78,          1.283333,"Steady      ",          43.437000,   70.000,             59.539
      79,          1.300000,"Steady      ",          43.448723,   70.000,             59.662
      80,          1.316667,"Steady      ",          43.459110,   70.000,             59.771
      81,          1.333333,"Steady      ",          43.468170,   70.000,             59.866
      82,          1.350000,"Steady      ",          43.475658,   70.000,             59.945
      83,          1.366667,"Steady      ",          43.481766,   70.000,             60.009
      84,          1.383333,"Steady      ",          43.486374,   70.000,             60.058
      85,          1.400000,"Steady      ",          43.489540,   70.000,             60.091
      86,          1.416667,"Steady      ",          43.491295,   70.000,             60.110
      87,          1.433333,"Steady      ",          43.491753,   70.000,             60.115
      88,          1.450000,"Steady      ",          43.490776,   70.000,             60.104
      89,          1.466667,"Steady      ",          43.488480,   70.000,             60.080
      90,          1.483333,"Steady      ",          43.484871,   70.000,             60.043
      91,          1.500000,"Steady      ",          43.480057,   70.000,             59.992
      92,          1.516667,"Steady      ",          43.474083,   70.000,             59.930
      93,          1.533333,"Steady      ",          43.467194,   70.000,             59.857
      94,          1.550000,"Steady      ",          43.459309,   70.000,             59.775
      95,          1.566667,"Steady      ",          43.450623,   70.000,             59.684
      96,          1.583333,"Steady      ",          43.441200,   70.000,             59.585
      97,          1.600000,"Steady      ",          43.431221,   70.000,             59.480
      98,          1.616667,"Steady      ",          43.420837,   70.000,             59.371
      99,          1.633333,"Steady      ",          43.410149,   70.000,             59.259
     100,          1.650000,"Steady      ",          43.399139,   70.000,             59.143
     101,          1.666667,"Steady      ",          43.387825,   70.000,             59.025
     102,          1.683333,"Steady      ",          43.376152,   70.000,             58.902
     103,          1.700000,"Steady      ",          43.364128,   70.000,             58.776
     104,          1.716667,"Steady      ",          43.351707,   70.000,             58.646
     105,          1.733333,"Steady      ",          43.338974,   70.000,             58.512
     106,          1.750000,"Steady      ",          43.325665,   70.000,             58.372
     107,          1.766667,"Steady      ",          43.311806,   70.000,             58.227
     108,          1.783333,"Steady      ",          43.297371,   70.000,             58.075
     109,          1.800000,"Steady      ",          43.282330,   70.000,             57.917
     110,          1.816667,"Steady      ",          43.266624,   70.000,             57.753
     111,          1.833333,"Steady      ",          43.250168,   70.000,             57.580
     112,          1.850000,"Steady      ",          43.232906,   70.000,             57.399
     113,          1.866667,"Steady      ",          43.214848,   70.000,             57.209
     114,          1.883333,"Steady      ",          43.195919,   70.000,             57.011
     115,          1.900000,"Steady      ",          43.176079,   70.000,             56.802
     116,          1.916667,"Steady      ",          43.155270,   70.000,             56.584
     117,          1.933333,"Steady      ",          43.133339,   70.000,             56.354
     118,          1.950000,"Steady      ",          43.110260,   70.000,             56.112
     119,          1.966667,"Steady      ",          43.086124,   70.000,             55.868
     120,          1.983333,"Steady      ",          43.060829,   70.000,             55.625
     121,          2.000000,"Steady      ",          43.034492,   70.000,             55.371
     122,          2.016667,"Steady      ",          43.007370,   70.000,             55.110
     123,          2.033334,"Closing     ",          42.990822,   65.111,             51.233
     124,          2.050000,"Closing     ",          42.976879,   58.444,             45.953
     125,          2.066667,"Closing     ",          42.965935,   51.777,             40.545
     126,          2.083333,"Closing     ",          42.957825,   45.148,             35.381
     127,          2.100000,"Closing     ",          42.952141,   38.481,             30.219
     128,          2.116667,"Closing     ",          42.950470,   31.814,             24.880
     129,          2.133333,"Steady      ",          42.943604,   30.000,             23.355
     130,          2.150000,"Steady      ",          42.938385,   30.000,             23.333
     131,          2.166667,"Steady      ",          42.933395,   30.000,             23.313
     132,          2.183333,"Steady      ",          42.927635,   30.000,             23.289
     133,          2.200000,"Steady      ",          42.921528,   30.000,             23.264
     134,          2.216667,"Steady      ",          42.915356,   30.000,             23.238
     135,          2.233333,"Steady      ",          42.908562,   30.000,             23.210
     136,          2.250000,"Steady      ",          42.901012,   30.000,             23.179
     137,          2.266667,"Steady      ",          42.893593,   30.000,             23.149
     138,          2.283334,"Steady      ",          42.885628,   30.000,             23.116
     139,          2.300000,"Steady      ",          42.877419,   30.000,             23.082
     140,          2.316667,"Steady      ",          42.868835,   30.000,             23.047
     141,          2.333333,"Steady      ",          42.860069,   30.000,             23.010
     142,          2.350000,"Steady      ",          42.850906,   30.000,             22.973
     143,          2.366667,"Steady      ",          42.841606,   30.000,             22.934
     144,          2.383333,"Steady      ",          42.832016,   30.000,             22.895
     145,          2.400000,"Steady      ",          42.822075,   30.000,             22.854
     146,          2.416667,"Steady      ",          42.812012,   30.000,             22.812
     147,          2.433333,"Steady      ",          42.801567,   30.000,             22.769
     148,          2.450000,"Steady      ",          42.790962,   30.000,             22.725
     149,          2.466667,"Steady      ",          42.779938,   30.000,             22.680
     150,          2.483333,"Steady      ",          42.768803,   30.000,             22.634
     151,          2.500000,"Steady      ",          42.757256,   30.000,             22.586
     152,          2.516667,"Steady      ",          42.745609,   30.000,             22.538
     153,          2.533334,"Steady      ",          42.733673,   30.000,             22.489
     154,          2.550000,"Steady      ",          42.721535,   30.000,             22.439
     155,          2.566667,"Steady      ",          42.709141,   30.000,             22.388
     156,          2.583333,"Steady      ",          42.696732,   30.000,             22.336
     157,          2.600000,"Steady      ",          42.683838,   30.000,             22.283
     158,          2.616667,"Steady      ",          42.670647,   30.000,             22.229
     159,          2.633333,"Steady      ",          42.657112,   30.000,             22.173
     160,          2.650000,"Steady      ",          42.643356,   30.000,             22.116
     161,          2.666667,"Steady      ",          42.629227,   30.000,             22.058
     162,          2.683333,"Steady      ",          42.614822,   30.000,             21.998
     163,          2.700000,"Steady      ",          42.600060,   30.000,             21.937
     164,          2.716667,"Steady      ",          42.584934,   30.000,             21.875
     165,          2.733334,"Steady      ",          42.569450,   30.000,             21.811
     166,          2.750000,"Steady      ",          42.553776,   30.000,             21.746
     167,          2.766667,"Steady      ",          42.537708,   30.000,             21.680
     168,          2.783334,"Steady      ",          42.521286,   30.000,             21.612
     169,          2.800000,"Steady      ",          42.504517,   30.000,             21.543
     170,          2.816667,"Steady      ",          42.487381,   30.000,             21.472
     171,          2.833333,"Steady      ",          42.470001,   30.000,             21.401
     172,          2.850000,"Steady      ",          42.452286,   30.000,             21.327
     173,          2.866667,"Steady      ",          42.434151,   30.000,             21.253
     174,          2.883333,"Steady      ",          42.415508,   30.000,             21.176
     175,          2.900000,"Steady      ",          42.396442,   30.000,             21.097
     176,          2.916667,"Steady      ",          42.377018,   30.000,             21.017
     177,          2.933333,"Steady      ",          42.357056,   30.000,             20.935
     178,          2.950000,"Steady      ",          42.336586,   30.000,             20.850
     179,          2.966667,"Steady      ",          42.315529,   30.000,             20.763
     180,          2.983334,"Steady      ",          42.294140,   30.000,             20.675
     181,          3.000000,"Steady      ",          42.272247,   30.000,             20.584
