"EG05_018 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG05_018.tcf]","Time (h)","H Loc1_P [EG05_018]","H Loc8_P [EG05_018]","H Loc10_P [EG05_018]","H Loc4_P [EG05_018]"
        3838,       -8.049999,         39.0108,         36.1733,         42.4578,         43.3851
        3839,       -8.033333,         39.0108,         36.1733,         42.4578,         43.3855
        3840,       -8.016666,         39.0108,         36.1733,         42.4578,         43.3859
        3841,       -8.000000,         39.0108,         36.1733,         42.4578,         43.3863
        3842,       -7.983330,         39.0108,         36.1733,         42.4578,         43.3867
        3843,       -7.966667,         39.0108,         36.1733,         42.4578,         43.3872
        3844,       -7.949997,         39.0108,         36.1733,         42.4578,         43.3876
        3845,       -7.933334,         39.0108,         36.1733,         42.4578,         43.3880
        3846,       -7.916664,         39.0108,         36.1733,         42.4578,         43.3884
        3847,       -7.900002,         39.0108,         36.1733,         42.4578,         43.3888
        3848,       -7.883331,         39.0108,         36.1733,         42.4578,         43.3892
        3849,       -7.866669,         39.0108,         36.1733,         42.4578,         43.3896
        3850,       -7.849998,         39.0108,         36.1733,         42.4578,         43.3901
        3851,       -7.833336,         39.0108,         36.1733,         42.4578,         43.3905
        3852,       -7.816666,         39.0108,         36.1733,         42.4578,         43.3909
        3853,       -7.800003,         39.0108,         36.1733,         42.4578,         43.3913
        3854,       -7.783333,         39.0108,         36.1733,         42.4578,         43.3917
        3855,       -7.766670,         39.0108,         36.1733,         42.4578,         43.3922
        3856,       -7.750000,         39.0108,         36.1733,         42.4578,         43.3926
        3857,       -7.733330,         39.0108,         36.1733,         42.4578,         43.3930
        3858,       -7.716667,         39.0108,         36.1733,         42.4578,         43.3934
        3859,       -7.699997,         39.0108,         36.1733,         42.4578,         43.3938
        3860,       -7.683334,         39.0108,         36.1733,         42.4578,         43.3942
        3861,       -7.666664,         39.0108,         36.1733,         42.4578,         43.3946
        3862,       -7.650002,         39.0108,         36.1733,         42.4578,         43.3950
        3863,       -7.633331,         39.0108,         36.1733,         42.4578,         43.3955
        3864,       -7.616669,         39.0108,         36.1733,         42.4578,         43.3959
        3865,       -7.599998,         39.0108,         36.1733,         42.4578,         43.3963
        3866,       -7.583336,         39.0108,         36.1733,         42.4578,         43.3967
        3867,       -7.566666,         39.0108,         36.1733,         42.4578,         43.3972
        3868,       -7.550003,         39.0108,         36.1733,         42.4578,         43.3976
        3869,       -7.533333,         39.0108,         36.1733,         42.4578,         43.3980
        3870,       -7.516670,         39.0108,         36.1733,         42.4578,         43.3984
        3871,       -7.500000,         39.0108,         36.1733,         42.4578,         43.3988
        3872,       -7.483330,         39.0108,         36.1733,         42.4578,         43.3992
        3873,       -7.466667,         39.0108,         36.1733,         42.4578,         43.3996
        3874,       -7.449997,         39.0108,         36.1733,         42.4578,         43.4000
        3875,       -7.433334,         39.0108,         36.1733,         42.4578,         43.4004
        3876,       -7.416664,         39.0108,         36.1733,         42.4578,         43.4008
        3877,       -7.400002,         39.0108,         36.1733,         42.4578,         43.4012
        3878,       -7.383331,         39.0108,         36.1733,         42.4578,         43.4016
        3879,       -7.366669,         39.0108,         36.1733,         42.4578,         43.4020
        3880,       -7.349998,         39.0108,         36.1733,         42.4578,         43.4024
        3881,       -7.333336,         39.0108,         36.1733,         42.4578,         43.4028
        3882,       -7.316666,         39.0108,         36.1733,         42.4578,         43.4032
        3883,       -7.300003,         39.0108,         36.1733,         42.4578,         43.4036
        3884,       -7.283333,         39.0108,         36.1733,         42.4578,         43.4040
        3885,       -7.266670,         39.0108,         36.1733,         42.4578,         43.4044
        3886,       -7.250000,         39.0108,         36.1733,         42.4578,         43.4048
        3887,       -7.233330,         39.0108,         36.1733,         42.4578,         43.4052
        3888,       -7.216667,         39.0108,         36.1733,         42.4578,         43.4056
        3889,       -7.199997,         39.0108,         36.1733,         42.4578,         43.4061
        3890,       -7.183334,         39.0108,         36.1733,         42.4578,         43.4065
        3891,       -7.166664,         39.0108,         36.1733,         42.4578,         43.4069
        3892,       -7.150002,         39.0108,         36.1733,         42.4578,         43.4073
        3893,       -7.133331,         39.0108,         36.1733,         42.4578,         43.4077
        3894,       -7.116669,         39.0108,         36.1733,         42.4578,         43.4081
        3895,       -7.099998,         39.0108,         36.1733,         42.4578,         43.4085
        3896,       -7.083336,         39.0108,         36.1733,         42.4578,         43.4089
        3897,       -7.066666,         39.0108,         36.1733,         42.4578,         43.4093
        3898,       -7.050003,         39.0108,         36.1733,         42.4578,         43.4097
        3899,       -7.033333,         39.0108,         36.1733,         42.4578,         43.4101
        3900,       -7.016670,         39.0108,         36.1733,         42.4578,         43.4105
        3901,       -7.000000,         39.0108,         36.1733,         42.4578,         43.4109
        3902,       -6.983330,         39.0108,         36.1733,         42.4578,         43.4113
        3903,       -6.966667,         39.0108,         36.1733,         42.4578,         43.4117
        3904,       -6.949997,         39.0108,         36.1733,         42.4578,         43.4121
        3905,       -6.933334,         39.0108,         36.1733,         42.4578,         43.4125
        3906,       -6.916664,         39.0108,         36.1733,         42.4578,         43.4129
        3907,       -6.900002,         39.0108,         36.1733,         42.4578,         43.4133
        3908,       -6.883331,         39.0108,         36.1733,         42.4578,         43.4137
        3909,       -6.866669,         39.0108,         36.1733,         42.4578,         43.4141
        3910,       -6.849998,         39.0108,         36.1733,         42.4578,         43.4145
        3911,       -6.833336,         39.0108,         36.1733,         42.4578,         43.4149
        3912,       -6.816666,         39.0108,         36.1733,         42.4578,         43.4153
        3913,       -6.800003,         39.0108,         36.1733,         42.4578,         43.4157
        3914,       -6.783333,         39.0108,         36.1733,         42.4578,         43.4161
        3915,       -6.766670,         39.0108,         36.1733,         42.4578,         43.4165
        3916,       -6.750000,         39.0108,         36.1733,         42.4578,         43.4169
        3917,       -6.733330,         39.0108,         36.1733,         42.4578,         43.4173
        3918,       -6.716667,         39.0108,         36.1733,         42.4578,         43.4177
        3919,       -6.699997,         39.0108,         36.1733,         42.4578,         43.4180
        3920,       -6.683334,         39.0108,         36.1733,         42.4578,         43.4184
        3921,       -6.666664,         39.0108,         36.1733,         42.4578,         43.4188
        3922,       -6.650002,         39.0108,         36.1733,         42.4578,         43.4192
        3923,       -6.633331,         39.0108,         36.1733,         42.4578,         43.4196
        3924,       -6.616669,         39.0108,         36.1733,         42.4578,         43.4200
        3925,       -6.599998,         39.0108,         36.1733,         42.4578,         43.4204
        3926,       -6.583336,         39.0108,         36.1733,         42.4578,         43.4208
        3927,       -6.566666,         39.0108,         36.1733,         42.4578,         43.4211
        3928,       -6.550003,         39.0108,         36.1733,         42.4578,         43.4215
        3929,       -6.533333,         39.0108,         36.1733,         42.4578,         43.4219
        3930,       -6.516670,         39.0108,         36.1733,         42.4578,         43.4223
        3931,       -6.500000,         39.0108,         36.1733,         42.4578,         43.4227
        3932,       -6.483330,         39.0108,         36.1733,         42.4578,         43.4231
        3933,       -6.466667,         39.0108,         36.1733,         42.4578,         43.4235
        3934,       -6.449997,         39.0108,         36.1733,         42.4578,         43.4239
        3935,       -6.433334,         39.0108,         36.1733,         42.4578,         43.4243
        3936,       -6.416664,         39.0108,         36.1733,         42.4578,         43.4246
        3937,       -6.400002,         39.0108,         36.1733,         42.4578,         43.4250
        3938,       -6.383331,         39.0108,         36.1733,         42.4578,         43.4254
        3939,       -6.366669,         39.0108,         36.1733,         42.4578,         43.4258
        3940,       -6.349998,         39.0108,         36.1733,         42.4578,         43.4262
        3941,       -6.333336,         39.0108,         36.1733,         42.4578,         43.4266
        3942,       -6.316666,         39.0108,         36.1733,         42.4578,         43.4270
        3943,       -6.300003,         39.0108,         36.1733,         42.4578,         43.4273
        3944,       -6.283333,         39.0108,         36.1733,         42.4578,         43.4277
        3945,       -6.266670,         39.0108,         36.1733,         42.4578,         43.4281
        3946,       -6.250000,         39.0108,         36.1733,         42.4578,         43.4285
        3947,       -6.233330,         39.0108,         36.1733,         42.4578,         43.4288
        3948,       -6.216667,         39.0108,         36.1733,         42.4578,         43.4292
        3949,       -6.199997,         39.0108,         36.1733,         42.4578,         43.4296
        3950,       -6.183334,         39.0108,         36.1733,         42.4578,         43.4300
        3951,       -6.166664,         39.0108,         36.1733,         42.4578,         43.4304
        3952,       -6.150002,         39.0108,         36.1733,         42.4578,         43.4308
        3953,       -6.133331,         39.0108,         36.1733,         42.4578,         43.4311
        3954,       -6.116669,         39.0108,         36.1733,         42.4578,         43.4315
        3955,       -6.099998,         39.0108,         36.1733,         42.4578,         43.4319
        3956,       -6.083336,         39.0108,         36.1733,         42.4578,         43.4323
        3957,       -6.066666,         39.0108,         36.1733,         42.4578,         43.4326
        3958,       -6.050003,         39.0108,         36.1733,         42.4578,         43.4330
        3959,       -6.033333,         39.0108,         36.1733,         42.4578,         43.4334
        3960,       -6.016670,         39.0108,         36.1733,         42.4578,         43.4337
        3961,       -6.000000,         39.0108,         36.1733,         42.4578,         43.4341
        3962,       -5.983330,         39.0108,         36.1733,         42.4578,         43.4345
        3963,       -5.966667,         39.0108,         36.1733,         42.4578,         43.4348
        3964,       -5.949997,         39.0108,         36.1733,         42.4578,         43.4352
        3965,       -5.933334,         39.0108,         36.1733,         42.4578,         43.4356
        3966,       -5.916664,         39.0108,         36.1733,         42.4578,         43.4359
        3967,       -5.900002,         39.0108,         36.1733,         42.4578,         43.4363
        3968,       -5.883331,         39.0108,         36.1733,         42.4578,         43.4366
        3969,       -5.866669,         39.0108,         36.1733,         42.4578,         43.4370
        3970,       -5.849998,         39.0108,         36.1733,         42.4578,         43.4374
        3971,       -5.833336,         39.0108,         36.1733,         42.4578,         43.4378
        3972,       -5.816666,         39.0108,         36.1733,         42.4578,         43.4381
        3973,       -5.800003,         39.0108,         36.1733,         42.4578,         43.4385
        3974,       -5.783333,         39.0108,         36.1733,         42.4578,         43.4389
        3975,       -5.766670,         39.0108,         36.1733,         42.4578,         43.4392
        3976,       -5.750000,         39.0108,         36.1733,         42.4578,         43.4396
        3977,       -5.733330,         39.0108,         36.1733,         42.4578,         43.4400
        3978,       -5.716667,         39.0108,         36.1733,         42.4578,         43.4404
        3979,       -5.699997,         39.0108,         36.1733,         42.4578,         43.4407
        3980,       -5.683334,         39.0108,         36.1733,         42.4578,         43.4411
        3981,       -5.666664,         39.0108,         36.1733,         42.4578,         43.4415
        3982,       -5.650002,         39.0108,         36.1733,         42.4578,         43.4418
        3983,       -5.633331,         39.0108,         36.1733,         42.4578,         43.4422
        3984,       -5.616669,         39.0108,         36.1733,         42.4578,         43.4426
        3985,       -5.599998,         39.0108,         36.1733,         42.4578,         43.4430
        3986,       -5.583336,         39.0108,         36.1733,         42.4578,         43.4433
        3987,       -5.566666,         39.0108,         36.1733,         42.4578,         43.4437
        3988,       -5.550003,         39.0108,         36.1733,         42.4578,         43.4441
        3989,       -5.533333,         39.0108,         36.1733,         42.4578,         43.4444
        3990,       -5.516670,         39.0108,         36.1733,         42.4578,         43.4448
        3991,       -5.500000,         39.0108,         36.1733,         42.4578,         43.4452
        3992,       -5.483330,         39.0108,         36.1733,         42.4578,         43.4455
        3993,       -5.466667,         39.0108,         36.1733,         42.4578,         43.4459
        3994,       -5.449997,         39.0108,         36.1733,         42.4578,         43.4463
        3995,       -5.433334,         39.0108,         36.1733,         42.4578,         43.4467
        3996,       -5.416664,         39.0108,         36.1733,         42.4578,         43.4470
        3997,       -5.400002,         39.0108,         36.1733,         42.4578,         43.4474
        3998,       -5.383331,         39.0108,         36.1733,         42.4578,         43.4478
        3999,       -5.366669,         39.0108,         36.1733,         42.4578,         43.4481
        4000,       -5.349998,         39.0108,         36.1733,         42.4578,         43.4485
        4001,       -5.333336,         39.0108,         36.1733,         42.4578,         43.4489
        4002,       -5.316666,         39.0108,         36.1733,         42.4578,         43.4492
        4003,       -5.300003,         39.0108,         36.1733,         42.4578,         43.4496
        4004,       -5.283333,         39.0108,         36.1733,         42.4578,         43.4500
        4005,       -5.266670,         39.0108,         36.1733,         42.4578,         43.4503
        4006,       -5.250000,         39.0108,         36.1733,         42.4578,         43.4507
        4007,       -5.233330,         39.0108,         36.1733,         42.4578,         43.4511
        4008,       -5.216667,         39.0108,         36.1733,         42.4578,         43.4514
        4009,       -5.199997,         39.0108,         36.1733,         42.4578,         43.4518
        4010,       -5.183334,         39.0108,         36.1733,         42.4578,         43.4522
        4011,       -5.166664,         39.0108,         36.1733,         42.4578,         43.4525
        4012,       -5.150002,         39.0108,         36.1733,         42.4578,         43.4529
        4013,       -5.133331,         39.0108,         36.1733,         42.4578,         43.4533
        4014,       -5.116669,         39.0108,         36.1733,         42.4578,         43.4536
        4015,       -5.099998,         39.0108,         36.1733,         42.4578,         43.4540
        4016,       -5.083336,         39.0108,         36.1733,         42.4578,         43.4544
        4017,       -5.066666,         39.0108,         36.1733,         42.4578,         43.4547
        4018,       -5.050003,         39.0108,         36.1733,         42.4578,         43.4551
        4019,       -5.033333,         39.0108,         36.1733,         42.4578,         43.4554
        4020,       -5.016670,         39.0108,         36.1733,         42.4578,         43.4558
        4021,       -5.000000,         39.0108,         36.1733,         42.4578,         43.4562
        4022,       -4.983330,         39.0108,         36.1733,         42.4578,         43.4565
        4023,       -4.966667,         39.0108,         36.1733,         42.4578,         43.4569
        4024,       -4.949997,         39.0108,         36.1733,         42.4578,         43.4572
        4025,       -4.933334,         39.0108,         36.1733,         42.4578,         43.4576
        4026,       -4.916664,         39.0108,         36.1733,         42.4578,         43.4579
        4027,       -4.900002,         39.0108,         36.1733,         42.4578,         43.4583
        4028,       -4.883331,         39.0108,         36.1733,         42.4578,         43.4587
        4029,       -4.866669,         39.0108,         36.1733,         42.4578,         43.4590
        4030,       -4.849998,         39.0108,         36.1733,         42.4578,         43.4594
        4031,       -4.833336,         39.0108,         36.1733,         42.4578,         43.4598
        4032,       -4.816666,         39.0108,         36.1733,         42.4578,         43.4601
        4033,       -4.800003,         39.0108,         36.1733,         42.4578,         43.4605
        4034,       -4.783333,         39.0108,         36.1733,         42.4578,         43.4608
        4035,       -4.766670,         39.0108,         36.1733,         42.4578,         43.4612
        4036,       -4.750000,         39.0108,         36.1733,         42.4578,         43.4615
        4037,       -4.733330,         39.0108,         36.1733,         42.4578,         43.4619
        4038,       -4.716667,         39.0108,         36.1733,         42.4578,         43.4623
        4039,       -4.699997,         39.0108,         36.1733,         42.4578,         43.4626
        4040,       -4.683334,         39.0108,         36.1733,         42.4578,         43.4630
        4041,       -4.666664,         39.0108,         36.1733,         42.4578,         43.4633
        4042,       -4.650002,         39.0108,         36.1733,         42.4578,         43.4637
        4043,       -4.633331,         39.0108,         36.1733,         42.4578,         43.4640
        4044,       -4.616669,         39.0108,         36.1733,         42.4578,         43.4644
        4045,       -4.599998,         39.0108,         36.1733,         42.4578,         43.4647
        4046,       -4.583336,         39.0108,         36.1733,         42.4578,         43.4651
        4047,       -4.566666,         39.0108,         36.1733,         42.4578,         43.4654
        4048,       -4.550003,         39.0108,         36.1733,         42.4578,         43.4658
        4049,       -4.533333,         39.0108,         36.1733,         42.4578,         43.4661
        4050,       -4.516670,         39.0108,         36.1733,         42.4578,         43.4665
        4051,       -4.500000,         39.0108,         36.1733,         42.4578,         43.4668
        4052,       -4.483330,         39.0108,         36.1733,         42.4578,         43.4671
        4053,       -4.466667,         39.0108,         36.1733,         42.4578,         43.4675
        4054,       -4.449997,         39.0108,         36.1733,         42.4578,         43.4678
        4055,       -4.433334,         39.0108,         36.1733,         42.4578,         43.4682
        4056,       -4.416664,         39.0108,         36.1733,         42.4578,         43.4685
        4057,       -4.400002,         39.0108,         36.1733,         42.4578,         43.4689
        4058,       -4.383331,         39.0108,         36.1733,         42.4578,         43.4692
        4059,       -4.366669,         39.0108,         36.1733,         42.4578,         43.4696
        4060,       -4.349998,         39.0108,         36.1733,         42.4578,         43.4699
        4061,       -4.333336,         39.0108,         36.1733,         42.4578,         43.4703
        4062,       -4.316666,         39.0108,         36.1733,         42.4578,         43.4706
        4063,       -4.300003,         39.0108,         36.1733,         42.4578,         43.4709
        4064,       -4.283333,         39.0108,         36.1733,         42.4578,         43.4713
        4065,       -4.266670,         39.0108,         36.1733,         42.4578,         43.4716
        4066,       -4.250000,         39.0108,         36.1733,         42.4578,         43.4720
        4067,       -4.233330,         39.0108,         36.1733,         42.4578,         43.4723
        4068,       -4.216667,         39.0108,         36.1733,         42.4578,         43.4727
        4069,       -4.199997,         39.0108,         36.1733,         42.4578,         43.4730
        4070,       -4.183334,         39.0108,         36.1733,         42.4578,         43.4734
        4071,       -4.166664,         39.0108,         36.1733,         42.4578,         43.4737
        4072,       -4.150002,         39.0108,         36.1733,         42.4578,         43.4741
        4073,       -4.133331,         39.0108,         36.1733,         42.4578,         43.4744
        4074,       -4.116669,         39.0108,         36.1733,         42.4578,         43.4748
        4075,       -4.099998,         39.0108,         36.1733,         42.4578,         43.4751
        4076,       -4.083336,         39.0108,         36.1733,         42.4578,         43.4755
        4077,       -4.066666,         39.0108,         36.1733,         42.4578,         43.4758
        4078,       -4.050003,         39.0108,         36.1733,         42.4578,         43.4762
        4079,       -4.033333,         39.0108,         36.1733,         42.4578,         43.4765
        4080,       -4.016670,         39.0108,         36.1733,         42.4578,         43.4768
        4081,       -4.000000,         39.0108,         36.1733,         42.4578,         43.4772
        4082,       -3.983330,         39.0108,         36.1733,         42.4578,         43.4775
        4083,       -3.966667,         39.0108,         36.1733,         42.4578,         43.4779
        4084,       -3.949997,         39.0108,         36.1733,         42.4578,         43.4782
        4085,       -3.933334,         39.0108,         36.1733,         42.4578,         43.4785
        4086,       -3.916664,         39.0108,         36.1733,         42.4578,         43.4789
        4087,       -3.900002,         39.0108,         36.1733,         42.4578,         43.4792
        4088,       -3.883331,         39.0108,         36.1733,         42.4578,         43.4796
        4089,       -3.866669,         39.0108,         36.1733,         42.4578,         43.4799
        4090,       -3.849998,         39.0108,         36.1733,         42.4578,         43.4802
        4091,       -3.833336,         39.0108,         36.1733,         42.4578,         43.4806
        4092,       -3.816666,         39.0108,         36.1733,         42.4578,         43.4809
        4093,       -3.800003,         39.0108,         36.1733,         42.4578,         43.4813
        4094,       -3.783333,         39.0108,         36.1733,         42.4578,         43.4816
        4095,       -3.766670,         39.0108,         36.1733,         42.4578,         43.4819
        4096,       -3.750000,         39.0108,         36.1733,         42.4578,         43.4823
        4097,       -3.733330,         39.0108,         36.1733,         42.4578,         43.4826
        4098,       -3.716667,         39.0108,         36.1733,         42.4578,         43.4830
        4099,       -3.699997,         39.0108,         36.1733,         42.4578,         43.4833
        4100,       -3.683334,         39.0108,         36.1733,         42.4578,         43.4837
        4101,       -3.666664,         39.0108,         36.1733,         42.4578,         43.4840
        4102,       -3.650002,         39.0108,         36.1733,         42.4578,         43.4844
        4103,       -3.633331,         39.0108,         36.1733,         42.4578,         43.4847
        4104,       -3.616669,         39.0108,         36.1733,         42.4578,         43.4850
        4105,       -3.599998,         39.0108,         36.1733,         42.4578,         43.4854
        4106,       -3.583336,         39.0108,         36.1733,         42.4578,         43.4857
        4107,       -3.566666,         39.0108,         36.1733,         42.4578,         43.4861
        4108,       -3.550003,         39.0108,         36.1733,         42.4578,         43.4864
        4109,       -3.533333,         39.0108,         36.1733,         42.4578,         43.4867
        4110,       -3.516670,         39.0108,         36.1733,         42.4578,         43.4871
        4111,       -3.500000,         39.0108,         36.1733,         42.4578,         43.4874
        4112,       -3.483330,         39.0108,         36.1733,         42.4578,         43.4878
        4113,       -3.466667,         39.0108,         36.1733,         42.4578,         43.4881
        4114,       -3.449997,         39.0108,         36.1733,         42.4578,         43.4884
        4115,       -3.433334,         39.0108,         36.1733,         42.4578,         43.4888
        4116,       -3.416664,         39.0108,         36.1733,         42.4578,         43.4891
        4117,       -3.400002,         39.0108,         36.1733,         42.4578,         43.4895
        4118,       -3.383331,         39.0108,         36.1733,         42.4578,         43.4898
        4119,       -3.366669,         39.0108,         36.1733,         42.4578,         43.4901
        4120,       -3.349998,         39.0108,         36.1733,         42.4578,         43.4905
        4121,       -3.333336,         39.0108,         36.1733,         42.4578,         43.4908
        4122,       -3.316666,         39.0108,         36.1733,         42.4578,         43.4911
        4123,       -3.300003,         39.0108,         36.1733,         42.4578,         43.4914
        4124,       -3.283333,         39.0108,         36.1733,         42.4578,         43.4918
        4125,       -3.266670,         39.0108,         36.1733,         42.4578,         43.4921
        4126,       -3.250000,         39.0108,         36.1733,         42.4578,         43.4924
        4127,       -3.233330,         39.0108,         36.1733,         42.4578,         43.4927
        4128,       -3.216667,         39.0108,         36.1733,         42.4578,         43.4930
        4129,       -3.199997,         39.0108,         36.1733,         42.4578,         43.4934
        4130,       -3.183334,         39.0108,         36.1733,         42.4578,         43.4937
        4131,       -3.166664,         39.0108,         36.1733,         42.4578,         43.4940
        4132,       -3.150002,         39.0108,         36.1733,         42.4578,         43.4943
        4133,       -3.133331,         39.0108,         36.1733,         42.4578,         43.4947
        4134,       -3.116669,         39.0108,         36.1733,         42.4578,         43.4950
        4135,       -3.099998,         39.0108,         36.1733,         42.4578,         43.4953
        4136,       -3.083336,         39.0108,         36.1733,         42.4578,         43.4956
        4137,       -3.066666,         39.0108,         36.1733,         42.4578,         43.4959
        4138,       -3.050003,         39.0108,         36.1733,         42.4578,         43.4963
        4139,       -3.033333,         39.0108,         36.1733,         42.4578,         43.4966
        4140,       -3.016670,         39.0108,         36.1733,         42.4578,         43.4969
        4141,       -3.000000,         39.0108,         36.1733,         42.4578,         43.4973
        4142,       -2.983330,         39.0108,         36.1733,         42.4578,         43.4976
        4143,       -2.966667,         39.0108,         36.1733,         42.4578,         43.4979
        4144,       -2.949997,         39.0108,         36.1733,         42.4578,         43.4983
        4145,       -2.933334,         39.0108,         36.1733,         42.4578,         43.4986
        4146,       -2.916664,         39.0108,         36.1733,         42.4578,         43.4989
        4147,       -2.900002,         39.0108,         36.1733,         42.4578,         43.4993
        4148,       -2.883331,         39.0108,         36.1733,         42.4578,         43.4996
        4149,       -2.866669,         39.0108,         36.1733,         42.4578,         43.4999
        4150,       -2.849998,         39.0108,         36.1733,         42.4578,         43.5002
        4151,       -2.833336,         39.0108,         36.1733,         42.4578,         43.5006
        4152,       -2.816666,         39.0108,         36.1733,         42.4578,         43.5009
        4153,       -2.800003,         39.0108,         36.1733,         42.4578,         43.5012
        4154,       -2.783333,         39.0108,         36.1733,         42.4578,         43.5016
        4155,       -2.766670,         39.0108,         36.1733,         42.4578,         43.5019
        4156,       -2.750000,         39.0108,         36.1733,         42.4578,         43.5022
        4157,       -2.733330,         39.0108,         36.1733,         42.4578,         43.5025
        4158,       -2.716667,         39.0108,         36.1733,         42.4578,         43.5029
        4159,       -2.699997,         39.0108,         36.1733,         42.4578,         43.5032
        4160,       -2.683334,         39.0108,         36.1733,         42.4578,         43.5035
        4161,       -2.666664,         39.0108,         36.1733,         42.4578,         43.5038
        4162,       -2.650002,         39.0108,         36.1733,         42.4578,         43.5041
        4163,       -2.633331,         39.0108,         36.1733,         42.4578,         43.5045
        4164,       -2.616669,         39.0108,         36.1733,         42.4578,         43.5048
        4165,       -2.599998,         39.0108,         36.1733,         42.4578,         43.5051
        4166,       -2.583336,         39.0108,         36.1733,         42.4578,         43.5054
        4167,       -2.566666,         39.0108,         36.1733,         42.4578,         43.5058
        4168,       -2.550003,         39.0108,         36.1733,         42.4578,         43.5061
        4169,       -2.533333,         39.0108,         36.1733,         42.4578,         43.5064
        4170,       -2.516670,         39.0108,         36.1733,         42.4578,         43.5067
        4171,       -2.500000,         39.0108,         36.1733,         42.4578,         43.5071
        4172,       -2.483330,         39.0108,         36.1733,         42.4578,         43.5074
        4173,       -2.466667,         39.0108,         36.1733,         42.4578,         43.5077
        4174,       -2.449997,         39.0108,         36.1733,         42.4578,         43.5080
        4175,       -2.433334,         39.0108,         36.1733,         42.4578,         43.5084
        4176,       -2.416664,         39.0108,         36.1733,         42.4578,         43.5087
        4177,       -2.400002,         39.0108,         36.1733,         42.4578,         43.5090
        4178,       -2.383331,         39.0108,         36.1733,         42.4578,         43.5093
        4179,       -2.366669,         39.0108,         36.1733,         42.4578,         43.5097
        4180,       -2.349998,         39.0108,         36.1733,         42.4578,         43.5100
        4181,       -2.333336,         39.0108,         36.1733,         42.4578,         43.5103
        4182,       -2.316666,         39.0108,         36.1733,         42.4578,         43.5106
        4183,       -2.300003,         39.0108,         36.1733,         42.4578,         43.5109
        4184,       -2.283333,         39.0108,         36.1733,         42.4578,         43.5113
        4185,       -2.266670,         39.0108,         36.1733,         42.4578,         43.5116
        4186,       -2.250000,         39.0108,         36.1733,         42.4578,         43.5119
        4187,       -2.233330,         39.0108,         36.1733,         42.4578,         43.5122
        4188,       -2.216667,         39.0108,         36.1733,         42.4578,         43.5125
        4189,       -2.199997,         39.0108,         36.1733,         42.4578,         43.5128
        4190,       -2.183334,         39.0108,         36.1733,         42.4578,         43.5132
        4191,       -2.166664,         39.0108,         36.1733,         42.4578,         43.5135
        4192,       -2.150002,         39.0108,         36.1733,         42.4578,         43.5138
        4193,       -2.133331,         39.0108,         36.1733,         42.4578,         43.5141
        4194,       -2.116669,         39.0108,         36.1733,         42.4578,         43.5144
        4195,       -2.099998,         39.0108,         36.1733,         42.4578,         43.5147
        4196,       -2.083336,         39.0108,         36.1733,         42.4578,         43.5151
        4197,       -2.066666,         39.0108,         36.1733,         42.4578,         43.5154
        4198,       -2.050003,         39.0108,         36.1733,         42.4578,         43.5157
        4199,       -2.033333,         39.0108,         36.1733,         42.4578,         43.5160
        4200,       -2.016670,         39.0108,         36.1733,         42.4578,         43.5163
        4201,       -2.000000,         39.0108,         36.1733,         42.4578,         43.5167
        4202,       -1.983330,         39.0108,         36.1733,         42.4578,         43.5170
        4203,       -1.966667,         39.0108,         36.1733,         42.4578,         43.5173
        4204,       -1.949997,         39.0108,         36.1733,         42.4578,         43.5176
        4205,       -1.933334,         39.0108,         36.1733,         42.4578,         43.5179
        4206,       -1.916664,         39.0108,         36.1733,         42.4578,         43.5182
        4207,       -1.900002,         39.0108,         36.1733,         42.4578,         43.5186
        4208,       -1.883331,         39.0108,         36.1733,         42.4578,         43.5189
        4209,       -1.866669,         39.0108,         36.1733,         42.4578,         43.5192
        4210,       -1.849998,         39.0108,         36.1733,         42.4578,         43.5195
        4211,       -1.833336,         39.0108,         36.1733,         42.4578,         43.5198
        4212,       -1.816666,         39.0108,         36.1733,         42.4578,         43.5202
        4213,       -1.800003,         39.0108,         36.1733,         42.4578,         43.5205
        4214,       -1.783333,         39.0108,         36.1733,         42.4578,         43.5208
        4215,       -1.766670,         39.0108,         36.1733,         42.4578,         43.5211
        4216,       -1.750000,         39.0108,         36.1733,         42.4578,         43.5214
        4217,       -1.733330,         39.0108,         36.1733,         42.4578,         43.5217
        4218,       -1.716667,         39.0108,         36.1733,         42.4578,         43.5221
        4219,       -1.699997,         39.0108,         36.1733,         42.4578,         43.5224
        4220,       -1.683334,         39.0108,         36.1733,         42.4578,         43.5227
        4221,       -1.666664,         39.0108,         36.1733,         42.4578,         43.5230
        4222,       -1.650002,         39.0108,         36.1733,         42.4578,         43.5233
        4223,       -1.633331,         39.0108,         36.1733,         42.4578,         43.5236
        4224,       -1.616669,         39.0108,         36.1733,         42.4578,         43.5240
        4225,       -1.599998,         39.0108,         36.1733,         42.4578,         43.5243
        4226,       -1.583336,         39.0108,         36.1733,         42.4578,         43.5246
        4227,       -1.566666,         39.0108,         36.1733,         42.4578,         43.5249
        4228,       -1.550003,         39.0108,         36.1733,         42.4578,         43.5252
        4229,       -1.533333,         39.0108,         36.1733,         42.4578,         43.5255
        4230,       -1.516670,         39.0108,         36.1733,         42.4578,         43.5259
        4231,       -1.500000,         39.0108,         36.1733,         42.4578,         43.5262
        4232,       -1.483330,         39.0108,         36.1733,         42.4578,         43.5265
        4233,       -1.466667,         39.0108,         36.1733,         42.4578,         43.5268
