"EG05_018 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG05_018.tcf]","Time (h)","GWh2 Loc1_P [EG05_018]","GWh2 Loc8_P [EG05_018]","GWh2 Loc10_P [EG05_018]","GWh2 Loc4_P [EG05_018]"
         127,      -69.900002,         38.0089,         35.2053,         41.4559,         39.6115
         128,      -69.883331,         38.0089,         35.2053,         41.4559,         39.6115
         129,      -69.866669,         38.0089,         35.2053,         41.4559,         39.6115
         130,      -69.849998,         38.0089,         35.2053,         41.4559,         39.6115
         131,      -69.833336,         38.0089,         35.2053,         41.4559,         39.6115
         132,      -69.816666,         38.0089,         35.2053,         41.4559,         39.6115
         133,      -69.800003,         38.0089,         35.2053,         41.4559,         39.6115
         134,      -69.783333,         38.0089,         35.2053,         41.4559,         39.6115
         135,      -69.766670,         38.0089,         35.2053,         41.4559,         39.6115
         136,      -69.750000,         38.0089,         35.2053,         41.4559,         39.6115
         137,      -69.733330,         38.0089,         35.2053,         41.4559,         39.6115
         138,      -69.716667,         38.0089,         35.2053,         41.4559,         39.6115
         139,      -69.699997,         38.0089,         35.2053,         41.4559,         39.6115
         140,      -69.683334,         38.0089,         35.2053,         41.4559,         39.6115
         141,      -69.666664,         38.0089,         35.2053,         41.4559,         39.6115
         142,      -69.650002,         38.0089,         35.2053,         41.4559,         39.6115
         143,      -69.633331,         38.0089,         35.2053,         41.4559,         39.6115
         144,      -69.616669,         38.0089,         35.2053,         41.4559,         39.6115
         145,      -69.599998,         38.0089,         35.2053,         41.4559,         39.6115
         146,      -69.583336,         38.0089,         35.2053,         41.4559,         39.6115
         147,      -69.566666,         38.0089,         35.2053,         41.4559,         39.6115
         148,      -69.550003,         38.0089,         35.2053,         41.4559,         39.6115
         149,      -69.533333,         38.0089,         35.2053,         41.4559,         39.6115
         150,      -69.516670,         38.0089,         35.2053,         41.4559,         39.6115
         151,      -69.500000,         38.0089,         35.2053,         41.4559,         39.6115
         152,      -69.483330,         38.0089,         35.2053,         41.4559,         39.6115
         153,      -69.466667,         38.0089,         35.2053,         41.4559,         39.6115
         154,      -69.449997,         38.0089,         35.2053,         41.4559,         39.6115
         155,      -69.433334,         38.0089,         35.2053,         41.4559,         39.6115
         156,      -69.416664,         38.0089,         35.2053,         41.4559,         39.6115
         157,      -69.400002,         38.0089,         35.2053,         41.4559,         39.6115
         158,      -69.383331,         38.0089,         35.2053,         41.4559,         39.6115
         159,      -69.366669,         38.0089,         35.2053,         41.4559,         39.6115
         160,      -69.349998,         38.0089,         35.2053,         41.4559,         39.6115
         161,      -69.333336,         38.0089,         35.2053,         41.4559,         39.6115
         162,      -69.316666,         38.0089,         35.2053,         41.4559,         39.6115
         163,      -69.300003,         38.0089,         35.2053,         41.4559,         39.6115
         164,      -69.283333,         38.0089,         35.2053,         41.4559,         39.6115
         165,      -69.266670,         38.0089,         35.2053,         41.4559,         39.6115
         166,      -69.250000,         38.0089,         35.2053,         41.4559,         39.6115
         167,      -69.233330,         38.0089,         35.2053,         41.4559,         39.6115
         168,      -69.216667,         38.0089,         35.2053,         41.4559,         39.6115
         169,      -69.199997,         38.0089,         35.2053,         41.4559,         39.6115
         170,      -69.183334,         38.0089,         35.2053,         41.4559,         39.6115
         171,      -69.166664,         38.0089,         35.2053,         41.4559,         39.6115
         172,      -69.150002,         38.0089,         35.2053,         41.4559,         39.6115
         173,      -69.133331,         38.0089,         35.2053,         41.4559,         39.6115
         174,      -69.116669,         38.0089,         35.2053,         41.4559,         39.6115
         175,      -69.099998,         38.0089,         35.2053,         41.4559,         39.6115
         176,      -69.083336,         38.0089,         35.2053,         41.4559,         39.6115
         177,      -69.066666,         38.0089,         35.2053,         41.4559,         39.6115
         178,      -69.050003,         38.0089,         35.2053,         41.4559,         39.6115
         179,      -69.033333,         38.0089,         35.2053,         41.4559,         39.6115
         180,      -69.016670,         38.0089,         35.2053,         41.4559,         39.6115
         181,      -69.000000,         38.0089,         35.2053,         41.4559,         39.6115
         182,      -68.983330,         38.0089,         35.2053,         41.4559,         39.6115
         183,      -68.966667,         38.0089,         35.2053,         41.4559,         39.6115
         184,      -68.949997,         38.0089,         35.2053,         41.4559,         39.6115
         185,      -68.933334,         38.0089,         35.2053,         41.4559,         39.6115
         186,      -68.916664,         38.0089,         35.2053,         41.4559,         39.6115
         187,      -68.900002,         38.0089,         35.2053,         41.4559,         39.6115
         188,      -68.883331,         38.0089,         35.2053,         41.4559,         39.6115
         189,      -68.866669,         38.0089,         35.2053,         41.4559,         39.6115
         190,      -68.849998,         38.0089,         35.2053,         41.4559,         39.6115
         191,      -68.833336,         38.0089,         35.2053,         41.4559,         39.6115
         192,      -68.816666,         38.0089,         35.2053,         41.4559,         39.6115
         193,      -68.800003,         38.0089,         35.2053,         41.4559,         39.6115
         194,      -68.783333,         38.0089,         35.2053,         41.4559,         39.6115
         195,      -68.766670,         38.0089,         35.2053,         41.4559,         39.6115
         196,      -68.750000,         38.0089,         35.2053,         41.4559,         39.6115
         197,      -68.733330,         38.0089,         35.2053,         41.4559,         39.6115
         198,      -68.716667,         38.0089,         35.2053,         41.4559,         39.6115
         199,      -68.699997,         38.0089,         35.2053,         41.4559,         39.6115
         200,      -68.683334,         38.0089,         35.2053,         41.4559,         39.6115
         201,      -68.666664,         38.0089,         35.2053,         41.4559,         39.6115
         202,      -68.650002,         38.0089,         35.2053,         41.4559,         39.6115
         203,      -68.633331,         38.0089,         35.2053,         41.4559,         39.6115
         204,      -68.616669,         38.0089,         35.2053,         41.4559,         39.6115
         205,      -68.599998,         38.0089,         35.2053,         41.4559,         39.6115
         206,      -68.583336,         38.0089,         35.2053,         41.4559,         39.6115
         207,      -68.566666,         38.0089,         35.2053,         41.4559,         39.6115
         208,      -68.550003,         38.0089,         35.2053,         41.4559,         39.6115
         209,      -68.533333,         38.0089,         35.2053,         41.4559,         39.6115
         210,      -68.516670,         38.0089,         35.2053,         41.4559,         39.6115
         211,      -68.500000,         38.0089,         35.2053,         41.4559,         39.6115
         212,      -68.483330,         38.0089,         35.2053,         41.4559,         39.6115
         213,      -68.466667,         38.0089,         35.2053,         41.4559,         39.6115
         214,      -68.449997,         38.0089,         35.2053,         41.4559,         39.6115
         215,      -68.433334,         38.0089,         35.2053,         41.4559,         39.6115
         216,      -68.416664,         38.0089,         35.2053,         41.4559,         39.6115
         217,      -68.400002,         38.0089,         35.2053,         41.4559,         39.6115
         218,      -68.383331,         38.0089,         35.2053,         41.4559,         39.6115
         219,      -68.366669,         38.0089,         35.2053,         41.4559,         39.6115
         220,      -68.349998,         38.0089,         35.2053,         41.4559,         39.6115
         221,      -68.333336,         38.0089,         35.2053,         41.4559,         39.6115
         222,      -68.316666,         38.0089,         35.2053,         41.4559,         39.6115
         223,      -68.300003,         38.0089,         35.2053,         41.4559,         39.6115
         224,      -68.283333,         38.0089,         35.2053,         41.4559,         39.6115
         225,      -68.266670,         38.0089,         35.2053,         41.4559,         39.6115
         226,      -68.250000,         38.0089,         35.2053,         41.4559,         39.6115
         227,      -68.233330,         38.0089,         35.2053,         41.4559,         39.6115
         228,      -68.216667,         38.0089,         35.2053,         41.4559,         39.6115
         229,      -68.199997,         38.0089,         35.2053,         41.4559,         39.6115
         230,      -68.183334,         38.0089,         35.2053,         41.4559,         39.6115
         231,      -68.166664,         38.0089,         35.2053,         41.4559,         39.6115
         232,      -68.150002,         38.0089,         35.2053,         41.4559,         39.6115
         233,      -68.133331,         38.0089,         35.2053,         41.4559,         39.6115
         234,      -68.116669,         38.0089,         35.2053,         41.4559,         39.6115
         235,      -68.099998,         38.0089,         35.2053,         41.4559,         39.6115
         236,      -68.083336,         38.0089,         35.2053,         41.4559,         39.6115
         237,      -68.066666,         38.0089,         35.2053,         41.4559,         39.6115
         238,      -68.050003,         38.0089,         35.2053,         41.4559,         39.6115
         239,      -68.033333,         38.0089,         35.2053,         41.4559,         39.6115
         240,      -68.016670,         38.0089,         35.2053,         41.4559,         39.6115
         241,      -68.000000,         38.0089,         35.2053,         41.4559,         39.6115
         242,      -67.983330,         38.0089,         35.2053,         41.4559,         39.6115
         243,      -67.966667,         38.0089,         35.2053,         41.4559,         39.6115
         244,      -67.949997,         38.0089,         35.2053,         41.4559,         39.6115
         245,      -67.933334,         38.0089,         35.2053,         41.4559,         39.6115
         246,      -67.916664,         38.0089,         35.2053,         41.4559,         39.6115
         247,      -67.900002,         38.0089,         35.2053,         41.4559,         39.6115
         248,      -67.883331,         38.0089,         35.2053,         41.4559,         39.6115
         249,      -67.866669,         38.0089,         35.2053,         41.4559,         39.6115
         250,      -67.849998,         38.0089,         35.2053,         41.4559,         39.6115
         251,      -67.833336,         38.0089,         35.2053,         41.4559,         39.6115
         252,      -67.816666,         38.0089,         35.2053,         41.4559,         39.6115
         253,      -67.800003,         38.0089,         35.2053,         41.4559,         39.6115
         254,      -67.783333,         38.0089,         35.2053,         41.4559,         39.6115
         255,      -67.766670,         38.0089,         35.2053,         41.4559,         39.6115
         256,      -67.750000,         38.0089,         35.2053,         41.4559,         39.6115
         257,      -67.733330,         38.0089,         35.2053,         41.4559,         39.6115
         258,      -67.716667,         38.0089,         35.2053,         41.4559,         39.6115
         259,      -67.699997,         38.0089,         35.2053,         41.4559,         39.6115
         260,      -67.683334,         38.0089,         35.2053,         41.4559,         39.6115
         261,      -67.666664,         38.0089,         35.2053,         41.4559,         39.6115
         262,      -67.650002,         38.0089,         35.2053,         41.4559,         39.6115
         263,      -67.633331,         38.0089,         35.2053,         41.4559,         39.6115
         264,      -67.616669,         38.0089,         35.2053,         41.4559,         39.6115
         265,      -67.599998,         38.0089,         35.2053,         41.4559,         39.6115
         266,      -67.583336,         38.0089,         35.2053,         41.4559,         39.6115
         267,      -67.566666,         38.0089,         35.2053,         41.4559,         39.6115
         268,      -67.550003,         38.0089,         35.2053,         41.4559,         39.6115
         269,      -67.533333,         38.0089,         35.2053,         41.4559,         39.6115
         270,      -67.516670,         38.0089,         35.2053,         41.4559,         39.6115
         271,      -67.500000,         38.0089,         35.2053,         41.4559,         39.6115
         272,      -67.483330,         38.0089,         35.2053,         41.4559,         39.6115
         273,      -67.466667,         38.0089,         35.2053,         41.4559,         39.6115
         274,      -67.449997,         38.0089,         35.2053,         41.4559,         39.6115
         275,      -67.433334,         38.0089,         35.2053,         41.4559,         39.6115
         276,      -67.416664,         38.0089,         35.2053,         41.4559,         39.6115
         277,      -67.400002,         38.0089,         35.2053,         41.4559,         39.6115
         278,      -67.383331,         38.0089,         35.2053,         41.4559,         39.6115
         279,      -67.366669,         38.0089,         35.2053,         41.4559,         39.6115
         280,      -67.349998,         38.0089,         35.2053,         41.4559,         39.6115
         281,      -67.333336,         38.0089,         35.2053,         41.4559,         39.6115
         282,      -67.316666,         38.0089,         35.2053,         41.4559,         39.6115
         283,      -67.300003,         38.0089,         35.2053,         41.4559,         39.6115
         284,      -67.283333,         38.0089,         35.2053,         41.4559,         39.6115
         285,      -67.266670,         38.0089,         35.2053,         41.4559,         39.6115
         286,      -67.250000,         38.0089,         35.2053,         41.4559,         39.6115
         287,      -67.233330,         38.0089,         35.2053,         41.4559,         39.6115
         288,      -67.216667,         38.0089,         35.2053,         41.4559,         39.6115
         289,      -67.199997,         38.0089,         35.2053,         41.4559,         39.6115
         290,      -67.183334,         38.0089,         35.2053,         41.4559,         39.6115
         291,      -67.166664,         38.0089,         35.2053,         41.4559,         39.6115
         292,      -67.150002,         38.0089,         35.2053,         41.4559,         39.6115
         293,      -67.133331,         38.0089,         35.2053,         41.4559,         39.6115
         294,      -67.116669,         38.0089,         35.2053,         41.4559,         39.6115
         295,      -67.099998,         38.0089,         35.2053,         41.4559,         39.6115
         296,      -67.083336,         38.0089,         35.2053,         41.4559,         39.6115
         297,      -67.066666,         38.0089,         35.2053,         41.4559,         39.6115
         298,      -67.050003,         38.0089,         35.2053,         41.4559,         39.6115
         299,      -67.033333,         38.0089,         35.2053,         41.4559,         39.6115
         300,      -67.016670,         38.0089,         35.2053,         41.4559,         39.6115
         301,      -67.000000,         38.0089,         35.2053,         41.4559,         39.6115
         302,      -66.983330,         38.0089,         35.2053,         41.4559,         39.6115
         303,      -66.966667,         38.0089,         35.2053,         41.4559,         39.6115
         304,      -66.949997,         38.0089,         35.2053,         41.4559,         39.6115
         305,      -66.933334,         38.0089,         35.2053,         41.4559,         39.6115
         306,      -66.916664,         38.0089,         35.2053,         41.4559,         39.6115
         307,      -66.900002,         38.0089,         35.2053,         41.4559,         39.6115
         308,      -66.883331,         38.0089,         35.2053,         41.4559,         39.6115
         309,      -66.866669,         38.0089,         35.2053,         41.4559,         39.6115
         310,      -66.849998,         38.0089,         35.2053,         41.4559,         39.6115
         311,      -66.833336,         38.0089,         35.2053,         41.4559,         39.6115
         312,      -66.816666,         38.0089,         35.2053,         41.4559,         39.6115
         313,      -66.800003,         38.0089,         35.2053,         41.4559,         39.6115
         314,      -66.783333,         38.0089,         35.2053,         41.4559,         39.6115
         315,      -66.766670,         38.0089,         35.2053,         41.4559,         39.6115
         316,      -66.750000,         38.0089,         35.2053,         41.4559,         39.6115
         317,      -66.733330,         38.0089,         35.2053,         41.4559,         39.6115
         318,      -66.716667,         38.0089,         35.2053,         41.4559,         39.6115
         319,      -66.699997,         38.0089,         35.2053,         41.4559,         39.6115
         320,      -66.683334,         38.0089,         35.2053,         41.4559,         39.6115
         321,      -66.666664,         38.0089,         35.2053,         41.4559,         39.6115
         322,      -66.650002,         38.0089,         35.2053,         41.4559,         39.6115
         323,      -66.633331,         38.0089,         35.2053,         41.4559,         39.6115
         324,      -66.616669,         38.0089,         35.2053,         41.4559,         39.6115
         325,      -66.599998,         38.0089,         35.2053,         41.4559,         39.6115
         326,      -66.583336,         38.0089,         35.2053,         41.4559,         39.6115
         327,      -66.566666,         38.0089,         35.2053,         41.4559,         39.6115
         328,      -66.550003,         38.0089,         35.2053,         41.4559,         39.6115
         329,      -66.533333,         38.0089,         35.2053,         41.4559,         39.6115
         330,      -66.516670,         38.0089,         35.2053,         41.4559,         39.6115
         331,      -66.500000,         38.0089,         35.2053,         41.4559,         39.6115
         332,      -66.483330,         38.0089,         35.2053,         41.4559,         39.6115
         333,      -66.466667,         38.0089,         35.2053,         41.4559,         39.6115
         334,      -66.449997,         38.0089,         35.2053,         41.4559,         39.6115
         335,      -66.433334,         38.0089,         35.2053,         41.4559,         39.6115
         336,      -66.416664,         38.0089,         35.2053,         41.4559,         39.6115
         337,      -66.400002,         38.0089,         35.2053,         41.4559,         39.6115
         338,      -66.383331,         38.0089,         35.2053,         41.4559,         39.6115
         339,      -66.366669,         38.0089,         35.2053,         41.4559,         39.6115
         340,      -66.349998,         38.0089,         35.2053,         41.4559,         39.6115
         341,      -66.333336,         38.0089,         35.2053,         41.4559,         39.6115
         342,      -66.316666,         38.0089,         35.2053,         41.4559,         39.6115
         343,      -66.300003,         38.0089,         35.2053,         41.4559,         39.6115
         344,      -66.283333,         38.0089,         35.2053,         41.4559,         39.6115
         345,      -66.266670,         38.0089,         35.2053,         41.4559,         39.6115
         346,      -66.250000,         38.0089,         35.2053,         41.4559,         39.6115
         347,      -66.233330,         38.0089,         35.2053,         41.4559,         39.6115
         348,      -66.216667,         38.0089,         35.2053,         41.4559,         39.6115
         349,      -66.199997,         38.0089,         35.2053,         41.4559,         39.6115
         350,      -66.183334,         38.0089,         35.2053,         41.4559,         39.6115
         351,      -66.166664,         38.0089,         35.2053,         41.4559,         39.6115
         352,      -66.150002,         38.0089,         35.2053,         41.4559,         39.6115
         353,      -66.133331,         38.0089,         35.2053,         41.4559,         39.6115
         354,      -66.116669,         38.0089,         35.2053,         41.4559,         39.6115
         355,      -66.099998,         38.0089,         35.2053,         41.4559,         39.6115
         356,      -66.083336,         38.0089,         35.2053,         41.4559,         39.6115
         357,      -66.066666,         38.0089,         35.2053,         41.4559,         39.6115
         358,      -66.050003,         38.0089,         35.2053,         41.4559,         39.6115
         359,      -66.033333,         38.0089,         35.2053,         41.4559,         39.6115
         360,      -66.016670,         38.0089,         35.2053,         41.4559,         39.6115
         361,      -66.000000,         38.0089,         35.2053,         41.4559,         39.6115
         362,      -65.983330,         38.0089,         35.2053,         41.4559,         39.6115
         363,      -65.966667,         38.0089,         35.2053,         41.4559,         39.6115
         364,      -65.949997,         38.0089,         35.2053,         41.4559,         39.6115
         365,      -65.933334,         38.0089,         35.2053,         41.4559,         39.6115
         366,      -65.916664,         38.0089,         35.2053,         41.4559,         39.6115
         367,      -65.900002,         38.0089,         35.2053,         41.4559,         39.6115
         368,      -65.883331,         38.0089,         35.2053,         41.4559,         39.6115
         369,      -65.866669,         38.0089,         35.2053,         41.4559,         39.6115
         370,      -65.849998,         38.0089,         35.2053,         41.4559,         39.6115
         371,      -65.833336,         38.0089,         35.2053,         41.4559,         39.6115
         372,      -65.816666,         38.0089,         35.2053,         41.4559,         39.6115
         373,      -65.800003,         38.0089,         35.2053,         41.4559,         39.6115
         374,      -65.783333,         38.0089,         35.2053,         41.4559,         39.6115
         375,      -65.766670,         38.0089,         35.2053,         41.4559,         39.6115
         376,      -65.750000,         38.0089,         35.2053,         41.4559,         39.6115
         377,      -65.733330,         38.0089,         35.2053,         41.4559,         39.6115
         378,      -65.716667,         38.0089,         35.2053,         41.4559,         39.6115
         379,      -65.699997,         38.0089,         35.2053,         41.4559,         39.6115
         380,      -65.683334,         38.0089,         35.2053,         41.4559,         39.6115
         381,      -65.666664,         38.0089,         35.2053,         41.4559,         39.6115
         382,      -65.650002,         38.0089,         35.2053,         41.4559,         39.6115
         383,      -65.633331,         38.0089,         35.2053,         41.4559,         39.6115
         384,      -65.616669,         38.0089,         35.2053,         41.4559,         39.6115
         385,      -65.599998,         38.0089,         35.2053,         41.4559,         39.6115
         386,      -65.583336,         38.0089,         35.2053,         41.4559,         39.6115
         387,      -65.566666,         38.0089,         35.2053,         41.4559,         39.6115
         388,      -65.550003,         38.0089,         35.2053,         41.4559,         39.6115
         389,      -65.533333,         38.0089,         35.2053,         41.4559,         39.6115
         390,      -65.516670,         38.0089,         35.2053,         41.4559,         39.6115
         391,      -65.500000,         38.0089,         35.2053,         41.4559,         39.6115
         392,      -65.483330,         38.0089,         35.2053,         41.4559,         39.6115
         393,      -65.466667,         38.0089,         35.2053,         41.4559,         39.6115
         394,      -65.449997,         38.0089,         35.2053,         41.4559,         39.6115
         395,      -65.433334,         38.0089,         35.2053,         41.4559,         39.6115
         396,      -65.416664,         38.0089,         35.2053,         41.4559,         39.6115
         397,      -65.400002,         38.0089,         35.2053,         41.4559,         39.6115
         398,      -65.383331,         38.0089,         35.2053,         41.4559,         39.6115
         399,      -65.366669,         38.0089,         35.2053,         41.4559,         39.6115
         400,      -65.349998,         38.0089,         35.2053,         41.4559,         39.6115
         401,      -65.333336,         38.0089,         35.2053,         41.4559,         39.6115
         402,      -65.316666,         38.0089,         35.2053,         41.4559,         39.6115
         403,      -65.300003,         38.0089,         35.2053,         41.4559,         39.6115
