EventID,Region,Region (source),Duration,TimeStep,Original Burst Depth (mm),Area,AspectRatio,Rotation,Burst Start Time,Lat,Long
7112,Southern Slopes (mainland),Central Slopes,10080,180,240.6,10000,3.6,2.3561945,1996,-27.4875,151.9125
7113,Southern Slopes (mainland),East Coast (North),10080,180,1117.18,10000,2.3,0,1565,-21.6875,149.0125
7114,Southern Slopes (mainland),East Coast (North),10080,180,476.33,10000,1.5,2.3561945,137,-26.6875,152.7125
7115,Southern Slopes (mainland),East Coast (North),10080,180,358.92,10000,2.3,0.7853982,3440,-21.3875,148.5125
7116,Southern Slopes (mainland),Rangelands,10080,180,200.31,10000,2.3,0,2541,-23.4875,132.8125
7117,Southern Slopes (mainland),Monsoonal North,10080,180,584.81,10000,3.6,2.3561945,807,-16.5875,145.1125
7118,Southern Slopes (mainland),East Coast (South),10080,180,312.03,20000,2.3,0,1997,-29.6125,152.7625
7119,Southern Slopes (mainland),East Coast (South),10080,180,240.11,20000,1.5,0,863,-28.8625,153.0125
7120,Southern Slopes (mainland),Central Slopes,10080,180,247.3,20000,3.6,0.7853982,1999,-28.1125,152.2625
7121,Southern Slopes (mainland),East Coast (North),10080,180,874.31,20000,2.3,2.3561945,1541,-21.7375,149.1375
7122,Southern Slopes (mainland),East Coast (North),10080,180,378.45,20000,2.3,0,136,-26.4875,152.6375
7123,Southern Slopes (mainland),Monsoonal North,10080,180,403.72,20000,2.3,2.3561945,3219,-19.4875,146.5125
7124,Southern Slopes (mainland),Monsoonal North,10080,180,344.74,20000,2.3,2.3561945,2187,-18.9875,146.0125
7125,Southern Slopes (mainland),Monsoonal North,10080,180,294.29,20000,3.6,0,1585,-18.8625,145.8875
7126,Southern Slopes (mainland),Monsoonal North,10080,180,258.99,20000,3.6,1.5707963,2746,-14.1125,131.2625
7127,Southern Slopes (mainland),Monsoonal North,10080,180,167.81,20000,2.3,1.5707963,1236,-17.4875,144.8875
7128,Southern Slopes (mainland),East Coast (North),10080,180,295.14,40000,1.5,0,2006,-28.2375,152.7625
