"EG14_003 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG14_003.tcf]","Time(h)","Entry LC FC01.1_R [EG14_003]","Additional LC FC01.1_R [EG14_003]","Exit LC FC01.1_R [EG14_003]","Entry LC FC01.2_R [EG14_003]","Additional LC FC01.2_R [EG14_003]","Exit LC FC01.2_R [EG14_003]","Entry LC FC04.1_C [EG14_003]","Additional LC FC04.1_C [EG14_003]","Exit LC FC04.1_C [EG14_003]","Entry LC Pipe0 [EG14_003]","Additional LC Pipe0 [EG14_003]","Exit LC Pipe0 [EG14_003]","Entry LC Pipe1 [EG14_003]","Additional LC Pipe1 [EG14_003]","Exit LC Pipe1 [EG14_003]","Entry LC Pipe10 [EG14_003]","Additional LC Pipe10 [EG14_003]","Exit LC Pipe10 [EG14_003]","Entry LC Pipe11 [EG14_003]","Additional LC Pipe11 [EG14_003]","Exit LC Pipe11 [EG14_003]","Entry LC Pipe12 [EG14_003]","Additional LC Pipe12 [EG14_003]","Exit LC Pipe12 [EG14_003]","Entry LC Pipe13 [EG14_003]","Additional LC Pipe13 [EG14_003]","Exit LC Pipe13 [EG14_003]","Entry LC Pipe14 [EG14_003]","Additional LC Pipe14 [EG14_003]","Exit LC Pipe14 [EG14_003]","Entry LC Pipe15 [EG14_003]","Additional LC Pipe15 [EG14_003]","Exit LC Pipe15 [EG14_003]","Entry LC Pipe16 [EG14_003]","Additional LC Pipe16 [EG14_003]","Exit LC Pipe16 [EG14_003]","Entry LC Pipe17 [EG14_003]","Additional LC Pipe17 [EG14_003]","Exit LC Pipe17 [EG14_003]","Entry LC Pipe19 [EG14_003]","Additional LC Pipe19 [EG14_003]","Exit LC Pipe19 [EG14_003]","Entry LC Pipe2 [EG14_003]","Additional LC Pipe2 [EG14_003]","Exit LC Pipe2 [EG14_003]","Entry LC Pipe3 [EG14_003]","Additional LC Pipe3 [EG14_003]","Exit LC Pipe3 [EG14_003]","Entry LC Pipe4 [EG14_003]","Additional LC Pipe4 [EG14_003]","Exit LC Pipe4 [EG14_003]","Entry LC Pipe5 [EG14_003]","Additional LC Pipe5 [EG14_003]","Exit LC Pipe5 [EG14_003]","Entry LC Pipe6 [EG14_003]","Additional LC Pipe6 [EG14_003]","Exit LC Pipe6 [EG14_003]","Entry LC Pipe7 [EG14_003]","Additional LC Pipe7 [EG14_003]","Exit LC Pipe7 [EG14_003]","Entry LC Pipe8 [EG14_003]","Additional LC Pipe8 [EG14_003]","Exit LC Pipe8 [EG14_003]","Entry LC Pipe9 [EG14_003]","Additional LC Pipe9 [EG14_003]","Exit LC Pipe9 [EG14_003]","LC Pit1 [EG14_003]","LC Pit10 [EG14_003]","LC Pit11 [EG14_003]","LC Pit12 [EG14_003]","LC Pit13 [EG14_003]","LC Pit14 [EG14_003]","LC Pit15 [EG14_003]","LC Pit16 [EG14_003]","LC Pit17 [EG14_003]","LC Pit18 [EG14_003]","LC Pit19 [EG14_003]","LC Pit2 [EG14_003]","LC Pit3 [EG14_003]","LC Pit4 [EG14_003]","LC Pit5 [EG14_003]","LC Pit6 [EG14_003]","LC Pit7 [EG14_003]","LC Pit8 [EG14_003]","LC Pit9 [EG14_003]"
     101,          1.666667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.10,0.00,0.16,0.50,0.00,1.00,0.02,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.09,0.33,0.15,0.00,1.00,0.50,0.00,1.00,0.06,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.22,0.09,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     102,          1.683333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.10,0.00,0.16,0.50,0.00,1.00,0.01,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.09,0.33,0.15,0.00,1.00,0.50,0.00,1.00,0.07,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.22,0.09,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     103,          1.700000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.10,0.00,0.16,0.50,0.00,1.00,0.01,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.09,0.33,0.15,0.00,1.00,0.50,0.00,1.00,0.07,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.22,0.09,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     104,          1.716667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.10,0.00,0.16,0.50,0.00,1.00,0.01,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.09,0.33,0.15,0.00,1.00,0.50,0.00,1.00,0.08,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.22,0.09,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     105,          1.733333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.09,0.00,0.16,0.50,0.00,1.00,0.01,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.09,0.33,0.16,0.00,1.00,0.50,0.00,1.00,0.07,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.22,0.09,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     106,          1.750000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.09,0.00,0.15,0.50,0.00,1.00,0.01,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.09,0.33,0.16,0.00,1.00,0.50,0.00,1.00,0.07,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.22,0.09,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     107,          1.766667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.09,0.00,0.15,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.09,0.33,0.16,0.00,1.00,0.50,0.00,1.00,0.07,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.22,0.09,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     108,          1.783333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.09,0.00,0.14,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.08,0.33,0.16,0.00,1.00,0.50,0.00,1.00,0.08,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.22,0.09,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     109,          1.800000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.09,0.00,0.14,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.08,0.32,0.16,0.00,1.00,0.50,0.00,1.00,0.08,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.22,0.09,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     110,          1.816667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.09,0.00,0.13,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.08,0.32,0.16,0.00,1.00,0.50,0.00,1.00,0.08,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.22,0.09,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     111,          1.833333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.09,0.00,0.13,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.08,0.32,0.16,0.00,1.00,0.50,0.00,1.00,0.08,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.22,0.08,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     112,          1.850000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.09,0.00,0.12,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.08,0.32,0.16,0.00,1.00,0.50,0.00,1.00,0.08,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.22,0.08,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     113,          1.866667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.25,0.00,0.00,0.09,0.00,0.12,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.08,0.31,0.16,0.00,1.00,0.50,0.00,1.00,0.09,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.22,0.08,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     114,          1.883333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.25,0.00,0.00,0.08,0.00,0.12,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.08,0.31,0.16,0.00,1.00,0.50,0.00,1.00,0.09,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.22,0.08,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     115,          1.900000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.08,0.00,0.11,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.07,0.31,0.16,0.00,1.00,0.50,0.00,1.00,0.09,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.22,0.08,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     116,          1.916667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.25,0.00,0.00,0.08,0.00,0.10,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.07,0.31,0.17,0.00,1.00,0.50,0.00,1.00,0.09,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.08,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     117,          1.933333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.25,0.00,0.00,0.08,0.00,0.10,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.07,0.31,0.17,0.00,1.00,0.50,0.00,1.00,0.09,0.00,0.00,0.03,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.08,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     118,          1.950000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.25,0.00,0.00,0.08,0.00,0.09,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.07,0.30,0.17,0.00,1.00,0.50,0.00,1.00,0.10,0.00,0.00,0.03,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.08,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     119,          1.966667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.25,0.00,0.00,0.08,0.00,0.09,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.24,0.07,0.30,0.17,0.00,1.00,0.50,0.00,1.00,0.10,0.00,0.00,0.03,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.08,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     120,          1.983333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.25,0.00,0.00,0.07,0.00,0.08,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.24,0.07,0.30,0.17,0.00,1.00,0.50,0.00,1.00,0.10,0.00,0.00,0.03,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.08,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     121,          2.000000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.07,0.00,0.08,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.24,0.06,0.30,0.17,0.00,1.00,0.50,0.00,1.00,0.09,0.00,0.00,0.03,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.07,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     122,          2.016667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.25,0.00,0.00,0.07,0.00,0.08,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.24,0.07,0.30,0.17,0.00,1.00,0.50,0.00,1.00,0.10,0.00,0.00,0.02,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.08,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     123,          2.033334,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.25,0.00,0.00,0.08,0.00,0.09,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.24,0.07,0.30,0.17,0.00,1.00,0.50,0.00,1.00,0.08,0.00,0.00,0.03,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.08,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     124,          2.050000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.25,0.00,0.00,0.08,0.00,0.09,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.24,0.07,0.31,0.17,0.00,1.00,0.50,0.00,1.00,0.09,0.00,0.00,0.03,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.08,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     125,          2.066667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.25,0.00,0.00,0.08,0.00,0.09,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.24,0.07,0.30,0.17,0.00,1.00,0.50,0.00,1.00,0.09,0.00,0.00,0.03,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.08,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     126,          2.083333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.25,0.00,0.00,0.08,0.00,0.09,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.24,0.07,0.30,0.17,0.00,1.00,0.50,0.00,1.00,0.09,0.00,0.00,0.03,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.08,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     127,          2.100000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.25,0.00,0.00,0.08,0.00,0.10,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.07,0.31,0.17,0.00,1.00,0.50,0.00,1.00,0.09,0.00,0.00,0.04,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.08,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     128,          2.116667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.25,0.00,0.00,0.08,0.00,0.10,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.07,0.31,0.17,0.00,1.00,0.50,0.00,1.00,0.09,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.08,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     129,          2.133333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.25,0.00,0.00,0.08,0.00,0.10,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.07,0.31,0.17,0.00,1.00,0.50,0.00,1.00,0.09,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.08,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     130,          2.150000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.25,0.00,0.00,0.08,0.00,0.10,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.07,0.31,0.17,0.00,1.00,0.50,0.00,1.00,0.10,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.08,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     131,          2.166667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.25,0.00,0.00,0.08,0.00,0.11,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.07,0.31,0.16,0.00,1.00,0.50,0.00,1.00,0.09,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.08,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     132,          2.183333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.25,0.00,0.00,0.08,0.00,0.11,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.07,0.31,0.16,0.00,1.00,0.50,0.00,1.00,0.08,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.08,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     133,          2.200000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.25,0.00,0.00,0.08,0.00,0.11,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.07,0.31,0.16,0.00,1.00,0.50,0.00,1.00,0.09,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.08,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     134,          2.216667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.25,0.00,0.00,0.08,0.00,0.11,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.07,0.31,0.16,0.00,1.00,0.50,0.00,1.00,0.09,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.22,0.08,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     135,          2.233333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.25,0.00,0.00,0.08,0.00,0.11,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.07,0.31,0.16,0.00,1.00,0.50,0.00,1.00,0.09,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.22,0.08,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
