"EG14_002 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG14_002.tcf]","Time (h)","H ds1.1 [EG14_002]","H ds1.2 [EG14_002]","H ds2.2 [EG14_002]","H ds3.2 [EG14_002]","H ds4.2 [EG14_002]","H ds5.2 [EG14_002]","H ds_weir.2 [EG14_002]","H FC01.01.1 [EG14_002]","H FC01.02.1 [EG14_002]","H FC01.03.1 [EG14_002]","H FC01.04.1 [EG14_002]","H FC01.05.1 [EG14_002]","H FC01.06.1 [EG14_002]","H FC01.07.1 [EG14_002]","H FC01.08.1 [EG14_002]","H FC01.09.1 [EG14_002]","H FC01.12.1 [EG14_002]","H FC01.12.2 [EG14_002]","H FC01.13.1 [EG14_002]","H FC01.14.1 [EG14_002]","H FC01.15.1 [EG14_002]","H FC01.16.1 [EG14_002]","H FC01.17.1 [EG14_002]","H FC01.18.1 [EG14_002]","H FC01.19.1 [EG14_002]","H FC01.1_R.1 [EG14_002]","H FC01.1_R.2 [EG14_002]","H FC01.20.1 [EG14_002]","H FC01.21.1 [EG14_002]","H FC01.22.1 [EG14_002]","H FC01.23.1 [EG14_002]","H FC01.24.1 [EG14_002]","H FC01.25.1 [EG14_002]","H FC01.26.1 [EG14_002]","H FC01.27.1 [EG14_002]","H FC01.28A.1 [EG14_002]","H FC01.28B.1 [EG14_002]","H FC01.29.1 [EG14_002]","H FC01.30.1 [EG14_002]","H FC01.31.1 [EG14_002]","H FC01.32.1 [EG14_002]","H FC01.33.1 [EG14_002]","H FC01.36.1 [EG14_002]","H FC01.37.1 [EG14_002]","H FC01.38.1 [EG14_002]","H FC01.39.1 [EG14_002]","H FC01.40.1 [EG14_002]","H FC02.01.1 [EG14_002]","H FC02.02.1 [EG14_002]","H FC02.03.1 [EG14_002]","H FC02.04.1 [EG14_002]","H FC02.05.1 [EG14_002]","H FC02.06.1 [EG14_002]"
      40,          0.650000,     37.4410,     37.0596,     36.5658,     36.1801,     34.3114,     34.0891,     34.0891,     37.7489,     37.7679,     37.8007,     38.0835,     38.3127,     38.4072,     38.4211,     38.4740,     38.8756,     39.3684,     38.8821,     40.1470,     40.3496,     40.5493,     40.7150,     40.8195,     40.8301,     40.8371,     45.1918,     45.1401,     40.9429,     40.9614,     40.9826,     41.0783,     41.2346,     41.7058,     42.1285,     42.4260,     42.9667,     43.2970,     43.7250,     43.8881,     44.0480,     44.1479,     45.0764,     45.5411,     45.6623,     45.7218,     45.9790,     48.5390,     41.0798,     41.0844,     41.1006,     42.4689,     42.4688,     43.8245
      41,          0.666667,     37.4429,     37.0619,     36.5670,     36.1719,     34.3639,     34.1722,     34.1722,     37.7508,     37.7698,     37.8024,     38.0846,     38.3132,     38.4073,     38.4211,     38.4737,     38.8730,     39.3658,     38.8795,     40.1439,     40.3459,     40.5449,     40.7101,     40.8140,     40.8247,     40.8316,     45.1852,     45.1356,     40.9369,     40.9552,     40.9763,     41.0718,     41.2278,     41.6986,     42.1205,     42.4175,     42.9567,     43.2863,     43.7137,     43.8767,     44.0368,     44.1369,     45.0733,     45.5329,     45.6541,     45.7141,     45.9790,     48.5390,     41.0733,     41.0780,     41.0946,     42.5025,     42.5026,     43.8231
      42,          0.683333,     37.4437,     37.0629,     36.5661,     36.1604,     34.4134,     34.2534,     34.2534,     37.7514,     37.7703,     37.8028,     38.0842,     38.3122,     38.4060,     38.4197,     38.4720,     38.8695,     39.3629,     38.8756,     40.1398,     40.3412,     40.5395,     40.7039,     40.8073,     40.8179,     40.8249,     45.1782,     45.1311,     40.9296,     40.9479,     40.9688,     41.0642,     41.2200,     41.6907,     42.1118,     42.4081,     42.9458,     43.2745,     43.7014,     43.8645,     44.0248,     44.1252,     45.0701,     45.5243,     45.6453,     45.7058,     45.9790,     48.5390,     41.0657,     41.0706,     41.0878,     42.5352,     42.5353,     43.8216
      43,          0.700000,     37.4433,     37.0627,     36.5634,     36.1462,     34.4618,     34.3317,     34.3317,     37.7507,     37.7696,     37.8020,     38.0826,     38.3100,     38.4033,     38.4170,     38.4689,     38.8648,     39.3594,     38.8701,     40.1347,     40.3354,     40.5329,     40.6966,     40.7995,     40.8100,     40.8169,     45.1712,     45.1264,     40.9213,     40.9394,     40.9603,     41.0556,     41.2116,     41.6823,     42.1026,     42.3981,     42.9342,     43.2621,     43.6886,     43.8517,     44.0123,     44.1131,     45.0669,     45.5155,     45.6363,     45.6972,     45.9790,     48.5390,     41.0572,     41.0621,     41.0801,     42.5669,     42.5669,     43.8201
      44,          0.716667,     37.4420,     37.0615,     36.5592,     36.1295,     34.5114,     34.4066,     34.4066,     37.7488,     37.7676,     37.8000,     38.0798,     38.3064,     38.3994,     38.4130,     38.4645,     38.8590,     39.3552,     38.8643,     40.1286,     40.3287,     40.5254,     40.6882,     40.7906,     40.8011,     40.8080,     45.1641,     45.1217,     40.9119,     40.9300,     40.9508,     41.0462,     41.2024,     41.6735,     42.0929,     42.3877,     42.9221,     43.2493,     43.6754,     43.8385,     43.9996,     44.1007,     45.0636,     45.5064,     45.6270,     45.6884,     45.9790,     48.5390,     41.0478,     41.0529,     41.0718,     42.5975,     42.5975,     43.8187
      45,          0.733333,     37.4395,     37.0592,     36.5537,     36.1103,     34.5629,     34.4769,     34.4769,     37.7456,     37.7644,     37.7967,     38.0757,     38.3016,     38.3942,     38.4077,     38.4589,     38.8523,     39.3506,     38.8576,     40.1215,     40.3210,     40.5170,     40.6790,     40.7809,     40.7913,     40.7981,     45.1568,     45.1169,     40.9018,     40.9197,     40.9404,     41.0361,     41.1928,     41.6645,     42.0830,     42.3770,     42.9098,     43.2362,     43.6618,     43.8250,     43.9865,     44.0882,     45.0603,     45.4971,     45.6177,     45.6796,     45.9790,     48.5390,     41.0377,     41.0429,     41.0629,     42.6272,     42.6272,     43.8172
      46,          0.750000,     37.4361,     37.0559,     36.5470,     36.0890,     34.6144,     34.5410,     34.5410,     37.7413,     37.7601,     37.7923,     38.0705,     38.2957,     38.3878,     38.4013,     38.4522,     38.8448,     39.3454,     38.8501,     40.1132,     40.3126,     40.5078,     40.6689,     40.7703,     40.7806,     40.7874,     45.1494,     45.1121,     40.8909,     40.9087,     40.9294,     41.0254,     41.1829,     41.6553,     42.0729,     42.3662,     42.8973,     43.2229,     43.6482,     43.8115,     43.9735,     44.0757,     45.0570,     45.4878,     45.6081,     45.6705,     45.9790,     48.5390,     41.0270,     41.0324,     41.0536,     42.6557,     42.6557,     43.8158
      47,          0.766667,     37.4318,     37.0518,     36.5393,     36.0663,     34.6629,     34.6005,     34.6005,     37.7359,     37.7547,     37.7868,     38.0643,     38.2888,     38.3804,     38.3938,     38.4445,     38.8364,     39.3395,     38.8416,     40.1036,     40.3031,     40.4978,     40.6580,     40.7589,     40.7691,     40.7759,     45.1410,     45.1067,     40.8791,     40.8969,     40.9175,     41.0139,     41.1722,     41.6455,     42.0622,     42.3548,     42.8842,     43.2090,     43.6338,     43.7972,     43.9594,     44.0619,     45.0533,     45.4775,     45.5977,     45.6608,     45.9790,     48.5390,     41.0155,     41.0211,     41.0434,     42.6831,     42.6831,     43.8138
      48,          0.783333,     37.4267,     37.0469,     36.5308,     36.0430,     34.7088,     34.6561,     34.6561,     37.7295,     37.7482,     37.7802,     38.0571,     38.2808,     38.3720,     38.3853,     38.4357,     38.8271,     39.3332,     38.8323,     40.0924,     40.2924,     40.4867,     40.6461,     40.7464,     40.7566,     40.7633,     45.1317,     45.1006,     40.8663,     40.8840,     40.9046,     41.0015,     41.1608,     41.6352,     42.0509,     42.3426,     42.8700,     43.1938,     43.6180,     43.7813,     43.9437,     44.0466,     45.0491,     45.4658,     45.5861,     45.6500,     45.9790,     48.5390,     41.0031,     41.0088,     41.0326,     42.7093,     42.7093,     43.8116
      49,          0.800000,     37.4209,     37.0415,     36.5217,     36.0194,     34.7529,     34.7081,     34.7081,     37.7219,     37.7406,     37.7727,     38.0490,     38.2718,     38.3626,     38.3758,     38.4260,     38.8171,     39.3262,     38.8223,     40.0793,     40.2805,     40.4746,     40.6331,     40.7329,     40.7431,     40.7498,     45.1218,     45.0942,     40.8526,     40.8702,     40.8907,     40.9882,     41.1485,     41.6241,     42.0386,     42.3292,     42.8544,     43.1771,     43.6006,     43.7639,     43.9267,     44.0301,     45.0446,     45.4534,     45.5735,     45.6383,     45.9790,     48.5390,     40.9899,     40.9957,     41.0214,     42.7341,     42.7342,     43.8094
      50,          0.816667,     37.4143,     37.0355,     36.5124,     35.9959,     34.7949,     34.7568,     34.7568,     37.7134,     37.7321,     37.7640,     38.0398,     38.2620,     38.3522,     38.3653,     38.4150,     38.8050,     39.3159,     38.8101,     40.0667,     40.2678,     40.4614,     40.6191,     40.7184,     40.7285,     40.7352,     45.1115,     45.0875,     40.8379,     40.8554,     40.8759,     40.9742,     41.1355,     41.6121,     42.0253,     42.3149,     42.8376,     43.1593,     43.5821,     43.7453,     43.9087,     44.0126,     45.0399,     45.4403,     45.5602,     45.6259,     45.9790,     48.5390,     40.9761,     40.9828,     41.0156,     42.7574,     42.7574,     43.8072
      51,          0.833333,     37.4062,     37.0283,     36.5026,     35.9729,     34.8345,     34.8025,     34.8025,     37.7044,     37.7229,     37.7547,     38.0290,     38.2508,     38.3401,     38.3531,     38.4023,     38.7905,     39.3043,     38.7955,     40.0557,     40.2555,     40.4477,     40.6044,     40.7031,     40.7132,     40.7198,     45.1010,     45.0805,     40.8226,     40.8401,     40.8606,     40.9600,     41.1220,     41.5994,     42.0112,     42.2997,     42.8198,     43.1403,     43.5625,     43.7258,     43.8897,     43.9943,     45.0350,     45.4265,     45.5462,     45.6130,     45.9790,     48.5390,     40.9621,     40.9702,     41.0150,     42.7782,     42.7782,     43.8048
      52,          0.850000,     37.3971,     37.0200,     36.4919,     35.9504,     34.8726,     34.8453,     34.8453,     37.6941,     37.7126,     37.7441,     38.0170,     38.2382,     38.3267,     38.3395,     38.3884,     38.7753,     39.2917,     38.7802,     40.0446,     40.2430,     40.4338,     40.5892,     40.6874,     40.6973,     40.7040,     45.0898,     45.0734,     40.8068,     40.8243,     40.8449,     40.9454,     41.1081,     41.5861,     41.9963,     42.2837,     42.8011,     43.1204,     43.5419,     43.7053,     43.8700,     43.9753,     45.0299,     45.4120,     45.5316,     45.5994,     45.9790,     48.5390,     40.9478,     40.9575,     41.0184,     42.7963,     42.7964,     43.8022
      53,          0.866667,     37.3870,     37.0109,     36.4805,     35.9281,     34.9089,     34.8852,     34.8852,     37.6828,     37.7011,     37.7325,     38.0038,     38.2245,     38.3123,     38.3250,     38.3735,     38.7590,     39.2777,     38.7639,     40.0333,     40.2302,     40.4194,     40.5737,     40.6711,     40.6810,     40.6877,     45.0782,     45.0658,     40.7906,     40.8080,     40.8287,     40.9305,     41.0936,     41.5720,     41.9807,     42.2669,     42.7815,     43.0995,     43.5204,     43.6838,     43.8491,     43.9551,     45.0245,     45.3968,     45.5162,     45.5852,     45.9790,     48.5390,     40.9332,     40.9449,     41.0247,     42.8117,     42.8117,     43.7994
      54,          0.883333,     37.3761,     37.0009,     36.4685,     35.9062,     34.9431,     34.9227,     34.9227,     37.6706,     37.6888,     37.7200,     37.9898,     38.2098,     38.2966,     38.3092,     38.3574,     38.7409,     39.2663,     38.7457,     40.0214,     40.2169,     40.4047,     40.5576,     40.6544,     40.6643,     40.6708,     45.0677,     45.0578,     40.7739,     40.7913,     40.8120,     40.9151,     41.0785,     41.5574,     41.9645,     42.2494,     42.7609,     43.0776,     43.4977,     43.6613,     43.8273,     43.9340,     45.0188,     45.3809,     45.5001,     45.5704,     45.9790,     48.5390,     40.9181,     40.9320,     41.0325,     42.8243,     42.8243,     43.7967
      55,          0.900000,     37.3643,     36.9902,     36.4558,     35.8849,     34.9756,     34.9579,     34.9579,     37.6573,     37.6754,     37.7064,     37.9748,     38.1939,     38.2800,     38.2925,     38.3402,     38.7227,     39.2550,     38.7274,     40.0090,     40.2032,     40.3895,     40.5411,     40.6372,     40.6470,     40.6535,     45.0595,     45.0497,     40.7566,     40.7739,     40.7946,     40.8991,     41.0630,     41.5423,     41.9475,     42.2310,     42.7393,     43.0545,     43.4739,     43.6374,     43.8043,     43.9118,     45.0129,     45.3648,     45.4835,     45.5551,     45.9790,     48.5390,     40.9024,     40.9189,     41.0406,     42.8345,     42.8345,     43.7939
      56,          0.916667,     37.3518,     36.9789,     36.4426,     35.8641,     35.0065,     34.9911,     34.9911,     37.6431,     37.6611,     37.6919,     37.9589,     38.1768,     38.2623,     38.2747,     38.3221,     38.7054,     39.2435,     38.7101,     39.9960,     40.1890,     40.3738,     40.5240,     40.6194,     40.6291,     40.6356,     45.0517,     45.0426,     40.7387,     40.7559,     40.7766,     40.8824,     41.0468,     41.5265,     41.9298,     42.2118,     42.7167,     43.0304,     43.4491,     43.6128,     43.7809,     43.8896,     45.0072,     45.3474,     45.4663,     45.5394,     45.9790,     48.5390,     40.8861,     40.9053,     41.0481,     42.8424,     42.8424,     43.7910
      57,          0.933333,     37.3387,     36.9669,     36.4288,     35.8441,     35.0359,     35.0225,     35.0225,     37.6282,     37.6460,     37.6767,     37.9422,     38.1589,     38.2439,     38.2561,     38.3033,     38.6880,     39.2318,     38.6927,     39.9826,     40.1743,     40.3576,     40.5064,     40.6009,     40.6105,     40.6170,     45.0434,     45.0339,     40.7200,     40.7372,     40.7579,     40.8652,     41.0303,     41.5105,     41.9118,     42.1925,     42.6939,     43.0062,     43.4244,     43.5885,     43.7577,     43.8673,     45.0012,     45.3322,     45.4495,     45.5237,     45.9790,     48.5390,     40.8692,     40.8915,     41.0550,     42.8484,     42.8485,     43.7884
      58,          0.950000,     37.3253,     36.9546,     36.4145,     35.8249,     35.0639,     35.0521,     35.0521,     37.6128,     37.6305,     37.6610,     37.9251,     38.1404,     38.2248,     38.2369,     38.2838,     38.6700,     39.2199,     38.6746,     39.9689,     40.1592,     40.3411,     40.4884,     40.5820,     40.5916,     40.5980,     45.0360,     45.0266,     40.7010,     40.7181,     40.7389,     40.8477,     41.0138,     41.4947,     41.8940,     42.1732,     42.6713,     42.9821,     43.3999,     43.5644,     43.7351,     43.8460,     44.9958,     45.3170,     45.4336,     45.5087,     45.9790,     48.5390,     40.8521,     40.8775,     41.0611,     42.8529,     42.8530,     43.7861
      59,          0.966667,     37.3114,     36.9420,     36.4000,     35.8065,     35.0906,     35.0802,     35.0802,     37.5971,     37.6147,     37.6450,     37.9076,     38.1210,     38.2049,     38.2170,     38.2637,     38.6515,     39.2078,     38.6561,     39.9549,     40.1439,     40.3241,     40.4699,     40.5628,     40.5722,     40.5786,     45.0288,     45.0196,     40.6816,     40.6986,     40.7194,     40.8300,     40.9973,     41.4790,     41.8763,     42.1542,     42.6490,     42.9585,     43.3761,     43.5412,     43.7135,     43.8256,     44.9906,     45.3020,     45.4178,     45.4942,     45.9790,     48.5390,     40.8347,     40.8633,     41.0659,     42.8562,     42.8562,     43.7837
      60,          0.983333,     37.2972,     36.9291,     36.3852,     35.7896,     35.1159,     35.1069,     35.1069,     37.5811,     37.5986,     37.6287,     37.8895,     38.1009,     38.1843,     38.1963,     38.2428,     38.6326,     39.1955,     38.6372,     39.9406,     40.1280,     40.3067,     40.4510,     40.5431,     40.5524,     40.5588,     45.0218,     45.0127,     40.6619,     40.6788,     40.6996,     40.8120,     40.9808,     41.4636,     41.8591,     42.1356,     42.6273,     42.9355,     43.3530,     43.5186,     43.6923,     43.8055,     44.9855,     45.2872,     45.4023,     45.4799,     45.9790,     48.5390,     40.8170,     40.8490,     41.0698,     42.8583,     42.8583,     43.7812
      61,          1.000000,     37.2827,     36.9160,     36.3701,     35.7749,     35.1400,     35.1322,     35.1322,     37.5648,     37.5821,     37.6120,     37.8713,     38.0802,     38.1630,     38.1749,     38.2212,     38.6131,     39.1831,     38.6177,     39.9261,     40.1120,     40.2891,     40.4318,     40.5230,     40.5323,     40.5386,     45.0149,     45.0059,     40.6417,     40.6586,     40.6795,     40.7939,     40.9645,     41.4486,     41.8422,     42.1173,     42.6059,     42.9129,     43.3301,     43.4962,     43.6713,     43.7857,     44.9804,     45.2724,     45.3867,     45.4658,     45.9790,     48.5390,     40.7992,     40.8345,     41.0726,     42.8595,     42.8595,     43.7786
      62,          1.016667,     37.2680,     36.9027,     36.3547,     35.7616,     35.1632,     35.1561,     35.1561,     37.5481,     37.5653,     37.5950,     37.8526,     38.0586,     38.1409,     38.1528,     38.1989,     38.5930,     39.1705,     38.5975,     39.9112,     40.0956,     40.2710,     40.4122,     40.5026,     40.5118,     40.5181,     45.0079,     44.9991,     40.6213,     40.6381,     40.6591,     40.7756,     40.9484,     41.4338,     41.8252,     42.0992,     42.5846,     42.8904,     43.3071,     43.4736,     43.6501,     43.7656,     44.9751,     45.2574,     45.3709,     45.4515,     45.9790,     48.5390,     40.7812,     40.8200,     41.0745,     42.8599,     42.8599,     43.7759
      63,          1.033333,     37.2528,     36.8890,     36.3393,     35.7494,     35.1851,     35.1790,     35.1790,     37.5308,     37.5479,     37.5773,     37.8328,     38.0370,     38.1183,     38.1301,     38.1761,     38.5724,     39.1579,     38.5769,     39.8960,     40.0790,     40.2528,     40.3923,     40.4818,     40.4909,     40.4972,     45.0008,     44.9921,     40.6004,     40.6172,     40.6383,     40.7571,     40.9322,     41.4190,     41.8083,     42.0810,     42.5632,     42.8676,     43.2839,     43.4508,     43.6287,     43.7454,     44.9699,     45.2421,     45.3550,     45.4372,     45.9790,     48.5390,     40.7630,     40.8054,     41.0755,     42.8597,     42.8597,     43.7732
      64,          1.050000,     37.2370,     36.8749,     36.3233,     35.7379,     35.2062,     35.2007,     35.2007,     37.5128,     37.5297,     37.5589,     37.8125,     38.0150,     38.0954,     38.1070,     38.1528,     38.5513,     39.1453,     38.5559,     39.8805,     40.0620,     40.2341,     40.3721,     40.4606,     40.4696,     40.4758,     44.9937,     44.9852,     40.5792,     40.5958,     40.6170,     40.7384,     40.9160,     41.4041,     41.7913,     42.0626,     42.5415,     42.8445,     43.2603,     43.4277,     43.6072,     43.7251,     44.9645,     45.2267,     45.3390,     45.4229,     45.9790,     48.5390,     40.7446,     40.7906,     41.0759,     42.8589,     42.8589,     43.7704
      65,          1.066667,     37.2209,     36.8605,     36.3069,     35.7267,     35.2263,     35.2215,     35.2214,     37.4946,     37.5113,     37.5402,     37.7917,     37.9926,     38.0722,     38.0837,     38.1293,     38.5299,     39.1329,     38.5345,     39.8648,     40.0447,     40.2150,     40.3514,     40.4390,     40.4479,     40.4541,     44.9866,     44.9783,     40.5576,     40.5742,     40.5955,     40.7195,     40.8998,     41.3892,     41.7741,     42.0440,     42.5197,     42.8213,     43.2365,     43.4044,     43.5855,     43.7046,     44.9592,     45.2112,     45.3226,     45.4086,     45.9790,     48.5390,     40.7259,     40.7757,     41.0758,     42.8577,     42.8577,     43.7676
      66,          1.083333,     37.2044,     36.8457,     36.2900,     35.7157,     35.2455,     35.2412,     35.2412,     37.4759,     37.4925,     37.5212,     37.7706,     37.9697,     38.0486,     38.0600,     38.1054,     38.5088,     39.1205,     38.5133,     39.8490,     40.0272,     40.1957,     40.3304,     40.4170,     40.4259,     40.4320,     44.9795,     44.9713,     40.5356,     40.5521,     40.5735,     40.7003,     40.8834,     41.3741,     41.7566,     42.0251,     42.4975,     42.7976,     43.2124,     43.3808,     43.5635,     43.6838,     44.9537,     45.1953,     45.3061,     45.3940,     45.9790,     48.5390,     40.7070,     40.7606,     41.0751,     42.8560,     42.8560,     43.7645
      67,          1.100000,     37.1877,     36.8309,     36.2729,     35.7049,     35.2639,     35.2602,     35.2602,     37.4570,     37.4734,     37.5019,     37.7494,     37.9465,     38.0247,     38.0360,     38.0812,     38.4878,     39.1086,     38.4923,     39.8333,     40.0096,     40.1763,     40.3093,     40.3950,     40.4037,     40.4098,     44.9733,     44.9653,     40.5135,     40.5299,     40.5514,     40.6814,     40.8676,     41.3593,     41.7396,     42.0067,     42.4756,     42.7743,     43.1885,     43.3577,     43.5426,     43.6647,     44.9489,     45.1808,     45.2904,     45.3802,     45.9790,     48.5390,     40.6883,     40.7463,     41.0751,     42.8544,     42.8544,     43.7623
      68,          1.116667,     37.1708,     36.8161,     36.2553,     35.6944,     35.2815,     35.2782,     35.2782,     37.4379,     37.4542,     37.4824,     37.7279,     37.9233,     38.0007,     38.0119,     38.0571,     38.4670,     39.0970,     38.4714,     39.8177,     39.9922,     40.1570,     40.2883,     40.3730,     40.3817,     40.3877,     44.9678,     44.9600,     40.4916,     40.5080,     40.5297,     40.6631,     40.8524,     41.3451,     41.7231,     41.9888,     42.4544,     42.7520,     43.1663,     43.3366,     43.5240,     43.6477,     44.9446,     45.1678,     45.2762,     45.3676,     45.9790,     48.5390,     40.6704,     40.7332,     41.0753,     42.8527,     42.8527,     43.7606
      69,          1.133333,     37.1539,     36.8013,     36.2378,     35.6842,     35.2984,     35.2955,     35.2955,     37.4188,     37.4349,     37.4629,     37.7065,     37.9000,     37.9767,     37.9879,     38.0329,     38.4463,     39.0857,     38.4508,     39.8020,     39.9749,     40.1378,     40.2673,     40.3512,     40.3598,     40.3658,     44.9629,     44.9552,     40.4701,     40.4865,     40.5085,     40.6456,     40.8380,     41.3315,     41.7074,     41.9719,     42.4346,     42.7313,     43.1459,     43.3174,     43.5071,     43.6324,     44.9407,     45.1558,     45.2631,     45.3559,     45.9790,     48.5390,     40.6531,     40.7210,     41.0749,     42.8507,     42.8507,     43.7590
      70,          1.150000,     37.1371,     36.7864,     36.2199,     35.6746,     35.3145,     35.3119,     35.3119,     37.3998,     37.4157,     37.4435,     37.6851,     37.8767,     37.9529,     37.9639,     38.0089,     38.4258,     39.0747,     38.4302,     39.7864,     39.9576,     40.1186,     40.2466,     40.3296,     40.3382,     40.3442,     44.9581,     44.9505,     40.4489,     40.4653,     40.4876,     40.6287,     40.8244,     41.3187,     41.6926,     41.9561,     42.4162,     42.7122,     43.1272,     43.2996,     43.4913,     43.6179,     44.9369,     45.1445,     45.2507,     45.3451,     45.9790,     48.5390,     40.6364,     40.7093,     41.0744,     42.8487,     42.8487,     43.7572
      71,          1.166667,     37.1203,     36.7717,     36.2020,     35.6653,     35.3300,     35.3277,     35.3277,     37.3808,     37.3966,     37.4242,     37.6639,     37.8536,     37.9291,     37.9401,     37.9850,     38.4055,     39.0641,     38.4099,     39.7711,     39.9406,     40.0997,     40.2262,     40.3083,     40.3168,     40.3228,     44.9536,     44.9462,     40.4282,     40.4446,     40.4671,     40.6125,     40.8117,     41.3068,     41.6789,     41.9415,     42.3990,     42.6943,     43.1094,     43.2828,     43.4764,     43.6042,     44.9334,     45.1337,     45.2389,     45.3349,     45.9790,     48.5390,     40.6204,     40.6982,     41.0735,     42.8467,     42.8467,     43.7555
      72,          1.183333,     37.1036,     36.7573,     36.1844,     35.6568,     35.3447,     35.3427,     35.3427,     37.3620,     37.3776,     37.4050,     37.6428,     37.8306,     37.9055,     37.9164,     37.9612,     38.3853,     39.0539,     38.3897,     39.7557,     39.9237,     40.0811,     40.2060,     40.2875,     40.2959,     40.3019,     44.9492,     44.9419,     40.4079,     40.4244,     40.4472,     40.5971,     40.7998,     41.2955,     41.6658,     41.9274,     42.3826,     42.6771,     43.0925,     43.2667,     43.4621,     43.5910,     44.9299,     45.1232,     45.2273,     45.3250,     45.9790,     48.5390,     40.6052,     40.6878,     41.0720,     42.8445,     42.8445,     43.7535
      73,          1.200000,     37.0871,     36.7430,     36.1668,     35.6489,     35.3588,     35.3571,     35.3571,     37.3432,     37.3587,     37.3858,     37.6217,     37.8078,     37.8819,     37.8927,     37.9375,     38.3654,     39.0439,     38.3698,     39.7405,     39.9071,     40.0628,     40.1862,     40.2669,     40.2753,     40.2813,     44.9448,     44.9376,     40.3881,     40.4046,     40.4279,     40.5825,     40.7884,     41.2846,     41.6532,     41.9139,     42.3668,     42.6607,     43.0760,     43.2508,     43.4478,     43.5778,     44.9264,     45.1126,     45.2158,     45.3154,     45.9790,     48.5390,     40.5907,     40.6779,     41.0703,     42.8423,     42.8423,     43.7515
      74,          1.216667,     37.0706,     36.7287,     36.1491,     35.6417,     35.3723,     35.3708,     35.3708,     37.3246,     37.3399,     37.3668,     37.6008,     37.7851,     37.8586,     37.8693,     37.9141,     38.3459,     39.0345,     38.3503,     39.7255,     39.8906,     40.0446,     40.1667,     40.2466,     40.2549,     40.2609,     44.9404,     44.9334,     40.3687,     40.3853,     40.4089,     40.5684,     40.7776,     41.2741,     41.6409,     41.9008,     42.3512,     42.6442,     43.0595,     43.2349,     43.4336,     43.5647,     44.9229,     45.1020,     45.2043,     45.3061,     45.9790,     48.5390,     40.5767,     40.6686,     41.0682,     42.8401,     42.8401,     43.7495
      75,          1.233333,     37.0541,     36.7148,     36.1315,     35.6352,     35.3853,     35.3839,     35.3839,     37.3060,     37.3212,     37.3478,     37.5801,     37.7626,     37.8355,     37.8461,     37.8909,     38.3268,     39.0252,     38.3313,     39.7106,     39.8745,     40.0269,     40.1475,     40.2268,     40.2350,     40.2410,     44.9360,     44.9291,     40.3497,     40.3662,     40.3902,     40.5549,     40.7671,     41.2635,     41.6287,     41.8876,     42.3357,     42.6278,     43.0430,     43.2191,     43.4194,     43.5515,     44.9194,     45.0913,     45.1927,     45.2967,     45.9790,     48.5390,     40.5634,     40.6596,     41.0660,     42.8379,     42.8379,     43.7473
      76,          1.250000,     37.0380,     36.7010,     36.1140,     35.6293,     35.3977,     35.3965,     35.3965,     37.2877,     37.3027,     37.3291,     37.5595,     37.7403,     37.8125,     37.8230,     37.8678,     38.3082,     39.0164,     38.3126,     39.6960,     39.8585,     40.0093,     40.1286,     40.2071,     40.2153,     40.2213,     44.9316,     44.9249,     40.3309,     40.3475,     40.3719,     40.5418,     40.7566,     41.2529,     41.6163,     41.8744,     42.3201,     42.6114,     43.0264,     43.2032,     43.4052,     43.5381,     44.9158,     45.0808,     45.1813,     45.2871,     45.9790,     48.5390,     40.5504,     40.6513,     41.0640,     42.8361,     42.8361,     43.7452
      77,          1.266667,     37.0220,     36.6875,     36.0967,     35.6239,     35.4096,     35.4085,     35.4085,     37.2694,     37.2843,     37.3105,     37.5392,     37.7182,     37.7898,     37.8003,     37.8451,     38.2902,     39.0080,     38.2947,     39.6817,     39.8430,     39.9921,     40.1099,     40.1878,     40.1960,     40.2020,     44.9278,     44.9212,     40.3126,     40.3293,     40.3541,     40.5293,     40.7468,     41.2426,     41.6046,     41.8617,     42.3050,     42.5954,     43.0102,     43.1878,     43.3918,     43.5261,     44.9127,     45.0711,     45.1704,     45.2784,     45.9790,     48.5390,     40.5380,     40.6440,     41.0620,     42.8340,     42.8340,     43.7438
      78,          1.283333,     37.0061,     36.6743,     36.0797,     35.6193,     35.4209,     35.4201,     35.4201,     37.2514,     37.2661,     37.2922,     37.5191,     37.6965,     37.7675,     37.7779,     37.8228,     38.2729,     39.0000,     38.2774,     39.6678,     39.8278,     39.9754,     40.0918,     40.1691,     40.1772,     40.1833,     44.9246,     44.9181,     40.2949,     40.3117,     40.3371,     40.5179,     40.7376,     41.2329,     41.5934,     41.8495,     42.2903,     42.5802,     42.9952,     43.1740,     43.3803,     43.5157,     44.9100,     45.0628,     45.1609,     45.2707,     45.9790,     48.5390,     40.5267,     40.6379,     41.0605,     42.8324,     42.8324,     43.7427
