"EG14_002 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG14_002.tcf]","Time (h)","H ds1.1 [EG14_002]","H ds1.2 [EG14_002]","H ds2.2 [EG14_002]","H ds3.2 [EG14_002]","H ds4.2 [EG14_002]","H ds5.2 [EG14_002]","H ds_weir.2 [EG14_002]","H FC01.01.1 [EG14_002]","H FC01.02.1 [EG14_002]","H FC01.03.1 [EG14_002]","H FC01.04.1 [EG14_002]","H FC01.05.1 [EG14_002]","H FC01.06.1 [EG14_002]","H FC01.07.1 [EG14_002]","H FC01.08.1 [EG14_002]","H FC01.09.1 [EG14_002]","H FC01.12.1 [EG14_002]","H FC01.12.2 [EG14_002]","H FC01.13.1 [EG14_002]","H FC01.14.1 [EG14_002]","H FC01.15.1 [EG14_002]","H FC01.16.1 [EG14_002]","H FC01.17.1 [EG14_002]","H FC01.18.1 [EG14_002]","H FC01.19.1 [EG14_002]","H FC01.1_R.1 [EG14_002]","H FC01.1_R.2 [EG14_002]","H FC01.20.1 [EG14_002]","H FC01.21.1 [EG14_002]","H FC01.22.1 [EG14_002]","H FC01.23.1 [EG14_002]","H FC01.24.1 [EG14_002]","H FC01.25.1 [EG14_002]","H FC01.26.1 [EG14_002]","H FC01.27.1 [EG14_002]","H FC01.28A.1 [EG14_002]","H FC01.28B.1 [EG14_002]","H FC01.29.1 [EG14_002]","H FC01.30.1 [EG14_002]","H FC01.31.1 [EG14_002]","H FC01.32.1 [EG14_002]","H FC01.33.1 [EG14_002]","H FC01.36.1 [EG14_002]","H FC01.37.1 [EG14_002]","H FC01.38.1 [EG14_002]","H FC01.39.1 [EG14_002]","H FC01.40.1 [EG14_002]","H FC02.01.1 [EG14_002]","H FC02.02.1 [EG14_002]","H FC02.03.1 [EG14_002]","H FC02.04.1 [EG14_002]","H FC02.05.1 [EG14_002]","H FC02.06.1 [EG14_002]"
     163,          2.700000,     36.3581,     36.0169,     35.7455,     35.7398,     35.7394,     35.7392,     35.7392,     36.4776,     36.4851,     36.5011,     36.6385,     36.7382,     36.7839,     36.7917,     36.8866,     37.7333,     38.6614,     37.7392,     39.0453,     39.1516,     39.2191,     39.2700,     39.3111,     39.3280,     39.3781,     44.7865,     44.7859,     39.6869,     39.6887,     39.8943,     40.0628,     40.3065,     40.7909,     41.0491,     41.3082,     41.5735,     41.9395,     42.3094,     42.6320,     42.8836,     43.0776,     44.7859,     44.7865,     44.7865,     45.0183,     45.9790,     48.5390,     40.0852,     40.4221,     40.8555,     42.7468,     42.7468,     43.6410
     164,          2.716667,     36.3537,     36.0097,     35.7461,     35.7409,     35.7400,     35.7401,     35.7401,     36.4707,     36.4782,     36.4940,     36.6303,     36.7292,     36.7746,     36.7824,     36.8800,     37.7300,     38.6575,     37.7359,     39.0397,     39.1450,     39.2114,     39.2617,     39.3024,     39.3203,     39.3736,     44.7859,     44.7854,     39.6827,     39.6844,     39.8928,     40.0557,     40.3029,     40.7851,     41.0419,     41.3033,     41.5641,     41.9395,     42.3034,     42.6326,     42.8809,     43.0774,     44.7854,     44.7859,     44.7860,     45.0183,     45.9790,     48.5390,     40.0802,     40.4230,     40.8514,     42.7463,     42.7463,     43.6410
     165,          2.733334,     36.3493,     36.0025,     35.7465,     35.7412,     35.7409,     35.7409,     35.7409,     36.4638,     36.4712,     36.4869,     36.6220,     36.7201,     36.7652,     36.7730,     36.8736,     37.7267,     38.6537,     37.7327,     39.0341,     39.1387,     39.2042,     39.2535,     39.2941,     39.3126,     39.3696,     44.7854,     44.7848,     39.6786,     39.6799,     39.8929,     40.0486,     40.2996,     40.7791,     41.0336,     41.2992,     41.5548,     41.9400,     42.2970,     42.6331,     42.8779,     43.0773,     44.7848,     44.7854,     44.7854,     45.0183,     45.9790,     48.5390,     40.0755,     40.4236,     40.8476,     42.7457,     42.7457,     43.6410
     166,          2.750000,     36.3448,     35.9952,     35.7464,     35.7423,     35.7416,     35.7418,     35.7418,     36.4570,     36.4643,     36.4799,     36.6139,     36.7111,     36.7560,     36.7638,     36.8675,     37.7232,     38.6497,     37.7293,     39.0286,     39.1324,     39.1968,     39.2456,     39.2858,     39.3052,     39.3659,     44.7849,     44.7844,     39.6745,     39.6758,     39.8903,     40.0419,     40.2990,     40.7726,     41.0271,     41.2957,     41.5443,     41.9404,     42.2894,     42.6340,     42.8747,     43.0776,     44.7844,     44.7849,     44.7850,     45.0183,     45.9790,     48.5390,     40.0710,     40.4240,     40.8438,     42.7453,     42.7453,     43.6410
     167,          2.766667,     36.3406,     35.9880,     35.7469,     35.7427,     35.7424,     35.7423,     35.7423,     36.4504,     36.4576,     36.4731,     36.6060,     36.7023,     36.7469,     36.7547,     36.8616,     37.7198,     38.6458,     37.7259,     39.0231,     39.1263,     39.1897,     39.2380,     39.2780,     39.2981,     39.3626,     44.7846,     44.7840,     39.6703,     39.6717,     39.8908,     40.0353,     40.2977,     40.7663,     41.0273,     41.2913,     41.5423,     41.9407,     42.2784,     42.6353,     42.8713,     43.0785,     44.7840,     44.7845,     44.7844,     45.0183,     45.9790,     48.5390,     40.0669,     40.4243,     40.8403,     42.7447,     42.7447,     43.6410
     168,          2.783334,     36.3366,     35.9811,     35.7472,     35.7435,     35.7429,     35.7429,     35.7429,     36.4439,     36.4510,     36.4664,     36.5982,     36.6935,     36.7381,     36.7459,     36.8561,     37.7159,     38.6423,     37.7222,     39.0178,     39.1203,     39.1830,     39.2304,     39.2703,     39.2912,     39.3598,     44.7842,     44.7836,     39.6665,     39.6678,     39.8878,     40.0292,     40.2977,     40.7606,     41.0277,     41.2875,     41.5416,     41.9392,     42.2777,     42.6366,     42.8675,     43.0796,     44.7836,     44.7842,     44.7842,     45.0183,     45.9790,     48.5390,     40.0631,     40.4243,     40.8370,     42.7442,     42.7442,     43.6410
     169,          2.800000,     36.3327,     35.9743,     35.7475,     35.7439,     35.7435,     35.7436,     35.7436,     36.4374,     36.4445,     36.4597,     36.5905,     36.6850,     36.7293,     36.7371,     36.8506,     37.7121,     38.6391,     37.7185,     39.0129,     39.1148,     39.1764,     39.2233,     39.2628,     39.2846,     39.3571,     44.7839,     44.7834,     39.6628,     39.6639,     39.8844,     40.0239,     40.2968,     40.7555,     41.0270,     41.2840,     41.5415,     41.9379,     42.2777,     42.6370,     42.8641,     43.0813,     44.7834,     44.7839,     44.7840,     45.0183,     45.9790,     48.5390,     40.0598,     40.4242,     40.8338,     42.7436,     42.7436,     43.6410
     170,          2.816667,     36.3289,     35.9678,     35.7475,     35.7443,     35.7440,     35.7441,     35.7441,     36.4311,     36.4380,     36.4531,     36.5828,     36.6765,     36.7205,     36.7283,     36.8455,     37.7086,     38.6364,     37.7152,     39.0079,     39.1093,     39.1698,     39.2161,     39.2557,     39.2785,     39.3543,     44.7838,     44.7832,     39.6590,     39.6601,     39.8811,     40.0192,     40.2961,     40.7507,     41.0268,     41.2811,     41.5416,     41.9368,     42.2776,     42.6370,     42.8624,     43.0826,     44.7832,     44.7837,     44.7837,     45.0183,     45.9790,     48.5390,     40.0566,     40.4237,     40.8305,     42.7431,     42.7431,     43.6410
     171,          2.833333,     36.3250,     35.9610,     35.7478,     35.7448,     35.7446,     35.7446,     35.7447,     36.4248,     36.4316,     36.4466,     36.5751,     36.6681,     36.7119,     36.7197,     36.8410,     37.7052,     38.6336,     37.7120,     39.0030,     39.1039,     39.1635,     39.2092,     39.2486,     39.2725,     39.3521,     44.7836,     44.7831,     39.6553,     39.6563,     39.8782,     40.0150,     40.2954,     40.7466,     41.0263,     41.2785,     41.5431,     41.9356,     42.2776,     42.6365,     42.8622,     43.0829,     44.7831,     44.7836,     44.7836,     45.0183,     45.9790,     48.5390,     40.0539,     40.4229,     40.8274,     42.7425,     42.7425,     43.6410
     172,          2.850000,     36.3213,     35.9542,     35.7480,     35.7454,     35.7451,     35.7452,     35.7452,     36.4186,     36.4253,     36.4401,     36.5676,     36.6597,     36.7033,     36.7111,     36.8390,     37.7015,     38.6309,     37.7085,     38.9981,     39.0985,     39.1575,     39.2026,     39.2420,     39.2668,     39.3499,     44.7835,     44.7830,     39.6516,     39.6525,     39.8755,     40.0111,     40.2948,     40.7427,     41.0262,     41.2763,     41.5453,     41.9345,     42.2776,     42.6360,     42.8627,     43.0824,     44.7830,     44.7835,     44.7836,     45.0183,     45.9790,     48.5390,     40.0512,     40.4218,     40.8246,     42.7420,     42.7420,     43.6410
     173,          2.866667,     36.3179,     35.9477,     35.7483,     35.7459,     35.7457,     35.7457,     35.7458,     36.4125,     36.4192,     36.4339,     36.5603,     36.6515,     36.6952,     36.7032,     36.8387,     37.6969,     38.6284,     37.7044,     38.9931,     39.0935,     39.1514,     39.1960,     39.2354,     39.2613,     39.3477,     44.7835,     44.7830,     39.6483,     39.6491,     39.8732,     40.0075,     40.2945,     40.7392,     41.0258,     41.2746,     41.5472,     41.9332,     42.2775,     42.6357,     42.8627,     43.0821,     44.7830,     44.7834,     44.7834,     45.0183,     45.9790,     48.5390,     40.0487,     40.4206,     40.8219,     42.7414,     42.7414,     43.6410
     174,          2.883333,     36.3145,     35.9414,     35.7487,     35.7465,     35.7463,     35.7463,     35.7463,     36.4065,     36.4131,     36.4278,     36.5532,     36.6438,     36.6877,     36.6958,     36.8383,     37.6917,     38.6264,     37.6997,     38.9882,     39.0886,     39.1454,     39.1896,     39.2293,     39.2560,     39.3455,     44.7834,     44.7829,     39.6450,     39.6458,     39.8710,     40.0042,     40.2947,     40.7358,     41.0260,     41.2732,     41.5487,     41.9317,     42.2775,     42.6352,     42.8627,     43.0816,     44.7829,     44.7834,     44.7834,     45.0183,     45.9790,     48.5390,     40.0465,     40.4189,     40.8199,     42.7413,     42.7413,     43.6410
     175,          2.900000,     36.3112,     35.9352,     35.7491,     35.7470,     35.7468,     35.7468,     35.7468,     36.4007,     36.4071,     36.4216,     36.5462,     36.6364,     36.6805,     36.6887,     36.8376,     37.6859,     38.6248,     37.6947,     38.9832,     39.0836,     39.1399,     39.1836,     39.2232,     39.2511,     39.3436,     44.7833,     44.7828,     39.6418,     39.6425,     39.8689,     40.0012,     40.2941,     40.7329,     41.0267,     41.2721,     41.5494,     41.9302,     42.2775,     42.6347,     42.8627,     43.0813,     44.7828,     44.7833,     44.7834,     45.0183,     45.9790,     48.5390,     40.0443,     40.4177,     40.8193,     42.7412,     42.7412,     43.6410
     176,          2.916667,     36.3080,     35.9289,     35.7493,     35.7475,     35.7473,     35.7473,     35.7473,     36.3950,     36.4014,     36.4158,     36.5396,     36.6292,     36.6733,     36.6816,     36.8366,     37.6799,     38.6239,     37.6898,     38.9783,     39.0791,     39.1344,     39.1776,     39.2174,     39.2461,     39.3418,     44.7831,     44.7826,     39.6387,     39.6393,     39.8671,     39.9983,     40.2938,     40.7302,     41.0288,     41.2708,     41.5499,     41.9289,     42.2773,     42.6342,     42.8628,     43.0808,     44.7826,     44.7831,     44.7831,     45.0183,     45.9790,     48.5390,     40.0420,     40.4168,     40.8186,     42.7408,     42.7408,     43.6410
     177,          2.933333,     36.3050,     35.9227,     35.7496,     35.7480,     35.7478,     35.7479,     35.7479,     36.3895,     36.3958,     36.4101,     36.5330,     36.6221,     36.6662,     36.6745,     36.8352,     37.6732,     38.6228,     37.6878,     38.9734,     39.0747,     39.1289,     39.1718,     39.2119,     39.2416,     39.3401,     44.7830,     44.7825,     39.6358,     39.6364,     39.8655,     39.9956,     40.2933,     40.7279,     41.0310,     41.2691,     41.5503,     41.9274,     42.2775,     42.6337,     42.8628,     43.0802,     44.7825,     44.7830,     44.7831,     45.0183,     45.9790,     48.5390,     40.0398,     40.4162,     40.8179,     42.7407,     42.7407,     43.6410
     178,          2.950000,     36.3021,     35.9171,     35.7500,     35.7485,     35.7484,     35.7484,     35.7484,     36.3841,     36.3903,     36.4046,     36.5269,     36.6152,     36.6590,     36.6673,     36.8342,     37.6676,     38.6207,     37.6872,     38.9684,     39.0703,     39.1237,     39.1663,     39.2065,     39.2372,     39.3385,     44.7830,     44.7825,     39.6330,     39.6336,     39.8638,     39.9931,     40.2930,     40.7259,     41.0327,     41.2675,     41.5507,     41.9260,     42.2773,     42.6333,     42.8628,     43.0798,     44.7825,     44.7830,     44.7830,     45.0183,     45.9790,     48.5390,     40.0382,     40.4161,     40.8173,     42.7407,     42.7407,     43.6410
     179,          2.966667,     36.2990,     35.9153,     35.7504,     35.7491,     35.7489,     35.7490,     35.7489,     36.3789,     36.3851,     36.3992,     36.5207,     36.6083,     36.6519,     36.6603,     36.8340,     37.6626,     38.6179,     37.6862,     38.9639,     39.0659,     39.1187,     39.1608,     39.2015,     39.2329,     39.3371,     44.7830,     44.7825,     39.6303,     39.6309,     39.8623,     39.9909,     40.2927,     40.7243,     41.0338,     41.2658,     41.5513,     41.9247,     42.2774,     42.6330,     42.8628,     43.0798,     44.7825,     44.7830,     44.7830,     45.0183,     45.9790,     48.5390,     40.0365,     40.4162,     40.8172,     42.7407,     42.7407,     43.6410
     180,          2.983334,     36.2946,     35.9171,     35.7509,     35.7496,     35.7495,     35.7495,     35.7495,     36.3737,     36.3798,     36.3939,     36.5147,     36.6017,     36.6453,     36.6538,     36.8344,     37.6576,     38.6146,     37.6852,     38.9596,     39.0620,     39.1138,     39.1556,     39.1966,     39.2291,     39.3360,     44.7829,     44.7824,     39.6276,     39.6281,     39.8610,     39.9887,     40.2928,     40.7226,     41.0343,     41.2642,     41.5518,     41.9234,     42.2774,     42.6329,     42.8628,     43.0795,     44.7824,     44.7830,     44.7830,     45.0183,     45.9790,     48.5390,     40.0352,     40.4167,     40.8167,     42.7407,     42.7407,     43.6410
     181,          3.000000,     36.2879,     35.9322,     35.7513,     35.7501,     35.7500,     35.7500,     35.7500,     36.3683,     36.3744,     36.3885,     36.5087,     36.5952,     36.6389,     36.6476,     36.8347,     37.6524,     38.6111,     37.6841,     38.9556,     39.0578,     39.1089,     39.1506,     39.1919,     39.2256,     39.3346,     44.7828,     44.7823,     39.6250,     39.6255,     39.8597,     39.9869,     40.2923,     40.7213,     41.0342,     41.2626,     41.5523,     41.9223,     42.2774,     42.6326,     42.8628,     43.0790,     44.7823,     44.7828,     44.7828,     45.0183,     45.9790,     48.5390,     40.0342,     40.4172,     40.8159,     42.7404,     42.7404,     43.6410
