"EG14_003 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG14_003.tcf]","Time(h)","V FC01.1_R [EG14_003]","V FC01.2_R [EG14_003]","V FC04.1_C [EG14_003]","V Pipe0 [EG14_003]","V Pipe1 [EG14_003]","V Pipe10 [EG14_003]","V Pipe11 [EG14_003]","V Pipe12 [EG14_003]","V Pipe13 [EG14_003]","V Pipe14 [EG14_003]","V Pipe15 [EG14_003]","V Pipe16 [EG14_003]","V Pipe17 [EG14_003]","V Pipe19 [EG14_003]","V Pipe2 [EG14_003]","V Pipe3 [EG14_003]","V Pipe4 [EG14_003]","V Pipe5 [EG14_003]","V Pipe6 [EG14_003]","V Pipe7 [EG14_003]","V Pipe8 [EG14_003]","V Pipe9 [EG14_003]","V Pit1 [EG14_003]","V Pit10 [EG14_003]","V Pit11 [EG14_003]","V Pit12 [EG14_003]","V Pit13 [EG14_003]","V Pit14 [EG14_003]","V Pit15 [EG14_003]","V Pit16 [EG14_003]","V Pit17 [EG14_003]","V Pit18 [EG14_003]","V Pit19 [EG14_003]","V Pit2 [EG14_003]","V Pit3 [EG14_003]","V Pit4 [EG14_003]","V Pit5 [EG14_003]","V Pit6 [EG14_003]","V Pit7 [EG14_003]","V Pit8 [EG14_003]","V Pit9 [EG14_003]"
     168,          2.783334,    2.307,    0.611,    0.000,    0.000,    0.003,    0.005,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.013,   -0.006,    0.000,   -0.001,    0.002,    0.000,    0.001,    0.008,    0.022,   -0.032,   -0.009,   -0.009,   -0.009,   -0.009,   -0.009,   -0.011,   -0.015,   -0.032,   -0.038,   -0.042,   -0.030,   -0.026,   -0.022,   -0.021,   -0.024,   -0.018,   -0.012,   -0.009
     169,          2.800000,    2.275,    0.596,    0.000,    0.000,    0.002,    0.005,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.013,   -0.006,    0.000,   -0.001,    0.002,    0.000,    0.000,    0.008,    0.021,   -0.031,   -0.009,   -0.009,   -0.009,   -0.009,   -0.009,   -0.010,   -0.015,   -0.031,   -0.038,   -0.041,   -0.030,   -0.025,   -0.021,   -0.021,   -0.024,   -0.018,   -0.012,   -0.009
     170,          2.816667,    2.242,    0.575,    0.000,    0.000,    0.002,    0.005,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.013,   -0.006,    0.000,   -0.001,    0.002,    0.000,    0.000,    0.007,    0.021,   -0.031,   -0.009,   -0.009,   -0.009,   -0.009,   -0.009,   -0.010,   -0.015,   -0.031,   -0.037,   -0.041,   -0.029,   -0.025,   -0.021,   -0.020,   -0.024,   -0.018,   -0.012,   -0.009
     171,          2.833333,    2.208,    0.734,    0.000,    0.000,    0.002,    0.004,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.012,   -0.006,    0.000,   -0.001,    0.002,    0.000,    0.000,    0.007,    0.020,   -0.030,   -0.009,   -0.009,   -0.009,   -0.009,   -0.009,   -0.010,   -0.015,   -0.030,   -0.037,   -0.040,   -0.029,   -0.024,   -0.021,   -0.020,   -0.023,   -0.017,   -0.011,   -0.009
     172,          2.850000,    2.173,    0.094,    0.000,    0.000,    0.002,    0.004,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.012,   -0.006,    0.000,   -0.001,    0.002,    0.000,    0.000,    0.007,    0.020,   -0.030,   -0.009,   -0.009,   -0.009,   -0.009,   -0.009,   -0.010,   -0.014,   -0.030,   -0.036,   -0.040,   -0.029,   -0.024,   -0.020,   -0.020,   -0.023,   -0.017,   -0.011,   -0.009
     173,          2.866667,    2.137,    1.165,    0.000,    0.000,    0.002,    0.004,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.012,   -0.006,    0.000,   -0.001,    0.002,    0.000,    0.000,    0.007,    0.019,   -0.029,   -0.009,   -0.009,   -0.009,   -0.009,   -0.009,   -0.010,   -0.014,   -0.029,   -0.036,   -0.039,   -0.028,   -0.024,   -0.020,   -0.019,   -0.023,   -0.017,   -0.011,   -0.009
     174,          2.883333,    2.100,    0.899,    0.000,    0.000,    0.002,    0.004,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.012,   -0.006,    0.000,   -0.001,    0.002,    0.000,    0.000,    0.007,    0.019,   -0.029,   -0.009,   -0.009,   -0.009,   -0.009,   -0.009,   -0.009,   -0.014,   -0.029,   -0.035,   -0.038,   -0.028,   -0.023,   -0.020,   -0.019,   -0.022,   -0.016,   -0.011,   -0.009
     175,          2.900000,    2.061,    1.180,    0.000,    0.000,    0.002,    0.004,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.011,   -0.006,    0.000,   -0.001,    0.002,    0.000,    0.000,    0.006,    0.019,   -0.028,   -0.008,   -0.008,   -0.008,   -0.008,   -0.008,   -0.009,   -0.014,   -0.028,   -0.034,   -0.038,   -0.027,   -0.023,   -0.019,   -0.019,   -0.022,   -0.016,   -0.011,   -0.008
     176,          2.916667,    2.022,    0.888,    0.000,    0.000,    0.002,    0.004,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.011,   -0.005,    0.000,   -0.001,    0.001,    0.000,    0.000,    0.006,    0.018,   -0.028,   -0.008,   -0.008,   -0.008,   -0.008,   -0.008,   -0.009,   -0.013,   -0.028,   -0.034,   -0.037,   -0.027,   -0.023,   -0.019,   -0.019,   -0.021,   -0.016,   -0.010,   -0.008
     177,          2.933333,    1.981,    0.145,    0.000,    0.000,    0.002,    0.004,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.011,   -0.005,    0.000,   -0.001,    0.001,    0.000,    0.000,    0.006,    0.018,   -0.027,   -0.008,   -0.008,   -0.008,   -0.008,   -0.008,   -0.009,   -0.013,   -0.028,   -0.033,   -0.037,   -0.027,   -0.022,   -0.019,   -0.018,   -0.021,   -0.016,   -0.010,   -0.008
     178,          2.950000,    1.943,    1.192,    0.000,    0.000,    0.002,    0.004,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.010,   -0.005,    0.000,   -0.001,    0.001,    0.000,    0.000,    0.006,    0.017,   -0.027,   -0.008,   -0.008,   -0.008,   -0.008,   -0.008,   -0.009,   -0.013,   -0.027,   -0.033,   -0.036,   -0.026,   -0.022,   -0.018,   -0.018,   -0.021,   -0.015,   -0.010,   -0.008
     179,          2.966667,    1.905,   -0.169,    0.000,    0.000,    0.001,    0.003,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.010,   -0.005,    0.000,   -0.001,    0.001,    0.000,    0.000,    0.006,    0.017,   -0.026,   -0.008,   -0.008,   -0.008,   -0.008,   -0.008,   -0.008,   -0.013,   -0.027,   -0.032,   -0.035,   -0.026,   -0.022,   -0.018,   -0.018,   -0.020,   -0.015,   -0.010,   -0.008
     180,          2.983334,    1.872,   -0.196,    0.000,    0.000,    0.001,    0.003,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.010,   -0.005,    0.000,   -0.001,    0.001,    0.000,    0.000,    0.005,    0.017,   -0.026,   -0.008,   -0.008,   -0.008,   -0.008,   -0.008,   -0.008,   -0.012,   -0.026,   -0.032,   -0.035,   -0.025,   -0.021,   -0.018,   -0.017,   -0.020,   -0.015,   -0.009,   -0.008
     181,          3.000000,    1.837,   -0.314,    0.000,    0.000,    0.001,    0.003,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.010,   -0.005,    0.000,   -0.000,    0.001,    0.000,    0.000,    0.005,    0.016,   -0.026,   -0.008,   -0.008,   -0.008,   -0.008,   -0.008,   -0.008,   -0.012,   -0.026,   -0.031,   -0.034,   -0.025,   -0.021,   -0.017,   -0.017,   -0.020,   -0.014,   -0.009,   -0.008
