"EG02_014 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG02_014.tcf]","Time (h)","H FC01.1_R.1 [EG02_014]","H FC01.1_R.2 [EG02_014]","H FC01.2_R.1 [EG02_014]","H FC01.2_R.2 [EG02_014]","H FC04.1_C.1 [EG02_014]","H FC04.1_C.2 [EG02_014]","H Pipe16.2 [EG02_014]","H Pit1 [EG02_014]","H Pit1.1 [EG02_014]","H Pit10 [EG02_014]","H Pit10.1 [EG02_014]","H Pit11 [EG02_014]","H Pit11.1 [EG02_014]","H Pit12 [EG02_014]","H Pit12.1 [EG02_014]","H Pit13 [EG02_014]","H Pit13.1 [EG02_014]","H Pit14 [EG02_014]","H Pit14.1 [EG02_014]","H Pit15 [EG02_014]","H Pit15.1 [EG02_014]","H Pit16 [EG02_014]","H Pit16.1 [EG02_014]","H Pit17 [EG02_014]","H Pit17.1 [EG02_014]","H Pit18 [EG02_014]","H Pit18.1 [EG02_014]","H Pit19 [EG02_014]","H Pit19.1 [EG02_014]","H Pit2 [EG02_014]","H Pit2.1 [EG02_014]","H Pit3 [EG02_014]","H Pit3.1 [EG02_014]","H Pit4 [EG02_014]","H Pit4.1 [EG02_014]","H Pit5 [EG02_014]","H Pit5.1 [EG02_014]","H Pit6 [EG02_014]","H Pit6.1 [EG02_014]","H Pit7 [EG02_014]","H Pit7.1 [EG02_014]","H Pit8 [EG02_014]","H Pit8.1 [EG02_014]","H Pit9 [EG02_014]","H Pit9.1 [EG02_014]"
      23,          0.366667,     46.2424,     45.1136,     37.7589,     37.7183,     43.5726,     42.9256,     43.0788,     43.2877,     43.2935,     43.0835,     43.0704,     43.0778,     43.0699,     43.0760,     43.0699,     43.0795,     43.0701,     43.0892,     43.0696,     43.0978,     43.0699,     43.1813,     43.1711,     43.3428,     43.3496,     43.3890,     43.4191,     43.4063,     43.4486,     43.2895,     43.2910,     43.2752,     43.2908,     43.3162,     43.3374,     43.3229,     43.3492,     43.3461,     43.3512,     43.2241,     43.2221,     43.1278,     43.0981,     43.0935,     43.0702
      24,          0.383333,     46.2990,     45.1722,     37.7426,     37.7798,     43.5862,     42.9353,     43.1060,     43.2927,     43.2967,     43.1100,     43.0989,     43.1048,     43.0982,     43.1035,     43.0984,     43.1066,     43.0981,     43.1160,     43.0984,     43.1219,     43.0977,     43.1909,     43.1773,     43.3457,     43.3520,     43.3914,     43.4213,     43.4089,     43.4507,     43.2897,     43.2949,     43.2794,     43.2918,     43.3209,     43.3438,     43.3282,     43.3540,     43.3493,     43.3545,     43.2317,     43.2265,     43.1426,     43.1106,     43.1197,     43.0989
      25,          0.400000,     46.3643,     45.2333,     37.8103,     37.7808,     43.5984,     42.9432,     43.1321,     43.2970,     43.3001,     43.1353,     43.1257,     43.1309,     43.1254,     43.1297,     43.1255,     43.1328,     43.1257,     43.1387,     43.1257,     43.1493,     43.1252,     43.1963,     43.1822,     43.3485,     43.3540,     43.3935,     43.4228,     43.4106,     43.4521,     43.2944,     43.2986,     43.2891,     43.2981,     43.3230,     43.3485,     43.3325,     43.3576,     43.3521,     43.3572,     43.2389,     43.2307,     43.1615,     43.1297,     43.1440,     43.1252
      26,          0.416667,     46.4377,     45.2977,     37.8826,     37.8245,     43.6087,     42.9502,     43.1565,     43.3005,     43.3031,     43.1592,     43.1505,     43.1552,     43.1504,     43.1543,     43.1507,     43.1571,     43.1512,     43.1625,     43.1508,     43.1668,     43.1514,     43.2143,     43.1865,     43.3484,     43.3555,     43.3950,     43.4239,     43.4121,     43.4531,     43.2984,     43.3020,     43.2898,     43.3035,     43.3267,     43.3521,     43.3361,     43.3604,     43.3544,     43.3594,     43.2501,     43.2347,     43.1803,     43.1518,     43.1664,     43.1502
      27,          0.433333,     46.5194,     45.3666,     37.9298,     37.8813,     43.6177,     42.9562,     43.1786,     43.3041,     43.3061,     43.1815,     43.1739,     43.1778,     43.1736,     43.1769,     43.1741,     43.1792,     43.1742,     43.1839,     43.1743,     43.1867,     43.1743,     43.2242,     43.1921,     43.3507,     43.3570,     43.3964,     43.4248,     43.4133,     43.4539,     43.3022,     43.3051,     43.2941,     43.3067,     43.3295,     43.3548,     43.3392,     43.3628,     43.3564,     43.3612,     43.2565,     43.2376,     43.1988,     43.1738,     43.1881,     43.1735
      28,          0.450000,     46.6057,     45.4338,     37.9822,     37.9898,     43.6261,     42.9615,     43.1991,     43.3074,     43.3088,     43.2020,     43.1952,     43.1986,     43.1952,     43.1977,     43.1954,     43.1997,     43.1956,     43.2038,     43.1955,     43.2043,     43.1954,     43.2375,     43.2015,     43.3526,     43.3582,     43.3977,     43.4256,     43.4144,     43.4546,     43.3059,     43.3079,     43.2982,     43.3110,     43.3324,     43.3572,     43.3419,     43.3647,     43.3584,     43.3628,     43.2646,     43.2410,     43.2162,     43.1950,     43.2082,     43.1948
      29,          0.466667,     46.7104,     45.5131,     38.1095,     38.0650,     43.6334,     42.9662,     43.2178,     43.3106,     43.3113,     43.2208,     43.2151,     43.2177,     43.2147,     43.2166,     43.2148,     43.2184,     43.2146,     43.2223,     43.2148,     43.2216,     43.2146,     43.2523,     43.2171,     43.3548,     43.3594,     43.3989,     43.4262,     43.4153,     43.4551,     43.3096,     43.3105,     43.3029,     43.3153,     43.3354,     43.3592,     43.3446,     43.3663,     43.3603,     43.3640,     43.2724,     43.2451,     43.2330,     43.2144,     43.2264,     43.2146
      30,          0.483333,     46.8266,     45.6011,     38.2118,     38.1576,     43.6393,     42.9702,     43.2355,     43.3136,     43.3139,     43.2381,     43.2331,     43.2353,     43.2328,     43.2345,     43.2330,     43.2361,     43.2330,     43.2396,     43.2331,     43.2453,     43.2331,     43.2586,     43.2341,     43.3571,     43.3606,     43.4002,     43.4268,     43.4162,     43.4556,     43.3129,     43.3127,     43.3115,     43.3179,     43.3380,     43.3609,     43.3471,     43.3677,     43.3622,     43.3653,     43.2813,     43.2516,     43.2490,     43.2326,     43.2431,     43.2324
      31,          0.500000,     46.9465,     45.6933,     38.3378,     38.2114,     43.6445,     42.9740,     43.2521,     43.3157,     43.3158,     43.2542,     43.2498,     43.2518,     43.2497,     43.2512,     43.2501,     43.2527,     43.2502,     43.2558,     43.2501,     43.2614,     43.2501,     43.2715,     43.2506,     43.3598,     43.3618,     43.4016,     43.4274,     43.4172,     43.4560,     43.3151,     43.3149,     43.3155,     43.3182,     43.3404,     43.3626,     43.3492,     43.3690,     43.3642,     43.3664,     43.2912,     43.2610,     43.2643,     43.2492,     43.2588,     43.2493
      32,          0.516667,     47.0665,     45.7893,     38.3605,     38.3280,     43.6492,     42.9770,     43.2673,     43.3187,     43.3188,     43.2696,     43.2658,     43.2673,     43.2656,     43.2666,     43.2657,     43.2679,     43.2658,     43.2707,     43.2657,     43.2758,     43.2658,     43.2851,     43.2664,     43.3626,     43.3629,     43.4027,     43.4278,     43.4180,     43.4563,     43.3183,     43.3167,     43.3199,     43.3211,     43.3430,     43.3642,     43.3517,     43.3703,     43.3660,     43.3674,     43.3014,     43.2724,     43.2793,     43.2652,     43.2738,     43.2654
      33,          0.533333,     47.2276,     45.8979,     38.4467,     38.4126,     43.6532,     42.9796,     43.2819,     43.3207,     43.3204,     43.2842,     43.2807,     43.2822,     43.2807,     43.2814,     43.2808,     43.2825,     43.2808,     43.2849,     43.2808,     43.2893,     43.2808,     43.2979,     43.2809,     43.3649,     43.3641,     43.4041,     43.4282,     43.4189,     43.4565,     43.3218,     43.3193,     43.3237,     43.3235,     43.3455,     43.3655,     43.3539,     43.3715,     43.3680,     43.3684,     43.3135,     43.2852,     43.2922,     43.2803,     43.2881,     43.2803
      34,          0.550000,     47.4445,     46.0330,     38.5529,     38.5161,     43.6568,     42.9817,     43.2954,     43.3238,     43.3232,     43.2979,     43.2949,     43.2960,     43.2946,     43.2952,     43.2948,     43.2960,     43.2947,     43.2980,     43.2947,     43.3019,     43.2946,     43.3123,     43.2947,     43.3678,     43.3653,     43.4055,     43.4286,     43.4198,     43.4568,     43.3251,     43.3223,     43.3237,     43.3252,     43.3479,     43.3667,     43.3560,     43.3726,     43.3694,     43.3693,     43.3241,     43.2977,     43.3053,     43.2943,     43.3016,     43.2945
      35,          0.566667,     47.6946,     46.1870,     38.6559,     38.6171,     43.6598,     42.9835,     43.3086,     43.3279,     43.3268,     43.3110,     43.3082,     43.3091,     43.3081,     43.3085,     43.3082,     43.3092,     43.3083,     43.3109,     43.3083,     43.3142,     43.3082,     43.3209,     43.3078,     43.3712,     43.3665,     43.4067,     43.4289,     43.4207,     43.4570,     43.3294,     43.3263,     43.3315,     43.3281,     43.3503,     43.3678,     43.3582,     43.3736,     43.3714,     43.3704,     43.3330,     43.3100,     43.3187,     43.3075,     43.3143,     43.3078
      36,          0.583333,     47.9655,     46.3056,     38.7738,     38.7292,     43.6624,     42.9851,     43.3205,     43.3336,     43.3323,     43.3230,     43.3206,     43.3214,     43.3205,     43.3206,     43.3206,     43.3210,     43.3205,     43.3223,     43.3206,     43.3248,     43.3204,     43.3298,     43.3203,     43.3759,     43.3682,     43.4079,     43.4293,     43.4215,     43.4571,     43.3353,     43.3320,     43.3388,     43.3315,     43.3535,     43.3691,     43.3610,     43.3749,     43.3738,     43.3718,     43.3411,     43.3219,     43.3315,     43.3202,     43.3260,     43.3204
      37,          0.600000,     48.2413,     46.4057,     38.8978,     38.8383,     43.6644,     42.9861,     43.3318,     43.3407,     43.3393,     43.3343,     43.3324,     43.3329,     43.3323,     43.3323,     43.3323,     43.3324,     43.3323,     43.3333,     43.3323,     43.3351,     43.3321,     43.3390,     43.3319,     43.3789,     43.3700,     43.4093,     43.4294,     43.4223,     43.4571,     43.3426,     43.3393,     43.3460,     43.3373,     43.3573,     43.3705,     43.3642,     43.3763,     43.3765,     43.3735,     43.3508,     43.3332,     43.3420,     43.3318,     43.3370,     43.3321
      38,          0.616667,     48.4994,     46.4905,     39.0308,     38.9545,     43.6661,     42.9871,     43.3425,     43.3485,     43.3474,     43.3448,     43.3431,     43.3436,     43.3430,     43.3431,     43.3432,     43.3430,     43.3431,     43.3437,     43.3431,     43.3450,     43.3431,     43.3477,     43.3429,     43.3824,     43.3723,     43.4107,     43.4296,     43.4231,     43.4569,     43.3501,     43.3473,     43.3534,     43.3451,     43.3622,     43.3725,     43.3684,     43.3782,     43.3796,     43.3759,     43.3597,     43.3436,     43.3516,     43.3427,     43.3472,     43.3428
      39,          0.633333,     48.7366,     46.5595,     39.1825,     39.0796,     43.6672,     42.9877,     43.3527,     43.3569,     43.3561,     43.3547,     43.3534,     43.3536,     43.3533,     43.3533,     43.3534,     43.3533,     43.3535,     43.3536,     43.3534,     43.3546,     43.3533,     43.3566,     43.3532,     43.3863,     43.3754,     43.4124,     43.4298,     43.4242,     43.4569,     43.3581,     43.3559,     43.3609,     43.3541,     43.3681,     43.3754,     43.3733,     43.3809,     43.3833,     43.3791,     43.3681,     43.3534,     43.3607,     43.3527,     43.3568,     43.3531
      40,          0.650000,     48.9611,     46.6237,     39.3524,     39.2149,     43.6679,     42.9881,     43.3622,     43.3654,     43.3650,     43.3640,     43.3629,     43.3631,     43.3628,     43.3629,     43.3630,     43.3628,     43.3630,     43.3629,     43.3629,     43.3636,     43.3628,     43.3651,     43.3627,     43.3895,     43.3792,     43.4145,     43.4301,     43.4255,     43.4569,     43.3664,     43.3650,     43.3685,     43.3635,     43.3743,     43.3791,     43.3786,     43.3842,     43.3876,     43.3831,     43.3773,     43.3630,     43.3695,     43.3625,     43.3659,     43.3627
      41,          0.666667,     49.1778,     46.6779,     39.5393,     39.3554,     43.6683,     42.9883,     43.3713,     43.3736,     43.3733,     43.3728,     43.3719,     43.3720,     43.3719,     43.3720,     43.3720,     43.3719,     43.3721,     43.3720,     43.3720,     43.3724,     43.3720,     43.3735,     43.3721,     43.3943,     43.3839,     43.4167,     43.4305,     43.4269,     43.4569,     43.3744,     43.3735,     43.3761,     43.3724,     43.3806,     43.3837,     43.3843,     43.3884,     43.3924,     43.3878,     43.3850,     43.3717,     43.3777,     43.3714,     43.3744,     43.3717
      42,          0.683333,     49.3877,     46.7278,     39.7197,     39.4849,     43.6683,     42.9882,     43.3797,     43.3816,     43.3816,     43.3811,     43.3804,     43.3804,     43.3804,     43.3804,     43.3804,     43.3803,     43.3805,     43.3804,     43.3805,     43.3806,     43.3804,     43.3815,     43.3804,     43.4007,     43.3890,     43.4188,     43.4311,     43.4285,     43.4568,     43.3822,     43.3816,     43.3835,     43.3807,     43.3871,     43.3890,     43.3900,     43.3930,     43.3974,     43.3927,     43.3910,     43.3800,     43.3854,     43.3799,     43.3826,     43.3802
      43,          0.700000,     49.5545,     46.8444,     39.8850,     39.5985,     43.6680,     42.9880,     43.3877,     43.3896,     43.3896,     43.3889,     43.3884,     43.3884,     43.3884,     43.3884,     43.3884,     43.3883,     43.3884,     43.3884,     43.3884,     43.3885,     43.3885,     43.3892,     43.3885,     43.4064,     43.3949,     43.4213,     43.4319,     43.4307,     43.4569,     43.3898,     43.3895,     43.3908,     43.3887,     43.3937,     43.3949,     43.3961,     43.3983,     43.4030,     43.3984,     43.3976,     43.3881,     43.3927,     43.3880,     43.3902,     43.3882
      44,          0.716667,     49.6662,     46.9975,     40.0407,     39.6972,     43.6674,     42.9876,     43.3955,     43.3968,     43.3969,     43.3964,     43.3960,     43.3959,     43.3960,     43.3961,     43.3962,     43.3960,     43.3962,     43.3961,     43.3961,     43.3961,     43.3961,     43.3967,     43.3961,     43.4120,     43.4009,     43.4241,     43.4332,     43.4332,     43.4571,     43.3972,     43.3970,     43.3980,     43.3965,     43.4004,     43.4013,     43.4025,     43.4041,     43.4086,     43.4042,     43.4039,     43.3957,     43.3996,     43.3956,     43.3974,     43.3958
