"EG05_016","Location","GW flow layer 1","GW flow layer 1","GW flow layer 1","GW Level Layer 1","GW depth layer 1","GW Level Layer 1","GW depth layer 1","GW Level Layer 1","GW depth layer 1"
,        0.350000, 0.7813E-03, 0.7133E-03, 0.6311E-03,         38.8178,          0.0089,         35.9880,          0.0166,         42.2648,          0.0090
,        0.366667, 0.7858E-03, 0.7169E-03, 0.6333E-03,         38.8181,          0.0092,         35.9886,          0.0173,         42.2650,          0.0092
,        0.383333, 0.7900E-03, 0.7205E-03, 0.6354E-03,         38.8184,          0.0095,         35.9893,          0.0179,         42.2653,          0.0094
,        0.400000, 0.7941E-03, 0.7241E-03, 0.6376E-03,         38.8187,          0.0098,         35.9900,          0.0186,         42.2655,          0.0096
,        0.416667, 0.7979E-03, 0.7276E-03, 0.6398E-03,         38.8191,          0.0102,         35.9907,          0.0193,         42.2657,          0.0098
,        0.433333, 0.8016E-03, 0.7311E-03, 0.6419E-03,         38.8194,          0.0105,         35.9913,          0.0200,         42.2659,          0.0100
,        0.450000, 0.8051E-03, 0.7345E-03, 0.6441E-03,         38.8198,          0.0109,         35.9920,          0.0206,         42.2661,          0.0103
,        0.466667, 0.8084E-03, 0.7380E-03, 0.6462E-03,         38.8202,          0.0113,         35.9927,          0.0213,         42.2663,          0.0105
,        0.483333, 0.8116E-03, 0.7413E-03, 0.6484E-03,         38.8206,          0.0117,         35.9934,          0.0220,         42.2666,          0.0107
,        0.500000, 0.8147E-03, 0.7447E-03, 0.6505E-03,         38.8210,          0.0121,         35.9940,          0.0227,         42.2668,          0.0109
,        0.516667, 0.8177E-03, 0.7480E-03, 0.6527E-03,         38.8214,          0.0125,         35.9947,          0.0233,         42.2670,          0.0111
,        0.533333, 0.8205E-03, 0.7512E-03, 0.6548E-03,         38.8218,          0.0129,         35.9954,          0.0240,         42.2672,          0.0114
,        0.550000, 0.8232E-03, 0.7545E-03, 0.6570E-03,         38.8223,          0.0133,         35.9961,          0.0247,         42.2674,          0.0116
,        0.566667, 0.8258E-03, 0.7576E-03, 0.6591E-03,         38.8227,          0.0138,         35.9967,          0.0254,         42.2677,          0.0118
,        0.583333, 0.8284E-03, 0.7608E-03, 0.6612E-03,         38.8232,          0.0142,         35.9974,          0.0260,         42.2679,          0.0120
,        0.600000, 0.8308E-03, 0.7639E-03, 0.6634E-03,         38.8236,          0.0147,         35.9981,          0.0267,         42.2681,          0.0123
,        0.616667, 0.8332E-03, 0.7670E-03, 0.6655E-03,         38.8241,          0.0152,         35.9988,          0.0274,         42.2683,          0.0125
,        0.633333, 0.8355E-03, 0.7700E-03, 0.6676E-03,         38.8246,          0.0157,         35.9994,          0.0281,         42.2686,          0.0127
,        0.650000, 0.8377E-03, 0.7731E-03, 0.6697E-03,         38.8251,          0.0162,         36.0001,          0.0288,         42.2688,          0.0130
,        0.666667, 0.8398E-03, 0.7760E-03, 0.6719E-03,         38.8256,          0.0167,         36.0008,          0.0294,         42.2690,          0.0132
,        0.683333, 0.8419E-03, 0.7790E-03, 0.6740E-03,         38.8261,          0.0172,         36.0015,          0.0301,         42.2693,          0.0134
,        0.700000, 0.8439E-03, 0.7819E-03, 0.6761E-03,         38.8266,          0.0177,         36.0022,          0.0308,         42.2695,          0.0136
,        0.716667, 0.8459E-03, 0.7848E-03, 0.6782E-03,         38.8272,          0.0182,         36.0028,          0.0315,         42.2697,          0.0139
,        0.733333, 0.8477E-03, 0.7877E-03, 0.6803E-03,         38.8277,          0.0188,         36.0035,          0.0322,         42.2700,          0.0141
,        0.750000, 0.8496E-03, 0.7905E-03, 0.6824E-03,         38.8282,          0.0193,         36.0042,          0.0329,         42.2702,          0.0144
,        0.766667, 0.8514E-03, 0.7933E-03, 0.6845E-03,         38.8288,          0.0199,         36.0049,          0.0335,         42.2705,          0.0146
,        0.783333, 0.8532E-03, 0.7961E-03, 0.6866E-03,         38.8293,          0.0204,         36.0056,          0.0342,         42.2707,          0.0148
,        0.800000, 0.8549E-03, 0.7988E-03, 0.6887E-03,         38.8299,          0.0210,         36.0063,          0.0349,         42.2709,          0.0151
,        0.816667, 0.8565E-03, 0.8015E-03, 0.6908E-03,         38.8305,          0.0216,         36.0070,          0.0356,         42.2712,          0.0153
,        0.833333, 0.8582E-03, 0.8042E-03, 0.6929E-03,         38.8311,          0.0221,         36.0077,          0.0363,         42.2714,          0.0156
,        0.850000, 0.8598E-03, 0.8068E-03, 0.6950E-03,         38.8316,          0.0227,         36.0084,          0.0370,         42.2717,          0.0158
,        0.866667, 0.8613E-03, 0.8095E-03, 0.6971E-03,         38.8322,          0.0233,         36.0090,          0.0377,         42.2719,          0.0160
,        0.883333, 0.8628E-03, 0.8121E-03, 0.6992E-03,         38.8328,          0.0239,         36.0097,          0.0384,         42.2721,          0.0163
,        0.900000, 0.8643E-03, 0.8147E-03, 0.7012E-03,         38.8334,          0.0245,         36.0104,          0.0391,         42.2724,          0.0165
,        0.916667, 0.8658E-03, 0.8172E-03, 0.7033E-03,         38.8340,          0.0251,         36.0111,          0.0398,         42.2726,          0.0168
,        0.933333, 0.8673E-03, 0.8197E-03, 0.7054E-03,         38.8347,          0.0257,         36.0118,          0.0405,         42.2729,          0.0170
,        0.950000, 0.8687E-03, 0.8223E-03, 0.7075E-03,         38.8353,          0.0264,         36.0125,          0.0412,         42.2731,          0.0173
,        0.966667, 0.8701E-03, 0.8248E-03, 0.7096E-03,         38.8359,          0.0270,         36.0132,          0.0419,         42.2734,          0.0175
,        0.983333, 0.8714E-03, 0.8272E-03, 0.7116E-03,         38.8365,          0.0276,         36.0139,          0.0426,         42.2736,          0.0178
,        1.000000, 0.8728E-03, 0.8297E-03, 0.7137E-03,         38.8372,          0.0282,         36.0146,          0.0433,         42.2739,          0.0180
,        1.016667, 0.8741E-03, 0.8321E-03, 0.7158E-03,         38.8378,          0.0289,         36.0153,          0.0440,         42.2741,          0.0183
,        1.033333, 0.8754E-03, 0.8345E-03, 0.7178E-03,         38.8384,          0.0295,         36.0161,          0.0447,         42.2744,          0.0185
,        1.050000, 0.8767E-03, 0.8369E-03, 0.7199E-03,         38.8391,          0.0302,         36.0168,          0.0454,         42.2746,          0.0188
,        1.066667, 0.8780E-03, 0.8392E-03, 0.7220E-03,         38.8397,          0.0308,         36.0175,          0.0461,         42.2749,          0.0190
,        1.083333, 0.8792E-03, 0.8416E-03, 0.7240E-03,         38.8404,          0.0315,         36.0182,          0.0468,         42.2752,          0.0193
,        1.100000, 0.8805E-03, 0.8439E-03, 0.7261E-03,         38.8410,          0.0321,         36.0189,          0.0475,         42.2754,          0.0195
,        1.116667, 0.8817E-03, 0.8462E-03, 0.7282E-03,         38.8417,          0.0328,         36.0196,          0.0483,         42.2757,          0.0198
,        1.133333, 0.8829E-03, 0.8485E-03, 0.7302E-03,         38.8423,          0.0334,         36.0203,          0.0490,         42.2759,          0.0201
,        1.150000, 0.8841E-03, 0.8508E-03, 0.7323E-03,         38.8430,          0.0341,         36.0210,          0.0497,         42.2762,          0.0203
,        1.166667, 0.8854E-03, 0.8531E-03, 0.7344E-03,         38.8437,          0.0348,         36.0218,          0.0504,         42.2764,          0.0206
,        1.183333, 0.8865E-03, 0.8553E-03, 0.7364E-03,         38.8444,          0.0354,         36.0225,          0.0511,         42.2767,          0.0208
,        1.200000, 0.8877E-03, 0.8575E-03, 0.7385E-03,         38.8450,          0.0361,         36.0232,          0.0519,         42.2770,          0.0211
,        1.216667, 0.8889E-03, 0.8598E-03, 0.7405E-03,         38.8457,          0.0368,         36.0239,          0.0526,         42.2772,          0.0214
,        1.233333, 0.8901E-03, 0.8620E-03, 0.7426E-03,         38.8464,          0.0375,         36.0247,          0.0533,         42.2775,          0.0216
,        1.250000, 0.8912E-03, 0.8641E-03, 0.7447E-03,         38.8471,          0.0382,         36.0254,          0.0540,         42.2777,          0.0219
,        1.266667, 0.8924E-03, 0.8663E-03, 0.7468E-03,         38.8478,          0.0388,         36.0261,          0.0548,         42.2780,          0.0221
,        1.283333, 0.8935E-03, 0.8685E-03, 0.7488E-03,         38.8484,          0.0395,         36.0269,          0.0555,         42.2783,          0.0224
,        1.300000, 0.8947E-03, 0.8706E-03, 0.7509E-03,         38.8491,          0.0402,         36.0276,          0.0562,         42.2785,          0.0227
,        1.316667, 0.8958E-03, 0.8728E-03, 0.7530E-03,         38.8498,          0.0409,         36.0283,          0.0570,         42.2788,          0.0229
,        1.333333, 0.8970E-03, 0.8749E-03, 0.7550E-03,         38.8505,          0.0416,         36.0291,          0.0577,         42.2791,          0.0232
,        1.350000, 0.8981E-03, 0.8770E-03, 0.7571E-03,         38.8512,          0.0423,         36.0298,          0.0585,         42.2793,          0.0235
,        1.366667, 0.8992E-03, 0.8791E-03, 0.7592E-03,         38.8519,          0.0430,         36.0306,          0.0592,         42.2796,          0.0237
,        1.383333, 0.9004E-03, 0.8812E-03, 0.7613E-03,         38.8526,          0.0437,         36.0313,          0.0599,         42.2799,          0.0240
,        1.400000, 0.9015E-03, 0.8833E-03, 0.7633E-03,         38.8533,          0.0444,         36.0321,          0.0607,         42.2801,          0.0243
,        1.416667, 0.9026E-03, 0.8854E-03, 0.7654E-03,         38.8540,          0.0451,         36.0328,          0.0614,         42.2804,          0.0245
,        1.433333, 0.9038E-03, 0.8874E-03, 0.7675E-03,         38.8547,          0.0458,         36.0336,          0.0622,         42.2807,          0.0248
,        1.450000, 0.9049E-03, 0.8895E-03, 0.7696E-03,         38.8554,          0.0465,         36.0343,          0.0629,         42.2809,          0.0251
,        1.466667, 0.9060E-03, 0.8915E-03, 0.7717E-03,         38.8561,          0.0472,         36.0351,          0.0637,         42.2812,          0.0254
,        1.483333, 0.9071E-03, 0.8936E-03, 0.7738E-03,         38.8569,          0.0479,         36.0358,          0.0644,         42.2815,          0.0256
,        1.500000, 0.9083E-03, 0.8956E-03, 0.7759E-03,         38.8576,          0.0486,         36.0366,          0.0652,         42.2818,          0.0259
,        1.516667, 0.9094E-03, 0.8976E-03, 0.7780E-03,         38.8583,          0.0494,         36.0373,          0.0660,         42.2820,          0.0262
,        1.533333, 0.9105E-03, 0.8996E-03, 0.7801E-03,         38.8590,          0.0501,         36.0381,          0.0667,         42.2823,          0.0265
,        1.550000, 0.9116E-03, 0.9016E-03, 0.7822E-03,         38.8597,          0.0508,         36.0388,          0.0675,         42.2826,          0.0267
,        1.566667, 0.9128E-03, 0.9036E-03, 0.7843E-03,         38.8604,          0.0515,         36.0396,          0.0682,         42.2829,          0.0270
,        1.583333, 0.9139E-03, 0.9056E-03, 0.7864E-03,         38.8611,          0.0522,         36.0404,          0.0690,         42.2831,          0.0273
,        1.600000, 0.9150E-03, 0.9075E-03, 0.7886E-03,         38.8619,          0.0530,         36.0411,          0.0698,         42.2834,          0.0275
,        1.616667, 0.9162E-03, 0.9095E-03, 0.7907E-03,         38.8626,          0.0537,         36.0419,          0.0705,         42.2837,          0.0278
,        1.633333, 0.9173E-03, 0.9114E-03, 0.7928E-03,         38.8633,          0.0544,         36.0427,          0.0713,         42.2840,          0.0281
,        1.650000, 0.9184E-03, 0.9134E-03, 0.7950E-03,         38.8640,          0.0551,         36.0435,          0.0721,         42.2842,          0.0284
,        1.666667, 0.9196E-03, 0.9153E-03, 0.7971E-03,         38.8648,          0.0558,         36.0442,          0.0729,         42.2845,          0.0287
,        1.683333, 0.9207E-03, 0.9173E-03, 0.7992E-03,         38.8655,          0.0566,         36.0450,          0.0736,         42.2848,          0.0289
,        1.700000, 0.9218E-03, 0.9192E-03, 0.8014E-03,         38.8662,          0.0573,         36.0458,          0.0744,         42.2851,          0.0292
,        1.716667, 0.9230E-03, 0.9211E-03, 0.8036E-03,         38.8669,          0.0580,         36.0465,          0.0752,         42.2854,          0.0295
,        1.733333, 0.9241E-03, 0.9230E-03, 0.8057E-03,         38.8677,          0.0588,         36.0473,          0.0760,         42.2856,          0.0298
,        1.750000, 0.9252E-03, 0.9249E-03, 0.8079E-03,         38.8684,          0.0595,         36.0481,          0.0767,         42.2859,          0.0301
,        1.766667, 0.9264E-03, 0.9268E-03, 0.8101E-03,         38.8691,          0.0602,         36.0489,          0.0775,         42.2862,          0.0303
,        1.783333, 0.9275E-03, 0.9287E-03, 0.8123E-03,         38.8699,          0.0609,         36.0497,          0.0783,         42.2865,          0.0306
,        1.800000, 0.9286E-03, 0.9306E-03, 0.8145E-03,         38.8706,          0.0617,         36.0504,          0.0791,         42.2868,          0.0309
,        1.816667, 0.9298E-03, 0.9325E-03, 0.8167E-03,         38.8713,          0.0624,         36.0512,          0.0799,         42.2871,          0.0312
,        1.833333, 0.9309E-03, 0.9343E-03, 0.8189E-03,         38.8721,          0.0631,         36.0520,          0.0807,         42.2873,          0.0315
,        1.850000, 0.9321E-03, 0.9362E-03, 0.8211E-03,         38.8728,          0.0639,         36.0528,          0.0814,         42.2876,          0.0318
,        1.866667, 0.9332E-03, 0.9381E-03, 0.8233E-03,         38.8735,          0.0646,         36.0536,          0.0822,         42.2879,          0.0321
,        1.883333, 0.9344E-03, 0.9399E-03, 0.8256E-03,         38.8743,          0.0653,         36.0544,          0.0830,         42.2882,          0.0323
,        1.900000, 0.9355E-03, 0.9375E-03, 0.8278E-03,         38.8750,          0.0661,         36.0552,          0.0838,         42.2885,          0.0326
,        1.916667, 0.9367E-03, 0.9319E-03, 0.8301E-03,         38.8757,          0.0668,         36.0560,          0.0846,         42.2888,          0.0329
,        1.933333, 0.9378E-03, 0.9256E-03, 0.8323E-03,         38.8765,          0.0676,         36.0568,          0.0854,         42.2891,          0.0332
,        1.950000, 0.9389E-03, 0.9196E-03, 0.8346E-03,         38.8772,          0.0683,         36.0575,          0.0862,         42.2894,          0.0335
,        1.966667, 0.9401E-03, 0.9141E-03, 0.8369E-03,         38.8779,          0.0690,         36.0583,          0.0870,         42.2896,          0.0338
,        1.983333, 0.9413E-03, 0.9092E-03, 0.8392E-03,         38.8787,          0.0698,         36.0591,          0.0878,         42.2899,          0.0341
,        2.000000, 0.9424E-03, 0.9047E-03, 0.8415E-03,         38.8794,          0.0705,         36.0599,          0.0886,         42.2902,          0.0344
,        2.016667, 0.9435E-03, 0.9002E-03, 0.8438E-03,         38.8802,          0.0713,         36.0607,          0.0894,         42.2905,          0.0347
,        2.033333, 0.9447E-03, 0.8960E-03, 0.8461E-03,         38.8809,          0.0720,         36.0615,          0.0902,         42.2908,          0.0350
,        2.050000, 0.9458E-03, 0.8922E-03, 0.8485E-03,         38.8816,          0.0727,         36.0623,          0.0910,         42.2911,          0.0352
,        2.066667, 0.9470E-03, 0.8887E-03, 0.8508E-03,         38.8824,          0.0735,         36.0631,          0.0918,         42.2914,          0.0355
,        2.083333, 0.9481E-03, 0.8856E-03, 0.8531E-03,         38.8831,          0.0742,         36.0639,          0.0926,         42.2917,          0.0358
,        2.100000, 0.9493E-03, 0.8825E-03, 0.8555E-03,         38.8839,          0.0750,         36.0647,          0.0934,         42.2920,          0.0361
,        2.116667, 0.9504E-03, 0.8798E-03, 0.8579E-03,         38.8846,          0.0757,         36.0655,          0.0942,         42.2923,          0.0364
,        2.133333, 0.9516E-03, 0.8773E-03, 0.8603E-03,         38.8854,          0.0764,         36.0663,          0.0950,         42.2926,          0.0367
,        2.150000, 0.9527E-03, 0.8751E-03, 0.8627E-03,         38.8861,          0.0772,         36.0671,          0.0958,         42.2929,          0.0370
,        2.166667, 0.9538E-03, 0.8732E-03, 0.8651E-03,         38.8868,          0.0779,         36.0679,          0.0966,         42.2932,          0.0373
,        2.183333, 0.9550E-03, 0.8710E-03, 0.8675E-03,         38.8876,          0.0787,         36.0687,          0.0974,         42.2935,          0.0376
,        2.200000, 0.9561E-03, 0.8691E-03, 0.8699E-03,         38.8883,          0.0794,         36.0695,          0.0982,         42.2938,          0.0379
,        2.216667, 0.9573E-03, 0.8673E-03, 0.8724E-03,         38.8891,          0.0802,         36.0703,          0.0990,         42.2941,          0.0382
,        2.233333, 0.9584E-03, 0.8658E-03, 0.8748E-03,         38.8898,          0.0809,         36.0711,          0.0998,         42.2944,          0.0385
,        2.250000, 0.9596E-03, 0.8645E-03, 0.8773E-03,         38.8906,          0.0816,         36.0719,          0.1006,         42.2947,          0.0388
,        2.266667, 0.9607E-03, 0.8629E-03, 0.8798E-03,         38.8913,          0.0824,         36.0727,          0.1014,         42.2950,          0.0391
,        2.283333, 0.9618E-03, 0.8615E-03, 0.8823E-03,         38.8921,          0.0831,         36.0735,          0.1022,         42.2953,          0.0394
,        2.300000, 0.9630E-03, 0.8602E-03, 0.8848E-03,         38.8928,          0.0839,         36.0743,          0.1030,         42.2956,          0.0397
,        2.316667, 0.9641E-03, 0.8592E-03, 0.8873E-03,         38.8935,          0.0846,         36.0751,          0.1038,         42.2959,          0.0400
,        2.333333, 0.9652E-03, 0.8583E-03, 0.8898E-03,         38.8943,          0.0854,         36.0759,          0.1046,         42.2962,          0.0403
,        2.350000, 0.9664E-03, 0.8572E-03, 0.8924E-03,         38.8950,          0.0861,         36.0767,          0.1054,         42.2965,          0.0407
,        2.366667, 0.9675E-03, 0.8563E-03, 0.8950E-03,         38.8958,          0.0869,         36.0775,          0.1062,         42.2968,          0.0410
,        2.383333, 0.9687E-03, 0.8555E-03, 0.8975E-03,         38.8965,          0.0876,         36.0784,          0.1070,         42.2971,          0.0413
,        2.400000, 0.9698E-03, 0.8548E-03, 0.9001E-03,         38.8973,          0.0884,         36.0792,          0.1078,         42.2974,          0.0416
,        2.416667, 0.9709E-03, 0.8541E-03, 0.9027E-03,         38.8980,          0.0891,         36.0800,          0.1086,         42.2977,          0.0419
,        2.433333, 0.9720E-03, 0.8533E-03, 0.9054E-03,         38.8988,          0.0898,         36.0808,          0.1094,         42.2981,          0.0422
,        2.450000, 0.9732E-03, 0.8526E-03, 0.9080E-03,         38.8995,          0.0906,         36.0816,          0.1102,         42.2984,          0.0425
,        2.466667, 0.9743E-03, 0.8520E-03, 0.9106E-03,         38.9002,          0.0913,         36.0824,          0.1110,         42.2987,          0.0428
,        2.483333, 0.9754E-03, 0.8514E-03, 0.9133E-03,         38.9010,          0.0921,         36.0832,          0.1118,         42.2990,          0.0431
,        2.500000, 0.9765E-03, 0.8510E-03, 0.9160E-03,         38.9017,          0.0928,         36.0840,          0.1126,         42.2993,          0.0435
,        2.516667, 0.9777E-03, 0.8513E-03, 0.9187E-03,         38.9025,          0.0936,         36.0848,          0.1134,         42.2996,          0.0438
,        2.533333, 0.9788E-03, 0.8509E-03, 0.9214E-03,         38.9032,          0.0943,         36.0856,          0.1142,         42.2999,          0.0441
,        2.550000, 0.9799E-03, 0.8504E-03, 0.9241E-03,         38.9040,          0.0951,         36.0864,          0.1150,         42.3003,          0.0444
,        2.566667, 0.9810E-03, 0.8499E-03, 0.9268E-03,         38.9047,          0.0958,         36.0872,          0.1158,         42.3006,          0.0447
,        2.583333, 0.9821E-03, 0.8493E-03, 0.9296E-03,         38.9055,          0.0965,         36.0880,          0.1166,         42.3009,          0.0450
,        2.600000, 0.9833E-03, 0.8487E-03, 0.9323E-03,         38.9062,          0.0973,         36.0888,          0.1174,         42.3012,          0.0454
,        2.616667, 0.9844E-03, 0.8479E-03, 0.9351E-03,         38.9069,          0.0980,         36.0896,          0.1182,         42.3015,          0.0457
,        2.633333, 0.9855E-03, 0.8467E-03, 0.9379E-03,         38.9077,          0.0988,         36.0904,          0.1190,         42.3019,          0.0460
,        2.650000, 0.9866E-03, 0.8454E-03, 0.9407E-03,         38.9084,          0.0995,         36.0912,          0.1198,         42.3022,          0.0463
,        2.666667, 0.9878E-03, 0.8440E-03, 0.9436E-03,         38.9092,          0.1003,         36.0920,          0.1206,         42.3025,          0.0466
,        2.683333, 0.9889E-03, 0.8425E-03, 0.9464E-03,         38.9099,          0.1010,         36.0928,          0.1214,         42.3028,          0.0470
,        2.700000, 0.9900E-03, 0.8409E-03, 0.9493E-03,         38.9107,          0.1017,         36.0936,          0.1222,         42.3032,          0.0473
,        2.716667, 0.9911E-03, 0.8388E-03, 0.9522E-03,         38.9114,          0.1025,         36.0944,          0.1230,         42.3035,          0.0476
,        2.733333, 0.9923E-03, 0.8365E-03, 0.9550E-03,         38.9121,          0.1032,         36.0952,          0.1238,         42.3038,          0.0480
,        2.750000, 0.9934E-03, 0.8341E-03, 0.9579E-03,         38.9129,          0.1040,         36.0960,          0.1246,         42.3041,          0.0483
,        2.766667, 0.9945E-03, 0.8316E-03, 0.9609E-03,         38.9136,          0.1047,         36.0968,          0.1254,         42.3045,          0.0486
,        2.783333, 0.9956E-03, 0.8290E-03, 0.9638E-03,         38.9144,          0.1055,         36.0975,          0.1262,         42.3048,          0.0489
,        2.800000, 0.9968E-03, 0.8263E-03, 0.9668E-03,         38.9151,          0.1062,         36.0983,          0.1270,         42.3051,          0.0493
,        2.816667, 0.9979E-03, 0.8195E-03, 0.9697E-03,         38.9159,          0.1069,         36.0991,          0.1278,         42.3055,          0.0496
,        2.833333, 0.9990E-03, 0.8121E-03, 0.9727E-03,         38.9166,          0.1077,         36.0999,          0.1286,         42.3058,          0.0499
,        2.850000, 0.1000E-02, 0.8048E-03, 0.9757E-03,         38.9173,          0.1084,         36.1007,          0.1293,         42.3061,          0.0503
,        2.866667, 0.1001E-02, 0.7977E-03, 0.9787E-03,         38.9181,          0.1092,         36.1015,          0.1301,         42.3065,          0.0506
,        2.883333, 0.1002E-02, 0.7906E-03, 0.9818E-03,         38.9188,          0.1099,         36.1023,          0.1309,         42.3068,          0.0510
,        2.900000, 0.1004E-02, 0.7837E-03, 0.9848E-03,         38.9196,          0.1106,         36.1031,          0.1317,         42.3072,          0.0513
,        2.916667, 0.1005E-02, 0.7768E-03, 0.9879E-03,         38.9203,          0.1114,         36.1038,          0.1325,         42.3075,          0.0516
,        2.933333, 0.1006E-02, 0.7700E-03, 0.9910E-03,         38.9210,          0.1121,         36.1046,          0.1332,         42.3078,          0.0520
,        2.950000, 0.1007E-02, 0.7634E-03, 0.9941E-03,         38.9218,          0.1129,         36.1054,          0.1340,         42.3082,          0.0523
,        2.966667, 0.1008E-02, 0.7568E-03, 0.9972E-03,         38.9225,          0.1136,         36.1061,          0.1348,         42.3085,          0.0527
,        2.983333, 0.1009E-02, 0.7503E-03, 0.1000E-02,         38.9232,          0.1143,         36.1069,          0.1355,         42.3089,          0.0530
,        3.000000, 0.1010E-02, 0.7439E-03, 0.1003E-02,         38.9240,          0.1151,         36.1077,          0.1363,         42.3092,          0.0533

